r,rr,length_miles,USD2004perMW
p17,p36,639.04,441550.84
p17,p37,820.59,548669.28
p17,p38,914.92,599172.37
p17,p39,763.8,517428.92
p17,p40,952.58,624779.28
p17,p41,1020.07,665161.8
p17,p42,872.91,567727.25
p17,p43,1033.96,671497.91
p17,p44,933.33,609507.78
p17,p45,1031.83,667086.49
p17,p46,1172.02,753922.59
p17,p47,1332.5,900332.54
p17,p48,1381.19,875238.85
p17,p49,1170.73,749351.82
p17,p50,1352.16,853267.06
p17,p51,1341.2,852662.27
p17,p52,1093.67,704024.59
p17,p53,1196.34,767132.42
p17,p54,1172.49,759553.02
p17,p55,1334.89,856732.3
p17,p56,1396.6,885170.68
p17,p57,1645.26,1049391.4
p17,p58,1964.66,1235174.65
p17,p59,1313.88,948259.8
p17,p60,1485.14,934521.78
p17,p61,1486.04,1009579.82
p17,p62,1498.54,950178.67
p17,p63,1561.37,1019634.08
p17,p64,1722.72,1174408.68
p17,p65,1765.06,1185599.88
p17,p66,1836.19,1173755.46
p17,p67,1887.55,1240315.2
p17,p68,1025.19,662294.07
p17,p69,1155.76,737699.34
p17,p70,1124.96,721886.92
p17,p71,1225.53,787215.45
p17,p72,1390.07,887600.05
p17,p73,1343.29,866774.34
p17,p74,1271.68,843706.5
p17,p75,1290.25,826370.44
p17,p76,1280.74,818786.86
p17,p77,1194.34,768700.99
p17,p78,1276.78,820146.04
p17,p79,1344.52,859689.58
p17,p80,1400.25,882720.09
p17,p81,1275.47,807545.77
p17,p82,1344.84,849365.62
p17,p83,1435.97,900896.75
p17,p84,1461.23,946946.58
p17,p85,1536.07,981214.42
p17,p86,1693.87,1082676.91
p17,p87,1764.01,1119834.31
p17,p88,1664.21,1087283.52
p17,p89,1792.2,1226646.23
p17,p90,1949.56,1287060.41
p17,p91,2006.14,1345656.2
p17,p92,1662.79,1092207.61
p17,p93,1645.8,1048105.38
p17,p94,1921.59,1347080.77
p17,p95,1960.73,1417759.92
p17,p96,2158.92,1616551.48
p17,p97,1998.88,1460773.12
p17,p98,2097.07,1563787.68
p17,p99,2246.59,1699702.25
p17,p100,2054.07,1698050.79
p17,p101,2320.99,1704419.33
p17,p102,2541.58,1897384.58
p17,p103,1655.65,1033792.32
p17,p104,1529.65,960555.33
p17,p105,1549.44,987799.89
p17,p106,1546.37,963396.26
p17,p107,1548.62,970019.11
p17,p108,1576.99,987954.09
p17,p109,1629.19,1041956.52
p17,p110,1833.11,1261242.67
p17,p111,1744.36,1162839.08
p17,p112,1691.81,1125283.97
p17,p113,1641.28,1065732.52
p17,p114,1656.35,1096273.04
p17,p115,1857.05,1347638.76
p17,p116,1800.61,1271342.44
p17,p117,1854.84,1345655.91
p17,p118,2017.11,1464793.42
p17,p119,1979.27,1554839.3
p17,p120,2017.27,1657297.74
p17,p121,2027.62,1662278.14
p17,p122,2149.84,1863255.64
p17,p123,2096.69,1781742.43
p17,p124,2287.93,2000911.72
p17,p125,2161.5,1865492.14
p17,p126,2175.24,1881655.46
p17,p127,2233.2,1809996.04
p17,p128,2268.85,2080953.55
p17,p129,2354.14,1963156.25
p17,p130,2372.7,2114518.72
p17,p131,2387.1,2145293.85
p17,p132,2361.78,2026776.11
p17,p133,2399.64,2129425.8
p17,p134,2478.98,2321356.8
p18,p1,597.86,513983.51
p18,p2,495.66,422766.58
p18,p3,346.25,311458.17
p18,p4,436.31,369275.24
p18,p5,617.61,546716.69
p18,p6,863.9,678394.72
p18,p7,436.17,400106.75
p18,p8,877.15,687314.01
p18,p9,1058.26,983623.35
p18,p10,1206.45,984561.43
p18,p11,1279.43,1029599.95
p18,p12,838.29,633209.71
p18,p13,940.49,658509.93
p18,p14,320.85,300415.78
p18,p15,485.12,378591.35
p18,p16,337.47,254814.26
p18,p17,153.03,129542.61
p18,p19,224.84,150204.12
p18,p20,193.84,137090.95
p18,p21,402.67,291112.93
p18,p22,344.92,250279.56
p18,p23,424.78,280424.91
p18,p24,620.95,438423.91
p18,p25,554.28,402486.28
p18,p26,627.72,454447.25
p18,p27,1078.88,760095.07
p18,p28,1219.76,856906.55
p18,p29,1019.83,754865.45
p18,p30,1343.24,933845.75
p18,p31,1079.29,782603.43
p18,p32,483.09,310705.64
p18,p33,723.96,508621.64
p18,p34,802.9,561150.95
p18,p35,279.41,186632.8
p18,p36,504.3,321772.96
p18,p37,684.69,427970.58
p18,p38,783.37,483845.07
p18,p39,643.5,405331.98
p18,p40,822.56,510827.49
p18,p41,890.55,550260.49
p18,p42,719.47,439454.11
p18,p43,901.58,552816.36
p18,p44,801.66,492884.15
p18,p45,900.28,551759.19
p18,p46,1040.34,637298.96
p18,p47,1301.95,790962.69
p18,p48,1260.9,763141.91
p18,p49,1050.43,637254.88
p18,p50,1231.87,741170.12
p18,p51,1220.91,740565.33
p18,p52,973.38,591927.65
p18,p53,1076.05,655035.48
p18,p54,1042.48,645601.23
p18,p55,1204.87,742780.51
p18,p56,1266.58,771218.89
p18,p57,1524.97,937294.46
p18,p58,1844.36,1123077.72
p18,p59,1475.68,915479.95
p18,p60,1364.85,822424.84
p18,p61,1454.38,899413.59
p18,p62,1378.24,838081.73
p18,p63,1441.08,907537.14
p18,p64,1602.43,1062311.74
p18,p65,1644.76,1073502.94
p18,p66,1715.9,1061658.52
p18,p67,1767.25,1128218.26
p18,p68,893.51,545670.44
p18,p69,1025.25,621519.06
p18,p70,993.41,606559.62
p18,p71,1093.19,671891.96
p18,p72,1260.55,772698.74
p18,p73,1211.52,752094.56
p18,p74,1134.53,723170.23
p18,p75,1155.76,707468.04
p18,p76,1146.25,699884.47
p18,p77,1062.67,652077.36
p18,p78,1145.11,703522.41
p18,p79,1212.85,743065.95
p18,p80,1269.74,766208.55
p18,p81,1144.91,691329.06
p18,p82,1213.29,734038.32
p18,p83,1305.58,784675.52
p18,p84,1329.46,832266.8
p18,p85,1406.05,867262.63
p18,p86,1573.58,970579.97
p18,p87,1633.99,1005882.52
p18,p88,1534.19,973331.73
p18,p89,1662.18,1112694.44
p18,p90,1819.54,1173108.62
p18,p91,1876.12,1231704.41
p18,p92,1533.27,977306.3
p18,p93,1514.25,932778.08
p18,p94,1790.04,1231753.47
p18,p95,1829.18,1302432.62
p18,p96,2027.37,1501224.18
p18,p97,1867.33,1345445.82
p18,p98,1965.52,1448460.38
p18,p99,2115.04,1584374.95
p18,p100,1923.49,1581539.25
p18,p101,2190.98,1590467.54
p18,p102,2411.56,1783432.79
p18,p103,1525.14,917280.78
p18,p104,1399.14,844043.78
p18,p105,1418.93,871288.35
p18,p106,1415.87,846884.71
p18,p107,1417.07,854691.82
p18,p108,1445.44,872626.79
p18,p109,1497.64,926629.22
p18,p110,1701.56,1145915.37
p18,p111,1613.85,1046327.54
p18,p112,1561.3,1008772.43
p18,p113,1510.77,949220.98
p18,p114,1525.85,979761.5
p18,p115,1726.47,1231127.22
p18,p116,1670.1,1154830.9
p18,p117,1724.33,1229144.37
p18,p118,1885.56,1349466.12
p18,p119,1848.68,1438327.76
p18,p120,1886.68,1540786.19
p18,p121,1897.04,1545766.6
p18,p122,2019.25,1746744.09
p18,p123,1966.1,1665230.88
p18,p124,2157.34,1884400.18
p18,p125,2030.91,1748980.6
p18,p126,2044.66,1765143.91
p18,p127,2102.69,1693484.5
p18,p128,2138.27,1964442.01
p18,p129,2223.64,1846644.71
p18,p130,2242.19,1998007.18
p18,p131,2256.6,2028782.31
p18,p132,2231.28,1910264.56
p18,p133,2269.13,2012914.26
p18,p134,2348.47,2204845.26
p19,p1,823.11,662918.17
p19,p2,720.91,571701.23
p19,p3,571.5,460392.83
p19,p4,661.56,518209.9
p19,p5,842.86,695651.34
p19,p6,1080.81,808382.07
p19,p7,655.59,532351.12
p19,p8,1102.37,815532.56
p19,p9,1250.35,1106215.18
p19,p10,1398.55,1107153.25
p19,p11,1471.53,1152191.78
p19,p12,1030.38,755801.54
p19,p13,1132.59,781101.76
p19,p14,546.1,449350.44
p19,p15,702.82,508608.16
p19,p16,529.57,377406.08
p19,p17,378.28,278477.26
p19,p18,224.84,150204.12
p19,p20,239.51,151795.08
p19,p21,438.53,302773.12
p19,p22,318.47,200283.45
p19,p23,310.87,194364.12
p19,p24,577.96,363613.74
p19,p25,704.62,511044.29
p19,p26,672.33,455468.72
p19,p27,1270.98,882686.9
p19,p28,1266.65,911570.47
p19,p29,1057.31,751033.8
p19,p30,1525.7,967296.13
p19,p31,1097.64,696527.22
p19,p32,368.41,216796.45
p19,p33,690.94,435986.23
p19,p34,775.5,474981.12
p19,p35,143.51,88422.75
p19,p36,300.19,177667.57
p19,p37,478.68,279226.81
p19,p38,582.98,347951.33
p19,p39,528.32,316852.39
p19,p40,704.11,413124.73
p19,p41,737.41,439564.39
p19,p42,494.81,289785.58
p19,p43,697.72,408372.7
p19,p44,598.42,351805.44
p19,p45,700.83,417825.99
p19,p46,836.74,493822.96
p19,p47,1186.77,702483.09
p19,p48,1145.72,674662.32
p19,p49,935.25,548775.29
p19,p50,1117.25,650580.58
p19,p51,1105.88,646464.36
p19,p52,859.16,503049.62
p19,p53,960.5,559990.48
p19,p54,916.96,544602.46
p19,p55,1083.72,643746.34
p19,p56,1148.13,673550.31
p19,p57,1409.73,844723.32
p19,p58,1728.47,1028539.73
p19,p59,1360.5,827000.36
p19,p60,1249.67,733945.25
p19,p61,1339.2,810934.0
p19,p62,1263.06,749602.14
p19,p63,1326.43,817327.18
p19,p64,1488.21,973433.7
p19,p65,1529.58,985023.35
p19,p66,1600.66,969087.38
p19,p67,1652.01,1035647.12
p19,p68,689.63,403149.04
p19,p69,822.31,481980.73
p19,p70,794.26,472212.23
p19,p71,909.18,543544.78
p19,p72,1074.89,646385.62
p19,p73,1066.1,645293.99
p19,p74,921.44,574408.19
p19,p75,951.55,562013.74
p19,p76,942.04,554430.17
p19,p77,859.07,508601.36
p19,p78,941.51,560046.41
p19,p79,1012.03,598484.23
p19,p80,1061.39,625246.96
p19,p81,941.87,551381.96
p19,p82,1014.36,595268.2
p19,p83,1102.53,644728.43
p19,p84,1185.16,725470.44
p19,p85,1287.6,769594.05
p19,p86,1455.44,874238.91
p19,p87,1510.0,907400.34
p19,p88,1412.86,873799.29
p19,p89,1540.84,1013162.0
p19,p90,1695.55,1074626.44
p19,p91,1752.13,1133222.23
p19,p92,1352.36,843033.48
p19,p93,1314.1,796850.49
p19,p94,1589.88,1095825.87
p19,p95,1628.03,1164971.28
p19,p96,1827.22,1365296.58
p19,p97,1666.18,1207984.48
p19,p98,1764.37,1310999.04
p19,p99,1913.89,1446913.61
p19,p100,1720.14,1441121.35
p19,p101,2069.64,1490935.1
p19,p102,2290.22,1683900.35
p19,p103,1321.79,776862.88
p19,p104,1195.8,703625.88
p19,p105,1215.59,730870.45
p19,p106,1212.67,706604.07
p19,p107,1216.91,718764.22
p19,p108,1245.29,736699.19
p19,p109,1296.49,789167.89
p19,p110,1500.41,1008454.03
p19,p111,1410.51,905909.64
p19,p112,1358.1,868491.79
p19,p113,1307.57,808940.33
p19,p114,1322.65,839480.85
p19,p115,1523.12,1090709.32
p19,p116,1466.9,1014550.25
p19,p117,1521.13,1088863.73
p19,p118,1684.41,1212004.78
p19,p119,1645.33,1297909.86
p19,p120,1683.34,1400368.29
p19,p121,1693.69,1405348.7
p19,p122,1815.91,1606326.2
p19,p123,1762.76,1524812.99
p19,p124,1954.0,1743982.28
p19,p125,1827.57,1608562.7
p19,p126,1841.31,1624726.02
p19,p127,1899.27,1553066.6
p19,p128,1934.92,1824024.11
p19,p129,2020.21,1706226.81
p19,p130,2038.76,1857589.28
p19,p131,2053.17,1888364.41
p19,p132,2027.85,1769846.67
p19,p133,2065.71,1872496.36
p19,p134,2145.05,2064427.36
p20,p1,744.94,619211.24
p20,p2,642.74,527994.31
p20,p3,493.33,416685.9
p20,p4,583.39,474502.97
p20,p5,764.69,651944.42
p20,p6,879.72,678734.15
p20,p7,552.47,410735.52
p20,p8,901.29,685884.65
p20,p9,1049.27,976567.26
p20,p10,1145.26,971682.35
p20,p11,1218.24,1016720.87
p20,p12,829.3,626153.62
p20,p13,882.56,646412.17
p20,p14,467.93,405643.51
p20,p15,501.74,378960.25
p20,p16,328.44,247642.0
p20,p17,300.11,234770.34
p20,p18,193.84,137090.95
p20,p19,239.51,151795.08
p20,p21,220.15,163001.97
p20,p22,154.75,117135.22
p20,p23,196.13,149507.79
p20,p24,438.43,310312.95
p20,p25,490.28,370695.13
p20,p26,445.2,326336.29
p20,p27,1017.69,747216.0
p20,p28,1046.64,787291.16
p20,p29,837.31,626754.48
p20,p30,1117.12,845916.68
p20,p31,896.77,654492.47
p20,p32,309.88,205850.54
p20,p33,541.44,380510.68
p20,p34,620.38,433039.99
p20,p35,140.52,92038.28
p20,p36,374.77,235024.1
p20,p37,557.66,342036.39
p20,p38,642.27,385718.77
p20,p39,437.38,291058.26
p20,p40,655.23,407753.1
p20,p41,727.47,449184.23
p20,p42,607.92,368839.51
p20,p43,761.3,458793.94
p20,p44,660.67,396803.81
p20,p45,759.17,453577.83
p20,p46,899.35,541218.62
p20,p47,1095.82,676688.97
p20,p48,1054.77,648868.19
p20,p49,844.31,522981.16
p20,p50,1025.75,626896.4
p20,p51,1014.78,626291.61
p20,p52,767.25,477653.93
p20,p53,869.93,540761.76
p20,p54,875.76,542572.78
p20,p55,1037.27,639738.75
p20,p56,1059.27,661147.36
p20,p57,1318.85,823020.74
p20,p58,1638.24,1008804.0
p20,p59,1269.56,801206.24
p20,p60,1158.72,708151.13
p20,p61,1248.25,785139.87
p20,p62,1172.12,723808.01
p20,p63,1234.95,793263.42
p20,p64,1396.3,948038.02
p20,p65,1438.64,959229.22
p20,p66,1509.78,947384.8
p20,p67,1561.13,1013944.54
p20,p68,752.52,449590.1
p20,p69,883.1,524245.75
p20,p70,852.34,508377.43
p20,p71,931.65,571773.5
p20,p72,1097.47,671622.48
p20,p73,1048.82,650135.4
p20,p74,1004.49,636424.51
p20,p75,1014.41,617747.71
p20,p76,1004.9,610164.13
p20,p77,921.68,555997.02
p20,p78,1004.12,607442.07
p20,p79,1071.86,646985.61
p20,p80,1127.59,669266.5
p20,p81,1002.81,594092.17
p20,p82,1072.19,635912.02
p20,p83,1163.31,687443.15
p20,p84,1166.76,730307.64
p20,p85,1198.22,757195.21
p20,p86,1367.45,856306.25
p20,p87,1426.16,895815.1
p20,p88,1366.59,870289.97
p20,p89,1494.58,1009652.69
p20,p90,1611.71,1063041.21
p20,p91,1668.29,1121636.99
p20,p92,1370.18,876230.04
p20,p93,1373.15,834633.46
p20,p94,1597.23,1132064.22
p20,p95,1688.07,1204306.32
p20,p96,1886.27,1403079.55
p20,p97,1726.22,1247319.53
p20,p98,1824.41,1350334.09
p20,p99,1973.93,1486248.66
p20,p100,1781.34,1484597.2
p20,p101,2023.37,1487425.79
p20,p102,2243.96,1680391.03
p20,p103,1382.99,820338.72
p20,p104,1256.99,747101.73
p20,p105,1276.78,774346.29
p20,p106,1273.72,749942.66
p20,p107,1275.96,756547.19
p20,p108,1304.34,774482.16
p20,p109,1356.53,828502.93
p20,p110,1560.45,1047789.07
p20,p111,1471.7,949385.49
p20,p112,1419.15,911830.38
p20,p113,1368.62,852278.92
p20,p114,1383.7,882819.44
p20,p115,1584.32,1134185.17
p20,p116,1527.95,1057888.84
p20,p117,1582.18,1132202.32
p20,p118,1744.45,1251339.82
p20,p119,1706.53,1341385.71
p20,p120,1744.53,1443844.14
p20,p121,1754.89,1448824.54
p20,p122,1877.1,1649802.04
p20,p123,1823.95,1568288.83
p20,p124,2015.19,1787458.13
p20,p125,1888.76,1652038.55
p20,p126,1902.51,1668201.86
p20,p127,1960.46,1596542.45
p20,p128,1996.12,1867499.96
p20,p129,2081.41,1749702.66
p20,p130,2099.96,1901065.13
p20,p131,2114.37,1931840.26
p20,p132,2089.05,1813322.51
p20,p133,2126.9,1915972.21
p20,p134,2206.24,2107903.2
p21,p1,927.43,717007.86
p21,p2,795.38,593447.69
p21,p3,673.8,552188.92
p21,p4,794.25,593355.87
p21,p5,870.12,663538.32
p21,p6,840.43,644809.63
p21,p7,513.18,376819.66
p21,p8,810.24,635832.62
p21,p9,910.35,893534.58
p21,p10,926.92,811359.8
p21,p11,999.9,856398.32
p21,p12,693.77,546555.91
p21,p13,664.22,486089.62
p21,p14,648.39,541146.53
p21,p15,464.26,345317.28
p21,p16,216.61,191552.69
p21,p17,480.58,370273.36
p21,p18,402.67,291112.93
p21,p19,438.53,302773.12
p21,p20,220.15,163001.97
p21,p22,136.92,114856.61
p21,p23,181.74,135806.54
p21,p24,240.99,173690.14
p21,p25,271.94,210372.58
p21,p26,222.59,164594.74
p21,p27,799.35,586893.44
p21,p28,824.04,625549.61
p21,p29,614.71,465012.93
p21,p30,894.52,684175.13
p21,p31,665.66,501149.02
p21,p32,285.19,193911.75
p21,p33,337.07,243344.07
p21,p34,413.93,296099.15
p21,p35,313.32,227536.06
p21,p36,483.66,315041.04
p21,p37,660.17,419662.28
p21,p38,591.64,374768.23
p21,p39,270.56,184966.22
p21,p40,554.53,348715.51
p21,p41,660.76,411075.57
p21,p42,715.68,449750.79
p21,p43,772.92,478754.56
p21,p44,641.1,404346.51
p21,p45,678.39,425625.73
p21,p46,863.07,539901.89
p21,p47,874.63,556438.34
p21,p48,847.9,534362.88
p21,p49,640.67,410908.45
p21,p50,822.27,517997.66
p21,p51,834.37,529605.66
p21,p52,563.76,366834.65
p21,p53,719.22,448840.32
p21,p54,796.83,490899.05
p21,p55,924.47,568348.46
p21,p56,927.9,577074.33
p21,p57,1119.04,718314.39
p21,p58,1438.43,904097.65
p21,p59,918.11,667676.98
p21,p60,952.5,594297.85
p21,p61,1028.17,665685.62
p21,p62,959.59,606925.3
p21,p63,1030.27,683865.65
p21,p64,1192.81,836553.41
p21,p65,1232.55,845289.95
p21,p66,1309.96,842678.45
p21,p67,1288.14,905712.25
p21,p68,721.34,450809.85
p21,p69,804.22,501064.17
p21,p70,766.76,476875.86
p21,p71,862.18,534141.44
p21,p72,1031.75,629449.42
p21,p73,978.61,602991.18
p21,p74,1089.66,686644.71
p21,p75,1018.82,634188.39
p21,p76,995.2,621470.59
p21,p77,887.2,555798.16
p21,p78,967.83,606125.34
p21,p79,1035.58,645668.87
p21,p80,1048.61,643579.9
p21,p81,917.83,566889.84
p21,p82,986.86,606869.14
p21,p83,1077.79,658796.7
p21,p84,1087.79,677753.11
p21,p85,1071.36,674265.91
p21,p86,1184.13,756840.78
p21,p87,1299.3,812885.8
p21,p88,1269.77,803293.36
p21,p89,1398.15,942747.66
p21,p90,1456.27,973933.87
p21,p91,1512.85,1032529.66
p21,p92,1304.47,834056.98
p21,p93,1285.16,799027.92
p21,p94,1519.48,1068999.42
p21,p95,1603.46,1174075.08
p21,p96,1798.74,1353133.59
p21,p97,1641.61,1217088.28
p21,p98,1739.8,1320102.85
p21,p99,1889.31,1456017.42
p21,p100,1700.74,1458787.13
p21,p101,1908.46,1416060.21
p21,p102,2129.05,1609025.46
p21,p103,1302.39,794528.65
p21,p104,1176.4,721291.66
p21,p105,1196.46,748222.03
p21,p106,1188.57,722685.31
p21,p107,1188.89,722208.86
p21,p108,1218.66,740561.71
p21,p109,1271.1,798804.33
p21,p110,1475.84,1017557.83
p21,p111,1391.11,923575.42
p21,p112,1334.0,884793.26
p21,p113,1283.47,825241.8
p21,p114,1298.55,855562.1
p21,p115,1503.72,1108375.09
p21,p116,1442.8,1030851.72
p21,p117,1497.03,1105165.19
p21,p118,1659.83,1221108.58
p21,p119,1625.93,1315575.64
p21,p120,1663.93,1418034.07
p21,p121,1674.29,1423014.47
p21,p122,1796.51,1623991.97
p21,p123,1743.35,1542478.76
p21,p124,1934.6,1761648.05
p21,p125,1808.17,1626228.48
p21,p126,1821.91,1642391.79
p21,p127,1879.87,1570732.38
p21,p128,1915.52,1841689.89
p21,p129,2000.81,1723892.59
p21,p130,2019.36,1875255.06
p21,p131,2033.77,1906030.19
p21,p132,2008.45,1787512.44
p21,p133,2046.3,1890162.14
p21,p134,2125.65,2082093.13
p22,p1,899.92,734129.18
p22,p2,797.72,642912.24
p22,p3,648.31,531603.84
p22,p4,738.37,589420.91
p22,p5,966.77,759622.35
p22,p6,937.08,740893.67
p22,p7,609.83,472903.69
p22,p8,915.79,732975.03
p22,p9,1059.56,1001833.43
p22,p10,1079.28,919448.74
p22,p11,1152.26,964487.26
p22,p12,842.99,654854.76
p22,p13,816.58,594178.56
p22,p14,622.91,520561.45
p22,p15,560.91,441401.31
p22,p16,310.65,284566.38
p22,p17,455.09,349688.27
p22,p18,344.92,250279.56
p22,p19,318.47,200283.45
p22,p20,154.75,117135.22
p22,p21,136.92,114856.61
p22,p23,58.22,48507.27
p22,p24,281.55,199994.66
p22,p25,424.29,318461.52
p22,p26,347.5,257519.27
p22,p27,951.7,694982.38
p22,p28,949.6,714483.46
p22,p29,740.27,553946.79
p22,p30,1020.08,773108.98
p22,p31,787.83,553899.46
p22,p32,175.0,125377.68
p22,p33,387.77,273224.05
p22,p34,462.27,323084.36
p22,p35,176.4,112731.01
p22,p36,359.41,216977.09
p22,p37,541.56,323582.49
p22,p38,499.4,316057.09
p22,p39,252.49,175337.92
p22,p40,498.73,313141.71
p22,p41,603.67,371762.24
p22,p42,593.5,352114.19
p22,p43,661.82,405413.16
p22,p44,533.38,331587.72
p22,p45,616.44,383121.89
p22,p46,773.36,476193.46
p22,p47,914.37,568576.79
p22,p48,883.57,542977.83
p22,p49,673.66,417815.18
p22,p50,855.14,522364.59
p22,p51,845.77,522656.44
p22,p52,596.7,373116.37
p22,p53,700.91,437126.59
p22,p54,741.16,456956.33
p22,p55,877.42,539995.41
p22,p56,907.04,558245.4
p22,p57,1148.21,718492.26
p22,p58,1467.6,904275.51
p22,p59,1088.11,693094.05
p22,p60,988.26,602463.59
p22,p61,1066.39,677804.4
p22,p62,998.55,617316.44
p22,p63,1064.35,688731.61
p22,p64,1225.8,843178.75
p22,p65,1268.17,853541.68
p22,p66,1339.14,842856.32
p22,p67,1390.5,909416.06
p22,p68,624.3,383059.03
p22,p69,740.18,454286.71
p22,p70,709.26,435532.41
p22,p71,805.64,494713.28
p22,p72,975.31,593021.12
p22,p73,922.51,568546.11
p22,p74,963.95,606476.25
p22,p75,911.46,561755.17
p22,p76,894.8,551556.78
p22,p77,795.3,491318.21
p22,p78,878.13,542416.9
p22,p79,945.87,581960.44
p22,p80,984.67,599307.46
p22,p81,859.89,524101.63
p22,p82,929.39,565274.88
p22,p83,1020.32,617202.44
p22,p84,1033.67,646512.77
p22,p85,1045.98,654293.26
p22,p86,1198.44,752671.08
p22,p87,1273.92,792913.15
p22,p88,1222.71,774940.31
p22,p89,1351.09,914394.62
p22,p90,1459.47,960139.25
p22,p91,1516.05,1018735.04
p22,p92,1248.02,797628.68
p22,p93,1228.71,762599.62
p22,p94,1472.42,1040646.38
p22,p95,1545.17,1133013.47
p22,p96,1751.69,1324780.55
p22,p97,1583.32,1176026.67
p22,p98,1681.51,1279041.23
p22,p99,1831.02,1414955.8
p22,p100,1638.42,1414638.16
p22,p101,1872.38,1389983.82
p22,p102,2092.96,1582949.07
p22,p103,1240.07,750379.68
p22,p104,1114.08,677142.69
p22,p105,1133.87,704387.25
p22,p106,1130.8,679983.62
p22,p107,1132.12,684817.4
p22,p108,1160.5,702752.37
p22,p109,1213.63,757210.07
p22,p110,1417.55,976496.22
p22,p111,1328.79,879426.45
p22,p112,1276.23,841871.34
p22,p113,1225.7,782319.88
p22,p114,1240.78,812860.4
p22,p115,1441.4,1064226.12
p22,p116,1385.03,987929.8
p22,p117,1439.26,1062243.28
p22,p118,1601.54,1180046.97
p22,p119,1563.61,1271426.67
p22,p120,1601.61,1373885.1
p22,p121,1611.97,1378865.5
p22,p122,1734.19,1579843.0
p22,p123,1681.03,1498329.79
p22,p124,1872.28,1717499.08
p22,p125,1745.85,1582079.51
p22,p126,1759.59,1598242.82
p22,p127,1817.55,1526583.41
p22,p128,1853.2,1797540.92
p22,p129,1938.49,1679743.62
p22,p130,1957.04,1831106.09
p22,p131,1971.45,1861881.22
p22,p132,1946.13,1743363.47
p22,p133,1983.98,1846013.17
p22,p134,2063.33,2037944.16
p23,p1,943.21,765892.61
p23,p2,841.01,674675.68
p23,p3,691.6,563367.27
p23,p4,781.66,621184.34
p23,p5,1044.46,791800.31
p23,p6,1014.78,773071.63
p23,p7,687.53,505081.65
p23,p8,984.59,764094.62
p23,p9,1084.7,1021796.57
p23,p10,1112.09,937949.67
p23,p11,1185.07,982988.19
p23,p12,868.12,674817.9
p23,p13,849.39,612679.49
p23,p14,666.2,552324.88
p23,p15,638.61,473579.27
p23,p16,363.24,321408.58
p23,p17,498.38,381451.71
p23,p18,424.78,280424.91
p23,p19,310.87,194364.12
p23,p20,196.13,149507.79
p23,p21,181.74,135806.54
p23,p22,58.22,48507.27
p23,p24,252.91,177288.13
p23,p25,457.1,336962.45
p23,p26,371.04,272746.96
p23,p27,984.51,713483.32
p23,p28,964.2,728661.2
p23,p29,754.87,568124.52
p23,p30,1034.68,787286.72
p23,p31,811.58,527207.55
p23,p32,115.81,77851.04
p23,p33,363.59,252872.11
p23,p34,433.63,300377.83
p23,p35,167.2,106053.6
p23,p36,301.28,183441.98
p23,p37,480.62,289909.25
p23,p38,440.2,268530.44
p23,p39,242.26,147532.71
p23,p40,445.33,270076.95
p23,p41,547.09,327275.92
p23,p42,535.34,318461.22
p23,p43,598.74,358998.66
p23,p44,470.3,285173.23
p23,p45,557.06,336005.84
p23,p46,710.29,429778.96
p23,p47,900.7,533163.42
p23,p48,859.65,505342.64
p23,p49,649.19,379455.61
p23,p50,830.63,483370.85
p23,p51,819.66,482766.06
p23,p52,572.13,334128.38
p23,p53,674.81,397236.21
p23,p54,686.76,413476.72
p23,p55,820.84,498968.69
p23,p56,864.16,517621.81
p23,p57,1123.73,679495.19
p23,p58,1443.12,865278.45
p23,p59,1074.44,657680.69
p23,p60,963.6,564625.58
p23,p61,1053.13,641614.32
p23,p62,977.0,580282.46
p23,p63,1039.84,649737.87
p23,p64,1201.18,804512.47
p23,p65,1243.52,815703.67
p23,p66,1314.66,803859.25
p23,p67,1366.01,870418.99
p23,p68,561.22,336644.54
p23,p69,680.99,406760.06
p23,p70,652.68,390725.2
p23,p71,751.36,450123.16
p23,p72,917.58,548676.27
p23,p73,868.04,524913.2
p23,p74,915.48,566888.82
p23,p75,848.38,515340.68
p23,p76,831.73,505142.29
p23,p77,732.23,444903.72
p23,p78,815.05,496002.41
p23,p79,882.79,535545.95
p23,p80,925.48,551780.81
p23,p81,800.7,476574.99
p23,p82,870.08,518394.84
p23,p83,961.2,569925.97
p23,p84,979.35,603606.13
p23,p85,1003.1,613669.66
p23,p86,1172.33,712780.7
p23,p87,1231.04,752289.55
p23,p88,1164.76,733395.07
p23,p89,1293.14,872849.38
p23,p90,1416.59,919515.66
p23,p91,1473.17,978111.44
p23,p92,1190.3,753283.83
p23,p93,1171.04,717061.47
p23,p94,1407.88,998329.12
p23,p95,1485.96,1086789.14
p23,p96,1675.29,1281309.97
p23,p97,1524.11,1129802.34
p23,p98,1622.3,1232816.9
p23,p99,1771.82,1368731.47
p23,p100,1579.23,1367111.51
p23,p101,1814.82,1348679.39
p23,p102,2035.4,1541644.64
p23,p103,1180.88,702853.04
p23,p104,1054.89,629616.04
p23,p105,1074.67,656860.61
p23,p106,1071.61,632456.98
p23,p107,1073.85,638975.2
p23,p108,1102.23,656910.17
p23,p109,1154.42,710985.75
p23,p110,1358.34,930271.89
p23,p111,1269.59,831899.8
p23,p112,1217.04,794344.69
p23,p113,1166.51,734793.24
p23,p114,1181.59,765333.76
p23,p115,1382.21,1016699.48
p23,p116,1325.84,940403.16
p23,p117,1380.07,1014716.63
