r,rr,length_miles,USD2004perMW
p18,p70,993.41,1466231.62
p18,p71,1093.19,1624158.93
p18,p72,1260.55,1867838.34
p18,p73,1211.52,1818032.01
p18,p74,1134.53,1748113.47
p18,p75,1155.76,1710156.71
p18,p76,1146.25,1691825.0
p18,p77,1062.67,1576261.28
p18,p78,1145.11,1700618.97
p18,p79,1212.85,1796207.23
p18,p80,1269.74,1852149.67
p18,p81,1144.91,1671144.08
p18,p82,1213.29,1774384.83
p18,p83,1305.58,1896789.73
p18,p84,1329.46,2011831.72
p18,p85,1406.05,2096426.85
p18,p86,1573.58,2346175.01
p18,p87,1633.99,2431511.58
p18,p88,1534.19,2352826.81
p18,p89,1662.18,2689707.15
p18,p90,1819.54,2835745.86
p18,p91,1876.12,2977388.97
p18,p92,1533.27,2362434.51
p18,p93,1514.25,2254796.83
p18,p94,1790.04,2977507.55
p18,p95,1829.18,3148359.68
p18,p96,2027.37,3628896.89
p18,p97,1867.33,3252335.14
p18,p98,1965.52,3501351.4
p18,p99,2115.04,3829896.57
p18,p100,1923.57,3823041.92
p18,p101,2190.98,3844624.11
p18,p102,2411.56,4311077.41
p18,p103,1525.14,2217335.32
p18,p104,1399.14,2040300.14
p18,p105,1418.93,2106158.2
p18,p106,1415.87,2047167.5
p18,p107,1417.07,2066039.54
p18,p108,1445.44,2109393.59
p18,p109,1497.64,2239933.25
p18,p110,1701.56,2770011.83
p18,p111,1613.85,2529279.02
p18,p112,1561.3,2438497.36
p18,p113,1510.77,2294544.11
p18,p114,1525.74,2368369.46
p18,p115,1726.55,2975993.77
p18,p116,1670.1,2791563.3
p18,p117,1724.33,2971200.65
p18,p118,1885.56,3262053.38
p18,p119,1848.76,3476857.95
p18,p120,1886.76,3724529.89
p18,p121,1897.12,3736568.98
p18,p122,2019.33,4222390.24
p18,p123,1966.18,4025349.03
p18,p124,2157.42,4555145.17
p18,p125,2030.99,4227796.53
p18,p126,2044.74,4266867.98
p18,p127,2102.69,4093646.27
p18,p128,2138.35,4748629.64
p18,p129,2223.64,4463879.19
p18,p130,2242.19,4829766.46
p18,p131,2256.52,4904158.93
p18,p132,2231.28,4617666.95
p18,p133,2269.13,4865801.23
p18,p134,2348.47,5329754.45
p19,p1,823.11,1602466.76
p19,p2,720.91,1381968.78
p19,p3,571.5,1112903.88
p19,p4,661.56,1252664.61
p19,p5,842.86,1681592.4
p19,p6,1080.81,1954095.47
p19,p7,655.59,1286848.07
p19,p8,1102.37,1971380.3
p19,p9,1250.35,2674045.0
p19,p10,1398.55,2676312.62
p19,p11,1471.53,2785183.87
p19,p12,1030.38,1826992.97
p19,p13,1132.59,1888150.99
p19,p14,546.1,1086211.19
p19,p15,702.82,1229454.41
p19,p16,529.57,912300.68
p19,p17,378.28,673160.84
p19,p18,224.84,363087.21
p19,p20,239.51,366933.01
p19,p21,438.53,731891.0
p19,p22,318.47,484143.53
p19,p23,310.87,469834.79
p19,p24,577.96,878960.52
p19,p25,704.62,1235343.24
p19,p26,672.33,1101000.84
p19,p27,1270.98,2133711.93
p19,p28,1266.65,2203531.95
p19,p29,1057.31,1815467.93
p19,p30,1525.7,2338237.05
p19,p31,1097.64,1683709.58
p19,p32,368.41,524060.28
p19,p33,690.94,1053905.97
p19,p34,775.5,1148167.96
p19,p35,143.51,213743.58
p19,p36,300.19,429474.35
p19,p37,478.68,674972.68
p19,p38,582.98,841099.89
p19,p39,528.32,765924.68
p19,p40,704.11,998643.01
p19,p41,737.41,1062555.37
p19,p42,494.81,700496.31
p19,p43,697.72,987155.98
p19,p44,598.42,850416.4
p19,p45,700.83,1010007.32
p19,p46,836.74,1193714.19
p19,p47,1186.77,1698106.61
p19,p48,1145.72,1630855.68
p19,p49,935.25,1326550.0
p19,p50,1117.25,1572643.1
p19,p51,1105.88,1562692.98
p19,p52,859.16,1216017.71
p19,p53,960.5,1353660.39
p19,p54,916.96,1316463.05
p19,p55,1083.72,1556122.74
p19,p56,1148.13,1628167.64
p19,p57,1409.73,2041942.75
p19,p58,1728.47,2486280.67
p19,p59,1360.5,1999101.2
p19,p60,1249.67,1774159.83
p19,p61,1339.2,1960264.08
p19,p62,1263.06,1812007.09
p19,p63,1326.43,1975718.27
p19,p64,1488.21,2353073.28
p19,p65,1529.58,2381088.84
p19,p66,1600.66,2342566.97
p19,p67,1652.01,2503461.28
p19,p68,689.63,974528.87
p19,p69,822.31,1165088.06
p19,p70,794.26,1141474.75
p19,p71,909.18,1313906.33
p19,p72,1074.89,1562502.65
p19,p73,1066.1,1559863.86
p19,p74,921.44,1388512.21
p19,p75,951.55,1358551.21
p19,p76,942.04,1340219.5
p19,p77,859.07,1229437.89
p19,p78,941.51,1353795.58
p19,p79,1012.03,1446711.02
p19,p80,1061.39,1511404.34
p19,p81,941.87,1332851.1
p19,p82,1014.36,1438936.93
p19,p83,1102.53,1558496.74
p19,p84,1185.16,1753673.72
p19,p85,1287.6,1860333.38
p19,p86,1455.44,2113290.55
p19,p87,1510.0,2193451.39
p19,p88,1412.86,2112227.85
p19,p89,1540.84,2449108.19
p19,p90,1695.55,2597685.67
p19,p91,1752.13,2739328.78
p19,p92,1352.36,2037857.91
p19,p93,1314.1,1926220.14
p19,p94,1589.88,2648930.86
p19,p95,1628.03,2816075.5
p19,p96,1827.22,3300320.2
p19,p97,1666.18,2920050.96
p19,p98,1764.37,3169067.21
p19,p99,1913.89,3497612.38
p19,p100,1720.22,3483610.87
p19,p101,2069.64,3604025.15
p19,p102,2290.22,4070478.45
p19,p103,1321.79,1877904.27
p19,p104,1195.8,1700869.08
p19,p105,1215.59,1766727.14
p19,p106,1212.67,1708068.23
p19,p107,1216.91,1737462.85
p19,p108,1245.29,1780816.9
p19,p109,1296.49,1907649.06
p19,p110,1500.41,2437727.64
p19,p111,1410.51,2189847.97
p19,p112,1358.1,2099398.09
p19,p113,1307.57,1955444.85
p19,p114,1322.65,2029270.19
p19,p115,1523.2,2636562.71
p19,p116,1466.9,2452464.03
p19,p117,1521.13,2632101.38
p19,p118,1684.41,2929769.2
p19,p119,1645.41,3137426.89
p19,p120,1683.41,3385098.83
p19,p121,1693.77,3397137.92
p19,p122,1815.99,3882959.19
p19,p123,1762.84,3685917.97
p19,p124,1954.08,4215714.12
p19,p125,1827.65,3888365.47
p19,p126,1841.39,3927436.92
p19,p127,1899.35,3754215.21
p19,p128,1935.0,4409198.59
p19,p129,2020.29,4124448.14
p19,p130,2038.84,4490335.4
p19,p131,2053.17,4564727.88
p19,p132,2027.93,4278235.89
p19,p133,2065.79,4526370.17
p19,p134,2145.13,4990323.39
p20,p1,744.94,1496814.37
p20,p2,642.74,1276316.4
p20,p3,493.33,1007251.49
p20,p4,583.39,1147012.22
p20,p5,764.69,1575940.01
p20,p6,879.72,1640698.62
p20,p7,552.47,992867.66
p20,p8,901.29,1657983.45
p20,p9,1049.27,2360648.15
p20,p10,1145.26,2348839.91
p20,p11,1218.24,2457711.16
p20,p12,829.3,1513596.12
p20,p13,882.56,1562566.95
p20,p14,467.93,980558.8
p20,p15,501.74,916057.56
p20,p16,328.44,598623.02
p20,p17,300.11,567508.45
p20,p18,193.84,331388.85
p20,p19,239.51,366933.01
p20,p21,220.15,394023.34
p20,p22,154.75,283150.02
p20,p23,196.13,361403.97
p20,p24,438.43,750117.0
p20,p25,490.28,896078.36
p20,p26,445.2,788850.08
p20,p27,1017.69,1806239.22
p20,p28,1046.64,1903112.59
p20,p29,837.31,1515048.58
p20,p30,1117.12,2044827.6
p20,p31,896.77,1582099.38
p20,p32,309.88,497600.83
p20,p33,541.44,919805.41
p20,p34,620.38,1046784.09
p20,p35,140.52,222483.38
p20,p36,374.77,568121.84
p20,p37,557.66,826801.76
p20,p38,642.27,932394.83
p20,p39,437.38,703572.78
p20,p40,655.23,985658.22
p20,p41,727.47,1085809.37
p20,p42,607.92,891592.72
p20,p43,761.3,1109038.83
p20,p44,660.67,959190.59
p20,p45,759.17,1096429.96
p20,p46,899.35,1308283.35
p20,p47,1095.82,1635754.71
p20,p48,1054.77,1568503.78
p20,p49,844.31,1264198.1
p20,p50,1025.75,1515391.55
p20,p51,1014.78,1513929.59
p20,p52,767.25,1154628.96
p20,p53,869.93,1307179.0
p20,p54,875.76,1311556.74
p20,p55,1037.27,1546435.25
p20,p56,1059.27,1598186.1
p20,p57,1318.85,1989481.32
p20,p58,1638.24,2438573.66
p20,p59,1269.56,1936749.3
p20,p60,1158.72,1711807.93
p20,p61,1248.25,1897912.18
p20,p62,1172.12,1749655.19
p20,p63,1234.95,1917549.19
p20,p64,1396.3,2291684.54
p20,p65,1438.64,2318736.93
p20,p66,1509.78,2290105.53
p20,p67,1561.13,2450999.84
p20,p68,752.52,1086790.46
p20,p69,883.1,1267254.96
p20,p70,852.34,1228896.59
p20,p71,931.65,1382143.41
p20,p72,1097.47,1623507.53
p20,p73,1048.82,1571566.97
p20,p74,1004.49,1538423.76
p20,p75,1014.41,1493276.47
p20,p76,1004.9,1474944.76
p20,p77,921.68,1344007.05
p20,p78,1004.12,1468364.74
p20,p79,1071.86,1563953.0
p20,p80,1127.59,1617812.43
p20,p81,1002.81,1436094.14
p20,p82,1072.19,1537184.93
p20,p83,1163.31,1661750.7
p20,p84,1166.76,1765366.68
p20,p85,1198.22,1830361.8
p20,p86,1367.45,2069942.09
p20,p87,1426.16,2165446.53
p20,p88,1366.59,2103744.82
p20,p89,1494.58,2440625.16
p20,p90,1611.71,2569680.81
p20,p91,1668.29,2711323.92
p20,p92,1370.18,2118103.7
p20,p93,1373.15,2017552.62
p20,p94,1597.23,2736529.55
p20,p95,1688.07,2911159.78
p20,p96,1886.27,3391652.68
p20,p97,1726.22,3015135.24
p20,p98,1824.41,3264151.5
p20,p99,1973.93,3592696.67
p20,p100,1781.42,3588704.68
p20,p101,2023.37,3595542.12
p20,p102,2243.96,4061995.42
p20,p103,1382.99,1982998.08
p20,p104,1256.99,1805962.9
p20,p105,1276.78,1871820.96
p20,p106,1273.72,1812830.26
p20,p107,1275.96,1828795.33
p20,p108,1304.34,1872149.39
p20,p109,1356.53,2002733.35
p20,p110,1560.45,2532811.93
p20,p111,1471.7,2294941.78
p20,p112,1419.15,2204160.12
p20,p113,1368.62,2060206.87
p20,p114,1383.7,2134032.22
p20,p115,1584.4,2741656.53
p20,p116,1527.95,2557226.06
p20,p117,1582.18,2736863.41
p20,p118,1744.45,3024853.48
p20,p119,1706.61,3242520.71
p20,p120,1744.61,3490192.65
p20,p121,1754.97,3502231.73
p20,p122,1877.18,3988053.0
p20,p123,1824.03,3791011.79
p20,p124,2015.27,4320807.93
p20,p125,1888.84,3993459.29
p20,p126,1902.59,4032530.73
p20,p127,1960.54,3859309.03
p20,p128,1996.19,4514292.4
p20,p129,2081.49,4229541.95
p20,p130,2100.04,4595429.22
p20,p131,2114.37,4669821.69
p20,p132,2089.13,4383329.71
p20,p133,2126.98,4631463.99
p20,p134,2206.32,5095417.21
p21,p1,927.43,1733217.33
p21,p2,795.38,1434536.33
p21,p3,673.8,1334801.85
p21,p4,794.25,1434314.36
p21,p5,870.12,1603965.84
p21,p6,840.43,1558693.15
p21,p7,513.18,910883.13
p21,p8,810.24,1536993.09
p21,p9,910.35,2159933.91
p21,p10,926.92,1961293.49
p21,p11,999.9,2070164.74
p21,p12,693.77,1321185.19
p21,p13,664.22,1175020.53
p21,p14,648.39,1308109.16
p21,p15,464.26,834732.69
p21,p16,216.61,463038.77
p21,p17,480.58,895058.81
p21,p18,402.67,703704.95
p21,p19,438.53,731891.0
p21,p20,220.15,394023.34
p21,p22,136.92,277641.97
p21,p23,181.74,328284.05
p21,p24,240.99,419859.78
p21,p25,271.94,508531.95
p21,p26,222.59,397873.54
p21,p27,799.35,1418692.81
p21,p28,824.04,1512136.04
p21,p29,614.71,1124072.03
p21,p30,894.52,1653851.05
p21,p31,665.66,1211423.5
p21,p32,285.19,468741.3
p21,p33,337.07,588233.67
p21,p34,413.93,715758.1
p21,p35,313.32,550021.07
p21,p36,483.66,761546.14
p21,p37,660.17,1014446.21
p21,p38,591.64,905924.19
p21,p39,270.56,447117.35
p21,p40,554.53,842947.17
p21,p41,660.76,993689.63
p21,p42,715.68,1087178.92
p21,p43,772.92,1157289.48
p21,p44,641.1,977423.53
p21,p45,678.39,1028861.61
p21,p46,863.07,1305100.43
p21,p47,874.63,1345073.88
p21,p48,847.9,1291711.04
p21,p49,640.67,993285.67
p21,p50,822.27,1252151.55
p21,p51,834.37,1280211.44
p21,p52,563.76,886746.44
p21,p53,719.22,1084978.04
p21,p54,796.83,1186646.28
p21,p55,924.47,1373864.09
p21,p56,927.9,1394957.07
p21,p57,1119.04,1736375.52
p21,p58,1438.43,2185467.86
p21,p59,918.11,1613970.2
p21,p60,952.5,1436591.37
p21,p61,1028.17,1609156.41
p21,p62,959.59,1467115.58
p21,p63,1030.27,1653102.87
p21,p64,1192.81,2022193.73
p21,p65,1232.55,2043312.49
p21,p66,1309.96,2036999.74
p21,p67,1288.14,2189370.81
p21,p68,721.34,1089738.97
p21,p69,804.22,1211218.34
p21,p70,766.76,1152748.12
p21,p71,862.18,1291175.75
p21,p72,1031.75,1521562.94
p21,p73,978.61,1457605.65
p21,p74,1089.66,1659820.65
p21,p75,1018.82,1533018.42
p21,p76,995.2,1502275.79
p21,p77,887.2,1343526.34
p21,p78,967.83,1465181.82
p21,p79,1035.58,1560770.09
p21,p80,1048.61,1555720.44
p21,p81,917.83,1370338.19
p21,p82,986.86,1466979.8
p21,p83,1077.79,1592503.88
p21,p84,1087.79,1638327.06
p21,p85,1071.36,1629897.48
p21,p86,1184.13,1829505.03
p21,p87,1299.3,1964982.21
p21,p88,1269.77,1941794.46
p21,p89,1398.15,2278896.21
p21,p90,1456.27,2354282.39
p21,p91,1512.85,2495925.5
p21,p92,1304.47,2016159.12
p21,p93,1285.16,1931483.66
p21,p94,1519.48,2584083.55
p21,p95,1603.46,2838082.07
p21,p96,1798.74,3270918.73
p21,p97,1641.61,2942057.53
p21,p98,1739.8,3191073.79
p21,p99,1889.31,3519618.96
p21,p100,1700.82,3526314.22
p21,p101,1908.46,3423030.71
p21,p102,2129.05,3889484.01
p21,p103,1302.39,1920607.62
p21,p104,1176.4,1743572.44
p21,p105,1196.46,1808671.0
p21,p106,1188.57,1746941.31
p21,p107,1188.89,1745789.59
p21,p108,1218.66,1790153.78
p21,p109,1271.1,1930943.18
p21,p110,1475.84,2459734.22
p21,p111,1391.11,2232551.32
p21,p112,1334.0,2138803.51
p21,p113,1283.47,1994850.27
p21,p114,1298.55,2068143.27
p21,p115,1503.8,2679266.07
p21,p116,1442.8,2491869.45
p21,p117,1497.03,2671506.81
p21,p118,1659.83,2951775.77
p21,p119,1626.01,3180130.25
p21,p120,1664.01,3427802.19
p21,p121,1674.37,3439841.27
p21,p122,1796.58,3925662.54
p21,p123,1743.43,3728621.33
p21,p124,1934.67,4258417.47
p21,p125,1808.25,3931068.83
p21,p126,1821.99,3970140.27
p21,p127,1879.95,3796918.57
p21,p128,1915.6,4451901.94
p21,p129,2000.89,4167151.49
p21,p130,2019.44,4533038.76
p21,p131,2033.77,4607431.23
p21,p132,2008.53,4320939.25
p21,p133,2046.38,4569073.53
p21,p134,2125.73,5033026.75
p22,p1,899.92,1774604.57
p22,p2,797.72,1554106.6
p22,p3,648.31,1285041.7
p22,p4,738.37,1424802.43
p22,p5,966.77,1836229.0
p22,p6,937.08,1790956.31
p22,p7,609.83,1143146.29
p22,p8,915.79,1771814.66
p22,p9,1059.56,2421723.85
p22,p10,1079.28,2222576.02
p22,p11,1152.26,2331447.27
p22,p12,842.99,1582975.13
p22,p13,816.58,1436303.06
p22,p14,622.91,1258349.01
p22,p15,560.91,1066995.85
p22,p16,310.65,687880.02
p22,p17,455.09,845298.66
p22,p18,344.92,604998.77
p22,p19,318.47,484143.53
p22,p20,154.75,283150.02
p22,p21,136.92,277641.97
p22,p23,58.22,117256.23
p22,p24,281.55,483445.49
p22,p25,424.29,769814.47
p22,p26,347.5,622499.27
p22,p27,951.7,1679975.33
p22,p28,949.6,1727115.13
p22,p29,740.27,1339051.12
p22,p30,1020.08,1868830.13
p22,p31,787.83,1338936.72
p22,p32,175.0,303074.45
p22,p33,387.77,660462.31
p22,p34,462.27,780989.23
p22,p35,176.4,272503.76
p22,p36,359.41,524496.95
p22,p37,541.56,782193.3
p22,p38,499.4,764002.22
p22,p39,252.49,423842.94
p22,p40,498.73,756954.9
p22,p41,603.67,898657.83
p22,p42,593.5,851162.75
p22,p43,661.82,980001.9
p22,p44,533.38,801544.27
p22,p45,616.44,926117.42
p22,p46,773.36,1151098.54
p22,p47,914.37,1374416.03
p22,p48,883.57,1312535.88
p22,p49,673.66,1009981.23
p22,p50,855.14,1262707.66
p22,p51,845.77,1263413.15
p22,p52,596.7,901931.17
p22,p53,700.91,1056662.55
p22,p54,741.16,1104596.8
p22,p55,877.42,1305326.5
p22,p56,907.04,1349442.04
p22,p57,1148.21,1736805.47
p22,p58,1467.6,2185897.82
p22,p59,1088.11,1675410.63
p22,p60,988.26,1456330.31
p22,p61,1066.39,1638451.04
p22,p62,998.55,1492233.99
p22,p63,1064.35,1664865.3
p22,p64,1225.8,2038209.08
p22,p65,1268.17,2063259.32
p22,p66,1339.14,2037429.69
p22,p67,1390.5,2198324.0
p22,p68,624.3,925965.45
p22,p69,740.18,1098143.54
p22,p70,709.26,1052808.93
p22,p71,805.64,1195866.36
p22,p72,975.31,1433505.11
p22,p73,922.51,1374341.86
p22,p74,963.95,1466030.08
p22,p75,911.46,1357926.17
p22,p76,894.8,1333273.69
p22,p77,795.3,1187659.49
p22,p78,878.13,1311179.93
p22,p79,945.87,1406768.2
p22,p80,984.67,1448701.02
p22,p81,859.89,1266906.59
p22,p82,929.39,1366434.34
p22,p83,1020.32,1491958.42
p22,p84,1033.67,1562810.03
p22,p85,1045.98,1581617.73
p22,p86,1198.44,1819425.65
p22,p87,1273.92,1916702.46
p22,p88,1222.71,1873256.87
p22,p89,1351.09,2210358.62
p22,p90,1459.47,2320936.74
p22,p91,1516.05,2462579.85
p22,p92,1248.02,1928101.29
p22,p93,1228.71,1843425.82
p22,p94,1472.42,2515545.96
p22,p95,1545.17,2738824.16
p22,p96,1751.69,3202381.14
p22,p97,1583.32,2842799.61
p22,p98,1681.51,3091815.87
p22,p99,1831.02,3420361.04
p22,p100,1638.5,3419593.27
p22,p101,1872.38,3359996.45
p22,p102,2092.96,3826449.75
p22,p103,1240.07,1813886.67
p22,p104,1114.08,1636851.48
p22,p105,1133.87,1702709.55
p22,p106,1130.8,1643718.85
p22,p107,1132.12,1655403.51
p22,p108,1160.5,1698757.57
p22,p109,1213.63,1830397.72
p22,p110,1417.55,2360476.3
p22,p111,1328.79,2125830.37
p22,p112,1276.23,2035048.7
p22,p113,1225.7,1891095.46
p22,p114,1240.78,1964920.81
p22,p115,1441.48,2572545.12
p22,p116,1385.03,2388114.64
p22,p117,1439.26,2567752.0
p22,p118,1601.54,2852517.85
p22,p119,1563.69,3073409.3
p22,p120,1601.69,3321081.23
p22,p121,1612.05,3333120.32
p22,p122,1734.26,3818941.59
p22,p123,1681.11,3621900.37
p22,p124,1872.35,4151696.52
p22,p125,1745.93,3824347.88
p22,p126,1759.67,3863419.32
p22,p127,1817.63,3690197.61
p22,p128,1853.28,4345180.99
p22,p129,1938.57,4060430.54
p22,p130,1957.12,4426317.81
p22,p131,1971.45,4500710.28
p22,p132,1946.21,4214218.29
p22,p133,1984.06,4462352.57
p22,p134,2063.41,4926305.8
p23,p1,943.21,1851386.07
p23,p2,841.01,1630888.1
p23,p3,691.6,1361823.19
p23,p4,781.66,1501583.92
p23,p5,1044.46,1914012.53
p23,p6,1014.78,1868739.84
p23,p7,687.53,1220929.82
p23,p8,984.59,1847039.78
p23,p9,1084.7,2469980.6
p23,p10,1112.09,2267298.17
p23,p11,1185.07,2376169.42
p23,p12,868.12,1631231.88
p23,p13,849.39,1481025.21
p23,p14,666.2,1335130.5
p23,p15,638.61,1144779.38
p23,p16,363.24,776938.39
p23,p17,498.38,922080.15
p23,p18,424.78,677868.84
p23,p19,310.87,469834.79
p23,p20,196.13,361403.97
p23,p21,181.74,328284.05
p23,p22,58.22,117256.23
p23,p24,252.91,428557.18
p23,p25,457.1,814536.63
p23,p26,371.04,659309.03
p23,p27,984.51,1724697.49
p23,p28,964.2,1761386.86
p23,p29,754.87,1373322.85
p23,p30,1034.68,1903101.87
p23,p31,811.58,1274414.52
p23,p32,115.81,188188.67
p23,p33,363.59,611265.71
p23,p34,433.63,726100.92
p23,p35,167.2,256362.51
p23,p36,301.28,443432.8
p23,p37,480.62,700795.24
p23,p38,440.2,649116.44
p23,p39,242.26,356629.62
p23,p40,445.33,652854.8
p23,p41,547.09,791121.39
p23,p42,535.34,769813.7
p23,p43,598.74,867804.53
p23,p44,470.3,689346.9
p23,p45,557.06,812224.16
p23,p46,710.29,1038901.16
p23,p47,900.7,1288811.56
p23,p48,859.65,1221560.62
p23,p49,649.19,917254.94
p23,p50,830.63,1168448.4
p23,p51,819.66,1166986.44
p23,p52,572.13,807685.81
p23,p53,674.81,960235.84
p23,p54,686.76,999493.89
p23,p55,820.84,1206152.92
p23,p56,864.16,1251242.95
p23,p57,1123.73,1642538.16
p23,p58,1443.12,2091630.5
p23,p59,1074.44,1589806.15
p23,p60,963.6,1364864.78
p23,p61,1053.13,1550969.03
p23,p62,977.0,1402712.04
p23,p63,1039.84,1570606.03
p23,p64,1201.18,1944741.39
p23,p65,1243.52,1971793.78
p23,p66,1314.66,1943162.38
p23,p67,1366.01,2104056.69
p23,p68,561.22,813768.07
p23,p69,680.99,983257.76
p23,p70,652.68,944496.82
p23,p71,751.36,1088079.01
p23,p72,917.58,1326310.65
p23,p73,868.04,1268868.38
p23,p74,915.48,1370335.7
p23,p75,848.38,1245728.79
p23,p76,831.73,1221076.32
p23,p77,732.23,1075462.12
p23,p78,815.05,1198982.56
p23,p79,882.79,1294570.82
p23,p80,925.48,1333815.24
p23,p81,800.7,1152020.81
p23,p82,870.08,1253111.6
p23,p83,961.2,1377677.37
p23,p84,979.35,1459092.15
p23,p85,1003.1,1483418.64
p23,p86,1172.33,1722998.94
p23,p87,1231.04,1818503.37
p23,p88,1164.76,1772829.88
p23,p89,1293.14,2109931.63
p23,p90,1416.59,2222737.66
p23,p91,1473.17,2364380.76
p23,p92,1190.3,1820906.83
p23,p93,1171.04,1733346.81
p23,p94,1407.88,2413252.77
p23,p95,1485.96,2627086.45
p23,p96,1675.29,3097300.04
p23,p97,1524.11,2731061.91
p23,p98,1622.3,2980078.17
p23,p99,1771.82,3308623.34
p23,p100,1579.31,3304707.49
p23,p101,1814.82,3260151.59
p23,p102,2035.4,3726604.89
p23,p103,1180.88,1699000.89
p23,p104,1054.89,1521965.7
p23,p105,1074.67,1587823.77
p23,p106,1071.61,1528833.07
p23,p107,1073.85,1544589.52
p23,p108,1102.23,1587943.58
p23,p109,1154.42,1718660.02
p23,p110,1358.34,2248738.6
p23,p111,1269.59,2010944.59
p23,p112,1217.04,1920162.92
p23,p113,1166.51,1776209.68
p23,p114,1181.59,1850035.03
p23,p115,1382.29,2457659.34
p23,p116,1325.84,2273228.86
p23,p117,1380.07,2452866.22
p23,p118,1542.34,2740780.15
p23,p119,1504.5,2958523.52
p23,p120,1542.5,3206195.45
p23,p121,1552.86,3218234.54
p23,p122,1675.07,3704055.81
p23,p123,1621.92,3507014.59
p23,p124,1813.16,4036810.74
p23,p125,1686.73,3709462.1
p23,p126,1700.48,3748533.54
p23,p127,1758.43,3575311.83
p23,p128,1794.09,4230295.21
p23,p129,1879.38,3945544.76
p23,p130,1897.93,4311432.02
p23,p131,1912.26,4385824.5
p23,p132,1887.02,4099332.51
p23,p133,1924.87,4347466.79
p23,p134,2004.21,4811420.02
p24,p1,1112.75,2021344.09
p24,p2,980.7,1722663.09
p24,p3,892.08,1690895.51
p24,p4,979.57,1722441.12
p24,p5,1055.44,1892092.6
p24,p6,1002.25,1830135.32
p24,p7,698.5,1199009.89
p24,p8,984.54,1798895.43
p24,p9,1072.93,2416204.18
p24,p10,1065.06,2190760.66
p24,p11,1121.63,2203756.21
p24,p12,856.36,1577455.46
p24,p13,802.36,1404487.71
p24,p14,830.95,1625764.18
p24,p15,649.58,1122859.45
p24,p16,425.64,765277.48
p24,p17,698.86,1251152.47
p24,p18,620.95,1059798.6
p24,p19,577.96,878960.52
p24,p20,438.43,750117.0
p24,p21,240.99,419859.78
p24,p22,281.55,483445.49
p24,p23,252.91,428557.18
p24,p25,410.76,742515.16
p24,p26,292.6,542725.73
p24,p27,831.52,1588014.51
p24,p28,817.54,1489149.54
p24,p29,575.55,1004042.8
p24,p30,866.75,1554442.85
p24,p31,510.17,861148.31
p24,p32,251.37,389852.69
p24,p33,110.58,186105.88
p24,p34,183.53,302594.38
p24,p35,434.53,667153.74
p24,p36,495.47,735702.93
p24,p37,581.44,849184.55
p24,p38,463.87,684084.47
p24,p39,82.44,139358.88
p24,p40,331.15,482180.78
p24,p41,440.83,649263.1
p24,p42,643.5,933783.22
p24,p43,669.8,965520.93
p24,p44,536.06,775987.68
p24,p45,511.92,743512.78
p24,p46,750.29,1084242.33
p24,p47,637.05,926505.96
p24,p48,609.47,872583.07
p24,p49,399.74,573492.01
p24,p50,581.34,832357.88
p24,p51,599.35,866259.04
p24,p52,322.83,466952.77
p24,p53,476.24,682940.72
p24,p54,573.08,822870.88
p24,p55,699.55,999345.2
p24,p56,692.06,999092.35
p24,p57,879.5,1319260.02
p24,p58,1198.89,1768352.36
p24,p59,810.78,1227500.56
p24,p60,714.07,1017255.19
p24,p61,789.34,1190587.12
p24,p62,720.75,1048546.29
p24,p63,789.34,1233309.21
p24,p64,951.88,1602400.06
p24,p65,993.98,1624184.19
p24,p66,1070.43,1619884.23
p24,p67,1047.22,1769577.15
p24,p68,610.68,878567.55
p24,p69,642.85,928615.48
p24,p70,560.21,829880.76
p24,p71,639.29,928585.16
p24,p72,808.0,1157787.54
p24,p73,754.85,1093830.25
p24,p74,986.45,1468814.73
p24,p75,907.27,1314647.58
p24,p76,882.57,1281662.13
p24,p77,774.42,1122668.24
p24,p78,814.24,1194042.08
p24,p79,875.32,1277869.77
p24,p80,857.66,1253502.46
p24,p81,715.86,1054298.41
p24,p82,768.47,1127271.7
p24,p83,857.33,1245250.53
p24,p84,864.33,1265780.03
p24,p85,836.71,1229896.38
p24,p86,937.44,1413146.57
p24,p87,1042.41,1554586.94
p24,p88,1044.85,1567275.58
p24,p89,1175.09,1902177.39
p24,p90,1217.45,1938767.12
p24,p91,1274.03,2080410.23
p24,p92,1080.72,1652383.72
p24,p93,1061.41,1567708.25
p24,p94,1294.56,2209564.66
p24,p95,1379.7,2474306.67
p24,p96,1573.82,2896399.84
p24,p97,1417.85,2578282.13
p24,p98,1516.04,2827298.38
p24,p99,1665.56,3155843.56
p24,p100,1505.37,3221058.51
p24,p101,1671.23,3025640.76
p24,p102,1891.81,3492094.06
p24,p103,1106.95,1615351.91
p24,p104,981.37,1438710.89
p24,p105,990.69,1494360.74
p24,p106,967.83,1400353.24
p24,p107,965.14,1382014.19
p24,p108,994.91,1426378.38
p24,p109,1048.45,1569548.82
p24,p110,1252.08,2095958.81
p24,p111,1195.66,1927295.61
p24,p112,1117.08,1804863.43
p24,p113,1064.09,1658540.05
p24,p114,1078.0,1721939.22
p24,p115,1308.36,2374010.36
p24,p116,1225.88,2157929.37
p24,p117,1279.74,2337357.25
p24,p118,1436.08,2588000.37
p24,p119,1430.57,2874874.54
p24,p120,1468.57,3122546.48
p24,p121,1478.93,3134585.56
p24,p122,1601.14,3620406.83
p24,p123,1547.99,3423365.61
p24,p124,1739.23,3953161.76
p24,p125,1612.8,3625813.12
