,interface,r,rr,MW_f0,MW_r0,MW_f1,MW_r1
388,p05109||p05133,p05109,p05133,19.5176,1.8097,0.0,0.0
389,p05113||p05133,p05113,p05133,54.991,54.991,0.0,0.0
390,p05115||p05119,p05115,p05119,825.1928,1099.3634,0.0,0.0
391,p05115||p05131,p05115,p05131,1239.1386,1299.0,0.0,0.0
392,p05115||p05149,p05115,p05149,155.762,226.9634,0.0,0.0
393,p05117||p05145,p05117,p05145,24.7663,28.0407,0.0,0.0
394,p05119||p05125,p05119,p05125,379.5713,149.7273,0.0,0.0
395,p05121||p05135,p05121,p05135,109.4025,107.719,0.0,0.0
396,p05121||p29149,p05121,p29149,91.9065,111.0483,0.0,0.0
397,p05121||p29181,p05121,p29181,96.8777,140.0435,0.0,0.0
398,p05123||p05147,p05123,p05147,32.1403,46.5414,0.0,0.0
399,p05125||p05149,p05125,p05149,24.6357,33.4273,0.0,0.0
400,p05127||p05131,p05127,p05131,27.968,27.968,0.0,0.0
401,p05129||p05141,p05129,p05141,156.277,118.0683,0.0,0.0
402,p05129||p05149,p05129,p05149,123.4111,155.154,0.0,0.0
403,p05131||p40079,p05131,p40079,62.4167,328.6792,0.0,0.0
404,p05131||p40101,p05131,p40101,807.3655,792.7682,0.0,0.0
405,p05131||p40135,p05131,p40135,173.5092,182.6079,0.0,0.0
406,p05133||p40089,p05133,p40089,11.2397,26.1889,0.0,0.0
407,p05139||p22061,p05139,p22061,1732.0,1732.0,0.0,0.0
408,p05139||p22073,p05139,p22073,1732.0,1732.0,0.0,0.0
409,p05139||p22111,p05139,p22111,28.9822,56.0334,0.0,0.0
410,p05139||p22119,p05139,p22119,895.0,895.0,0.0,0.0
411,p05143||p40001,p05143,p40001,1.7001,10.4615,0.0,0.0
412,p05143||p40097,p05143,p40097,824.9705,1107.5942,0.0,0.0
413,p06001||p06007,p06001,p06007,1991.663,2020.0797,0.0,0.0
414,p06001||p06011,p06001,p06011,2516.204,2592.0,0.0,0.0
415,p06001||p06013,p06001,p06013,2112.9919,4999.093,0.0,0.0
416,p06001||p06047,p06001,p06047,4997.7733,4998.8789,0.0,0.0
417,p06001||p06067,p06001,p06067,950.6775,950.3619,0.0,0.0
418,p06001||p06077,p06001,p06077,2291.8327,2401.2694,0.0,0.0
419,p06001||p06081,p06001,p06081,1765.4275,2164.6809,0.0,0.0
420,p06001||p06085,p06001,p06085,4400.0644,3796.7203,0.0,0.0
421,p06001||p06095,p06001,p06095,2309.7,2309.7,0.0,0.0
422,p06001||p06099,p06001,p06099,1121.0156,1506.0943,0.0,0.0
423,p06003||p06017,p06003,p06017,22.2759,22.2759,0.0,0.0
424,p06003||p32005,p06003,p32005,23.5489,23.5489,0.0,0.0
425,p06005||p06009,p06005,p06009,138.2892,59.4882,0.0,0.0
426,p06005||p06017,p06005,p06017,11.646,10.952,0.0,0.0
427,p06005||p06077,p06005,p06077,72.0517,37.7599,0.0,0.0
428,p06005||p06109,p06005,p06109,15.0,15.0,0.0,0.0
429,p06007||p06011,p06007,p06011,168.3936,150.3984,0.0,0.0
430,p06007||p06021,p06007,p06021,150.0814,127.0967,0.0,0.0
431,p06007||p06063,p06007,p06063,60.0501,660.8647,0.0,0.0
432,p06007||p06089,p06007,p06089,3502.0793,4405.7908,0.0,0.0
433,p06007||p06095,p06007,p06095,2559.6005,2560.2078,0.0,0.0
434,p06007||p06101,p06007,p06101,930.5988,666.8616,0.0,0.0
435,p06007||p06103,p06007,p06103,0.7427,2.5025,0.0,0.0
436,p06007||p06115,p06007,p06115,338.6684,560.7864,0.0,0.0
437,p06009||p06047,p06009,p06047,247.4042,138.7999,0.0,0.0
438,p06009||p06077,p06009,p06077,547.3453,148.9408,0.0,0.0
439,p06009||p06099,p06009,p06099,519.9692,181.3584,0.0,0.0
440,p06009||p06109,p06009,p06109,97.5848,208.8379,0.0,0.0
441,p06011||p06021,p06011,p06021,8.0167,14.5491,0.0,0.0
442,p06011||p06033,p06011,p06033,125.8814,152.3756,0.0,0.0
443,p06011||p06089,p06011,p06089,2521.5099,2592.0,0.0,0.0
444,p06011||p06095,p06011,p06095,134.5388,135.6804,0.0,0.0
445,p06011||p06101,p06011,p06101,8.7979,25.3282,0.0,0.0
446,p06011||p06113,p06011,p06113,4.1244,5.3761,0.0,0.0
447,p06013||p06041,p06013,p06041,478.0,478.0,0.0,0.0
448,p06013||p06055,p06013,p06055,282.2033,424.8393,0.0,0.0
449,p06013||p06067,p06013,p06067,56.8134,44.8942,0.0,0.0
450,p06013||p06077,p06013,p06077,5.4348,5.4348,0.0,0.0
451,p06013||p06081,p06013,p06081,488.0,459.111,0.0,0.0
452,p06013||p06095,p06013,p06095,1487.199,2143.0631,0.0,0.0
453,p06013||p06097,p06013,p06097,430.5786,544.9092,0.0,0.0
454,p06015||p41033,p06015,p41033,221.1198,58.6625,0.0,0.0
455,p06017||p06061,p06017,p06061,52.9071,47.6028,0.0,0.0
456,p06017||p06067,p06017,p06067,1517.1324,203.0654,0.0,0.0
457,p06017||p32005,p06017,p32005,0.2131,0.2131,0.0,0.0
458,p06019||p06029,p06019,p06029,2440.8407,2792.9666,0.0,0.0
459,p06019||p06031,p06019,p06031,723.8396,1835.1817,0.0,0.0
460,p06019||p06039,p06019,p06039,1338.1976,1430.7761,0.0,0.0
461,p06019||p06047,p06019,p06047,4843.7094,4598.9725,0.0,0.0
462,p06019||p06053,p06019,p06053,431.1678,608.4408,0.0,0.0
463,p06019||p06079,p06019,p06079,762.4156,2261.5009,0.0,0.0
464,p06019||p06107,p06019,p06107,1152.5936,111.2175,0.0,0.0
465,p06021||p06089,p06021,p06089,122.2388,196.0481,0.0,0.0
466,p06021||p06103,p06021,p06103,11.5104,1.897,0.0,0.0
467,p06023||p06105,p06023,p06105,216.5087,142.1398,0.0,0.0
468,p06025||p06065,p06025,p06065,7671.9276,3024.0071,0.0,0.0
469,p06025||p06073,p06025,p06073,1924.0916,2023.8205,0.0,0.0
470,p06027||p06029,p06027,p06029,315.3948,486.4982,0.0,0.0
471,p06027||p06037,p06027,p06037,459.0,18.7417,0.0,0.0
472,p06027||p06051,p06027,p06051,20.5241,594.3915,0.0,0.0
473,p06027||p06071,p06027,p06071,184.0,184.0,0.0,0.0
474,p06029||p06031,p06029,p06031,37.0783,7.092,0.0,0.0
475,p06029||p06037,p06029,p06037,10986.6957,6931.2442,0.0,0.0
476,p06029||p06047,p06029,p06047,2784.1951,2450.6908,0.0,0.0
477,p06029||p06071,p06029,p06071,370.0646,111.1108,0.0,0.0
478,p06029||p06079,p06029,p06079,732.4981,3472.6722,0.0,0.0
479,p06029||p06083,p06029,p06083,17.3915,17.3915,0.0,0.0
480,p06029||p06107,p06029,p06107,1073.8757,1635.2174,0.0,0.0
481,p06031||p06039,p06031,p06039,751.5774,797.1151,0.0,0.0
482,p06031||p06107,p06031,p06107,60.5606,200.8749,0.0,0.0
483,p06033||p06045,p06033,p06045,46.6674,75.4417,0.0,0.0
484,p06033||p06055,p06033,p06055,18.2879,130.4715,0.0,0.0
485,p06033||p06097,p06033,p06097,229.1815,120.7754,0.0,0.0
486,p06035||p06049,p06035,p06049,197.2404,199.2041,0.0,0.0
487,p06035||p06063,p06035,p06063,108.1548,40.4836,0.0,0.0
488,p06035||p06089,p06035,p06089,46.5592,52.0,0.0,0.0
489,p06035||p06091,p06035,p06091,148.7114,154.3936,0.0,0.0
490,p06037||p06059,p06037,p06059,3452.0531,2833.0631,0.0,0.0
491,p06037||p06071,p06037,p06071,13664.6031,14700.5313,0.0,0.0
492,p06037||p06111,p06037,p06111,1255.5156,3138.2098,0.0,0.0
493,p06039||p06047,p06039,p06047,755.1404,626.4443,0.0,0.0
494,p06039||p06107,p06039,p06107,261.5712,131.0522,0.0,0.0
495,p06041||p06095,p06041,p06095,79.3465,47.6413,0.0,0.0
496,p06041||p06097,p06041,p06097,314.5614,770.4545,0.0,0.0
497,p06043||p06047,p06043,p06047,139.5697,25.665,0.0,0.0
498,p06045||p06097,p06045,p06097,32.7789,104.0606,0.0,0.0
499,p06045||p06105,p06045,p06105,9.8134,28.3238,0.0,0.0
500,p06047||p06053,p06047,p06053,2336.4703,2598.0,0.0,0.0
501,p06047||p06099,p06047,p06099,1084.3,1267.7972,0.0,0.0
502,p06049||p06091,p06049,p06091,153.4894,155.0241,0.0,0.0
503,p06049||p06093,p06049,p06093,14.3674,2.4862,0.0,0.0
504,p06049||p41035,p06049,p41035,302.8676,354.6038,0.0,0.0
505,p06049||p41037,p06049,p41037,33.3201,16.8114,0.0,0.0
506,p06051||p32009,p06051,p32009,10.5139,3.703,0.0,0.0
507,p06053||p06069,p06053,p06069,73.913,73.913,0.0,0.0
508,p06053||p06085,p06053,p06085,3672.0081,2459.7401,0.0,0.0
509,p06053||p06087,p06053,p06087,252.326,124.6492,0.0,0.0
510,p06055||p06095,p06055,p06095,887.7737,969.5507,0.0,0.0
511,p06055||p06097,p06055,p06097,442.3606,924.6336,0.0,0.0
512,p06055||p06113,p06055,p06113,124.0021,136.0749,0.0,0.0
513,p06057||p06061,p06057,p06061,174.102,194.7271,0.0,0.0
514,p06057||p06091,p06057,p06091,166.5918,162.0025,0.0,0.0
515,p06057||p06101,p06057,p06101,165.9327,161.8102,0.0,0.0
516,p06057||p06115,p06057,p06115,111.6239,42.1624,0.0,0.0
517,p06059||p06065,p06059,p06065,4686.2457,5470.6898,0.0,0.0
518,p06059||p06071,p06059,p06071,9249.6225,9375.2845,0.0,0.0
519,p06059||p06073,p06059,p06073,2384.9469,2687.2435,0.0,0.0
520,p06061||p06067,p06061,p06067,897.5316,870.3769,0.0,0.0
521,p06061||p06089,p06061,p06089,239.9739,288.9468,0.0,0.0
522,p06061||p06091,p06061,p06091,16.0,16.0,0.0,0.0
523,p06061||p06101,p06061,p06101,282.2123,665.6842,0.0,0.0
524,p06061||p06115,p06061,p06115,8.0,8.0,0.0,0.0
525,p06063||p06091,p06063,p06091,9.1665,10.1805,0.0,0.0
526,p06065||p06071,p06065,p06071,2132.6959,1647.9163,0.0,0.0
527,p06065||p06073,p06065,p06073,1781.0,1781.0,0.0,0.0
528,p06067||p06077,p06067,p06077,2119.1739,1962.4959,0.0,0.0
529,p06067||p06095,p06067,p06095,47.0352,58.0797,0.0,0.0
530,p06067||p06101,p06067,p06101,685.7702,1788.7437,0.0,0.0
531,p06067||p06113,p06067,p06113,146.6707,64.8129,0.0,0.0
532,p06071||p32003,p06071,p32003,8771.7566,8078.2434,0.0,0.0
533,p06075||p06081,p06075,p06081,359.5054,1214.589,0.0,0.0
534,p06077||p06099,p06077,p06099,892.0806,1020.0112,0.0,0.0
535,p06077||p06101,p06077,p06101,229.4998,318.3,0.0,0.0
536,p06079||p06083,p06079,p06083,221.9987,146.0499,0.0,0.0
537,p06081||p06085,p06081,p06085,545.1233,577.6096,0.0,0.0
538,p06083||p06111,p06083,p06111,956.0,271.7,0.0,0.0
539,p06085||p06087,p06085,p06087,201.7826,215.014,0.0,0.0
540,p06089||p06093,p06089,p06093,728.4595,690.8025,0.0,0.0
541,p06089||p06101,p06089,p06101,638.2335,551.9663,0.0,0.0
542,p06089||p06103,p06089,p06103,60.6021,110.5957,0.0,0.0
543,p06089||p06105,p06089,p06105,158.2547,383.1524,0.0,0.0
544,p06089||p41035,p06089,p41035,4800.0,4800.0,0.0,0.0
545,p06091||p32031,p06091,p32031,444.0871,456.4171,0.0,0.0
546,p06093||p41029,p06093,p41029,469.0146,328.3349,0.0,0.0
547,p06093||p41033,p06093,p41033,1.8869,8.863,0.0,0.0
548,p06093||p41035,p06093,p41035,161.0048,237.5133,0.0,0.0
549,p06095||p06097,p06095,p06097,466.6349,642.2698,0.0,0.0
550,p06095||p06113,p06095,p06113,213.4185,205.5349,0.0,0.0
551,p06097||p06113,p06097,p06113,2.1001,2.5803,0.0,0.0
552,p06099||p06109,p06099,p06109,16.8185,1146.2182,0.0,0.0
553,p06101||p06113,p06101,p06113,337.3715,63.4752,0.0,0.0
554,p06101||p06115,p06101,p06115,455.1418,502.3758,0.0,0.0
555,p08001||p08005,p08001,p08005,1878.0787,617.323,0.0,0.0
556,p08001||p08013,p08001,p08013,98.6597,151.9337,0.0,0.0
557,p08001||p08031,p08001,p08031,1433.4459,342.636,0.0,0.0
558,p08001||p08039,p08001,p08039,33.1472,5.1049,0.0,0.0
559,p08001||p08059,p08001,p08059,261.9318,148.3396,0.0,0.0
560,p08001||p08087,p08001,p08087,100.2749,443.4462,0.0,0.0
561,p08001||p08123,p08001,p08123,851.2595,2795.4134,0.0,0.0
562,p08003||p08015,p08003,p08015,73.5609,117.7433,0.0,0.0
563,p08003||p08021,p08003,p08021,15.309,15.309,0.0,0.0
564,p08003||p08023,p08003,p08023,10.0442,10.0442,0.0,0.0
565,p08003||p08105,p08003,p08105,61.2757,3.849,0.0,0.0
566,p08003||p08109,p08003,p08109,3.5978,21.7446,0.0,0.0
567,p08005||p08031,p08005,p08031,689.3888,702.4232,0.0,0.0
568,p08005||p08035,p08005,p08035,1329.5214,1819.3775,0.0,0.0
569,p08005||p08087,p08005,p08087,360.1131,738.7151,0.0,0.0
570,p08007||p08067,p08007,p08067,28.8,28.8,0.0,0.0
571,p08009||p08099,p08009,p08099,184.3787,23.0761,0.0,0.0
572,p08011||p08089,p08011,p08089,13.4312,6.5307,0.0,0.0
573,p08011||p08099,p08011,p08099,2.3154,21.4967,0.0,0.0
574,p08013||p08014,p08013,p08014,552.3625,304.5693,0.0,0.0
575,p08013||p08059,p08013,p08059,405.1084,287.971,0.0,0.0
576,p08013||p08069,p08013,p08069,25.7067,70.0926,0.0,0.0
577,p08013||p08123,p08013,p08123,411.7339,1175.0533,0.0,0.0
578,p08014||p08059,p08014,p08059,506.0,323.6171,0.0,0.0
579,p08014||p08123,p08014,p08123,35.5916,76.8234,0.0,0.0
580,p08015||p08043,p08015,p08043,259.787,261.3867,0.0,0.0
581,p08015||p08051,p08015,p08051,39.9966,35.6587,0.0,0.0
582,p08015||p08065,p08015,p08065,44.5343,58.0,0.0,0.0
583,p08015||p08085,p08015,p08085,239.0,239.0,0.0,0.0
584,p08015||p08105,p08015,p08105,14.5656,10.3632,0.0,0.0
585,p08015||p08109,p08015,p08109,23.9,10.8507,0.0,0.0
586,p08017||p08063,p08017,p08063,3.6,3.6,0.0,0.0
587,p08019||p08047,p08019,p08047,14.0344,14.0344,0.0,0.0
588,p08019||p08049,p08019,p08049,22.8472,12.7262,0.0,0.0
589,p08019||p08059,p08019,p08059,871.073,490.5288,0.0,0.0
590,p08019||p08117,p08019,p08117,478.0,478.0,0.0,0.0
591,p08025||p08089,p08025,p08089,12.117,12.117,0.0,0.0
592,p08027||p08043,p08027,p08043,14.0654,14.0654,0.0,0.0
593,p08029||p08045,p08029,p08045,425.656,442.0,0.0,0.0
594,p08029||p08051,p08029,p08051,55.2,55.2,0.0,0.0
595,p08029||p08085,p08029,p08085,426.8248,453.9292,0.0,0.0
596,p08031||p08035,p08031,p08035,240.0885,283.9691,0.0,0.0
597,p08031||p08059,p08031,p08059,473.0684,448.3826,0.0,0.0
598,p08033||p08083,p08033,p08083,49.0392,46.1831,0.0,0.0
599,p08033||p08085,p08033,p08085,27.1613,50.6845,0.0,0.0
600,p08033||p08111,p08033,p08111,26.5023,5.5805,0.0,0.0
601,p08033||p08113,p08033,p08113,5.5805,26.5023,0.0,0.0
602,p08035||p08039,p08035,p08039,5.8445,13.8443,0.0,0.0
603,p08035||p08041,p08035,p08041,554.3258,590.048,0.0,0.0
604,p08035||p08059,p08035,p08059,436.7152,318.462,0.0,0.0
605,p08035||p08087,p08035,p08087,641.6742,967.6408,0.0,0.0
606,p08035||p08101,p08035,p08101,944.6455,2130.3399,0.0,0.0
607,p08035||p08119,p08035,p08119,261.8838,473.1102,0.0,0.0
608,p08037||p08045,p08037,p08045,48.5968,51.9675,0.0,0.0
609,p08037||p08065,p08037,p08065,183.9005,303.1984,0.0,0.0
610,p08037||p08097,p08037,p08097,76.3085,76.3085,0.0,0.0
611,p08037||p08107,p08037,p08107,192.9263,269.7877,0.0,0.0
612,p08037||p08117,p08037,p08117,28.8427,17.4746,0.0,0.0
613,p08039||p08041,p08039,p08041,532.6173,219.7017,0.0,0.0
614,p08039||p08073,p08039,p08073,282.3712,305.8722,0.0,0.0
615,p08041||p08043,p08041,p08043,239.0,239.0,0.0,0.0
616,p08041||p08101,p08041,p08101,909.5547,1014.6712,0.0,0.0
617,p08041||p08119,p08041,p08119,23.0105,51.9725,0.0,0.0
618,p08043||p08101,p08043,p08101,44.6116,129.9892,0.0,0.0
619,p08043||p08119,p08043,p08119,26.1204,26.1204,0.0,0.0
620,p08045||p08065,p08045,p08065,342.5218,412.0204,0.0,0.0
621,p08045||p08077,p08045,p08077,768.7792,683.3969,0.0,0.0
622,p08045||p08081,p08045,p08081,161.2009,252.3969,0.0,0.0
623,p08045||p08103,p08045,p08103,665.3097,671.0129,0.0,0.0
624,p08049||p08069,p08049,p08069,11.5019,19.8859,0.0,0.0
625,p08049||p08107,p08049,p08107,347.9784,489.5668,0.0,0.0
626,p08049||p08117,p08049,p08117,384.607,413.6115,0.0,0.0
627,p08051||p08053,p08051,p08053,4.2,4.2,0.0,0.0
628,p08051||p08085,p08051,p08085,111.573,58.3153,0.0,0.0
629,p08055||p08071,p08055,p08071,19.0624,19.0624,0.0,0.0
630,p08055||p08101,p08055,p08101,292.2924,196.9676,0.0,0.0
631,p08055||p35059,p08055,p35059,132.3742,359.0,0.0,0.0
632,p08057||p08069,p08057,p08069,233.2877,226.932,0.0,0.0
633,p08057||p08081,p08057,p08081,716.5418,717.0,0.0,0.0
634,p08057||p08107,p08057,p08107,226.4009,234.4803,0.0,0.0
635,p08057||p08123,p08057,p08123,717.0,717.0,0.0,0.0
636,p08061||p08099,p08061,p08099,4.0138,4.0138,0.0,0.0
637,p08063||p08073,p08063,p08073,281.0,185.7903,0.0,0.0
638,p08063||p08125,p08063,p08125,393.7822,153.7043,0.0,0.0
639,p08065||p08093,p08065,p08093,601.0382,592.5802,0.0,0.0
640,p08067||p08083,p08067,p08083,27.7735,110.7213,0.0,0.0
641,p08067||p08085,p08067,p08085,600.0,600.0,0.0,0.0
642,p08067||p08111,p08067,p08111,5.0926,26.4657,0.0,0.0
643,p08067||p35045,p08067,p35045,626.5419,804.5982,0.0,0.0
644,p08069||p08123,p08069,p08123,952.2613,434.8176,0.0,0.0
645,p08069||p56021,p08069,p56021,206.5037,228.614,0.0,0.0
646,p08073||p08121,p08073,p08121,33.7688,29.3488,0.0,0.0
647,p08075||p08087,p08075,p08087,52.1938,41.3173,0.0,0.0
648,p08075||p08095,p08075,p08095,26.8895,34.9594,0.0,0.0
649,p08075||p08123,p08075,p08123,31.5,31.5,0.0,0.0
650,p08075||p08125,p08075,p08125,1.8,1.8,0.0,0.0
651,p08077||p08085,p08077,p08085,714.9098,766.9356,0.0,0.0
652,p08079||p08105,p08079,p08105,39.0,39.0,0.0,0.0
653,p08081||p08103,p08081,p08103,855.8503,620.1241,0.0,0.0
654,p08081||p08107,p08081,p08107,801.8294,676.1341,0.0,0.0
655,p08081||p49023,p08081,p49023,2352.0,2352.0,0.0,0.0
656,p08081||p56007,p08081,p56007,2352.0,2352.0,0.0,0.0
657,p08083||p08085,p08083,p08085,433.8408,428.9038,0.0,0.0
658,p08083||p08111,p08083,p08111,40.0,40.0,0.0,0.0
659,p08083||p35045,p08083,p35045,371.4246,382.0974,0.0,0.0
660,p08085||p08091,p08085,p08091,174.0,174.0,0.0,0.0
661,p08085||p08113,p08085,p08113,68.361,5.4846,0.0,0.0
662,p08087||p08121,p08087,p08121,37.2456,39.5513,0.0,0.0
663,p08087||p08123,p08087,p08123,878.0795,385.9675,0.0,0.0
664,p08087||p08125,p08087,p08125,197.4325,284.0,0.0,0.0
665,p08087||p56021,p08087,p56021,687.8144,591.2774,0.0,0.0
666,p08087||p56031,p08087,p56031,797.8055,1200.0,0.0,0.0
667,p08089||p08099,p08089,p08099,9.3441,51.2182,0.0,0.0
668,p08089||p08101,p08089,p08101,48.4215,73.3687,0.0,0.0
669,p08093||p08117,p08093,p08117,458.3293,248.6637,0.0,0.0
670,p08093||p08119,p08093,p08119,478.0,255.87,0.0,0.0
671,p08095||p08115,p08095,p08115,61.7747,109.0,0.0,0.0
672,p08095||p08125,p08095,p08125,26.8888,48.1575,0.0,0.0
673,p08099||p08101,p08099,p08101,250.0706,85.7672,0.0,0.0
674,p08103||p49047,p08103,p49047,54.7238,177.2113,0.0,0.0
675,p08107||p49047,p08107,p49047,51.8572,76.4334,0.0,0.0
676,p08121||p08125,p08121,p08125,3.2878,26.691,0.0,0.0
677,p08123||p56007,p08123,p56007,1.4582,1.499,0.0,0.0
678,p08123||p56021,p08123,p56021,431.7455,563.8783,0.0,0.0
679,p08123||p56031,p08123,p56031,956.0,956.0,0.0,0.0
680,p09110||p09130,p09110,p09130,894.8424,935.8501,0.0,0.0
681,p09110||p09140,p09110,p09140,1456.3004,1737.4028,0.0,0.0
682,p09110||p09150,p09110,p09150,2613.3897,2267.2796,0.0,0.0
683,p09110||p09160,p09110,p09160,50.6143,117.4851,0.0,0.0
684,p09110||p09170,p09110,p09170,720.6158,803.0808,0.0,0.0
685,p09110||p09180,p09110,p09180,1796.9556,1703.4734,0.0,0.0
686,p09110||p25013,p09110,p25013,2666.6439,2711.1545,0.0,0.0
687,p09120||p09140,p09120,p09140,442.0,225.464,0.0,0.0
688,p09120||p09170,p09120,p09170,1585.851,1806.0185,0.0,0.0
689,p09120||p09190,p09120,p09190,1898.0125,1637.9766,0.0,0.0
690,p09130||p09170,p09130,p09170,1947.7434,2325.577,0.0,0.0
691,p09130||p09180,p09130,p09180,1879.3094,1704.4047,0.0,0.0
692,p09140||p09160,p09140,p09160,246.8934,502.1114,0.0,0.0
693,p09140||p09170,p09140,p09170,533.0811,341.6645,0.0,0.0
694,p09140||p09190,p09140,p09190,1280.5155,1202.8909,0.0,0.0
695,p09150||p09180,p09150,p09180,38.3343,67.8078,0.0,0.0
696,p09150||p25027,p09150,p25027,1429.0,1429.0,0.0,0.0
697,p09150||p44007,p09150,p44007,1109.4447,957.3882,0.0,0.0
698,p09160||p09190,p09160,p09190,32.0,14.1535,0.0,0.0
699,p09160||p36027,p09160,p36027,43.2816,24.5335,0.0,0.0
700,p09180||p44009,p09180,p44009,60.234,49.4507,0.0,0.0
701,p09190||p36027,p09190,p36027,1195.0,1195.0,0.0,0.0
702,p09190||p36079,p09190,p36079,6.9918,6.9918,0.0,0.0
703,p09190||p36103,p09190,p36103,331.3077,329.947,0.0,0.0
704,p10001||p10003,p10001,p10003,736.0109,412.5389,0.0,0.0
705,p10001||p10005,p10001,p10005,726.7644,392.9778,0.0,0.0
706,p10001||p24035,p10001,p24035,29.5697,12.7379,0.0,0.0
707,p10003||p10005,p10003,p10005,322.1336,396.0445,0.0,0.0
708,p10003||p24011,p10003,p24011,560.4481,896.3516,0.0,0.0
709,p10003||p24015,p10003,p24015,2523.3301,2820.6192,0.0,0.0
710,p10003||p24035,p10003,p24035,82.7789,84.167,0.0,0.0
711,p10003||p34033,p10003,p34033,2701.0,2701.0,0.0,0.0
712,p10003||p42029,p10003,p42029,16.7873,37.516,0.0,0.0
713,p10003||p42045,p10003,p42045,1334.5727,541.605,0.0,0.0
714,p10005||p24011,p10005,p24011,386.8218,136.2673,0.0,0.0
715,p10005||p24019,p10005,p24019,62.6422,75.6321,0.0,0.0
716,p10005||p24045,p10005,p24045,255.1514,322.3533,0.0,0.0
717,p10005||p24047,p10005,p24047,110.1525,5.2356,0.0,0.0
718,p11001||p24031,p11001,p24031,60.5693,90.2891,0.0,0.0
719,p11001||p24033,p11001,p24033,174.3302,1347.7252,0.0,0.0
720,p11001||p51013,p11001,p51013,789.934,231.0157,0.0,0.0
721,p12001||p12007,p12001,p12007,236.0,189.8218,0.0,0.0
722,p12001||p12023,p12001,p12023,221.0196,36.8811,0.0,0.0
723,p12001||p12041,p12001,p12041,351.0086,373.9246,0.0,0.0
724,p12001||p12075,p12001,p12075,345.459,541.8839,0.0,0.0
725,p12001||p12083,p12001,p12083,410.6714,301.0758,0.0,0.0
726,p12003||p12023,p12003,p12023,186.5358,219.4734,0.0,0.0
727,p12003||p12031,p12003,p12031,209.7224,309.0268,0.0,0.0
728,p12003||p12125,p12003,p12125,69.3398,20.2667,0.0,0.0
729,p12003||p13049,p12003,p13049,31.6052,36.5128,0.0,0.0
730,p12005||p12013,p12005,p12013,70.7173,82.9694,0.0,0.0
731,p12005||p12045,p12005,p12045,433.7654,417.0,0.0,0.0
732,p12005||p12063,p12005,p12063,1015.7273,802.1386,0.0,0.0
733,p12005||p12131,p12005,p12131,444.5226,129.0996,0.0,0.0
734,p12005||p12133,p12005,p12133,558.177,537.509,0.0,0.0
735,p12007||p12019,p12007,p12019,30.2552,18.5975,0.0,0.0
736,p12007||p12031,p12007,p12031,246.5921,244.3086,0.0,0.0
737,p12007||p12107,p12007,p12107,168.6801,298.13,0.0,0.0
738,p12007||p12125,p12007,p12125,55.146,45.6012,0.0,0.0
739,p12009||p12061,p12009,p12061,420.9922,583.8632,0.0,0.0
740,p12009||p12095,p12009,p12095,2128.0121,1793.6046,0.0,0.0
741,p12009||p12117,p12009,p12117,22.3829,34.8842,0.0,0.0
742,p12009||p12127,p12009,p12127,304.2948,178.949,0.0,0.0
743,p12011||p12071,p12011,p12071,1500.0,1500.0,0.0,0.0
744,p12011||p12085,p12011,p12085,2086.7051,2496.3106,0.0,0.0
745,p12011||p12086,p12011,p12086,5616.2719,3821.7955,0.0,0.0
746,p12011||p12099,p12011,p12099,3917.307,5317.3726,0.0,0.0
747,p12013||p12063,p12013,p12063,72.6071,107.2848,0.0,0.0
748,p12015||p12027,p12015,p12027,372.1585,1096.815,0.0,0.0
749,p12015||p12049,p12015,p12049,510.7654,917.4784,0.0,0.0
750,p12015||p12071,p12015,p12071,2096.0423,1797.0992,0.0,0.0
751,p12015||p12115,p12015,p12115,1217.4472,1226.4314,0.0,0.0
752,p12017||p12053,p12017,p12053,1259.6601,1034.8616,0.0,0.0
753,p12017||p12075,p12017,p12075,1447.5494,1753.8997,0.0,0.0
754,p12017||p12083,p12017,p12083,691.3518,212.6028,0.0,0.0
755,p12017||p12119,p12017,p12119,582.4601,387.7469,0.0,0.0
756,p12019||p12031,p12019,p12031,391.175,656.9881,0.0,0.0
757,p12019||p12107,p12019,p12107,294.1857,685.1409,0.0,0.0
758,p12019||p12109,p12019,p12109,116.7702,116.7702,0.0,0.0
759,p12021||p12071,p12021,p12071,2288.1754,1123.416,0.0,0.0
760,p12023||p12041,p12023,p12041,662.1162,597.7311,0.0,0.0
761,p12023||p12047,p12023,p12047,14.3681,30.7538,0.0,0.0
762,p12023||p12121,p12023,p12121,588.3254,728.9833,0.0,0.0
763,p12023||p12125,p12023,p12125,20.8719,9.4457,0.0,0.0
764,p12027||p12049,p12027,p12049,939.1112,936.1001,0.0,0.0
765,p12027||p12055,p12027,p12055,9.0379,24.3467,0.0,0.0
766,p12027||p12071,p12027,p12071,913.6011,507.7288,0.0,0.0
767,p12027||p12081,p12027,p12081,432.2936,637.0,0.0,0.0
768,p12027||p12105,p12027,p12105,30.506,41.4188,0.0,0.0
769,p12029||p12041,p12029,p12041,22.5182,67.8173,0.0,0.0
770,p12029||p12075,p12029,p12075,17.6085,22.5059,0.0,0.0
771,p12029||p12123,p12029,p12123,5.5685,5.5685,0.0,0.0
772,p12031||p12089,p12031,p12089,353.809,156.9173,0.0,0.0
773,p12031||p12095,p12031,p12095,2598.0,2598.0,0.0,0.0
774,p12031||p12107,p12031,p12107,2598.0,2598.0,0.0,0.0
775,p12031||p12109,p12031,p12109,469.7406,363.7998,0.0,0.0
