,interface,r,rr,MW_f0,MW_r0,MW_f1,MW_r1
1189,p13265||p13317,p13265,p13317,54.1621,53.2095,0.0,0.0
1190,p13267||p13279,p13267,p13279,54.6462,82.3675,0.0,0.0
1191,p13269||p13293,p13269,p13293,65.0,65.0,0.0,0.0
1192,p13271||p13309,p13271,p13309,82.5481,7.2226,0.0,0.0
1193,p13273||p13307,p13273,p13307,34.2464,119.0,0.0,0.0
1194,p13277||p13315,p13277,p13315,310.1244,395.6563,0.0,0.0
1195,p13277||p13321,p13277,p13321,84.5409,128.0,0.0,0.0
1196,p13279||p13283,p13279,p13283,41.5446,150.0,0.0,0.0
1197,p13281||p13291,p13281,p13291,36.6502,65.2128,0.0,0.0
1198,p13281||p37039,p13281,p37039,46.9279,58.6102,0.0,0.0
1199,p13287||p13321,p13287,p13321,62.2288,127.3081,0.0,0.0
1200,p13289||p13303,p13289,p13303,211.7877,392.3843,0.0,0.0
1201,p13289||p13319,p13289,p13319,107.0217,57.4641,0.0,0.0
1202,p13291||p37039,p13291,p37039,9.1389,10.7827,0.0,0.0
1203,p13295||p13313,p13295,p13313,415.2672,541.7489,0.0,0.0
1204,p13303||p13319,p13303,p13319,20.1392,33.164,0.0,0.0
1205,p13315||p13321,p13315,p13321,107.8853,176.854,0.0,0.0
1206,p16001||p16015,p16001,p16015,36.4108,36.4108,0.0,0.0
1207,p16001||p16027,p16001,p16027,891.1443,652.1821,0.0,0.0
1208,p16001||p16039,p16001,p16039,1082.9529,1541.981,0.0,0.0
1209,p16001||p16045,p16001,p16045,59.1457,129.1,0.0,0.0
1210,p16001||p16053,p16001,p16053,526.3957,487.1428,0.0,0.0
1211,p16001||p16073,p16001,p16073,412.8659,400.731,0.0,0.0
1212,p16001||p16087,p16001,p16087,606.5253,1571.4013,0.0,0.0
1213,p16003||p16085,p16003,p16085,70.7948,2.5502,0.0,0.0
1214,p16003||p16087,p16003,p16087,15.2945,37.9389,0.0,0.0
1215,p16003||p41001,p16003,p41001,8.5809,59.5599,0.0,0.0
1216,p16005||p16011,p16005,p16011,245.2022,198.1,0.0,0.0
1217,p16005||p16013,p16005,p16013,1920.6672,1745.4181,0.0,0.0
1218,p16005||p16077,p16005,p16077,490.0989,494.8422,0.0,0.0
1219,p16005||p16083,p16005,p16083,1578.2539,1665.0841,0.0,0.0
1220,p16005||p49003,p16005,p49003,1399.6941,1428.3237,0.0,0.0
1221,p16005||p49035,p16005,p49035,469.5155,587.9922,0.0,0.0
1222,p16005||p56037,p16005,p56037,1769.3861,2400.0,0.0,0.0
1223,p16007||p16029,p16007,p16029,201.2,201.2,0.0,0.0
1224,p16007||p16041,p16007,p16041,19.8454,19.8454,0.0,0.0
1225,p16009||p16055,p16009,p16055,8.2959,41.6174,0.0,0.0
1226,p16009||p16057,p16009,p16057,225.9537,219.0367,0.0,0.0
1227,p16009||p16079,p16009,p16079,106.2918,343.6844,0.0,0.0
1228,p16009||p53063,p16009,p53063,298.2856,178.3474,0.0,0.0
1229,p16009||p53075,p16009,p53075,189.1322,106.8096,0.0,0.0
1230,p16011||p16019,p16011,p16019,348.7181,245.7313,0.0,0.0
1231,p16011||p16023,p16011,p16023,194.0,194.0,0.0,0.0
1232,p16011||p16029,p16011,p16029,177.0,124.4883,0.0,0.0
1233,p16011||p16051,p16011,p16051,189.7676,73.664,0.0,0.0
1234,p16011||p16077,p16011,p16077,956.1,956.1,0.0,0.0
1235,p16013||p16025,p16013,p16025,13.2635,13.2635,0.0,0.0
1236,p16013||p16037,p16013,p16037,30.9482,30.9482,0.0,0.0
1237,p16013||p16047,p16013,p16047,468.5379,526.701,0.0,0.0
1238,p16013||p16053,p16013,p16053,1008.2663,1227.9133,0.0,0.0
1239,p16013||p16063,p16013,p16063,245.3439,290.2305,0.0,0.0
1240,p16013||p16067,p16013,p16067,933.5423,792.1108,0.0,0.0
1241,p16013||p16077,p16013,p16077,1082.9662,815.1022,0.0,0.0
1242,p16017||p16021,p16017,p16021,45.5865,91.4933,0.0,0.0
1243,p16017||p16055,p16017,p16055,591.3102,126.0816,0.0,0.0
1244,p16017||p30089,p16017,p30089,436.2849,424.5375,0.0,0.0
1245,p16017||p53051,p16017,p53051,114.6781,115.0263,0.0,0.0
1246,p16019||p16051,p16019,p16051,95.3834,29.3183,0.0,0.0
1247,p16019||p16065,p16019,p16065,111.281,111.281,0.0,0.0
1248,p16019||p16081,p16019,p16081,82.83,32.7005,0.0,0.0
1249,p16019||p56023,p16019,p56023,62.2079,62.2079,0.0,0.0
1250,p16019||p56039,p16019,p56039,29.5858,11.5086,0.0,0.0
1251,p16021||p30053,p16021,p30053,39.1594,66.0713,0.0,0.0
1252,p16023||p16033,p16023,p16033,324.1566,318.7,0.0,0.0
1253,p16023||p16077,p16023,p16077,329.0442,433.1843,0.0,0.0
1254,p16027||p16053,p16027,p16053,2937.3541,2797.4487,0.0,0.0
1255,p16027||p16073,p16027,p16073,39.6732,102.2234,0.0,0.0
1256,p16027||p16075,p16027,p16075,10.4952,100.7534,0.0,0.0
1257,p16027||p16083,p16027,p16083,1310.7733,1240.3436,0.0,0.0
1258,p16027||p16087,p16027,p16087,89.4857,711.5,0.0,0.0
1259,p16027||p41025,p16027,p41025,1500.0,1500.0,0.0,0.0
1260,p16027||p41049,p16027,p41049,2359.8586,2686.0,0.0,0.0
1261,p16029||p16041,p16029,p16041,209.0766,316.4781,0.0,0.0
1262,p16029||p56023,p16029,p56023,610.3,610.3,0.0,0.0
1263,p16031||p16053,p16031,p16053,388.1446,487.6719,0.0,0.0
1264,p16031||p16067,p16031,p16067,22.9288,171.3131,0.0,0.0
1265,p16031||p16077,p16031,p16077,45.5518,74.0739,0.0,0.0
1266,p16031||p16083,p16031,p16083,72.7999,29.6647,0.0,0.0
1267,p16031||p49003,p16031,p49003,394.5514,394.5514,0.0,0.0
1268,p16033||p16051,p16033,p16051,112.0,112.0,0.0,0.0
1269,p16033||p30001,p16033,p30001,434.5846,434.5846,0.0,0.0
1270,p16035||p16057,p16035,p16057,61.9049,13.0032,0.0,0.0
1271,p16035||p16061,p16035,p16061,77.9258,8.3349,0.0,0.0
1272,p16035||p16069,p16035,p16069,2221.8599,1795.5697,0.0,0.0
1273,p16035||p30061,p16035,p30061,1732.1,1732.1,0.0,0.0
1274,p16039||p16047,p16039,p16047,55.6809,52.3401,0.0,0.0
1275,p16039||p16053,p16039,p16053,534.4,534.4,0.0,0.0
1276,p16039||p16073,p16039,p16073,30.4072,85.5945,0.0,0.0
1277,p16039||p16083,p16039,p16083,351.2308,381.9477,0.0,0.0
1278,p16041||p16071,p16041,p16071,261.6753,185.9412,0.0,0.0
1279,p16041||p49003,p16041,p49003,147.0743,256.8731,0.0,0.0
1280,p16041||p49005,p16041,p49005,72.4032,92.1178,0.0,0.0
1281,p16041||p56023,p16041,p56023,186.6995,261.6679,0.0,0.0
1282,p16043||p16081,p16043,p16081,50.1604,50.1604,0.0,0.0
1283,p16043||p30031,p16043,p30031,9.4863,9.4863,0.0,0.0
1284,p16045||p16075,p16045,p16075,68.4232,93.458,0.0,0.0
1285,p16045||p16085,p16045,p16085,2.6904,0.7148,0.0,0.0
1286,p16045||p41045,p16045,p41045,6.6774,5.6331,0.0,0.0
1287,p16047||p16053,p16047,p16053,148.5704,131.9766,0.0,0.0
1288,p16047||p16083,p16047,p16083,227.1162,308.7756,0.0,0.0
1289,p16049||p16061,p16049,p16061,65.4122,65.4122,0.0,0.0
1290,p16051||p16081,p16051,p16081,28.9787,28.9787,0.0,0.0
1291,p16053||p16063,p16053,p16063,282.7443,231.3419,0.0,0.0
1292,p16053||p16067,p16053,p16067,1191.6753,859.0867,0.0,0.0
1293,p16053||p16073,p16053,p16073,500.0,500.0,0.0,0.0
1294,p16053||p16083,p16053,p16083,1017.4402,981.2154,0.0,0.0
1295,p16053||p32003,p16053,p32003,793.16,793.16,0.0,0.0
1296,p16055||p16079,p16055,p16079,21.7666,111.9185,0.0,0.0
1297,p16055||p30089,p16055,p30089,174.653,336.4547,0.0,0.0
1298,p16055||p53063,p16055,p53063,1260.2128,572.9859,0.0,0.0
1299,p16057||p16069,p16057,p16069,253.4479,291.2724,0.0,0.0
1300,p16057||p53075,p16057,p53075,55.7499,106.4586,0.0,0.0
1301,p16059||p30001,p16059,p30001,19.7786,19.7786,0.0,0.0
1302,p16061||p16069,p16061,p16069,51.9802,74.1511,0.0,0.0
1303,p16067||p16083,p16067,p16083,39.5634,100.4466,0.0,0.0
1304,p16069||p41063,p16069,p41063,437.3379,544.9987,0.0,0.0
1305,p16069||p53003,p16069,p53003,292.9098,482.18,0.0,0.0
1306,p16069||p53023,p16069,p53023,3583.1733,3112.8801,0.0,0.0
1307,p16069||p53075,p16069,p53075,308.0608,377.5766,0.0,0.0
1308,p16071||p16077,p16071,p16077,258.6823,258.4853,0.0,0.0
1309,p16071||p49003,p16071,p49003,69.8428,38.5413,0.0,0.0
1310,p16073||p32007,p16073,p32007,500.0,500.0,0.0,0.0
1311,p16075||p16087,p16075,p16087,92.0987,198.2272,0.0,0.0
1312,p16075||p41045,p16075,p41045,68.4232,122.9496,0.0,0.0
1313,p16079||p30089,p16079,p30089,113.262,516.6799,0.0,0.0
1314,p16081||p56039,p16081,p56039,59.079,59.079,0.0,0.0
1315,p16087||p41001,p16087,p41001,821.3033,1065.304,0.0,0.0
1316,p16087||p41045,p16087,p41045,282.724,1934.2015,0.0,0.0
1317,p16087||p41063,p16087,p41063,415.9216,711.5,0.0,0.0
1318,p17001||p17009,p17001,p17009,1257.9472,1438.7221,0.0,0.0
1319,p17001||p17067,p17001,p17067,52.4612,72.7881,0.0,0.0
1320,p17001||p17137,p17001,p17137,92.0549,54.1669,0.0,0.0
1321,p17001||p17149,p17001,p17149,75.8731,138.0391,0.0,0.0
1322,p17001||p29127,p17001,p29127,1644.6734,1255.4474,0.0,0.0
1323,p17003||p17127,p17003,p17127,65.4873,65.4873,0.0,0.0
1324,p17003||p17153,p17003,p17153,22.1853,1.2209,0.0,0.0
1325,p17003||p17181,p17003,p17181,33.7229,34.4002,0.0,0.0
1326,p17005||p17027,p17005,p17027,40.4467,57.8547,0.0,0.0
1327,p17005||p17135,p17005,p17135,55.4483,48.8503,0.0,0.0
1328,p17007||p17111,p17007,p17111,86.9665,84.7668,0.0,0.0
1329,p17007||p17201,p17007,p17201,85.0761,119.8402,0.0,0.0
1330,p17009||p17109,p17009,p17109,26.7542,17.1214,0.0,0.0
1331,p17009||p17137,p17009,p17137,1244.353,1434.0878,0.0,0.0
1332,p17011||p17073,p17011,p17073,166.8981,465.1235,0.0,0.0
1333,p17011||p17099,p17011,p17099,136.7724,85.349,0.0,0.0
1334,p17011||p17103,p17011,p17103,115.0363,55.7746,0.0,0.0
1335,p17011||p17123,p17011,p17123,96.8746,124.2026,0.0,0.0
1336,p17011||p17155,p17011,p17155,5.2106,6.8698,0.0,0.0
1337,p17011||p17195,p17011,p17195,173.0,75.1344,0.0,0.0
1338,p17013||p17061,p17013,p17061,12.9302,0.9306,0.0,0.0
1339,p17013||p17083,p17013,p17083,94.2396,59.8205,0.0,0.0
1340,p17013||p17149,p17013,p17149,32.0747,53.2224,0.0,0.0
1341,p17013||p29183,p17013,p29183,65.0927,244.7531,0.0,0.0
1342,p17015||p17085,p17015,p17085,50.4639,39.0181,0.0,0.0
1343,p17015||p17195,p17015,p17195,39.8196,77.3714,0.0,0.0
1344,p17017||p17137,p17017,p17137,36.931,36.931,0.0,0.0
1345,p17019||p17029,p17019,p17029,822.0,679.7472,0.0,0.0
1346,p17019||p17041,p17019,p17041,40.1113,20.5679,0.0,0.0
1347,p17019||p17053,p17019,p17053,58.0991,144.4594,0.0,0.0
1348,p17019||p17147,p17019,p17147,1239.1251,1250.2171,0.0,0.0
1349,p17019||p17183,p17019,p17183,1546.1058,1726.8084,0.0,0.0
1350,p17021||p17051,p17021,p17051,59.7249,44.5166,0.0,0.0
1351,p17021||p17107,p17021,p17107,1334.0,927.7585,0.0,0.0
1352,p17021||p17115,p17021,p17115,33.7847,21.2116,0.0,0.0
1353,p17021||p17135,p17021,p17135,1234.0383,1156.6241,0.0,0.0
1354,p17021||p17167,p17021,p17167,2015.4124,1893.3829,0.0,0.0
1355,p17021||p17173,p17021,p17173,899.3377,622.4975,0.0,0.0
1356,p17023||p17029,p17023,p17029,21.6702,36.8028,0.0,0.0
1357,p17023||p17033,p17023,p17033,38.7077,21.7127,0.0,0.0
1358,p17025||p17079,p17025,p17079,1254.9265,1149.6234,0.0,0.0
1359,p17025||p17121,p17025,p17121,36.7188,121.4758,0.0,0.0
1360,p17025||p17159,p17025,p17159,77.7377,36.3349,0.0,0.0
1361,p17025||p17191,p17025,p17191,1200.0,1195.0,0.0,0.0
1362,p17027||p17081,p17027,p17081,26.4619,43.4679,0.0,0.0
1363,p17027||p17121,p17027,p17121,9.3859,18.001,0.0,0.0
1364,p17027||p17145,p17027,p17145,3.108,7.812,0.0,0.0
1365,p17027||p17163,p17027,p17163,82.2076,33.6019,0.0,0.0
1366,p17027||p17189,p17027,p17189,22.6047,87.7286,0.0,0.0
1367,p17029||p17035,p17029,p17035,1200.0,1200.0,0.0,0.0
1368,p17029||p17041,p17029,p17041,39.7258,27.9659,0.0,0.0
1369,p17029||p17045,p17029,p17045,14.5728,14.5728,0.0,0.0
1370,p17029||p17139,p17029,p17139,584.7217,837.2482,0.0,0.0
1371,p17029||p17173,p17029,p17173,27.4214,72.3344,0.0,0.0
1372,p17029||p18167,p17029,p18167,1321.6455,1608.3402,0.0,0.0
1373,p17031||p17043,p17031,p17043,3065.2502,3696.0303,0.0,0.0
1374,p17031||p17089,p17031,p17089,275.2452,529.9812,0.0,0.0
1375,p17031||p17091,p17031,p17091,204.0786,1538.7998,0.0,0.0
1376,p17031||p17097,p17031,p17097,2809.012,2884.0858,0.0,0.0
1377,p17031||p17111,p17031,p17111,0.3799,21.7054,0.0,0.0
1378,p17031||p17197,p17031,p17197,2134.9406,2715.297,0.0,0.0
1379,p17031||p18089,p17031,p18089,2317.4776,1501.9381,0.0,0.0
1380,p17031||p18141,p17031,p18141,579.8393,349.9646,0.0,0.0
1381,p17033||p17079,p17033,p17079,31.5729,56.0301,0.0,0.0
1382,p17033||p17101,p17033,p17101,55.3209,51.4378,0.0,0.0
1383,p17033||p17173,p17033,p17173,15.8042,37.094,0.0,0.0
1384,p17033||p18051,p17033,p18051,1195.0,1195.0,0.0,0.0
1385,p17033||p18055,p17033,p18055,971.2457,751.4762,0.0,0.0
1386,p17033||p18083,p17033,p18083,23.7657,2.9187,0.0,0.0
1387,p17033||p18153,p17033,p18153,40.1342,4.9571,0.0,0.0
1388,p17033||p18167,p17033,p18167,1195.0,1195.0,0.0,0.0
1389,p17035||p17079,p17035,p17079,1200.0,1200.0,0.0,0.0
1390,p17035||p17173,p17035,p17173,1000.9039,1195.0,0.0,0.0
1391,p17035||p18153,p17035,p18153,1334.0,1334.0,0.0,0.0
1392,p17037||p17089,p17037,p17089,127.1325,37.1436,0.0,0.0
1393,p17037||p17093,p17037,p17093,151.9351,64.3584,0.0,0.0
1394,p17037||p17103,p17037,p17103,317.6846,332.4139,0.0,0.0
1395,p17037||p17141,p17037,p17141,22.9755,21.1126,0.0,0.0
1396,p17037||p17201,p17037,p17201,140.4354,50.7649,0.0,0.0
1397,p17039||p17113,p17039,p17113,832.5249,1464.1622,0.0,0.0
1398,p17039||p17115,p17039,p17115,1443.0162,841.182,0.0,0.0
1399,p17043||p17063,p17043,p17063,652.3325,1160.4814,0.0,0.0
1400,p17043||p17089,p17043,p17089,255.4437,197.1221,0.0,0.0
1401,p17043||p17093,p17043,p17093,2148.312,2492.9572,0.0,0.0
1402,p17043||p17103,p17043,p17103,1334.0,1334.0,0.0,0.0
1403,p17043||p17111,p17043,p17111,855.891,604.6988,0.0,0.0
1404,p17043||p17141,p17043,p17141,1258.2742,1599.2541,0.0,0.0
1405,p17043||p17197,p17043,p17197,2980.3703,4170.4558,0.0,0.0
1406,p17045||p18153,p17045,p18153,971.0,829.4098,0.0,0.0
1407,p17045||p18165,p17045,p18165,821.7784,971.0,0.0,0.0
1408,p17047||p17159,p17047,p17159,57.4796,42.7205,0.0,0.0
1409,p17047||p17185,p17047,p17185,35.998,35.998,0.0,0.0
1410,p17047||p17193,p17047,p17193,140.346,153.595,0.0,0.0
1411,p17047||p18051,p17047,p18051,155.8087,201.5242,0.0,0.0
1412,p17049||p17079,p17049,p17079,146.2306,146.4377,0.0,0.0
1413,p17049||p17173,p17049,p17173,18.0854,53.6756,0.0,0.0
1414,p17051||p17121,p17051,p17121,53.644,161.916,0.0,0.0
1415,p17051||p17135,p17051,p17135,1041.565,1097.1963,0.0,0.0
1416,p17051||p17173,p17051,p17173,1082.0,1038.711,0.0,0.0
1417,p17053||p17075,p17053,p17075,75.4039,109.6629,0.0,0.0
1418,p17053||p17113,p17053,p17113,48.9516,172.0459,0.0,0.0
1419,p17053||p17183,p17053,p17183,72.3063,22.5627,0.0,0.0
1420,p17055||p17065,p17055,p17065,2.2923,1.2812,0.0,0.0
1421,p17055||p17081,p17055,p17081,1330.5323,1392.2309,0.0,0.0
1422,p17055||p17127,p17055,p17127,333.0061,402.0,0.0,0.0
1423,p17055||p17145,p17055,p17145,494.1128,449.6879,0.0,0.0
1424,p17055||p17165,p17055,p17165,24.8433,99.818,0.0,0.0
1425,p17055||p17193,p17055,p17193,243.5076,199.528,0.0,0.0
1426,p17055||p17199,p17055,p17199,60.1374,156.9245,0.0,0.0
1427,p17055||p21145,p17055,p21145,1200.0,1200.0,0.0,0.0
1428,p17055||p21225,p17055,p21225,18.0897,5.9121,0.0,0.0
1429,p17057||p17095,p17057,p17095,65.9059,64.4756,0.0,0.0
1430,p17057||p17109,p17057,p17109,125.8638,70.2363,0.0,0.0
1431,p17057||p17125,p17057,p17125,112.4348,189.4262,0.0,0.0
1432,p17057||p17137,p17057,p17137,1268.9434,1156.1951,0.0,0.0
1433,p17057||p17143,p17057,p17143,1175.5711,1195.0,0.0,0.0
1434,p17057||p17169,p17057,p17169,30.3707,27.4426,0.0,0.0
1435,p17059||p17069,p17059,p17069,15.6328,21.1517,0.0,0.0
1436,p17059||p17165,p17059,p17165,6.217,10.3357,0.0,0.0
1437,p17059||p17193,p17059,p17193,22.6316,87.3951,0.0,0.0
1438,p17059||p17199,p17059,p17199,87.0,87.0,0.0,0.0
1439,p17059||p21225,p17059,p21225,19.5185,28.5036,0.0,0.0
1440,p17061||p17083,p17061,p17083,53.811,15.2742,0.0,0.0
1441,p17061||p17137,p17061,p17137,11.1942,2.399,0.0,0.0
1442,p17061||p17171,p17061,p17171,15.122,61.0383,0.0,0.0
1443,p17063||p17093,p17063,p17093,3051.4999,2994.4253,0.0,0.0
1444,p17063||p17099,p17063,p17099,70.4609,143.5106,0.0,0.0
1445,p17063||p17105,p17063,p17105,1267.5717,1334.0,0.0,0.0
1446,p17063||p17179,p17063,p17179,308.4425,1148.8396,0.0,0.0
1447,p17063||p17197,p17063,p17197,5603.0223,4335.4979,0.0,0.0
1448,p17063||p17203,p17063,p17203,461.7943,1201.0,0.0,0.0
1449,p17065||p17165,p17065,p17165,4.2056,16.8181,0.0,0.0
1450,p17065||p21225,p17065,p21225,17.3689,3.2814,0.0,0.0
1451,p17067||p17109,p17067,p17109,77.7472,110.0044,0.0,0.0
1452,p17067||p19111,p17067,p19111,308.3685,52.4663,0.0,0.0
1453,p17067||p19177,p17067,p19177,56.1372,5.0517,0.0,0.0
1454,p17069||p17151,p17069,p17151,15.9087,21.0729,0.0,0.0
1455,p17071||p19057,p17071,p19057,86.6841,86.6841,0.0,0.0
1456,p17073||p17095,p17073,p17095,160.0,85.5045,0.0,0.0
1457,p17073||p17143,p17073,p17143,124.7849,126.3306,0.0,0.0
1458,p17073||p17155,p17073,p17155,108.5279,116.2151,0.0,0.0
1459,p17073||p17161,p17073,p17161,0.1846,87.2111,0.0,0.0
1460,p17073||p17175,p17073,p17175,155.0,175.0401,0.0,0.0
1461,p17075||p18111,p17075,p18111,65.8693,127.5653,0.0,0.0
1462,p17077||p17145,p17077,p17145,142.0044,99.5651,0.0,0.0
1463,p17077||p17157,p17077,p17157,179.56,48.1059,0.0,0.0
1464,p17077||p17181,p17077,p17181,12.5837,13.4746,0.0,0.0
1465,p17077||p17199,p17077,p17199,183.0135,257.7962,0.0,0.0
1466,p17077||p29157,p17077,p29157,203.7698,69.0621,0.0,0.0
1467,p17081||p17121,p17081,p17121,75.9889,126.852,0.0,0.0
1468,p17081||p17189,p17081,p17189,1495.8518,1263.6974,0.0,0.0
1469,p17081||p17191,p17081,p17191,1200.0,1200.0,0.0,0.0
1470,p17083||p17117,p17083,p17117,49.6086,23.941,0.0,0.0
1471,p17083||p29183,p17083,p29183,42.741,98.189,0.0,0.0
1472,p17085||p19061,p17085,p19061,19.9757,99.9621,0.0,0.0
1473,p17085||p55043,p17085,p55043,29.8387,5.3006,0.0,0.0
1474,p17085||p55065,p17085,p55065,12.4441,5.3917,0.0,0.0
1475,p17087||p17127,p17087,p17127,34.4224,31.6568,0.0,0.0
1476,p17087||p17153,p17087,p17153,1.7685,2.4314,0.0,0.0
1477,p17087||p17199,p17087,p17199,2.7237,4.8308,0.0,0.0
1478,p17089||p17093,p17089,p17093,8.1274,8.1274,0.0,0.0
1479,p17089||p17111,p17089,p17111,195.8468,131.2914,0.0,0.0
1480,p17091||p17197,p17091,p17197,767.9958,1504.2832,0.0,0.0
1481,p17093||p17099,p17093,p17099,537.855,2668.0,0.0,0.0
1482,p17093||p17179,p17093,p17179,387.8979,1195.0,0.0,0.0
1483,p17093||p17197,p17093,p17197,1307.8046,1309.9496,0.0,0.0
1484,p17095||p17143,p17095,p17143,1390.5111,1793.0,0.0,0.0
1485,p17095||p17187,p17095,p17187,1903.9042,1278.6393,0.0,0.0
1486,p17097||p17111,p17097,p17111,1257.4473,1247.8533,0.0,0.0
1487,p17097||p55059,p17097,p55059,2093.8302,2221.3051,0.0,0.0
1488,p17097||p55133,p17097,p55133,828.1168,812.2457,0.0,0.0
1489,p17099||p17103,p17099,p17103,3.8,3.8,0.0,0.0
1490,p17099||p17155,p17099,p17155,308.7012,372.5908,0.0,0.0
1491,p17099||p17197,p17099,p17197,2486.176,2280.6859,0.0,0.0
1492,p17099||p17203,p17099,p17203,114.0903,121.1399,0.0,0.0
1493,p17101||p17159,p17101,p17159,42.5214,58.5097,0.0,0.0
1494,p17101||p18083,p17101,p18083,101.9904,104.7057,0.0,0.0
1495,p17103||p17141,p17103,p17141,1456.0955,1387.4464,0.0,0.0
1496,p17103||p17161,p17103,p17161,1354.0519,1364.0,0.0,0.0
1497,p17103||p17195,p17103,p17195,1423.0918,1376.3134,0.0,0.0
1498,p17105||p17113,p17105,p17113,1334.0,1334.0,0.0,0.0
1499,p17105||p17115,p17105,p17115,1009.6451,989.104,0.0,0.0
1500,p17105||p17197,p17105,p17197,1201.0,883.6736,0.0,0.0
1501,p17107||p17115,p17107,p17115,1504.3017,982.9233,0.0,0.0
1502,p17107||p17125,p17107,p17125,197.8671,69.8286,0.0,0.0
1503,p17107||p17167,p17107,p17167,47.8912,166.4957,0.0,0.0
1504,p17107||p17179,p17107,p17179,269.0,125.2324,0.0,0.0
1505,p17111||p17201,p17111,p17201,1201.0,1201.0,0.0,0.0
1506,p17111||p55059,p17111,p55059,3.3507,23.3648,0.0,0.0
1507,p17111||p55127,p17111,p55127,14.9925,3.3557,0.0,0.0
1508,p17113||p17147,p17113,p17147,58.1037,41.3941,0.0,0.0
1509,p17113||p17167,p17113,p17167,1038.2837,1072.5038,0.0,0.0
1510,p17113||p17179,p17113,p17179,118.1638,93.8265,0.0,0.0
1511,p17113||p17203,p17113,p17203,136.5083,102.5005,0.0,0.0
1512,p17115||p17147,p17115,p17147,1195.0,1195.0,0.0,0.0
1513,p17115||p17173,p17115,p17173,119.9563,100.6235,0.0,0.0
1514,p17117||p17119,p17117,p17119,39.9496,31.4331,0.0,0.0
1515,p17117||p17135,p17117,p17135,30.9158,51.451,0.0,0.0
1516,p17117||p17167,p17117,p17167,47.4193,27.0437,0.0,0.0
1517,p17119||p17135,p17119,p17135,998.8184,999.7704,0.0,0.0
1518,p17119||p17163,p17119,p17163,167.2895,98.5667,0.0,0.0
1519,p17119||p17189,p17119,p17189,444.478,581.6191,0.0,0.0
1520,p17119||p29183,p17119,p29183,1297.9323,1240.4653,0.0,0.0
1521,p17119||p29189,p17119,p29189,911.3916,941.2115,0.0,0.0
1522,p17119||p29510,p17119,p29510,13.7442,1.4757,0.0,0.0
1523,p17123||p17143,p17123,p17143,3.0433,10.1356,0.0,0.0
1524,p17123||p17155,p17123,p17155,349.0,200.1733,0.0,0.0
1525,p17123||p17203,p17123,p17203,190.5392,193.0365,0.0,0.0
1526,p17125||p17167,p17125,p17167,120.3724,153.0018,0.0,0.0
1527,p17125||p17179,p17125,p17179,50.1732,118.092,0.0,0.0
1528,p17127||p17151,p17127,p17151,7.0264,4.6753,0.0,0.0
1529,p17127||p17199,p17127,p17199,216.3486,198.8503,0.0,0.0
1530,p17127||p21145,p17127,p21145,1453.8757,1918.8857,0.0,0.0
1531,p17127||p29031,p17127,p29031,78.8133,60.0698,0.0,0.0
1532,p17127||p29201,p17127,p29201,1072.0,1072.0,0.0,0.0
1533,p17129||p17167,p17129,p17167,31.8385,35.176,0.0,0.0
1534,p17131||p17161,p17131,p17161,1738.5482,1364.9238,0.0,0.0
1535,p17131||p17187,p17131,p17187,1285.4942,1903.9943,0.0,0.0
1536,p17131||p19115,p17131,p19115,1195.0,1195.0,0.0,0.0
1537,p17133||p17157,p17133,p17157,9.2648,29.4738,0.0,0.0
1538,p17133||p17163,p17133,p17163,34.4402,39.133,0.0,0.0
1539,p17133||p17189,p17133,p17189,19.4545,9.2984,0.0,0.0
1540,p17133||p29099,p17133,p29099,41.7142,47.9184,0.0,0.0
1541,p17137||p17149,p17137,p17149,12.5736,0.1249,0.0,0.0
1542,p17137||p17167,p17137,p17167,1597.9859,1585.0103,0.0,0.0
1543,p17137||p17169,p17137,p17169,33.3512,26.7388,0.0,0.0
1544,p17137||p17171,p17137,p17171,28.4575,225.2903,0.0,0.0
1545,p17139||p17173,p17139,p17173,612.2388,836.7741,0.0,0.0
1546,p17141||p17177,p17141,p17177,59.5925,30.9731,0.0,0.0
1547,p17141||p17201,p17141,p17201,3272.7519,1518.6382,0.0,0.0
1548,p17143||p17179,p17143,p17179,1596.6592,997.1359,0.0,0.0
1549,p17143||p17203,p17143,p17203,102.475,143.0,0.0,0.0
1550,p17145||p17189,p17145,p17189,456.4459,114.7461,0.0,0.0
1551,p17149||p17171,p17149,p17171,63.2997,56.4372,0.0,0.0
1552,p17149||p29163,p17149,p29163,43.236,49.0274,0.0,0.0
1553,p17151||p17199,p17151,p17199,113.8548,203.0,0.0,0.0
1554,p17151||p21139,p17151,p21139,203.0,112.3611,0.0,0.0
1555,p17157||p17163,p17157,p17163,895.1339,665.4079,0.0,0.0
1556,p17157||p17189,p17157,p17189,993.6711,1122.1294,0.0,0.0
1557,p17157||p29099,p17157,p29099,969.7636,1217.2866,0.0,0.0
1558,p17161||p17195,p17161,p17195,1409.6925,1330.4847,0.0,0.0
1559,p17161||p19045,p17161,p19045,1015.0568,1023.6337,0.0,0.0
1560,p17161||p19115,p17161,p19115,169.6095,91.113,0.0,0.0
1561,p17161||p19139,p17161,p19139,4.6528,22.6768,0.0,0.0
1562,p17161||p19163,p17161,p19163,1531.4405,1653.905,0.0,0.0
1563,p17163||p17189,p17163,p17189,165.9569,550.1221,0.0,0.0
1564,p17163||p29189,p17163,p29189,946.2467,826.011,0.0,0.0
1565,p17163||p29510,p17163,p29510,704.6346,60.2921,0.0,0.0
