r,szn,t,Value
p36,wint,2034,0.869761755
p36,wint,2036,0.861420103
p36,wint,2038,0.98032719
p36,wint,2040,1.076223145
p36,wint,2042,1.163077973
p36,wint,2044,1.192290978
p36,wint,2046,1.198007879
p36,wint,2048,1.200876075
p36,wint,2050,1.173450239
p36,fall,2010,1
p36,fall,2012,0.822812585
p36,fall,2014,0.795653621
p36,fall,2016,0.797860213
p36,fall,2018,0.802045858
p36,fall,2020,0.754644589
p36,fall,2022,0.750290201
p36,fall,2024,0.770920087
p36,fall,2026,0.796021645
p36,fall,2028,0.831056008
p36,fall,2030,0.852781772
p36,fall,2032,0.82961442
p36,fall,2034,0.817200194
p36,fall,2036,0.806698362
p36,fall,2038,0.805535969
p36,fall,2040,0.875577076
p36,fall,2042,0.943768644
p36,fall,2044,0.915867757
p36,fall,2046,0.889423881
p36,fall,2048,0.865458511
p36,fall,2050,0.82915613
p36,spri,2010,1
p36,spri,2012,1.072158114
p36,spri,2014,1.080064293
p36,spri,2016,1.082358186
p36,spri,2018,1.071528228
p36,spri,2020,0.991841866
p36,spri,2022,0.994945392
p36,spri,2024,1.021608758
p36,spri,2026,1.00244092
p36,spri,2028,1.067032366
p36,spri,2030,1.103540535
p36,spri,2032,1.077320651
p36,spri,2034,1.062253642
p36,spri,2036,1.02651277
p36,spri,2038,1.025226244
p36,spri,2040,1.048493988
p36,spri,2042,1.115787754
p36,spri,2044,1.092593284
p36,spri,2046,1.092317088
p36,spri,2048,1.030467494
p36,spri,2050,0.999398257
p37,summ,2010,1
p37,summ,2012,0.965868614
p37,summ,2014,0.878443807
p37,summ,2016,0.926888268
p37,summ,2018,0.951591246
p37,summ,2020,0.913941562
p37,summ,2022,0.912353546
p37,summ,2024,1.002673335
p37,summ,2026,1.032713415
p37,summ,2028,1.035946856
p37,summ,2030,1.125407569
p37,summ,2032,1.038393213
p37,summ,2034,1.018441457
p37,summ,2036,0.992533054
p37,summ,2038,0.963752061
p37,summ,2040,1.080113912
p37,summ,2042,1.234589878
p37,summ,2044,1.148015875
p37,summ,2046,1.162188036
p37,summ,2048,1.133966954
p37,summ,2050,1.020706723
p37,wint,2010,1
p37,wint,2012,0.659574221
p37,wint,2014,0.643775009
p37,wint,2016,0.708167529
p37,wint,2018,0.713988268
p37,wint,2020,0.835336087
p37,wint,2022,0.840325443
p37,wint,2024,1.032317383
p37,wint,2026,1.121518549
p37,wint,2028,1.157792671
p37,wint,2030,1.108789949
p37,wint,2032,1.083962483
p37,wint,2034,1.102130864
p37,wint,2036,1.165961335
p37,wint,2038,1.240341303
p37,wint,2040,1.149805445
p37,wint,2042,1.200986331
p37,wint,2044,1.072951226
p37,wint,2046,1.061311071
p37,wint,2048,1.075736735
p37,wint,2050,1.027530637
p37,fall,2010,1
p37,fall,2012,0.730531713
p37,fall,2014,0.69073465
p37,fall,2016,0.727538927
p37,fall,2018,0.756373379
p37,fall,2020,0.754655318
p37,fall,2022,0.756765219
p37,fall,2024,0.872334517
p37,fall,2026,0.912559384
p37,fall,2028,0.914005771
p37,fall,2030,0.913772712
p37,fall,2032,0.854753626
p37,fall,2034,0.850251324
p37,fall,2036,0.828677493
p37,fall,2038,0.816485884
p37,fall,2040,0.845733439
p37,fall,2042,0.932108221
p37,fall,2044,0.825219168
p37,fall,2046,0.827677432
p37,fall,2048,0.872420697
p37,fall,2050,0.818162212
p37,spri,2010,1
p37,spri,2012,0.929250946
p37,spri,2014,0.902770981
p37,spri,2016,0.965244887
p37,spri,2018,0.963264606
p37,spri,2020,0.955381611
p37,spri,2022,0.972812666
p37,spri,2024,1.003414615
p37,spri,2026,1.003976168
p37,spri,2028,1.032731485
p37,spri,2030,1.057385962
p37,spri,2032,0.996870407
p37,spri,2034,1.011748636
p37,spri,2036,0.907301339
p37,spri,2038,0.914377264
p37,spri,2040,0.944854945
p37,spri,2042,1.07212936
p37,spri,2044,1.044872864
p37,spri,2046,1.046325597
p37,spri,2048,0.965072153
p37,spri,2050,0.928493343
p38,summ,2010,1
p38,summ,2012,0.959654414
p38,summ,2014,0.929094836
p38,summ,2016,0.939321612
p38,summ,2018,0.961340231
p38,summ,2020,0.897250769
p38,summ,2022,0.905116033
p38,summ,2024,0.94029112
p38,summ,2026,0.952401663
p38,summ,2028,0.934864752
p38,summ,2030,0.938242005
p38,summ,2032,0.895684511
p38,summ,2034,0.859456249
p38,summ,2036,0.842201334
p38,summ,2038,0.806081176
p38,summ,2040,0.937913922
p38,summ,2042,1.010449231
p38,summ,2044,0.966816842
p38,summ,2046,0.94888527
p38,summ,2048,0.946964187
p38,summ,2050,0.903127603
p38,wint,2010,1
p38,wint,2012,0.675910788
p38,wint,2014,0.677882186
p38,wint,2016,0.720633998
p38,wint,2018,0.754809154
p38,wint,2020,0.833208158
p38,wint,2022,0.784542972
p38,wint,2024,0.841038522
p38,wint,2026,0.881287093
p38,wint,2028,0.928648863
p38,wint,2030,0.96284052
p38,wint,2032,0.95671994
p38,wint,2034,0.952992592
p38,wint,2036,0.940030166
p38,wint,2038,1.030854128
p38,wint,2040,1.076525474
p38,wint,2042,1.128031482
p38,wint,2044,1.125294936
p38,wint,2046,1.118325102
p38,wint,2048,1.122802412
p38,wint,2050,1.080804015
p38,fall,2010,1
p38,fall,2012,0.873085806
p38,fall,2014,0.837049979
p38,fall,2016,0.878379196
p38,fall,2018,0.946066974
p38,fall,2020,0.935950689
p38,fall,2022,0.933568216
p38,fall,2024,0.997638394
p38,fall,2026,1.040982281
p38,fall,2028,1.051618527
p38,fall,2030,1.020467645
p38,fall,2032,0.986506483
p38,fall,2034,0.962467793
p38,fall,2036,0.918764409
p38,fall,2038,0.879157023
p38,fall,2040,0.913775326
p38,fall,2042,0.973370963
p38,fall,2044,0.906705979
p38,fall,2046,0.901811902
p38,fall,2048,0.933831434
p38,fall,2050,0.905720526
p38,spri,2010,1
p38,spri,2012,1.070239238
p38,spri,2014,1.063648005
p38,spri,2016,1.068677013
p38,spri,2018,1.067729289
p38,spri,2020,0.990865272
p38,spri,2022,1.00827502
p38,spri,2024,1.042293261
p38,spri,2026,1.017306268
p38,spri,2028,1.072289879
p38,spri,2030,1.088080684
p38,spri,2032,1.059076127
p38,spri,2034,1.028528109
p38,spri,2036,0.980433586
p38,spri,2038,0.967011719
p38,spri,2040,0.990369358
p38,spri,2042,1.030386614
p38,spri,2044,0.998467871
p38,spri,2046,0.998143587
p38,spri,2048,0.934574551
p38,spri,2050,0.919991605
p39,summ,2010,1
p39,summ,2012,0.880576537
p39,summ,2014,0.850583479
p39,summ,2016,0.804132276
p39,summ,2018,0.829213743
p39,summ,2020,0.745692099
p39,summ,2022,0.820460865
p39,summ,2024,0.850418771
p39,summ,2026,0.826792539
p39,summ,2028,0.771882234
p39,summ,2030,0.778504144
p39,summ,2032,0.775238652
p39,summ,2034,0.76336445
p39,summ,2036,0.761341066
p39,summ,2038,0.701313074
p39,summ,2040,0.708099789
p39,summ,2042,0.574291948
p39,summ,2044,0.561778681
p39,summ,2046,0.585680507
p39,summ,2048,0.577813839
p39,summ,2050,0.567294915
p39,wint,2010,1
p39,wint,2012,0.775087682
p39,wint,2014,0.72983698
p39,wint,2016,0.578257211
p39,wint,2018,0.614353409
p39,wint,2020,0.558919645
p39,wint,2022,0.56749101
p39,wint,2024,0.561775107
p39,wint,2026,0.593189999
p39,wint,2028,0.671107064
p39,wint,2030,0.750694908
p39,wint,2032,0.775768115
p39,wint,2034,0.791087702
p39,wint,2036,0.834134341
p39,wint,2038,0.809563658
p39,wint,2040,0.804972052
p39,wint,2042,0.845386632
p39,wint,2044,1.053446187
p39,wint,2046,1.146963401
p39,wint,2048,1.155812927
p39,wint,2050,1.087552332
p39,fall,2010,1
p39,fall,2012,0.717691457
p39,fall,2014,0.668126465
p39,fall,2016,0.56170761
p39,fall,2018,0.606185478
p39,fall,2020,0.549446474
p39,fall,2022,0.641925012
p39,fall,2024,0.659411375
p39,fall,2026,0.679830838
p39,fall,2028,0.679012048
p39,fall,2030,0.67861622
p39,fall,2032,0.664408393
p39,fall,2034,0.654229416
p39,fall,2036,0.664562924
p39,fall,2038,0.612038552
p39,fall,2040,0.57884977
p39,fall,2042,0.489532692
p39,fall,2044,0.516014964
p39,fall,2046,0.51903558
p39,fall,2048,0.500649473
p39,fall,2050,0.489681665
p39,spri,2010,1
p39,spri,2012,1.0103693
p39,spri,2014,0.981251438
p39,spri,2016,0.921276119
p39,spri,2018,0.961711696
p39,spri,2020,0.907999047
p39,spri,2022,0.904316397
p39,spri,2024,0.948586793
p39,spri,2026,0.904812725
p39,spri,2028,0.927796857
p39,spri,2030,0.931434902
p39,spri,2032,0.945475255
p39,spri,2034,0.902950097
p39,spri,2036,0.92285913
p39,spri,2038,0.868648561
p39,spri,2040,0.854424879
p39,spri,2042,0.810591528
p39,spri,2044,0.793880177
p39,spri,2046,0.83362216
p39,spri,2048,0.828131084
p39,spri,2050,0.831049812
p40,summ,2010,1
p40,summ,2012,0.933873433
p40,summ,2014,0.91594525
p40,summ,2016,0.921420045
p40,summ,2018,0.955688737
p40,summ,2020,0.884433645
p40,summ,2022,0.923519472
p40,summ,2024,0.961585775
p40,summ,2026,0.963334951
p40,summ,2028,0.927928004
p40,summ,2030,0.903647998
p40,summ,2032,0.870668427
p40,summ,2034,0.82599502
p40,summ,2036,0.80736798
p40,summ,2038,0.764408128
p40,summ,2040,0.865008594
p40,summ,2042,0.866000333
p40,summ,2044,0.827080101
p40,summ,2046,0.813353939
p40,summ,2048,0.812040939
p40,summ,2050,0.787661435
p40,wint,2010,1
p40,wint,2012,0.6787004
p40,wint,2014,0.677278561
p40,wint,2016,0.682789766
p40,wint,2018,0.720810408
p40,wint,2020,0.778898669
p40,wint,2022,0.737219326
p40,wint,2024,0.773947762
p40,wint,2026,0.793972834
p40,wint,2028,0.847716344
p40,wint,2030,0.881854596
p40,wint,2032,0.888020512
p40,wint,2034,0.878502678
p40,wint,2036,0.872336326
p40,wint,2038,0.929401877
p40,wint,2040,0.949789904
p40,wint,2042,0.979089568
p40,wint,2044,1.012608266
p40,wint,2046,1.025276325
p40,wint,2048,1.038709186
p40,wint,2050,1.005613111
p40,fall,2010,1
p40,fall,2012,0.848102957
p40,fall,2014,0.813212727
p40,fall,2016,0.849337649
p40,fall,2018,0.940096901
p40,fall,2020,0.93820987
p40,fall,2022,0.965484654
p40,fall,2024,1.018492621
p40,fall,2026,1.068287109
p40,fall,2028,1.06703519
p40,fall,2030,1.003935326
p40,fall,2032,0.975770632
p40,fall,2034,0.94816576
p40,fall,2036,0.906153339
p40,fall,2038,0.849101299
p40,fall,2040,0.849549245
p40,fall,2042,0.876354093
p40,fall,2044,0.831357227
p40,fall,2046,0.858905977
p40,fall,2048,0.951065689
p40,fall,2050,0.937122615
p40,spri,2010,1
p40,spri,2012,1.038179176
p40,spri,2014,1.012003613
p40,spri,2016,0.998653299
p40,spri,2018,1.022880821
p40,spri,2020,0.953093006
p40,spri,2022,0.984398857
p40,spri,2024,1.026349397
p40,spri,2026,0.995205118
p40,spri,2028,1.036770219
p40,spri,2030,1.039609351
p40,spri,2032,1.018179464
p40,spri,2034,0.97423234
p40,spri,2036,0.947516034
p40,spri,2038,0.920480787
p40,spri,2040,0.935823621
p40,spri,2042,0.930249348
p40,spri,2044,0.900113772
p40,spri,2046,0.91420325
p40,spri,2048,0.864635914
p40,spri,2050,0.864920374
p41,summ,2010,1
p41,summ,2012,0.957479909
p41,summ,2014,0.928107138
p41,summ,2016,0.925783428
p41,summ,2018,0.97314537
p41,summ,2020,0.903401651
p41,summ,2022,0.950579334
p41,summ,2024,0.988059883
p41,summ,2026,0.994421783
p41,summ,2028,0.953287577
p41,summ,2030,0.910510567
p41,summ,2032,0.892154496
p41,summ,2034,0.860570718
p41,summ,2036,0.861488199
p41,summ,2038,0.815633799
p41,summ,2040,0.887797926
p41,summ,2042,0.854668095
p41,summ,2044,0.813005144
p41,summ,2046,0.784664976
p41,summ,2048,0.771116343
p41,summ,2050,0.750211198
p41,wint,2010,1
p41,wint,2012,0.766793969
p41,wint,2014,0.754846508
p41,wint,2016,0.756994282
p41,wint,2018,0.807510654
p41,wint,2020,0.841132479
p41,wint,2022,0.805269425
p41,wint,2024,0.835284768
p41,wint,2026,0.827801813
p41,wint,2028,0.860134635
p41,wint,2030,0.864275885
p41,wint,2032,0.848676527
p41,wint,2034,0.826885213
p41,wint,2036,0.80917333
p41,wint,2038,0.841623649
p41,wint,2040,0.839553325
p41,wint,2042,0.849294729
p41,wint,2044,0.890656347
p41,wint,2046,0.902953677
p41,wint,2048,0.947223716
p41,wint,2050,0.931340938
p41,fall,2010,1
p41,fall,2012,0.908842089
p41,fall,2014,0.860423862
p41,fall,2016,0.906076002
p41,fall,2018,1.001388859
p41,fall,2020,1.003551735
p41,fall,2022,1.031341204
p41,fall,2024,1.08072749
p41,fall,2026,1.150983076
p41,fall,2028,1.135325564
p41,fall,2030,1.034224361
p41,fall,2032,0.99272006
p41,fall,2034,0.970179765
p41,fall,2036,0.947340244
p41,fall,2038,0.916838609
p41,fall,2040,0.89698409
p41,fall,2042,0.940912252
p41,fall,2044,0.894537062
p41,fall,2046,0.973863258
p41,fall,2048,1.170464962
p41,fall,2050,1.160913453
p41,spri,2010,1
p41,spri,2012,1.016303605
p41,spri,2014,0.97791738
p41,spri,2016,0.95435378
p41,spri,2018,0.990287666
p41,spri,2020,0.926264419
p41,spri,2022,0.969396529
p41,spri,2024,1.016547146
p41,spri,2026,0.990092453
p41,spri,2028,1.017950165
p41,spri,2030,1.012661417
p41,spri,2032,0.998213626
p41,spri,2034,0.950982637
p41,spri,2036,0.943193672
p41,spri,2038,0.912508344
p41,spri,2040,0.925301994
p41,spri,2042,0.891402636
p41,spri,2044,0.864603102
p41,spri,2046,0.879419397
p41,spri,2048,0.837720509
p41,spri,2050,0.847898387
p42,summ,2010,1
p42,summ,2012,1.056193129
p42,summ,2014,1.063189635
p42,summ,2016,1.072142926
p42,summ,2018,1.067847905
p42,summ,2020,1.062859271
p42,summ,2022,1.031015848
p42,summ,2024,0.967394614
p42,summ,2026,0.990881639
p42,summ,2028,0.959249696
p42,summ,2030,0.982394972
p42,summ,2032,0.889387188
p42,summ,2034,0.852071841
p42,summ,2036,0.779339866
p42,summ,2038,0.747246949
p42,summ,2040,0.826117505
p42,summ,2042,0.849366561
p42,summ,2044,0.80394198
p42,summ,2046,0.780273262
p42,summ,2048,0.786416701
p42,summ,2050,0.732048869
p42,wint,2010,1
p42,wint,2012,0.997376881
p42,wint,2014,0.988918566
p42,wint,2016,1.015537023
p42,wint,2018,0.979071063
p42,wint,2020,1.142124794
p42,wint,2022,1.154647109
p42,wint,2024,1.317837645
p42,wint,2026,1.398592891
p42,wint,2028,1.428978333
p42,wint,2030,1.32828423
p42,wint,2032,1.270122555
p42,wint,2034,1.318982234
p42,wint,2036,1.464953021
p42,wint,2038,1.502381316
p42,wint,2040,1.347435543
p42,wint,2042,1.284316168
p42,wint,2044,1.087233466
p42,wint,2046,1.039026857
p42,wint,2048,0.985068615
p42,wint,2050,0.925956069
p42,fall,2010,1
p42,fall,2012,1.388745159
p42,fall,2014,1.361582171
p42,fall,2016,1.316328388
p42,fall,2018,1.256584529
p42,fall,2020,1.229288907
p42,fall,2022,1.223681239
p42,fall,2024,1.290266224
p42,fall,2026,1.294111944
p42,fall,2028,1.243329991
p42,fall,2030,1.168343025
p42,fall,2032,1.085304455
p42,fall,2034,1.059910625
p42,fall,2036,1.06310534
p42,fall,2038,1.073429167
p42,fall,2040,1.03007376
p42,fall,2042,0.936144945
p42,fall,2044,0.773529718
p42,fall,2046,0.811630935
p42,fall,2048,0.743646459
p42,fall,2050,0.715832637
p42,spri,2010,1
p42,spri,2012,1.006448908
p42,spri,2014,0.983908871
p42,spri,2016,1.01524364
p42,spri,2018,1.004327946
p42,spri,2020,1.032701231
p42,spri,2022,1.043444824
p42,spri,2024,1.042179868
p42,spri,2026,1.047593226
p42,spri,2028,1.039309493
p42,spri,2030,1.02471824
p42,spri,2032,0.991764474
p42,spri,2034,0.970957318
p42,spri,2036,0.906606481
p42,spri,2038,0.907999898
p42,spri,2040,0.903368702
p42,spri,2042,0.912541341
p42,spri,2044,0.863151896
p42,spri,2046,0.834357666
p42,spri,2048,0.778614248
p42,spri,2050,0.7594924
p43,summ,2010,1
p43,summ,2012,1.060747608
p43,summ,2014,1.113158811
p43,summ,2016,1.141601044
p43,summ,2018,1.201786454
p43,summ,2020,1.147875774
p43,summ,2022,1.142324366
p43,summ,2024,1.15523448
p43,summ,2026,1.179222666
p43,summ,2028,1.155428069
p43,summ,2030,1.137590275
p43,summ,2032,1.039182928
p43,summ,2034,0.951727324
p43,summ,2036,0.904152271
p43,summ,2038,0.809236053
p43,summ,2040,0.887261194
p43,summ,2042,0.871332865
p43,summ,2044,0.808866136
p43,summ,2046,0.774898052
p43,summ,2048,0.78152091
p43,summ,2050,0.736464493
p43,wint,2010,1
p43,wint,2012,0.855643714
p43,wint,2014,0.889263324
p43,wint,2016,1.004506745
p43,wint,2018,1.033661988
p43,wint,2020,1.121684958
p43,wint,2022,1.050021649
p43,wint,2024,1.234499473
p43,wint,2026,1.277051772
p43,wint,2028,1.26084134
p43,wint,2030,1.236852628
p43,wint,2032,1.197346586
p43,wint,2034,1.179434896
p43,wint,2036,1.204700582
p43,wint,2038,1.283170987
p43,wint,2040,1.178757093
p43,wint,2042,1.153439549
p43,wint,2044,1.003025362
p43,wint,2046,1.011700604
p43,wint,2048,1.074662064
p43,wint,2050,1.004555824
p43,fall,2010,1
p43,fall,2012,1.183488862
p43,fall,2014,1.174998418
p43,fall,2016,1.28295793
p43,fall,2018,1.396895343
p43,fall,2020,1.399087719
p43,fall,2022,1.381656244
p43,fall,2024,1.595196077
p43,fall,2026,1.650949453
p43,fall,2028,1.553711267
p43,fall,2030,1.390456995
p43,fall,2032,1.309996823
p43,fall,2034,1.259799777
p43,fall,2036,1.15552892
p43,fall,2038,1.072125696
p43,fall,2040,1.012358415
p43,fall,2042,1.005060151
p43,fall,2044,0.80466138
p43,fall,2046,0.876752471
p43,fall,2048,0.886265293
p43,fall,2050,0.863377446
p43,spri,2010,1
p43,spri,2012,1.023153419
p43,spri,2014,1.006912323
p43,spri,2016,1.017089802
p43,spri,2018,1.025254737
p43,spri,2020,1.031920998
p43,spri,2022,1.086387451
p43,spri,2024,1.104715539
p43,spri,2026,1.108616464
p43,spri,2028,1.125276672
p43,spri,2030,1.112679119
p43,spri,2032,1.075390965
p43,spri,2034,1.031273265
p43,spri,2036,0.98535744
p43,spri,2038,0.969527328
p43,spri,2040,0.977841783
p43,spri,2042,0.943562129
p43,spri,2044,0.912306444
p43,spri,2046,0.888743829
p43,spri,2048,0.827215161
p43,spri,2050,0.817200716
p44,summ,2010,1
p44,summ,2012,1.048655517
p44,summ,2014,1.116896162
p44,summ,2016,1.155275641
p44,summ,2018,1.226837774
p44,summ,2020,1.177301997
p44,summ,2022,1.179512297
p44,summ,2024,1.183258338
p44,summ,2026,1.202345359
p44,summ,2028,1.174180306
p44,summ,2030,1.149236229
p44,summ,2032,1.047815206
p44,summ,2034,0.933648929
p44,summ,2036,0.869649921
p44,summ,2038,0.767487862
p44,summ,2040,0.859316546
p44,summ,2042,0.863556238
p44,summ,2044,0.813394802
p44,summ,2046,0.786284026
p44,summ,2048,0.796478681
p44,summ,2050,0.762147476
p44,wint,2010,1
p44,wint,2012,0.764691491
p44,wint,2014,0.763906236
p44,wint,2016,0.83301797
p44,wint,2018,0.839818418
p44,wint,2020,0.97633959
p44,wint,2022,0.932573774
p44,wint,2024,1.162103393
p44,wint,2026,1.239989637
p44,wint,2028,1.265274416
p44,wint,2030,1.22980051
p44,wint,2032,1.214004102
p44,wint,2034,1.250967768
p44,wint,2036,1.358732403
p44,wint,2038,1.462992411
p44,wint,2040,1.323618254
p44,wint,2042,1.279380165
p44,wint,2044,1.07810939
p44,wint,2046,1.089071842
p44,wint,2048,1.119455533
p44,wint,2050,1.030356275
p44,fall,2010,1
p44,fall,2012,1.116844943
p44,fall,2014,1.121575423
p44,fall,2016,1.2249772
p44,fall,2018,1.344838469
p44,fall,2020,1.365004211
p44,fall,2022,1.345479585
p44,fall,2024,1.57725092
p44,fall,2026,1.636648541
p44,fall,2028,1.566079639
p44,fall,2030,1.397373943
p44,fall,2032,1.353136602
p44,fall,2034,1.297166665
p44,fall,2036,1.228792351
p44,fall,2038,1.164640822
p44,fall,2040,1.118744763
p44,fall,2042,1.091412879
p44,fall,2044,0.860296499
p44,fall,2046,0.889429723
p44,fall,2048,0.838951008
p44,fall,2050,0.822755148
p44,spri,2010,1
p44,spri,2012,1.019246882
p44,spri,2014,1.004067031
p44,spri,2016,1.02074496
p44,spri,2018,1.032079448
p44,spri,2020,1.034678832
p44,spri,2022,1.076140602
p44,spri,2024,1.089197388
p44,spri,2026,1.086720567
p44,spri,2028,1.092929091
p44,spri,2030,1.083262173
p44,spri,2032,1.050768884
p44,spri,2034,1.004041524
p44,spri,2036,0.949544954
p44,spri,2038,0.932251468
p44,spri,2040,0.946909073
p44,spri,2042,0.924981022
p44,spri,2044,0.897047702
p44,spri,2046,0.880911563
p44,spri,2048,0.828156265
p44,spri,2050,0.824249775
p45,summ,2010,1
p45,summ,2012,0.983401883
p45,summ,2014,0.967095226
p45,summ,2016,0.982472032
p45,summ,2018,1.021285606
p45,summ,2020,0.948255397
p45,summ,2022,0.971829261
p45,summ,2024,1.010868809
p45,summ,2026,1.018199078
p45,summ,2028,0.985026663
p45,summ,2030,0.951101021
p45,summ,2032,0.908743328
p45,summ,2034,0.857324688
p45,summ,2036,0.835546025
p45,summ,2038,0.791616846
p45,summ,2040,0.914857822
p45,summ,2042,0.95257788
p45,summ,2044,0.905372273
p45,summ,2046,0.882532608
p45,summ,2048,0.879100813
p45,summ,2050,0.846704002
p45,wint,2010,1
p45,wint,2012,0.705963191
p45,wint,2014,0.714699578
p45,wint,2016,0.761752732
p45,wint,2018,0.804497829
p45,wint,2020,0.876262987
p45,wint,2022,0.817839458
p45,wint,2024,0.867940531
p45,wint,2026,0.88458101
p45,wint,2028,0.92310461
p45,wint,2030,0.943965226
p45,wint,2032,0.937486501
p45,wint,2034,0.917136278
p45,wint,2036,0.89432974
p45,wint,2038,0.965317336
p45,wint,2040,0.983310878
p45,wint,2042,1.011327158
p45,wint,2044,1.010533472
p45,wint,2046,1.010889567
p45,wint,2048,1.036247785
p45,wint,2050,1.006490307
p45,fall,2010,1
p45,fall,2012,0.933364952
p45,fall,2014,0.894517363
p45,fall,2016,0.974577177
p45,fall,2018,1.084557944
p45,fall,2020,1.097388619
p45,fall,2022,1.102547727
p45,fall,2024,1.176662029
p45,fall,2026,1.242698191
p45,fall,2028,1.230657296
p45,fall,2030,1.13765546
p45,fall,2032,1.092037694
p45,fall,2034,1.060485323
p45,fall,2036,0.995571246
p45,fall,2038,0.935577482
p45,fall,2040,0.93720012
p45,fall,2042,1.006250225
p45,fall,2044,0.928857238
p45,fall,2046,0.971375745
p45,fall,2048,1.110581437
p45,fall,2050,1.093328565
p45,spri,2010,1
p45,spri,2012,1.045123795
p45,spri,2014,1.019551262
p45,spri,2016,1.015363383
p45,spri,2018,1.036198357
p45,spri,2020,0.968473963
p45,spri,2022,1.009073918
p45,spri,2024,1.048531456
p45,spri,2026,1.022306862
p45,spri,2028,1.067796508
p45,spri,2030,1.069634396
p45,spri,2032,1.039677918
p45,spri,2034,0.995406758
p45,spri,2036,0.95770093
p45,spri,2038,0.935507174
p45,spri,2040,0.955463655
p45,spri,2042,0.9551288
p45,spri,2044,0.924063947
p45,spri,2046,0.93114619
p45,spri,2048,0.871004172
p45,spri,2050,0.86953652
p46,summ,2010,1
p46,summ,2012,1.100841926
p46,summ,2014,1.179753418
p46,summ,2016,1.204241833
p46,summ,2018,1.235901844
p46,summ,2020,1.196815705
p46,summ,2022,1.176675572
p46,summ,2024,1.203864979
p46,summ,2026,1.243041167
p46,summ,2028,1.240944997
p46,summ,2030,1.217822544
p46,summ,2032,1.118487087
p46,summ,2034,1.02628171
p46,summ,2036,0.98383604
p46,summ,2038,0.900017752
p46,summ,2040,0.92065642
p46,summ,2042,0.866886666
p46,summ,2044,0.8029819
p46,summ,2046,0.756444246
p46,summ,2048,0.727985069
p46,summ,2050,0.670828756
p46,wint,2010,1
p46,wint,2012,1.01981998
p46,wint,2014,1.10609062
p46,wint,2016,1.259244762
p46,wint,2018,1.288015458
p46,wint,2020,1.325318263
p46,wint,2022,1.229582391
p46,wint,2024,1.411157319
p46,wint,2026,1.410711239
p46,wint,2028,1.336807269
p46,wint,2030,1.330208574
p46,wint,2032,1.255023359
p46,wint,2034,1.177669935
p46,wint,2036,1.143284507
p46,wint,2038,1.213938269
p46,wint,2040,1.124535661
p46,wint,2042,1.108608411
p46,wint,2044,0.942616468
p46,wint,2046,0.967145903
p46,wint,2048,1.055858534
p46,wint,2050,0.961009235
p46,fall,2010,1
p46,fall,2012,1.130924761
p46,fall,2014,1.198715444
p46,fall,2016,1.273033521
p46,fall,2018,1.37746415
p46,fall,2020,1.362143517
p46,fall,2022,1.317804513
p46,fall,2024,1.494047584
p46,fall,2026,1.525285267
p46,fall,2028,1.396653191
p46,fall,2030,1.276129126
p46,fall,2032,1.166040041
p46,fall,2034,1.050680052
p46,fall,2036,0.957167038
p46,fall,2038,0.842438385
p46,fall,2040,0.778891554
p46,fall,2042,0.73790121
p46,fall,2044,0.565677315
p46,fall,2046,0.638755848
p46,fall,2048,0.667661339
p46,fall,2050,0.626969741
p46,spri,2010,1
p46,spri,2012,1.02301226
p46,spri,2014,1.021142966
p46,spri,2016,1.034514287
p46,spri,2018,1.021865125
p46,spri,2020,1.041696738
p46,spri,2022,1.105497614
p46,spri,2024,1.124723313
p46,spri,2026,1.142471501
p46,spri,2028,1.16509054
p46,spri,2030,1.153057513
p46,spri,2032,1.11689573
p46,spri,2034,1.076853417
p46,spri,2036,1.03525743
p46,spri,2038,1.032095006
p46,spri,2040,1.024296706
p46,spri,2042,0.988055858
p46,spri,2044,0.965787866
p46,spri,2046,0.933676914
p46,spri,2048,0.86351087
p46,spri,2050,0.837213736
p47,summ,2010,1
p47,summ,2012,1.385988365
p47,summ,2014,1.282482281
p47,summ,2016,1.166435041
p47,summ,2018,1.223634317
p47,summ,2020,0.803004801
p47,summ,2022,1.021204219
p47,summ,2024,1.015012918
p47,summ,2026,1.026164222
p47,summ,2028,1.257007137
p47,summ,2030,1.248819794
p47,summ,2032,1.238411032
p47,summ,2034,1.227826656
p47,summ,2036,1.236037842
p47,summ,2038,1.314178172
p47,summ,2040,1.196271655
p47,summ,2042,1.054376522
p47,summ,2044,1.13258111
p47,summ,2046,1.060583603
p47,summ,2048,0.80418345
p47,summ,2050,0.801235721
p47,wint,2010,1
p47,wint,2012,1.242610317
p47,wint,2014,1.016491443
p47,wint,2016,0.714590475
p47,wint,2018,0.719994613
p47,wint,2020,0.527243293
p47,wint,2022,0.741274009
p47,wint,2024,0.788584738
p47,wint,2026,0.699130294
p47,wint,2028,0.735137973
p47,wint,2030,0.719700856
p47,wint,2032,0.696436334
p47,wint,2034,0.722945105
p47,wint,2036,0.744809864
p47,wint,2038,0.751468922
p47,wint,2040,0.740996611
p47,wint,2042,0.521597858
p47,wint,2044,0.910204127
p47,wint,2046,1.211525483
p47,wint,2048,1.21522536
p47,wint,2050,1.217695888
p47,fall,2010,1
p47,fall,2012,1.260927127
p47,fall,2014,1.122780558
p47,fall,2016,0.922450022
p47,fall,2018,0.948366078
p47,fall,2020,0.633402926
p47,fall,2022,1.108312049
p47,fall,2024,1.110409289
p47,fall,2026,0.975435072
p47,fall,2028,1.027491781
p47,fall,2030,0.988892991
