*i,month,r,value
hydED,APR,p11,1.0
hydED,APR,p110,1.0
hydED,APR,p111,1.0
hydED,APR,p112,1.0
hydED,APR,p113,1.0
hydED,APR,p114,1.0
hydED,APR,p115,1.0
hydED,APR,p116,1.0
hydED,APR,p117,1.0
hydED,APR,p118,1.0
hydED,APR,p119,1.0
hydED,APR,p12,1.0
hydED,APR,p120,1.0
hydED,APR,p121,1.0
hydED,APR,p122,1.0
hydED,APR,p123,1.0
hydED,APR,p124,1.0
hydED,APR,p125,1.0
hydED,APR,p126,1.0
hydED,APR,p127,1.0
hydED,APR,p128,1.0
hydED,APR,p129,1.0
hydED,APR,p13,1.0
hydED,APR,p130,1.0
hydED,APR,p131,1.0
hydED,APR,p132,1.0
hydED,APR,p133,1.0
hydED,APR,p134,1.0
hydED,APR,p135,1.0
hydED,APR,p136,1.0
hydED,APR,p137,1.0
hydED,APR,p138,1.0
hydED,APR,p139,1.0
hydED,APR,p14,0.991514
hydED,APR,p140,1.0
hydED,APR,p141,1.0
hydED,APR,p142,1.0
hydED,APR,p143,1.0
hydED,APR,p144,1.0
hydED,APR,p145,1.0
hydED,APR,p146,1.0
hydED,APR,p147,1.0
hydED,APR,p148,1.0
hydED,APR,p149,1.0
hydED,APR,p15,1.164834
hydED,APR,p150,1.0
hydED,APR,p151,1.0
hydED,APR,p152,1.0
hydED,APR,p153,1.0
hydED,APR,p154,1.0
hydED,APR,p155,1.0
hydED,APR,p156,1.0
hydED,APR,p157,1.0
hydED,APR,p158,1.0
hydED,APR,p159,1.0
hydED,APR,p16,1.005758
hydED,APR,p160,1.0
hydED,APR,p161,1.0
hydED,APR,p162,1.0
hydED,APR,p163,1.0
hydED,APR,p164,1.0
hydED,APR,p165,1.0
hydED,APR,p166,1.0
hydED,APR,p167,1.0
hydED,APR,p168,1.0
hydED,APR,p169,1.0
hydED,APR,p17,1.158301
hydED,APR,p170,1.0
hydED,APR,p171,1.0
hydED,APR,p172,1.0
hydED,APR,p173,1.0
hydED,APR,p174,1.0
hydED,APR,p175,1.0
hydED,APR,p176,1.0
hydED,APR,p177,1.0
hydED,APR,p178,1.0
hydED,APR,p179,1.0
hydED,APR,p18,1.0
hydED,APR,p180,1.0
hydED,APR,p181,1.0
hydED,APR,p182,1.0
hydED,APR,p183,1.0
hydED,APR,p184,1.0
hydED,APR,p185,1.0
hydED,APR,p186,1.0
hydED,APR,p187,1.0
hydED,APR,p188,1.0
hydED,APR,p189,1.0
hydED,APR,p19,1.0
hydED,APR,p190,1.0
hydED,APR,p191,1.0
hydED,APR,p192,1.0
hydED,APR,p193,1.0
hydED,APR,p194,1.0
hydED,APR,p195,1.0
hydED,APR,p196,1.0
hydED,APR,p197,1.0
hydED,APR,p198,1.0
hydED,APR,p199,1.0
hydED,APR,p2,0.973705
hydED,APR,p20,1.0
hydED,APR,p200,1.0
hydED,APR,p201,1.0
hydED,APR,p202,1.0
hydED,APR,p203,1.0
hydED,APR,p204,1.0
hydED,APR,p205,1.0
hydED,APR,p21,1.0
hydED,APR,p22,1.0
hydED,APR,p23,1.0
hydED,APR,p24,1.0
hydED,APR,p25,1.0
hydED,APR,p26,1.0
hydED,APR,p27,1.0
hydED,APR,p28,0.973714
hydED,APR,p29,1.0
hydED,APR,p3,1.027392
hydED,APR,p30,1.0
hydED,APR,p31,1.0
hydED,APR,p32,1.0
hydED,APR,p33,1.0
hydED,APR,p34,1.0
hydED,APR,p35,1.0
hydED,APR,p36,1.0
hydED,APR,p37,1.0
hydED,APR,p38,1.0
hydED,APR,p39,1.0
hydED,APR,p4,0.84599
hydED,APR,p40,1.0
hydED,APR,p41,1.0
hydED,APR,p42,1.0
hydED,APR,p43,1.0
hydED,APR,p44,1.0
hydED,APR,p45,1.0
hydED,APR,p46,1.0
hydED,APR,p47,1.0
hydED,APR,p48,1.0
hydED,APR,p49,1.0
hydED,APR,p5,1.002497
hydED,APR,p50,1.0
hydED,APR,p51,1.0
hydED,APR,p52,1.0
hydED,APR,p53,1.0
hydED,APR,p54,1.0
hydED,APR,p55,1.0
hydED,APR,p56,1.0
hydED,APR,p57,1.0
hydED,APR,p58,1.0
hydED,APR,p59,1.0
hydED,APR,p6,1.0
hydED,APR,p60,1.0
hydED,APR,p61,1.0
hydED,APR,p62,1.0
hydED,APR,p63,1.0
hydED,APR,p64,1.0
hydED,APR,p65,1.0
hydED,APR,p66,1.0
hydED,APR,p67,1.0
hydED,APR,p68,1.0
hydED,APR,p69,1.0
hydED,APR,p7,1.168421
hydED,APR,p70,1.0
hydED,APR,p71,1.0
hydED,APR,p72,1.0
hydED,APR,p73,1.0
hydED,APR,p74,1.0
hydED,APR,p75,1.0
hydED,APR,p76,1.0
hydED,APR,p77,1.0
hydED,APR,p78,1.0
hydED,APR,p79,1.0
hydED,APR,p8,1.0
hydED,APR,p80,1.0
hydED,APR,p81,1.0
hydED,APR,p82,1.0
hydED,APR,p83,1.0
hydED,APR,p84,1.0
hydED,APR,p85,1.0
hydED,APR,p86,1.0
hydED,APR,p87,1.0
hydED,APR,p88,1.0
hydED,APR,p89,1.0
hydED,APR,p9,0.92318
hydED,APR,p90,1.0
hydED,APR,p91,1.0
hydED,APR,p92,1.0
hydED,APR,p93,1.0
hydED,APR,p94,1.0
hydED,APR,p95,1.0
hydED,APR,p96,1.0
hydED,APR,p97,1.0
hydED,APR,p98,1.0
hydED,APR,p99,1.0
hydED,MAY,p1,0.855435
hydED,MAY,p10,1.0
hydED,MAY,p100,1.0
hydED,MAY,p101,1.0
hydED,MAY,p102,1.0
hydED,MAY,p103,1.0
hydED,MAY,p104,1.0
hydED,MAY,p105,1.0
hydED,MAY,p106,1.0
hydED,MAY,p107,1.0
hydED,MAY,p108,1.0
hydED,MAY,p109,1.0
hydED,MAY,p11,1.0
hydED,MAY,p110,1.0
hydED,MAY,p111,1.0
hydED,MAY,p112,1.0
hydED,MAY,p113,1.0
hydED,MAY,p114,1.0
hydED,MAY,p115,1.0
hydED,MAY,p116,1.0
hydED,MAY,p117,1.0
hydED,MAY,p118,1.0
hydED,MAY,p119,1.0
hydED,MAY,p12,1.0
hydED,MAY,p120,1.0
hydED,MAY,p121,1.0
hydED,MAY,p122,1.0
hydED,MAY,p123,1.0
hydED,MAY,p124,1.0
hydED,MAY,p125,1.0
hydED,MAY,p126,1.0
hydED,MAY,p127,1.0
hydED,MAY,p128,1.0
hydED,MAY,p129,1.0
hydED,MAY,p13,1.0
hydED,MAY,p130,1.0
hydED,MAY,p131,1.0
hydED,MAY,p132,1.0
hydED,MAY,p133,1.0
hydED,MAY,p134,1.0
hydED,MAY,p135,1.0
hydED,MAY,p136,1.0
hydED,MAY,p137,1.0
hydED,MAY,p138,1.0
hydED,MAY,p139,1.0
hydED,MAY,p14,0.991514
hydED,MAY,p140,1.0
hydED,MAY,p141,1.0
hydED,MAY,p142,1.0
hydED,MAY,p143,1.0
hydED,MAY,p144,1.0
hydED,MAY,p145,1.0
hydED,MAY,p146,1.0
hydED,MAY,p147,1.0
hydED,MAY,p148,1.0
hydED,MAY,p149,1.0
hydED,MAY,p15,1.164834
hydED,MAY,p150,1.0
hydED,MAY,p151,1.0
hydED,MAY,p152,1.0
hydED,MAY,p153,1.0
hydED,MAY,p154,1.0
hydED,MAY,p155,1.0
hydED,MAY,p156,1.0
hydED,MAY,p157,1.0
hydED,MAY,p158,1.0
hydED,MAY,p159,1.0
hydED,MAY,p16,1.005758
hydED,MAY,p160,1.0
hydED,MAY,p161,1.0
hydED,MAY,p162,1.0
hydED,MAY,p163,1.0
hydED,MAY,p164,1.0
hydED,MAY,p165,1.0
hydED,MAY,p166,1.0
hydED,MAY,p167,1.0
hydED,MAY,p168,1.0
hydED,MAY,p169,1.0
hydED,MAY,p17,1.158301
hydED,MAY,p170,1.0
hydED,MAY,p171,1.0
hydED,MAY,p172,1.0
hydED,MAY,p173,1.0
hydED,MAY,p174,1.0
hydED,MAY,p175,1.0
hydED,MAY,p176,1.0
hydED,MAY,p177,1.0
hydED,MAY,p178,1.0
hydED,MAY,p179,1.0
hydED,MAY,p18,1.0
hydED,MAY,p180,1.0
hydED,MAY,p181,1.0
hydED,MAY,p182,1.0
hydED,MAY,p183,1.0
hydED,MAY,p184,1.0
hydED,MAY,p185,1.0
hydED,MAY,p186,1.0
hydED,MAY,p187,1.0
hydED,MAY,p188,1.0
hydED,MAY,p189,1.0
hydED,MAY,p19,1.0
hydED,MAY,p190,1.0
hydED,MAY,p191,1.0
hydED,MAY,p192,1.0
hydED,MAY,p193,1.0
hydED,MAY,p194,1.0
hydED,MAY,p195,1.0
hydED,MAY,p196,1.0
hydED,MAY,p197,1.0
hydED,MAY,p198,1.0
hydED,MAY,p199,1.0
hydED,MAY,p2,0.973705
hydED,MAY,p20,1.0
hydED,MAY,p200,1.0
hydED,MAY,p201,1.0
hydED,MAY,p202,1.0
hydED,MAY,p203,1.0
hydED,MAY,p204,1.0
hydED,MAY,p205,1.0
hydED,MAY,p21,1.0
hydED,MAY,p22,1.0
hydED,MAY,p23,1.0
hydED,MAY,p24,1.0
hydED,MAY,p25,1.0
hydED,MAY,p26,1.0
hydED,MAY,p27,1.0
hydED,MAY,p28,0.973714
hydED,MAY,p29,1.0
hydED,MAY,p3,1.027392
hydED,MAY,p30,1.0
hydED,MAY,p31,1.0
hydED,MAY,p32,1.0
hydED,MAY,p33,1.0
hydED,MAY,p34,1.0
hydED,MAY,p35,1.0
hydED,MAY,p36,1.0
hydED,MAY,p37,1.0
hydED,MAY,p38,1.0
hydED,MAY,p39,1.0
hydED,MAY,p4,0.84599
hydED,MAY,p40,1.0
hydED,MAY,p41,1.0
hydED,MAY,p42,1.0
hydED,MAY,p43,1.0
hydED,MAY,p44,1.0
hydED,MAY,p45,1.0
hydED,MAY,p46,1.0
hydED,MAY,p47,1.0
hydED,MAY,p48,1.0
hydED,MAY,p49,1.0
hydED,MAY,p5,1.002497
hydED,MAY,p50,1.0
hydED,MAY,p51,1.0
hydED,MAY,p52,1.0
hydED,MAY,p53,1.0
hydED,MAY,p54,1.0
hydED,MAY,p55,1.0
hydED,MAY,p56,1.0
hydED,MAY,p57,1.0
hydED,MAY,p58,1.0
hydED,MAY,p59,1.0
hydED,MAY,p6,1.0
hydED,MAY,p60,1.0
hydED,MAY,p61,1.0
hydED,MAY,p62,1.0
hydED,MAY,p63,1.0
hydED,MAY,p64,1.0
hydED,MAY,p65,1.0
hydED,MAY,p66,1.0
hydED,MAY,p67,1.0
hydED,MAY,p68,1.0
hydED,MAY,p69,1.0
hydED,MAY,p7,1.168421
hydED,MAY,p70,1.0
hydED,MAY,p71,1.0
hydED,MAY,p72,1.0
hydED,MAY,p73,1.0
hydED,MAY,p74,1.0
hydED,MAY,p75,1.0
hydED,MAY,p76,1.0
hydED,MAY,p77,1.0
hydED,MAY,p78,1.0
hydED,MAY,p79,1.0
hydED,MAY,p8,1.0
hydED,MAY,p80,1.0
hydED,MAY,p81,1.0
hydED,MAY,p82,1.0
hydED,MAY,p83,1.0
hydED,MAY,p84,1.0
hydED,MAY,p85,1.0
hydED,MAY,p86,1.0
hydED,MAY,p87,1.0
hydED,MAY,p88,1.0
hydED,MAY,p89,1.0
hydED,MAY,p9,0.92318
hydED,MAY,p90,1.0
hydED,MAY,p91,1.0
hydED,MAY,p92,1.0
hydED,MAY,p93,1.0
hydED,MAY,p94,1.0
hydED,MAY,p95,1.0
hydED,MAY,p96,1.0
hydED,MAY,p97,1.0
hydED,MAY,p98,1.0
hydED,MAY,p99,1.0
hydED,JUN,p1,0.950532
hydED,JUN,p10,1.0
hydED,JUN,p100,1.0
hydED,JUN,p101,1.0
hydED,JUN,p102,1.0
hydED,JUN,p103,1.0
hydED,JUN,p104,1.0
hydED,JUN,p105,1.0
hydED,JUN,p106,1.0
hydED,JUN,p107,1.0
hydED,JUN,p108,1.0
hydED,JUN,p109,1.0
hydED,JUN,p11,1.0
hydED,JUN,p110,1.0
hydED,JUN,p111,1.0
hydED,JUN,p112,1.0
hydED,JUN,p113,1.0
hydED,JUN,p114,1.0
hydED,JUN,p115,1.0
hydED,JUN,p116,1.0
hydED,JUN,p117,1.0
hydED,JUN,p118,1.0
hydED,JUN,p119,1.0
hydED,JUN,p12,1.0
hydED,JUN,p120,1.0
hydED,JUN,p121,1.0
hydED,JUN,p122,1.0
hydED,JUN,p123,1.0
hydED,JUN,p124,1.0
hydED,JUN,p125,1.0
hydED,JUN,p126,1.0
hydED,JUN,p127,1.0
hydED,JUN,p128,1.0
hydED,JUN,p129,1.0
hydED,JUN,p13,1.0
hydED,JUN,p130,1.0
hydED,JUN,p131,1.0
hydED,JUN,p132,1.0
hydED,JUN,p133,1.0
hydED,JUN,p134,1.0
hydED,JUN,p135,1.0
hydED,JUN,p136,1.0
hydED,JUN,p137,1.0
hydED,JUN,p138,1.0
hydED,JUN,p139,1.0
hydED,JUN,p14,0.991514
hydED,JUN,p140,1.0
hydED,JUN,p141,1.0
hydED,JUN,p142,1.0
hydED,JUN,p143,1.0
hydED,JUN,p144,1.0
hydED,JUN,p145,1.0
hydED,JUN,p146,1.0
hydED,JUN,p147,1.0
hydED,JUN,p148,1.0
hydED,JUN,p149,1.0
hydED,JUN,p15,1.164834
hydED,JUN,p150,1.0
hydED,JUN,p151,1.0
hydED,JUN,p152,1.0
hydED,JUN,p153,1.0
hydED,JUN,p154,1.0
hydED,JUN,p155,1.0
hydED,JUN,p156,1.0
hydED,JUN,p157,1.0
hydED,JUN,p158,1.0
hydED,JUN,p159,1.0
hydED,JUN,p16,1.005758
hydED,JUN,p160,1.0
hydED,JUN,p161,1.0
hydED,JUN,p162,1.0
hydED,JUN,p163,1.0
hydED,JUN,p164,1.0
hydED,JUN,p165,1.0
hydED,JUN,p166,1.0
hydED,JUN,p167,1.0
hydED,JUN,p168,1.0
hydED,JUN,p169,1.0
hydED,JUN,p17,1.158301
hydED,JUN,p170,1.0
hydED,JUN,p171,1.0
hydED,JUN,p172,1.0
hydED,JUN,p173,1.0
hydED,JUN,p174,1.0
hydED,JUN,p175,1.0
hydED,JUN,p176,1.0
hydED,JUN,p177,1.0
hydED,JUN,p178,1.0
hydED,JUN,p179,1.0
hydED,JUN,p18,1.0
hydED,JUN,p180,1.0
hydED,JUN,p181,1.0
hydED,JUN,p182,1.0
hydED,JUN,p183,1.0
hydED,JUN,p184,1.0
hydED,JUN,p185,1.0
hydED,JUN,p186,1.0
hydED,JUN,p187,1.0
hydED,JUN,p188,1.0
hydED,JUN,p189,1.0
hydED,JUN,p19,1.0
hydED,JUN,p190,1.0
hydED,JUN,p191,1.0
hydED,JUN,p192,1.0
hydED,JUN,p193,1.0
hydED,JUN,p194,1.0
hydED,JUN,p195,1.0
hydED,JUN,p196,1.0
hydED,JUN,p197,1.0
hydED,JUN,p198,1.0
hydED,JUN,p199,1.0
hydED,JUN,p2,0.973705
hydED,JUN,p20,1.0
hydED,JUN,p200,1.0
hydED,JUN,p201,1.0
hydED,JUN,p202,1.0
hydED,JUN,p203,1.0
hydED,JUN,p204,1.0
hydED,JUN,p205,1.0
hydED,JUN,p21,1.0
hydED,JUN,p22,1.0
hydED,JUN,p23,1.0
hydED,JUN,p24,1.0
hydED,JUN,p25,1.0
hydED,JUN,p26,1.0
hydED,JUN,p27,1.0
hydED,JUN,p28,0.973714
hydED,JUN,p29,1.0
hydED,JUN,p3,1.009411
hydED,JUN,p30,1.0
hydED,JUN,p31,1.0
hydED,JUN,p32,1.0
hydED,JUN,p33,1.0
hydED,JUN,p34,1.0
hydED,JUN,p35,1.0
hydED,JUN,p36,1.0
hydED,JUN,p37,1.0
hydED,JUN,p38,1.0
hydED,JUN,p39,1.0
hydED,JUN,p4,0.84599
hydED,JUN,p40,1.0
hydED,JUN,p41,1.0
hydED,JUN,p42,1.0
hydED,JUN,p43,1.0
hydED,JUN,p44,1.0
hydED,JUN,p45,1.0
hydED,JUN,p46,1.0
hydED,JUN,p47,1.0
hydED,JUN,p48,1.0
hydED,JUN,p49,1.0
hydED,JUN,p5,1.002497
hydED,JUN,p50,1.0
hydED,JUN,p51,1.0
hydED,JUN,p52,1.0
hydED,JUN,p53,1.0
hydED,JUN,p54,1.0
hydED,JUN,p55,1.0
hydED,JUN,p56,1.0
hydED,JUN,p57,1.0
hydED,JUN,p58,1.0
hydED,JUN,p59,1.0
hydED,JUN,p6,1.0
hydED,JUN,p60,1.0
hydED,JUN,p61,1.0
hydED,JUN,p62,1.0
hydED,JUN,p63,1.0
hydED,JUN,p64,1.0
hydED,JUN,p65,1.0
hydED,JUN,p66,1.0
hydED,JUN,p67,1.0
hydED,JUN,p68,1.0
hydED,JUN,p69,1.0
hydED,JUN,p7,1.168421
hydED,JUN,p70,1.0
hydED,JUN,p71,1.0
hydED,JUN,p72,1.0
hydED,JUN,p73,1.0
hydED,JUN,p74,1.0
hydED,JUN,p75,1.0
hydED,JUN,p76,1.0
hydED,JUN,p77,1.0
hydED,JUN,p78,1.0
hydED,JUN,p79,1.0
hydED,JUN,p8,1.0
hydED,JUN,p80,1.0
hydED,JUN,p81,1.0
hydED,JUN,p82,1.0
hydED,JUN,p83,1.0
hydED,JUN,p84,1.0
hydED,JUN,p85,1.0
hydED,JUN,p86,1.0
hydED,JUN,p87,1.0
hydED,JUN,p88,1.0
hydED,JUN,p89,1.0
hydED,JUN,p9,1.017438
hydED,JUN,p90,1.0
hydED,JUN,p91,1.0
hydED,JUN,p92,1.0
hydED,JUN,p93,1.0
hydED,JUN,p94,1.0
hydED,JUN,p95,1.0
hydED,JUN,p96,1.0
hydED,JUN,p97,1.0
hydED,JUN,p98,1.0
hydED,JUN,p99,1.0
hydED,JUL,p1,0.950532
hydED,JUL,p10,1.0
hydED,JUL,p100,1.0
hydED,JUL,p101,1.0
hydED,JUL,p102,1.0
hydED,JUL,p103,1.0
hydED,JUL,p104,1.0
hydED,JUL,p105,1.0
hydED,JUL,p106,1.0
hydED,JUL,p107,1.0
hydED,JUL,p108,1.0
hydED,JUL,p109,1.0
hydED,JUL,p11,1.0
hydED,JUL,p110,1.0
hydED,JUL,p111,1.0
hydED,JUL,p112,1.0
hydED,JUL,p113,1.0
hydED,JUL,p114,1.0
hydED,JUL,p115,1.0
hydED,JUL,p116,1.0
hydED,JUL,p117,1.0
hydED,JUL,p118,1.0
hydED,JUL,p119,1.0
hydED,JUL,p12,1.0
hydED,JUL,p120,1.0
hydED,JUL,p121,1.0
hydED,JUL,p122,1.0
hydED,JUL,p123,1.0
hydED,JUL,p124,1.0
hydED,JUL,p125,1.0
hydED,JUL,p126,1.0
hydED,JUL,p127,1.0
hydED,JUL,p128,1.0
hydED,JUL,p129,1.0
hydED,JUL,p13,1.0
hydED,JUL,p130,1.0
hydED,JUL,p131,1.0
hydED,JUL,p132,1.0
hydED,JUL,p133,1.0
hydED,JUL,p134,1.0
hydED,JUL,p135,1.0
hydED,JUL,p136,1.0
hydED,JUL,p137,1.0
hydED,JUL,p138,1.0
hydED,JUL,p139,1.0
hydED,JUL,p14,0.991514
hydED,JUL,p140,1.0
hydED,JUL,p141,1.0
hydED,JUL,p142,1.0
hydED,JUL,p143,1.0
hydED,JUL,p144,1.0
hydED,JUL,p145,1.0
hydED,JUL,p146,1.0
hydED,JUL,p147,1.0
hydED,JUL,p148,1.0
hydED,JUL,p149,1.0
hydED,JUL,p15,1.164834
hydED,JUL,p150,1.0
hydED,JUL,p151,1.0
hydED,JUL,p152,1.0
hydED,JUL,p153,1.0
hydED,JUL,p154,1.0
hydED,JUL,p155,1.0
hydED,JUL,p156,1.0
hydED,JUL,p157,1.0
hydED,JUL,p158,1.0
hydED,JUL,p159,1.0
hydED,JUL,p16,1.005758
hydED,JUL,p160,1.0
hydED,JUL,p161,1.0
hydED,JUL,p162,1.0
hydED,JUL,p163,1.0
hydED,JUL,p164,1.0
hydED,JUL,p165,1.0
hydED,JUL,p166,1.0
hydED,JUL,p167,1.0
hydED,JUL,p168,1.0
hydED,JUL,p169,1.0
hydED,JUL,p17,1.158301
hydED,JUL,p170,1.0
hydED,JUL,p171,1.0
hydED,JUL,p172,1.0
hydED,JUL,p173,1.0
hydED,JUL,p174,1.0
hydED,JUL,p175,1.0
hydED,JUL,p176,1.0
hydED,JUL,p177,1.0
hydED,JUL,p178,1.0
hydED,JUL,p179,1.0
hydED,JUL,p18,1.0
hydED,JUL,p180,1.0
hydED,JUL,p181,1.0
hydED,JUL,p182,1.0
hydED,JUL,p183,1.0
hydED,JUL,p184,1.0
hydED,JUL,p185,1.0
hydED,JUL,p186,1.0
hydED,JUL,p187,1.0
hydED,JUL,p188,1.0
hydED,JUL,p189,1.0
hydED,JUL,p19,1.0
hydED,JUL,p190,1.0
hydED,JUL,p191,1.0
hydED,JUL,p192,1.0
hydED,JUL,p193,1.0
hydED,JUL,p194,1.0
hydED,JUL,p195,1.0
hydED,JUL,p196,1.0
hydED,JUL,p197,1.0
hydED,JUL,p198,1.0
hydED,JUL,p199,1.0
hydED,JUL,p2,0.973705
hydED,JUL,p20,1.0
hydED,JUL,p200,1.0
hydED,JUL,p201,1.0
hydED,JUL,p202,1.0
hydED,JUL,p203,1.0
hydED,JUL,p204,1.0
hydED,JUL,p205,1.0
hydED,JUL,p21,1.0
hydED,JUL,p22,1.0
hydED,JUL,p23,1.0
hydED,JUL,p24,1.0
hydED,JUL,p25,1.0
hydED,JUL,p26,1.0
hydED,JUL,p27,1.0
hydED,JUL,p28,0.973714
hydED,JUL,p29,1.0
hydED,JUL,p3,1.009411
hydED,JUL,p30,1.0
hydED,JUL,p31,1.0
hydED,JUL,p32,1.0
hydED,JUL,p33,1.0
hydED,JUL,p34,1.0
hydED,JUL,p35,1.0
hydED,JUL,p36,1.0
hydED,JUL,p37,1.0
hydED,JUL,p38,1.0
hydED,JUL,p39,1.0
hydED,JUL,p4,0.84599
hydED,JUL,p40,1.0
hydED,JUL,p41,1.0
hydED,JUL,p42,1.0
hydED,JUL,p43,1.0
hydED,JUL,p44,1.0
hydED,JUL,p45,1.0
hydED,JUL,p46,1.0
hydED,JUL,p47,1.0
hydED,JUL,p48,1.0
hydED,JUL,p49,1.0
hydED,JUL,p5,1.002497
hydED,JUL,p50,1.0
hydED,JUL,p51,1.0
hydED,JUL,p52,1.0
hydED,JUL,p53,1.0
hydED,JUL,p54,1.0
hydED,JUL,p55,1.0
hydED,JUL,p56,1.0
hydED,JUL,p57,1.0
hydED,JUL,p58,1.0
hydED,JUL,p59,1.0
hydED,JUL,p6,1.0
hydED,JUL,p60,1.0
hydED,JUL,p61,1.0
hydED,JUL,p62,1.0
hydED,JUL,p63,1.0
hydED,JUL,p64,1.0
hydED,JUL,p65,1.0
hydED,JUL,p66,1.0
hydED,JUL,p67,1.0
hydED,JUL,p68,1.0
hydED,JUL,p69,1.0
hydED,JUL,p7,1.168421
hydED,JUL,p70,1.0
hydED,JUL,p71,1.0
hydED,JUL,p72,1.0
hydED,JUL,p73,1.0
hydED,JUL,p74,1.0
hydED,JUL,p75,1.0
hydED,JUL,p76,1.0
hydED,JUL,p77,1.0
hydED,JUL,p78,1.0
hydED,JUL,p79,1.0
hydED,JUL,p8,1.0
hydED,JUL,p80,1.0
hydED,JUL,p81,1.0
hydED,JUL,p82,1.0
hydED,JUL,p83,1.0
hydED,JUL,p84,1.0
hydED,JUL,p85,1.0
hydED,JUL,p86,1.0
hydED,JUL,p87,1.0
hydED,JUL,p88,1.0
hydED,JUL,p89,1.0
hydED,JUL,p9,1.017438
hydED,JUL,p90,1.0
hydED,JUL,p91,1.0
hydED,JUL,p92,1.0
hydED,JUL,p93,1.0
hydED,JUL,p94,1.0
hydED,JUL,p95,1.0
hydED,JUL,p96,1.0
hydED,JUL,p97,1.0
hydED,JUL,p98,1.0
hydED,JUL,p99,1.0
hydED,AUG,p1,0.950532
hydED,AUG,p10,1.0
hydED,AUG,p100,1.0
hydED,AUG,p101,1.0
hydED,AUG,p102,1.0
hydED,AUG,p103,1.0
hydED,AUG,p104,1.0
hydED,AUG,p105,1.0
hydED,AUG,p106,1.0
hydED,AUG,p107,1.0
hydED,AUG,p108,1.0
hydED,AUG,p109,1.0
hydED,AUG,p11,1.0
hydED,AUG,p110,1.0
hydED,AUG,p111,1.0
hydED,AUG,p112,1.0
hydED,AUG,p113,1.0
hydED,AUG,p114,1.0
hydED,AUG,p115,1.0
hydED,AUG,p116,1.0
hydED,AUG,p117,1.0
hydED,AUG,p118,1.0
hydED,AUG,p119,1.0
hydED,AUG,p12,1.0
hydED,AUG,p120,1.0
hydED,AUG,p121,1.0
hydED,AUG,p122,1.0
hydED,AUG,p123,1.0
hydED,AUG,p124,1.0
hydED,AUG,p125,1.0
hydED,AUG,p126,1.0
hydED,AUG,p127,1.0
hydED,AUG,p128,1.0
hydED,AUG,p129,1.0
hydED,AUG,p13,1.0
hydED,AUG,p130,1.0
hydED,AUG,p131,1.0
hydED,AUG,p132,1.0
hydED,AUG,p133,1.0
hydED,AUG,p134,1.0
hydED,AUG,p135,1.0
hydED,AUG,p136,1.0
hydED,AUG,p137,1.0
hydED,AUG,p138,1.0
hydED,AUG,p139,1.0
hydED,AUG,p14,0.991514
hydED,AUG,p140,1.0
hydED,AUG,p141,1.0
hydED,AUG,p142,1.0
hydED,AUG,p143,1.0
hydED,AUG,p144,1.0
hydED,AUG,p145,1.0
hydED,AUG,p146,1.0
hydED,AUG,p147,1.0
hydED,AUG,p148,1.0
hydED,AUG,p149,1.0
hydED,AUG,p15,1.164834
hydED,AUG,p150,1.0
hydED,AUG,p151,1.0
hydED,AUG,p152,1.0
hydED,AUG,p153,1.0
hydED,AUG,p154,1.0
hydED,AUG,p155,1.0
hydED,AUG,p156,1.0
hydED,AUG,p157,1.0
hydED,AUG,p158,1.0
hydED,AUG,p159,1.0
hydED,AUG,p16,1.005758
hydED,AUG,p160,1.0
hydED,AUG,p161,1.0
hydED,AUG,p162,1.0
hydED,AUG,p163,1.0
hydED,AUG,p164,1.0
hydED,AUG,p165,1.0
hydED,AUG,p166,1.0
hydED,AUG,p167,1.0
hydED,AUG,p168,1.0
hydED,AUG,p169,1.0
hydED,AUG,p17,1.158301
hydED,AUG,p170,1.0
hydED,AUG,p171,1.0
hydED,AUG,p172,1.0
hydED,AUG,p173,1.0
hydED,AUG,p174,1.0
hydED,AUG,p175,1.0
hydED,AUG,p176,1.0
hydED,AUG,p177,1.0
hydED,AUG,p178,1.0
hydED,AUG,p179,1.0
hydED,AUG,p18,1.0
hydED,AUG,p180,1.0
hydED,AUG,p181,1.0
hydED,AUG,p182,1.0
hydED,AUG,p183,1.0
hydED,AUG,p184,1.0
hydED,AUG,p185,1.0
hydED,AUG,p186,1.0
hydED,AUG,p187,1.0
hydED,AUG,p188,1.0
hydED,AUG,p189,1.0
hydED,AUG,p19,1.0
hydED,AUG,p190,1.0
hydED,AUG,p191,1.0
hydED,AUG,p192,1.0
hydED,AUG,p193,1.0
hydED,AUG,p194,1.0
hydED,AUG,p195,1.0
hydED,AUG,p196,1.0
hydED,AUG,p197,1.0
hydED,AUG,p198,1.0
hydED,AUG,p199,1.0
hydED,AUG,p2,0.973705
hydED,AUG,p20,1.0
hydED,AUG,p200,1.0
hydED,AUG,p201,1.0
hydED,AUG,p202,1.0
hydED,AUG,p203,1.0
hydED,AUG,p204,1.0
hydED,AUG,p205,1.0
hydED,AUG,p21,1.0
hydED,AUG,p22,1.0
hydED,AUG,p23,1.0
hydED,AUG,p24,1.0
hydED,AUG,p25,1.0
hydED,AUG,p26,1.0
hydED,AUG,p27,1.0
hydED,AUG,p28,0.973714
hydED,AUG,p29,1.0
hydED,AUG,p3,1.009411
hydED,AUG,p30,1.0
hydED,AUG,p31,1.0
hydED,AUG,p32,1.0
hydED,AUG,p33,1.0
