*i,r,quarter,value
hydD,p177,summ,0.5
hydD,p178,summ,0.5
hydD,p179,summ,0.5
hydD,p180,summ,0.5
hydD,p181,summ,0.5
hydD,p182,summ,0.5
hydD,p183,summ,0.5
hydD,p184,summ,0.5
hydD,p185,summ,0.5
hydD,p186,summ,0.5
hydD,p187,summ,0.5
hydD,p188,summ,0.5
hydD,p189,summ,0.5
hydD,p190,summ,0.5
hydD,p191,summ,0.5
hydD,p192,summ,0.5
hydD,p193,summ,0.5
hydD,p194,summ,0.5
hydD,p195,summ,0.5
hydD,p196,summ,0.5
hydD,p197,summ,0.5
hydD,p198,summ,0.5
hydD,p199,summ,0.5
hydD,p200,summ,0.5
hydD,p201,summ,0.5
hydD,p202,summ,0.5
hydD,p203,summ,0.5
hydD,p204,summ,0.5
hydD,p205,summ,0.5
hydD,p1,fall,0.5
hydD,p2,fall,0.5
hydD,p3,fall,0.5
hydD,p4,fall,0.5
hydD,p5,fall,0.5
hydD,p6,fall,0.5
hydD,p7,fall,0.5
hydD,p8,fall,0.5
hydD,p9,fall,0.5
hydD,p10,fall,0.5
hydD,p11,fall,0.5
hydD,p12,fall,0.5
hydD,p13,fall,0.5
hydD,p14,fall,0.5
hydD,p15,fall,0.5
hydD,p16,fall,0.5
hydD,p17,fall,0.5
hydD,p18,fall,0.5
hydD,p19,fall,0.5
hydD,p20,fall,0.5
hydD,p21,fall,0.5
hydD,p22,fall,0.5
hydD,p23,fall,0.5
hydD,p24,fall,0.5
hydD,p25,fall,0.5
hydD,p26,fall,0.5
hydD,p27,fall,0.5
hydD,p28,fall,0.5
hydD,p29,fall,0.5
hydD,p30,fall,0.5
hydD,p31,fall,0.5
hydD,p32,fall,0.5
hydD,p33,fall,0.5
hydD,p34,fall,0.5
hydD,p35,fall,0.5
hydD,p36,fall,0.5
hydD,p37,fall,0.5
hydD,p38,fall,0.5
hydD,p39,fall,0.5
hydD,p40,fall,0.5
hydD,p41,fall,0.5
hydD,p42,fall,0.5
hydD,p43,fall,0.5
hydD,p44,fall,0.5
hydD,p45,fall,0.5
hydD,p46,fall,0.5
hydD,p47,fall,0.5
hydD,p48,fall,0.5
hydD,p49,fall,0.5
hydD,p50,fall,0.5
hydD,p51,fall,0.5
hydD,p52,fall,0.5
hydD,p53,fall,0.5
hydD,p54,fall,0.5
hydD,p55,fall,0.5
hydD,p56,fall,0.5
hydD,p57,fall,0.5
hydD,p58,fall,0.5
hydD,p59,fall,0.5
hydD,p60,fall,0.5
hydD,p61,fall,0.5
hydD,p62,fall,0.5
hydD,p63,fall,0.5
hydD,p64,fall,0.5
hydD,p65,fall,0.5
hydD,p66,fall,0.5
hydD,p67,fall,0.5
hydD,p68,fall,0.5
hydD,p69,fall,0.5
hydD,p70,fall,0.5
hydD,p71,fall,0.5
hydD,p72,fall,0.5
hydD,p73,fall,0.5
hydD,p74,fall,0.5
hydD,p75,fall,0.5
hydD,p76,fall,0.5
hydD,p77,fall,0.5
hydD,p78,fall,0.5
hydD,p79,fall,0.5
hydD,p80,fall,0.5
hydD,p81,fall,0.5
hydD,p82,fall,0.5
hydD,p83,fall,0.5
hydD,p84,fall,0.5
hydD,p85,fall,0.5
hydD,p86,fall,0.5
hydD,p87,fall,0.5
hydD,p88,fall,0.5
hydD,p89,fall,0.5
hydD,p90,fall,0.5
hydD,p91,fall,0.5
hydD,p92,fall,0.5
hydD,p93,fall,0.5
hydD,p94,fall,0.5
hydD,p95,fall,0.5
hydD,p96,fall,0.5
hydD,p97,fall,0.5
hydD,p98,fall,0.5
hydD,p99,fall,0.5
hydD,p100,fall,0.5
hydD,p101,fall,0.5
hydD,p102,fall,0.5
hydD,p103,fall,0.5
hydD,p104,fall,0.5
hydD,p105,fall,0.5
hydD,p106,fall,0.5
hydD,p107,fall,0.5
hydD,p108,fall,0.5
hydD,p109,fall,0.5
hydD,p110,fall,0.5
hydD,p111,fall,0.5
hydD,p112,fall,0.5
hydD,p113,fall,0.5
hydD,p114,fall,0.5
hydD,p115,fall,0.5
hydD,p116,fall,0.5
hydD,p117,fall,0.5
hydD,p118,fall,0.5
hydD,p119,fall,0.5
hydD,p120,fall,0.5
hydD,p121,fall,0.5
hydD,p122,fall,0.5
hydD,p123,fall,0.5
hydD,p124,fall,0.5
hydD,p125,fall,0.5
hydD,p126,fall,0.5
hydD,p127,fall,0.5
hydD,p128,fall,0.5
hydD,p129,fall,0.5
hydD,p130,fall,0.5
hydD,p131,fall,0.5
hydD,p132,fall,0.5
hydD,p133,fall,0.5
hydD,p134,fall,0.5
hydD,p135,fall,0.5
hydD,p136,fall,0.5
hydD,p137,fall,0.5
hydD,p138,fall,0.5
hydD,p139,fall,0.5
hydD,p140,fall,0.5
hydD,p141,fall,0.5
hydD,p142,fall,0.5
hydD,p143,fall,0.5
hydD,p144,fall,0.5
hydD,p145,fall,0.5
hydD,p146,fall,0.5
hydD,p147,fall,0.5
hydD,p148,fall,0.5
hydD,p149,fall,0.5
hydD,p150,fall,0.5
hydD,p151,fall,0.5
hydD,p152,fall,0.5
hydD,p153,fall,0.5
hydD,p154,fall,0.5
hydD,p155,fall,0.5
hydD,p156,fall,0.5
hydD,p157,fall,0.5
hydD,p158,fall,0.5
hydD,p159,fall,0.5
hydD,p160,fall,0.5
hydD,p161,fall,0.5
hydD,p162,fall,0.5
hydD,p163,fall,0.5
hydD,p164,fall,0.5
hydD,p165,fall,0.5
hydD,p166,fall,0.5
hydD,p167,fall,0.5
hydD,p168,fall,0.5
hydD,p169,fall,0.5
hydD,p170,fall,0.5
hydD,p171,fall,0.5
hydD,p172,fall,0.5
hydD,p173,fall,0.5
hydD,p174,fall,0.5
hydD,p175,fall,0.5
hydD,p176,fall,0.5
hydD,p177,fall,0.5
hydD,p178,fall,0.5
hydD,p179,fall,0.5
hydD,p180,fall,0.5
hydD,p181,fall,0.5
hydD,p182,fall,0.5
hydD,p183,fall,0.5
hydD,p184,fall,0.5
hydD,p185,fall,0.5
hydD,p186,fall,0.5
hydD,p187,fall,0.5
hydD,p188,fall,0.5
hydD,p189,fall,0.5
hydD,p190,fall,0.5
hydD,p191,fall,0.5
hydD,p192,fall,0.5
hydD,p193,fall,0.5
hydD,p194,fall,0.5
hydD,p195,fall,0.5
hydD,p196,fall,0.5
hydD,p197,fall,0.5
hydD,p198,fall,0.5
hydD,p199,fall,0.5
hydD,p200,fall,0.5
hydD,p201,fall,0.5
hydD,p202,fall,0.5
hydD,p203,fall,0.5
hydD,p204,fall,0.5
hydD,p205,fall,0.5
hydD,p1,wint,0.5
hydD,p2,wint,0.5
hydD,p3,wint,0.5
hydD,p4,wint,0.5
hydD,p5,wint,0.5
hydD,p6,wint,0.5
hydD,p7,wint,0.5
hydD,p8,wint,0.5
hydD,p9,wint,0.5
hydD,p10,wint,0.5
hydD,p11,wint,0.5
hydD,p12,wint,0.5
hydD,p13,wint,0.5
hydD,p14,wint,0.5
hydD,p15,wint,0.5
hydD,p16,wint,0.5
hydD,p17,wint,0.5
hydD,p18,wint,0.5
hydD,p19,wint,0.5
hydD,p20,wint,0.5
hydD,p21,wint,0.5
hydD,p22,wint,0.5
hydD,p23,wint,0.5
hydD,p24,wint,0.5
hydD,p25,wint,0.5
hydD,p26,wint,0.5
hydD,p27,wint,0.5
hydD,p28,wint,0.5
hydD,p29,wint,0.5
hydD,p30,wint,0.5
hydD,p31,wint,0.5
hydD,p32,wint,0.5
hydD,p33,wint,0.5
hydD,p34,wint,0.5
hydD,p35,wint,0.5
hydD,p36,wint,0.5
hydD,p37,wint,0.5
hydD,p38,wint,0.5
hydD,p39,wint,0.5
hydD,p40,wint,0.5
hydD,p41,wint,0.5
hydD,p42,wint,0.5
hydD,p43,wint,0.5
hydD,p44,wint,0.5
hydD,p45,wint,0.5
hydD,p46,wint,0.5
hydD,p47,wint,0.5
hydD,p48,wint,0.5
hydD,p49,wint,0.5
hydD,p50,wint,0.5
hydD,p51,wint,0.5
hydD,p52,wint,0.5
hydD,p53,wint,0.5
hydD,p54,wint,0.5
hydD,p55,wint,0.5
hydD,p56,wint,0.5
hydD,p57,wint,0.5
hydD,p58,wint,0.5
hydD,p59,wint,0.5
hydD,p60,wint,0.5
hydD,p61,wint,0.5
hydD,p62,wint,0.5
hydD,p63,wint,0.5
hydD,p64,wint,0.5
hydD,p65,wint,0.5
hydD,p66,wint,0.5
hydD,p67,wint,0.5
hydD,p68,wint,0.5
hydD,p69,wint,0.5
hydD,p70,wint,0.5
hydD,p71,wint,0.5
hydD,p72,wint,0.5
hydD,p73,wint,0.5
hydD,p74,wint,0.5
hydD,p75,wint,0.5
hydD,p76,wint,0.5
hydD,p77,wint,0.5
hydD,p78,wint,0.5
hydD,p79,wint,0.5
hydD,p80,wint,0.5
hydD,p81,wint,0.5
hydD,p82,wint,0.5
hydD,p83,wint,0.5
hydD,p84,wint,0.5
hydD,p85,wint,0.5
hydD,p86,wint,0.5
hydD,p87,wint,0.5
hydD,p88,wint,0.5
hydD,p89,wint,0.5
hydD,p90,wint,0.5
hydD,p91,wint,0.5
hydD,p92,wint,0.5
hydD,p93,wint,0.5
hydD,p94,wint,0.5
hydD,p95,wint,0.5
hydD,p96,wint,0.5
hydD,p97,wint,0.5
hydD,p98,wint,0.5
hydD,p99,wint,0.5
hydD,p100,wint,0.5
hydD,p101,wint,0.5
hydD,p102,wint,0.5
hydD,p103,wint,0.5
hydD,p104,wint,0.5
hydD,p105,wint,0.5
hydD,p106,wint,0.5
hydD,p107,wint,0.5
hydD,p108,wint,0.5
hydD,p109,wint,0.5
hydD,p110,wint,0.5
hydD,p111,wint,0.5
hydD,p112,wint,0.5
hydD,p113,wint,0.5
hydD,p114,wint,0.5
hydD,p115,wint,0.5
hydD,p116,wint,0.5
hydD,p117,wint,0.5
hydD,p118,wint,0.5
hydD,p119,wint,0.5
hydD,p120,wint,0.5
hydD,p121,wint,0.5
hydD,p122,wint,0.5
hydD,p123,wint,0.5
hydD,p124,wint,0.5
hydD,p125,wint,0.5
hydD,p126,wint,0.5
hydD,p127,wint,0.5
hydD,p128,wint,0.5
hydD,p129,wint,0.5
hydD,p130,wint,0.5
hydD,p131,wint,0.5
hydD,p132,wint,0.5
hydD,p133,wint,0.5
hydD,p134,wint,0.5
hydD,p135,wint,0.5
hydD,p136,wint,0.5
hydD,p137,wint,0.5
hydD,p138,wint,0.5
hydD,p139,wint,0.5
hydD,p140,wint,0.5
hydD,p141,wint,0.5
hydD,p142,wint,0.5
hydD,p143,wint,0.5
hydD,p144,wint,0.5
hydD,p145,wint,0.5
hydD,p146,wint,0.5
hydD,p147,wint,0.5
hydD,p148,wint,0.5
hydD,p149,wint,0.5
hydD,p150,wint,0.5
hydD,p151,wint,0.5
hydD,p152,wint,0.5
hydD,p153,wint,0.5
hydD,p154,wint,0.5
hydD,p155,wint,0.5
hydD,p156,wint,0.5
hydD,p157,wint,0.5
hydD,p158,wint,0.5
hydD,p159,wint,0.5
hydD,p160,wint,0.5
hydD,p161,wint,0.5
hydD,p162,wint,0.5
hydD,p163,wint,0.5
hydD,p164,wint,0.5
hydD,p165,wint,0.5
hydD,p166,wint,0.5
hydD,p167,wint,0.5
hydD,p168,wint,0.5
hydD,p169,wint,0.5
hydD,p170,wint,0.5
hydD,p171,wint,0.5
hydD,p172,wint,0.5
hydD,p173,wint,0.5
hydD,p174,wint,0.5
hydD,p175,wint,0.5
hydD,p176,wint,0.5
hydD,p177,wint,0.5
hydD,p178,wint,0.5
hydD,p179,wint,0.5
hydD,p180,wint,0.5
hydD,p181,wint,0.5
hydD,p182,wint,0.5
hydD,p183,wint,0.5
hydD,p184,wint,0.5
hydD,p185,wint,0.5
hydD,p186,wint,0.5
hydD,p187,wint,0.5
hydD,p188,wint,0.5
hydD,p189,wint,0.5
hydD,p190,wint,0.5
hydD,p191,wint,0.5
hydD,p192,wint,0.5
hydD,p193,wint,0.5
hydD,p194,wint,0.5
hydD,p195,wint,0.5
hydD,p196,wint,0.5
hydD,p197,wint,0.5
hydD,p198,wint,0.5
hydD,p199,wint,0.5
hydD,p200,wint,0.5
hydD,p201,wint,0.5
hydD,p202,wint,0.5
hydD,p203,wint,0.5
hydD,p204,wint,0.5
hydD,p205,wint,0.5
hydD,p1,spri,0.5
hydD,p2,spri,0.5
hydD,p3,spri,0.5
hydD,p4,spri,0.5
hydD,p5,spri,0.5
hydD,p6,spri,0.5
hydD,p7,spri,0.5
hydD,p8,spri,0.5
hydD,p9,spri,0.5
hydD,p10,spri,0.5
hydD,p11,spri,0.5
hydD,p12,spri,0.5
hydD,p13,spri,0.5
hydD,p14,spri,0.5
hydD,p15,spri,0.5
hydD,p16,spri,0.5
hydD,p17,spri,0.5
hydD,p18,spri,0.5
hydD,p19,spri,0.5
hydD,p20,spri,0.5
hydD,p21,spri,0.5
hydD,p22,spri,0.5
hydD,p23,spri,0.5
hydD,p24,spri,0.5
hydD,p25,spri,0.5
hydD,p26,spri,0.5
hydD,p27,spri,0.5
hydD,p28,spri,0.5
hydD,p29,spri,0.5
hydD,p30,spri,0.5
hydD,p31,spri,0.5
hydD,p32,spri,0.5
hydD,p33,spri,0.5
hydD,p34,spri,0.5
hydD,p35,spri,0.5
hydD,p36,spri,0.5
hydD,p37,spri,0.5
hydD,p38,spri,0.5
hydD,p39,spri,0.5
hydD,p40,spri,0.5
hydD,p41,spri,0.5
hydD,p42,spri,0.5
hydD,p43,spri,0.5
hydD,p44,spri,0.5
hydD,p45,spri,0.5
hydD,p46,spri,0.5
hydD,p47,spri,0.5
hydD,p48,spri,0.5
hydD,p49,spri,0.5
hydD,p50,spri,0.5
hydD,p51,spri,0.5
hydD,p52,spri,0.5
hydD,p53,spri,0.5
hydD,p54,spri,0.5
hydD,p55,spri,0.5
hydD,p56,spri,0.5
hydD,p57,spri,0.5
hydD,p58,spri,0.5
hydD,p59,spri,0.5
hydD,p60,spri,0.5
hydD,p61,spri,0.5
hydD,p62,spri,0.5
hydD,p63,spri,0.5
hydD,p64,spri,0.5
hydD,p65,spri,0.5
hydD,p66,spri,0.5
hydD,p67,spri,0.5
hydD,p68,spri,0.5
hydD,p69,spri,0.5
hydD,p70,spri,0.5
hydD,p71,spri,0.5
hydD,p72,spri,0.5
hydD,p73,spri,0.5
hydD,p74,spri,0.5
hydD,p75,spri,0.5
hydD,p76,spri,0.5
hydD,p77,spri,0.5
hydD,p78,spri,0.5
hydD,p79,spri,0.5
hydD,p80,spri,0.5
hydD,p81,spri,0.5
hydD,p82,spri,0.5
hydD,p83,spri,0.5
hydD,p84,spri,0.5
hydD,p85,spri,0.5
hydD,p86,spri,0.5
hydD,p87,spri,0.5
hydD,p88,spri,0.5
hydD,p89,spri,0.5
hydD,p90,spri,0.5
hydD,p91,spri,0.5
hydD,p92,spri,0.5
hydD,p93,spri,0.5
hydD,p94,spri,0.5
hydD,p95,spri,0.5
hydD,p96,spri,0.5
hydD,p97,spri,0.5
hydD,p98,spri,0.5
hydD,p99,spri,0.5
hydD,p100,spri,0.5
hydD,p101,spri,0.5
hydD,p102,spri,0.5
hydD,p103,spri,0.5
hydD,p104,spri,0.5
hydD,p105,spri,0.5
hydD,p106,spri,0.5
hydD,p107,spri,0.5
hydD,p108,spri,0.5
hydD,p109,spri,0.5
hydD,p110,spri,0.5
hydD,p111,spri,0.5
hydD,p112,spri,0.5
hydD,p113,spri,0.5
hydD,p114,spri,0.5
hydD,p115,spri,0.5
hydD,p116,spri,0.5
hydD,p117,spri,0.5
hydD,p118,spri,0.5
hydD,p119,spri,0.5
hydD,p120,spri,0.5
hydD,p121,spri,0.5
hydD,p122,spri,0.5
hydD,p123,spri,0.5
hydD,p124,spri,0.5
hydD,p125,spri,0.5
hydD,p126,spri,0.5
hydD,p127,spri,0.5
hydD,p128,spri,0.5
hydD,p129,spri,0.5
hydD,p130,spri,0.5
hydD,p131,spri,0.5
hydD,p132,spri,0.5
hydD,p133,spri,0.5
hydD,p134,spri,0.5
hydD,p135,spri,0.5
hydD,p136,spri,0.5
hydD,p137,spri,0.5
hydD,p138,spri,0.5
hydD,p139,spri,0.5
hydD,p140,spri,0.5
hydD,p141,spri,0.5
hydD,p142,spri,0.5
hydD,p143,spri,0.5
hydD,p144,spri,0.5
hydD,p145,spri,0.5
hydD,p146,spri,0.5
hydD,p147,spri,0.5
hydD,p148,spri,0.5
hydD,p149,spri,0.5
hydD,p150,spri,0.5
hydD,p151,spri,0.5
hydD,p152,spri,0.5
hydD,p153,spri,0.5
hydD,p154,spri,0.5
hydD,p155,spri,0.5
hydD,p156,spri,0.5
hydD,p157,spri,0.5
hydD,p158,spri,0.5
hydD,p159,spri,0.5
hydD,p160,spri,0.5
hydD,p161,spri,0.5
hydD,p162,spri,0.5
hydD,p163,spri,0.5
hydD,p164,spri,0.5
hydD,p165,spri,0.5
hydD,p166,spri,0.5
hydD,p167,spri,0.5
hydD,p168,spri,0.5
hydD,p169,spri,0.5
hydD,p170,spri,0.5
hydD,p171,spri,0.5
hydD,p172,spri,0.5
hydD,p173,spri,0.5
hydD,p174,spri,0.5
hydD,p175,spri,0.5
hydD,p176,spri,0.5
hydD,p177,spri,0.5
hydD,p178,spri,0.5
hydD,p179,spri,0.5
hydD,p180,spri,0.5
hydD,p181,spri,0.5
hydD,p182,spri,0.5
hydD,p183,spri,0.5
hydD,p184,spri,0.5
hydD,p185,spri,0.5
hydD,p186,spri,0.5
hydD,p187,spri,0.5
hydD,p188,spri,0.5
hydD,p189,spri,0.5
hydD,p190,spri,0.5
hydD,p191,spri,0.5
hydD,p192,spri,0.5
hydD,p193,spri,0.5
hydD,p194,spri,0.5
hydD,p195,spri,0.5
hydD,p196,spri,0.5
hydD,p197,spri,0.5
hydD,p198,spri,0.5
hydD,p199,spri,0.5
hydD,p200,spri,0.5
hydD,p201,spri,0.5
hydD,p202,spri,0.5
hydD,p203,spri,0.5
hydD,p204,spri,0.5
hydD,p205,spri,0.5
hydSD,p1,summ,0.5
hydSD,p2,summ,0.5
hydSD,p3,summ,0.5
hydSD,p4,summ,0.5
hydSD,p5,summ,0.5
hydSD,p6,summ,0.5
hydSD,p7,summ,0.5
hydSD,p8,summ,0.5
hydSD,p9,summ,0.5
hydSD,p10,summ,0.5
hydSD,p11,summ,0.5
hydSD,p12,summ,0.5
hydSD,p13,summ,0.5
hydSD,p14,summ,0.5
hydSD,p15,summ,0.5
hydSD,p16,summ,0.5
hydSD,p17,summ,0.5
hydSD,p18,summ,0.5
hydSD,p19,summ,0.5
hydSD,p20,summ,0.5
hydSD,p21,summ,0.5
hydSD,p22,summ,0.5
hydSD,p23,summ,0.5
hydSD,p24,summ,0.5
hydSD,p25,summ,0.5
hydSD,p26,summ,0.5
hydSD,p27,summ,0.5
hydSD,p28,summ,0.5
hydSD,p29,summ,0.5
hydSD,p30,summ,0.5
hydSD,p31,summ,0.5
hydSD,p32,summ,0.5
hydSD,p33,summ,0.5
hydSD,p34,summ,0.5
hydSD,p35,summ,0.5
hydSD,p36,summ,0.5
hydSD,p37,summ,0.5
hydSD,p38,summ,0.5
hydSD,p39,summ,0.5
hydSD,p40,summ,0.5
hydSD,p41,summ,0.5
hydSD,p42,summ,0.5
hydSD,p43,summ,0.5
hydSD,p44,summ,0.5
hydSD,p45,summ,0.5
hydSD,p46,summ,0.5
hydSD,p47,summ,0.5
hydSD,p48,summ,0.5
hydSD,p49,summ,0.5
hydSD,p50,summ,0.5
hydSD,p51,summ,0.5
hydSD,p52,summ,0.5
hydSD,p53,summ,0.5
hydSD,p54,summ,0.5
hydSD,p55,summ,0.5
hydSD,p56,summ,0.5
hydSD,p57,summ,0.5
hydSD,p58,summ,0.5
hydSD,p59,summ,0.5
hydSD,p60,summ,0.5
hydSD,p61,summ,0.5
hydSD,p62,summ,0.5
hydSD,p63,summ,0.5
hydSD,p64,summ,0.5
hydSD,p65,summ,0.5
hydSD,p66,summ,0.5
hydSD,p67,summ,0.5
hydSD,p68,summ,0.5
hydSD,p69,summ,0.5
hydSD,p70,summ,0.5
hydSD,p71,summ,0.5
hydSD,p72,summ,0.5
hydSD,p73,summ,0.5
hydSD,p74,summ,0.5
hydSD,p75,summ,0.5
hydSD,p76,summ,0.5
hydSD,p77,summ,0.5
hydSD,p78,summ,0.5
hydSD,p79,summ,0.5
hydSD,p80,summ,0.5
hydSD,p81,summ,0.5
hydSD,p82,summ,0.5
hydSD,p83,summ,0.5
hydSD,p84,summ,0.5
hydSD,p85,summ,0.5
hydSD,p86,summ,0.5
hydSD,p87,summ,0.5
hydSD,p88,summ,0.5
hydSD,p89,summ,0.5
hydSD,p90,summ,0.5
hydSD,p91,summ,0.5
hydSD,p92,summ,0.5
hydSD,p93,summ,0.5
hydSD,p94,summ,0.5
hydSD,p95,summ,0.5
hydSD,p96,summ,0.5
hydSD,p97,summ,0.5
hydSD,p98,summ,0.5
hydSD,p99,summ,0.5
hydSD,p100,summ,0.5
hydSD,p101,summ,0.5
hydSD,p102,summ,0.5
hydSD,p103,summ,0.5
hydSD,p104,summ,0.5
hydSD,p105,summ,0.5
hydSD,p106,summ,0.5
hydSD,p107,summ,0.5
hydSD,p108,summ,0.5
hydSD,p109,summ,0.5
hydSD,p110,summ,0.5
hydSD,p111,summ,0.5
hydSD,p112,summ,0.5
hydSD,p113,summ,0.5
hydSD,p114,summ,0.5
hydSD,p115,summ,0.5
hydSD,p116,summ,0.5
hydSD,p117,summ,0.5
hydSD,p118,summ,0.5
hydSD,p119,summ,0.5
hydSD,p120,summ,0.5
hydSD,p121,summ,0.5
hydSD,p122,summ,0.5
hydSD,p123,summ,0.5
hydSD,p124,summ,0.5
hydSD,p125,summ,0.5
hydSD,p126,summ,0.5
hydSD,p127,summ,0.5
hydSD,p128,summ,0.5
hydSD,p129,summ,0.5
hydSD,p130,summ,0.5
hydSD,p131,summ,0.5
hydSD,p132,summ,0.5
hydSD,p133,summ,0.5
hydSD,p134,summ,0.5
hydSD,p135,summ,0.5
hydSD,p136,summ,0.5
hydSD,p137,summ,0.5
hydSD,p138,summ,0.5
hydSD,p139,summ,0.5
hydSD,p140,summ,0.5
hydSD,p141,summ,0.5
hydSD,p142,summ,0.5
hydSD,p143,summ,0.5
hydSD,p144,summ,0.5
hydSD,p145,summ,0.5
hydSD,p146,summ,0.5
hydSD,p147,summ,0.5
hydSD,p148,summ,0.5
hydSD,p149,summ,0.5
hydSD,p150,summ,0.5
hydSD,p151,summ,0.5
hydSD,p152,summ,0.5
hydSD,p153,summ,0.5
hydSD,p154,summ,0.5
hydSD,p155,summ,0.5
hydSD,p156,summ,0.5
hydSD,p157,summ,0.5
hydSD,p158,summ,0.5
hydSD,p159,summ,0.5
hydSD,p160,summ,0.5
hydSD,p161,summ,0.5
hydSD,p162,summ,0.5
hydSD,p163,summ,0.5
hydSD,p164,summ,0.5
hydSD,p165,summ,0.5
hydSD,p166,summ,0.5
hydSD,p167,summ,0.5
hydSD,p168,summ,0.5
hydSD,p169,summ,0.5
hydSD,p170,summ,0.5
hydSD,p171,summ,0.5
hydSD,p172,summ,0.5
hydSD,p173,summ,0.5
hydSD,p174,summ,0.5
hydSD,p175,summ,0.5
hydSD,p176,summ,0.5
hydSD,p177,summ,0.5
hydSD,p178,summ,0.5
hydSD,p179,summ,0.5
hydSD,p180,summ,0.5
hydSD,p181,summ,0.5
hydSD,p182,summ,0.5
hydSD,p183,summ,0.5
hydSD,p184,summ,0.5
hydSD,p185,summ,0.5
hydSD,p186,summ,0.5
hydSD,p187,summ,0.5
hydSD,p188,summ,0.5
hydSD,p189,summ,0.5
hydSD,p190,summ,0.5
hydSD,p191,summ,0.5
hydSD,p192,summ,0.5
hydSD,p193,summ,0.5
hydSD,p194,summ,0.5
hydSD,p195,summ,0.5
hydSD,p196,summ,0.5
hydSD,p197,summ,0.5
hydSD,p198,summ,0.5
hydSD,p199,summ,0.5
hydSD,p200,summ,0.5
hydSD,p201,summ,0.5
hydSD,p202,summ,0.5
hydSD,p203,summ,0.5
hydSD,p204,summ,0.5
hydSD,p205,summ,0.5
hydSD,p1,fall,0.5
hydSD,p2,fall,0.5
hydSD,p3,fall,0.5
hydSD,p4,fall,0.5
hydSD,p5,fall,0.5
hydSD,p6,fall,0.5
hydSD,p7,fall,0.5
hydSD,p8,fall,0.5
hydSD,p9,fall,0.5
hydSD,p10,fall,0.5
hydSD,p11,fall,0.5
hydSD,p12,fall,0.5
hydSD,p13,fall,0.5
hydSD,p14,fall,0.5
hydSD,p15,fall,0.5
hydSD,p16,fall,0.5
hydSD,p17,fall,0.5
hydSD,p18,fall,0.5
hydSD,p19,fall,0.5
hydSD,p20,fall,0.5
hydSD,p21,fall,0.5
hydSD,p22,fall,0.5
hydSD,p23,fall,0.5
hydSD,p24,fall,0.5
hydSD,p25,fall,0.5
hydSD,p26,fall,0.5
hydSD,p27,fall,0.5
hydSD,p28,fall,0.5
hydSD,p29,fall,0.5
hydSD,p30,fall,0.5
hydSD,p31,fall,0.5
hydSD,p32,fall,0.5
hydSD,p33,fall,0.5
hydSD,p34,fall,0.5
hydSD,p35,fall,0.5
hydSD,p36,fall,0.5
hydSD,p37,fall,0.5
hydSD,p38,fall,0.5
hydSD,p39,fall,0.5
hydSD,p40,fall,0.5
hydSD,p41,fall,0.5
hydSD,p42,fall,0.5
hydSD,p43,fall,0.5
hydSD,p44,fall,0.5
hydSD,p45,fall,0.5
hydSD,p46,fall,0.5
hydSD,p47,fall,0.5
hydSD,p48,fall,0.5
hydSD,p49,fall,0.5
hydSD,p50,fall,0.5
hydSD,p51,fall,0.5
hydSD,p52,fall,0.5
hydSD,p53,fall,0.5
hydSD,p54,fall,0.5
hydSD,p55,fall,0.5
hydSD,p56,fall,0.5
hydSD,p57,fall,0.5
hydSD,p58,fall,0.5
hydSD,p59,fall,0.5
hydSD,p60,fall,0.5
hydSD,p61,fall,0.5
hydSD,p62,fall,0.5
hydSD,p63,fall,0.5
hydSD,p64,fall,0.5
hydSD,p65,fall,0.5
hydSD,p66,fall,0.5
hydSD,p67,fall,0.5
hydSD,p68,fall,0.5
hydSD,p69,fall,0.5
hydSD,p70,fall,0.5
hydSD,p71,fall,0.5
hydSD,p72,fall,0.5
hydSD,p73,fall,0.5
hydSD,p74,fall,0.5
hydSD,p75,fall,0.5
hydSD,p76,fall,0.5
hydSD,p77,fall,0.5
hydSD,p78,fall,0.5
hydSD,p79,fall,0.5
hydSD,p80,fall,0.5
hydSD,p81,fall,0.5
hydSD,p82,fall,0.5
hydSD,p83,fall,0.5
hydSD,p84,fall,0.5
hydSD,p85,fall,0.5
hydSD,p86,fall,0.5
hydSD,p87,fall,0.5
hydSD,p88,fall,0.5
hydSD,p89,fall,0.5
hydSD,p90,fall,0.5
hydSD,p91,fall,0.5
hydSD,p92,fall,0.5
hydSD,p93,fall,0.5
hydSD,p94,fall,0.5
hydSD,p95,fall,0.5
hydSD,p96,fall,0.5
hydSD,p97,fall,0.5
hydSD,p98,fall,0.5
hydSD,p99,fall,0.5
hydSD,p100,fall,0.5
hydSD,p101,fall,0.5
hydSD,p102,fall,0.5
hydSD,p103,fall,0.5
hydSD,p104,fall,0.5
hydSD,p105,fall,0.5
hydSD,p106,fall,0.5
hydSD,p107,fall,0.5
hydSD,p108,fall,0.5
hydSD,p109,fall,0.5
hydSD,p110,fall,0.5
hydSD,p111,fall,0.5
hydSD,p112,fall,0.5
hydSD,p113,fall,0.5
hydSD,p114,fall,0.5
hydSD,p115,fall,0.5
hydSD,p116,fall,0.5
hydSD,p117,fall,0.5
hydSD,p118,fall,0.5
hydSD,p119,fall,0.5
hydSD,p120,fall,0.5
hydSD,p121,fall,0.5
hydSD,p122,fall,0.5
hydSD,p123,fall,0.5
hydSD,p124,fall,0.5
hydSD,p125,fall,0.5
hydSD,p126,fall,0.5
