t,state,end_use_load
2014,NM,23115222
2014,NV,35075606
2014,NY,147371913
2014,OH,150679713
2014,OK,61573374
2014,OR,47334953
2014,PA,146687698
2014,RI,7643104
2014,SC,81619765
2014,SD,12354726
2014,TN,100219230
2014,TX,389669820
2014,UT,30043019
2014,VA,112098381
2014,VT,5569861
2014,WA,92140777
2014,WI,69494755
2014,WV,32696106
2014,WY,17134075
2015,AK,6159204
2015,AL,88845543
2015,AR,46465154
2015,AZ,77349416
2015,CA,261170437
2015,CO,54116046
2015,CT,29476155
2015,DC,11291233
2015,DE,11498205
2015,FL,235599398
2015,GA,135878215
2015,HI,9511352
2015,IA,47147293
2015,ID,23058814
2015,IL,138619970
2015,IN,104514518
2015,KS,39849127
2015,KY,76038630
2015,LA,91676489
2015,MA,54621088
2015,MD,61781719
2015,ME,11888168
2015,MI,102479921
2015,MN,66579234
2015,MO,81504081
2015,MS,48691529
2015,MT,14206911
2015,NC,133847523
2015,ND,18128948
2015,NE,29495073
2015,NH,10999149
2015,NJ,75489623
2015,NM,23093553
2015,NV,36019690
2015,NY,148913655
2015,OH,149213224
2015,OK,61336385
2015,OR,47263974
2015,PA,146344028
2015,RI,7664718
2015,SC,81328246
2015,SD,12101979
2015,TN,99632108
2015,TX,392337354
2015,UT,30192350
2015,VA,112009045
2015,VT,5521109
2015,WA,90116086
2015,WI,68698932
2015,WV,32303026
2015,WY,16924762
2016,AK,6123202
2016,AL,88225141
2016,AR,46188438
2016,AZ,78237828
2016,CA,256846635
2016,CO,54802037
2016,CT,28931087
2016,DC,11394003
2016,DE,11258438
2016,FL,235721822
2016,GA,138112239
2016,HI,9445389
2016,IA,48431193
2016,ID,23062961
2016,IL,141050409
2016,IN,103704821
2016,KS,40810174
2016,KY,74553575
2016,LA,91452659
2016,MA,53475888
2016,MD,61353911
2016,ME,11448951
2016,MI,104467813
2016,MN,66546492
2016,MO,78618056
2016,MS,49050164
2016,MT,14100601
2016,NC,134404319
2016,ND,18520188
2016,NE,30199354
2016,NH,10904956
2016,NJ,75359371
2016,NM,23039547
2016,NV,36144630
2016,NY,147803038
2016,OH,150597796
2016,OK,61516554
2016,OR,47349350
2016,PA,145327683
2016,RI,7524270
2016,SC,79577550
2016,SD,12129530
2016,TN,100758439
2016,TX,398661809
2016,UT,30179534
2016,VA,112280665
2016,VT,5516450
2016,WA,88885316
2016,WI,69736338
2016,WV,32076146
2016,WY,16554870
2017,AK,6185799
2017,AL,86241730
2017,AR,46085951
2017,AZ,77646262
2017,CA,257267937
2017,CO,54830186
2017,CT,28135530
2017,DC,10916446
2017,DE,11128603
2017,FL,233154549
2017,GA,133456620
2017,HI,9324201
2017,IA,48921997
2017,ID,23793790
2017,IL,137196310
2017,IN,98965968
2017,KS,40287787
2017,KY,72634387
2017,LA,91205935
2017,MA,52513321
2017,MD,59303885
2017,ME,11213674
2017,MI,101899093
2017,MN,67152580
2017,MO,76461419
2017,MS,47828787
2017,MT,14709656
2017,NC,131421319
2017,ND,20140426
2017,NE,30359007
2017,NH,10787261
2017,NJ,73382940
2017,NM,23009584
2017,NV,36657786
2017,NY,144992433
2017,OH,146643831
2017,OK,60492128
2017,OR,50043816
2017,PA,142990896
2017,RI,7384671
2017,SC,78096757
2017,SD,12313675
2017,TN,97239885
2017,TX,401880374
2017,UT,30589021
2017,VA,111529732
2017,VT,5423662
2017,WA,91948172
2017,WI,69079109
2017,WV,31709019
2017,WY,16778067
2018,AK,5972467
2018,AL,90280456
2018,AR,49602708
2018,AZ,78346302
2018,CA,255224272
2018,CO,56450480
2018,CT,28833925
2018,DC,11357910
2018,DE,11773100
2018,FL,238565391
2018,GA,139866074
2018,HI,9337161
2018,IA,51210655
2018,ID,23753508
2018,IL,142654808
2018,IN,104194376
2018,KS,42036979
2018,KY,76610636
2018,LA,94186072
2018,MA,53285029
2018,MD,62086455
2018,ME,12354819
2018,MI,104869496
2018,MN,68708382
2018,MO,82055835
2018,MS,50390068
2018,MT,14838845
2018,NC,138287404
2018,ND,20669506
2018,NE,30939492
2018,NH,11046284
2018,NJ,76016762
2018,NM,24048611
2018,NV,37780263
2018,NY,149929851
2018,OH,152915167
2018,OK,64575316
2018,OR,49325904
2018,PA,148976731
2018,RI,7583339
2018,SC,81641138
2018,SD,12856938
2018,TN,102911183
2018,TX,424418628
2018,UT,31242408
2018,VA,118166348
2018,VT,5530948
2018,WA,90005791
2018,WI,70959549
2018,WV,33646813
2018,WY,16864678
