FIPS,value
p38079,12048
p38081,3829
p38083,1268
p38085,3738
p38087,690
p38089,33046
p38091,1810
p38093,21576
p38095,2140
p38097,8003
p38099,10469
p38101,69071
p38103,3905
p38105,38484
p39001,27542
p39003,101670
p39005,52316
p39007,97337
p39009,62056
p39011,46141
p39013,65849
p39015,43662
p39017,390234
p39019,26691
p39021,38699
p39023,135633
p39025,209642
p39027,42004
p39029,101310
p39031,36618
p39033,41754
p39035,1249387
p39037,51597
p39039,38144
p39041,220740
p39043,74852
p39045,161064
p39047,28906
p39049,1321414
p39051,42450
p39053,29158
p39055,95565
p39057,168412
p39059,38287
p39061,826139
p39063,74656
p39065,30621
p39067,14477
p39069,27538
p39071,43354
p39073,28097
p39075,44271
p39077,58367
p39079,32511
p39081,64789
p39083,62897
p39085,232023
p39087,57445
p39089,180401
p39091,46035
p39093,315595
p39095,429191
p39097,44386
p39099,226762
p39101,65291
p39103,183092
p39105,22049
p39107,42309
p39109,109264
p39111,13329
p39113,535840
p39115,13682
p39117,35151
p39119,86408
p39121,14176
p39123,40104
p39125,18871
p39127,35460
p39129,59333
p39131,27089
p39133,162382
p39135,40867
p39137,34318
p39139,125195
p39141,76891
p39143,58715
p39145,73346
p39147,54906
p39149,47977
p39151,373834
p39153,537633
p39155,201335
p39157,92500
p39159,64971
p39161,28732
p39163,12696
p39165,246553
p39167,59423
p39169,116710
p39171,36716
p39173,132472
p39175,21708
p40001,19414
p40003,5710
p40005,14324
p40007,4980
p40009,22046
p40011,8562
p40013,47105
p40015,26368
p40017,161737
p40019,48291
p40021,47627
p40023,14307
p40025,2248
p40027,297597
p40029,5276
p40031,122063
p40033,5480
p40035,14115
p40037,72029
p40039,28163
p40041,41000
p40043,4417
p40045,3762
p40047,61926
p40049,25804
p40051,55508
p40053,4131
p40055,5487
p40057,2418
p40059,3180
p40061,11602
p40063,13405
p40065,24777
p40067,5438
p40069,10301
p40071,43732
p40073,15204
p40075,8410
p40077,9427
p40079,48476
p40081,33829
p40083,50885
p40085,10216
p40087,43516
p40089,30884
p40091,19245
p40093,7668
p40095,15594
p40097,39159
p40099,13718
p40101,66146
p40103,10933
p40105,9303
p40107,11197
p40109,798575
p40111,36843
p40113,45772
p40115,30340
p40117,15741
p40119,81989
p40121,43633
p40123,38163
p40125,73019
p40127,10815
p40129,3386
p40131,96695
p40133,23567
p40135,39508
p40137,43129
p40139,20865
p40141,7076
p40143,672858
p40145,84050
p40147,52772
p40149,10915
p40151,8583
p40153,20205
p41001,16847
p41003,96017
p41005,422537
p41007,41810
p41009,53074
p41011,64999
p41013,25739
p41015,23683
p41017,204801
p41019,111978
p41021,2005
p41023,7272
p41025,7575
p41027,24057
p41029,223734
p41031,25068
p41033,88346
p41035,70164
p41037,8276
p41039,383189
p41041,50862
p41043,129839
p41045,31693
p41047,347119
p41049,12303
p41051,803377
p41053,89164
p41055,1907
p41057,27748
p41059,79988
p41061,26212
p41063,7545
p41065,26726
p41067,600811
p41069,1451
p41071,108239
p42001,104127
p42003,1238090
p42005,65093
p42007,166624
p42009,47461
p42011,429342
p42013,121767
p42015,59892
p42017,646098
p42019,194273
p42021,132167
p42023,4459
p42025,65412
p42027,157527
p42029,538649
p42031,37156
p42033,80082
p42035,37465
p42037,64872
p42039,83351
p42041,262919
p42043,287400
p42045,573849
p42047,30783
p42049,269011
p42051,126931
p42053,7032
p42055,156289
p42057,14523
p42059,35369
p42061,43889
p42063,82886
p42065,44114
p42067,23297
p42069,215663
p42071,553652
p42073,85497
p42075,143493
p42077,375539
p42079,326053
p42081,113605
p42083,39941
p42085,109972
p42087,46136
p42089,169273
p42091,860578
p42093,18087
p42095,313628
p42097,91266
p42099,45986
p42101,1576251
p42103,59952
p42105,16259
p42107,143264
p42109,39621
p42111,73627
p42113,5868
p42115,38389
p42117,40929
p42119,42568
p42121,49938
p42123,38134
p42125,209470
p42127,51431
p42129,353057
p42131,26034
p42133,458696
p44001,50818
p44003,170715
p44005,85264
p44007,658221
p44009,130592
p45001,24299
p45003,170776
p45005,7858
p45007,206908
p45009,13189
p45011,20580
p45013,191748
p45015,236701
p45017,14165
p45019,413024
p45021,56052
p45023,32209
p45025,43268
p45027,31024
p45029,38462
p45031,62755
p45033,28087
p45035,163327
p45037,26153
p45039,20690
p45041,136504
p45043,63921
p45045,533834
p45047,69241
p45049,18180
p45051,365579
p45053,30324
p45055,66130
p45057,100336
p45059,67803
p45061,16280
p45063,300137
p45065,9760
p45067,28784
p45069,26382
p45071,37996
p45073,79203
p45075,82962
p45077,132229
p45079,418307
p45081,18821
p45083,335864
p45085,104758
p45087,27016
p45089,30484
p45091,288595
p46003,2748
p46005,19121
p46007,3406
p46009,7014
p46011,34639
p46013,38101
p46015,5242
p46017,1923
p46019,10456
p46021,1380
p46023,9163
p46025,3855
p46027,15150
p46029,28427
p46031,3872
p46033,8609
p46035,19878
p46037,5414
p46039,4272
p46041,5246
p46043,2821
p46045,4033
p46047,7202
p46049,2137
p46051,7519
p46053,3977
p46055,1835
p46057,6255
p46059,3095
p46061,3505
p46063,1327
p46065,17694
p46067,7411
p46069,1236
p46071,2878
p46073,1636
p46075,879
p46077,5192
p46079,10851
p46081,26165
p46083,67870
p46085,3764
p46087,5695
p46089,2420
p46091,4304
p46093,30173
p46095,1908
p46097,2314
p46099,199685
p46101,6315
p46103,111806
p46105,2819
p46107,2475
p46109,10163
p46111,2378
p46102,13586
p46115,6269
p46117,3032
p46119,1476
p46121,9286
p46123,5569
p46125,8708
p46127,16872
p46129,5248
p46135,23297
p46137,2380
p47001,77576
p47003,51119
p47005,15872
p47007,15234
p47009,137605
p47011,110162
p47013,39578
p47015,14553
p47017,28432
p47019,56134
p47021,41523
p47023,17504
p47025,32267
p47027,7555
p47029,36418
p47031,59032
p47033,13979
p47035,62451
p47037,703953
p47039,11391
p47041,20478
p47043,55292
p47045,36615
p47047,42832
p47049,18850
p47051,43215
p47053,50541
p47055,30542
p47057,23763
p47059,70621
p47061,13622
p47063,64468
p47065,369135
p47067,6787
p47069,25426
p47071,26892
p47073,57288
p47075,17694
p47077,27953
p47079,32239
p47081,25307
p47083,8317
p47085,19211
p47087,11750
p47089,55624
p47091,18170
p47093,486677
p47095,7128
p47097,25108
p47099,44828
p47101,12857
p47103,35433
p47105,56690
p47107,54059
p47109,25860
p47111,25699
p47113,98775
p47115,28877
p47117,34984
p47119,104760
p47121,13049
p47123,46698
p47125,227900
p47127,6644
p47129,21254
p47131,30466
p47133,22839
p47135,8472
p47137,5079
p47139,17776
p47141,81188
p47143,33136
p47145,53992
p47147,74098
p47149,352182
p47151,21917
p47153,16396
p47155,99517
p47157,924454
p47159,20172
p47161,13855
p47163,159265
p47165,200557
p47167,61004
p47169,12035
p47171,17698
p47173,20040
p47175,6324
p47177,41523
p47179,134236
p47181,16409
p47183,33036
p47185,27650
p47187,255735
p47189,151917
p48001,58402
p48003,18440
p48005,86506
p48007,24510
p48009,8681
p48011,1839
p48013,49939
p48015,30380
p48017,6835
p48019,21565
p48021,102058
p48023,3477
p48025,30924
p48027,379617
p48029,2028236
p48031,11886
p48033,617
p48035,18503
p48037,92581
p48039,379689
p48041,237032
p48043,9450
p48045,1403
p48047,6994
p48049,38192
p48051,18051
p48053,50954
p48055,46791
p48057,19727
p48059,14115
p48061,423029
p48063,12616
p48065,5746
p48067,28560
p48069,7374
p48071,48865
p48073,51097
p48075,6736
p48077,10263
p48079,2516
p48081,3321
p48083,7735
p48085,1109462
p48087,2615
p48089,20630
p48091,174986
p48093,13775
p48095,3341
p48097,42244
p48099,84232
p48101,1381
p48103,4680
p48105,3068
p48107,5106
p48109,2193
p48111,7172
p48113,2586050
p48115,12413
p48117,18329
p48119,5392
p48121,941647
p48123,19918
p48125,1740
p48127,8473
p48129,3268
p48131,9756
p48133,17864
p48135,161091
p48137,1438
p48139,202678
p48141,867947
p48143,43378
p48145,17313
p48147,36569
p48149,24687
p48151,3706
p48153,5350
p48155,1080
p48157,858527
p48159,10464
p48161,19774
p48163,18436
p48165,21895
p48167,355062
p48169,5863
p48171,27297
p48173,1149
p48175,7163
p48177,19641
p48179,21030
p48181,139336
p48183,124201
p48185,30287
p48187,177036
p48189,32220
p48191,2845
p48193,8229
p48195,5159
p48197,3552
p48199,56973
p48201,4728030
p48203,69150
p48205,5397
p48207,5411
p48209,255397
p48211,3271
p48213,83667
p48215,880356
p48217,36471
p48219,21363
p48221,64222
p48223,37211
p48225,22241
p48227,34128
p48229,3287
p48231,103394
p48233,20495
p48235,1552
p48237,8712
p48239,15121
p48241,32975
p48243,1949
p48245,253704
p48247,4801
p48249,38847
p48251,187280
p48253,19873
p48255,14754
p48257,157768
p48259,46788
p48261,340
p48263,749
p48265,53161
p48267,4365
p48269,258
p48271,3130
p48273,30635
p48275,3351
p48277,50098
p48279,12898
p48281,22252
p48283,6670
p48285,20544
p48287,17706
p48289,15959
p48291,97621
p48293,22119
p48295,2931
p48297,11377
p48299,21978
p48301,57
p48303,314451
p48305,5688
p48307,7533
p48309,263115
p48311,608
p48313,13718
p48315,9645
p48317,5211
p48319,3943
p48321,36344
p48323,58056
p48325,51981
p48327,1982
p48329,167969
p48331,25106
p48333,4480
p48335,9070
p48337,20409
p48339,648886
p48341,21118
p48343,12030
p48345,1067
p48347,64668
p48349,53591
p48351,12241
p48353,14597
p48355,353079
p48357,9782
p48359,1717
p48361,84742
p48363,28686
p48365,22675
p48367,156764
p48369,9813
p48371,15118
p48373,51899
p48375,116547
p48377,6140
p48379,12509
p48381,143854
p48383,3253
p48385,2826
p48387,11555
p48389,14487
p48391,6756
p48393,797
p48395,16958
p48397,116381
p48399,9943
p48401,52743
p48403,10039
p48405,7922
p48407,27878
p48409,69699
p48411,5827
p48413,2429
p48415,16824
p48417,3212
p48419,23939
p48421,2798
p48423,237186
p48425,9469
p48427,66049
p48429,9173
p48431,1381
p48433,1217
p48435,3319
p48437,7008
p48439,2126477
p48441,143326
p48443,724
p48445,11754
p48447,1495
p48449,31183
p48451,119411
p48453,1305154
p48455,13827
p48457,20077
p48459,41774
p48461,3265
p48463,24729
p48465,47564
p48467,61275
p48469,90964
p48471,77977
p48473,59781
p48475,11194
p48477,35891
p48479,267945
p48481,41721
p48483,4927
p48485,130069
p48487,12731
p48489,20316
p48491,643026
p48493,51257
p48495,7415
p48497,71714
p48499,45875
p48501,7607
p48503,17977
p48505,13908
p48507,9534
p49001,7249
p49003,59688
p49005,137417
p49007,20372
p49009,976
p49011,367285
p49013,19790
p49015,9967
p49017,5129
p49019,9663
p49021,60519
p49023,12155
p49025,7992
p49027,13164
p49029,12657
p49031,1487
p49033,2597
p49035,1186421
p49037,14489
p49039,29106
p49041,21906
p49043,43093
p49045,76640
p49047,36204
p49049,684986
p49051,36173
p49053,191226
p49055,2558
p49057,267066
p50001,37260
p50003,37312
p50005,30403
p50007,168865
p50009,5925
p50011,50325
p50013,7421
p50015,26126
p50017,29541
p50019,27546
p50021,60591
p50023,59969
p50025,46090
p50027,58196
p51001,33246
p51003,113535
p51005,14986
p51007,13268
p51009,31273
p51011,16353
p51013,232965
p51015,77563
p51017,4114
p51019,80131
p51021,6173
p51023,33866
p51025,15940
p51027,19816
p51029,16947
p51031,55492
p51033,31332
p51035,29048
p51036,6594
p51037,11448
p51041,370688
p51043,14881
p51045,4865
p51047,53596
p51049,9681
p51051,13787
p51053,27912
p51057,10573
p51059,1139720
p51061,73815
p51063,15566
p51065,27723
p51067,54938
p51069,93717
p51071,16562
p51073,39069
p51075,25488
p51077,15359
p51079,20968
p51081,11437
p51083,33738
p51085,111603
p51087,333554
p51089,50248
p51091,2226
p51093,39278
p51095,79882
p51097,6662
p51099,27489
p51101,18171
p51103,10928
p51105,21983
p51107,427592
p51109,38848
p51111,11926
p51113,13942
p51115,8546
p51117,30248
p51119,10781
p51121,98473
p51125,14790
p51127,23897
p51131,12085
p51133,12029
p51135,15594
p51137,37188
p51139,23807
p51141,17602
p51143,59972
p51145,31136
p51147,21932
p51149,42880
p51153,484472
p51155,33759
p51157,7407
p51159,9017
p51161,96589
p51163,22641
p51165,84394
p51167,25550
p51169,21419
p51171,44752
p51173,29477
p51175,18006
p51177,143676
p51179,160877
p51181,6530
p51183,10763
p51185,39925
p51187,40925
p51191,53635
p51193,18731
p51195,35647
p51197,28178
p51199,70915
p51510,154706
p51520,17054
p51530,6601
p51540,45672
p51550,251269
p51570,18273
p51580,5717
p51590,42215
p51595,5667
p51600,24276
p51610,14493
p51620,8217
p51630,28367
p51640,6660
p51650,137746
p51660,51430
p51670,23140
p51678,7456
p51680,79009
p51683,42708
p51685,17002
p51690,13517
p51700,184587
p51710,235089
p51720,3666
p51730,33429
p51735,12574
p51740,97840
p51750,16499
p51760,226604
p51770,98865
p51775,25373
p51790,25661
p51800,96194
p51810,457672
p51820,22550
p51830,15590
p51840,28136
p53001,20621
p53003,22397
p53005,210025
p53007,79646
p53009,78209
p53011,511404
p53013,4042
p53015,111524
p53017,43696
p53019,7273
p53021,98268
p53023,2346
p53025,100297
p53027,76841
p53029,87432
p53031,33605
p53033,2252305
p53035,274314
p53037,45499
p53039,23118
p53041,84398
p53043,11232
p53045,67615
p53047,42634
p53049,23948
p53051,13886
p53053,925708
p53055,18557
p53057,130696
p53059,12170
p53061,833540
p53063,546040
p53065,47426
p53067,297977
p53069,4582
p53071,62682
p53073,228831
p53075,47873
p53077,256035
p54001,15468
p54003,126069
p54005,21312
p54007,12247
p54009,22140
p54011,93418
p54013,6176
p54015,7892
p54017,7735
p54019,39927
p54021,7377
p54023,10983
p54025,32608
p54027,23302
p54029,28656
p54031,14160
p54033,65158
p54035,27738
p54037,58370
p54039,177952
p54041,16892
p54043,20126
p54045,31909
p54047,18363
p54049,56001
p54051,30115
p54053,25157
p54055,59097
p54057,26857
p54059,23005
p54061,106387
p54063,12332
p54065,17221
p54067,24300
p54069,41776
p54071,6142
p54073,7601
p54075,7841
p54077,34358
p54079,57260
p54081,73771
p54083,27806
p54085,8383
p54087,13898
p54089,11908
p54091,16492
p54093,6672
p54095,8155
p54097,23791
p54099,38498
p54101,8249
p54103,14170
p54105,5063
p54107,83624
p54109,21051
p55001,20875
p55003,16107
p55005,46719
p55007,16320
p55009,269591
p55011,13302
p55013,16744
p55015,52539
p55017,66865
p55019,34746
p55021,58488
p55023,16075
p55025,563951
p55027,89313
p55029,30369
p55031,44203
p55033,45547
p55035,106452
p55037,4593
p55039,104362
p55041,9258
p55043,52110
p55045,36988
p55047,19229
p55049,23756
p55051,6178
p55053,21121
p55055,84943
p55057,26802
p55059,168732
p55061,20543
p55063,120433
p55065,16784
p55067,19502
p55069,28541
p55071,81505
p55073,137648
p55075,41875
p55077,15792
p55078,4289
p55079,928059
p55081,46193
p55083,39356
p55085,38259
p55087,191545
p55089,92497
p55091,7364
p55093,42587
p55095,45431
p55097,70468
p55099,14050
p55101,196896
p55103,17212
p55105,164381
p55107,14123
p55109,95044
p55111,65697
p55113,18295
p55115,40859
p55117,117747
p55119,19923
p55121,30724
p55123,30915
p55125,23520
p55127,106799
p55129,16752
p55131,137175
p55133,408756
p55135,51570
p55137,24828
p55139,171623
p55141,74070
p56001,37608
p56003,11632
p56005,46401
p56007,14649
p56009,13672
p56011,7315
p56013,39336
p56015,12537
p56017,4597
p56019,8623
p56021,100863
p56023,20153
p56025,79555
p56027,2438
p56029,30108
p56031,8699
p56033,31646
p56035,8697
p56037,41614
p56039,23575
p56041,20635
p56043,7705
p56045,6745
