*wst,sc_cat,r,value
sg,cap,p146,1345479.0
sg,cap,p147,1345479.0
sg,cap,p148,1345479.0
sg,cap,p149,1345479.0
sg,cap,p150,1345479.0
sg,cap,p151,1345479.0
sg,cap,p152,1345479.0
sg,cap,p153,1345479.0
sg,cap,p154,1345479.0
sg,cap,p155,1345479.0
sg,cap,p156,1345479.0
sg,cap,p157,1345479.0
sg,cap,p158,1345479.0
sg,cap,p159,1345479.0
sg,cap,p160,1345479.0
sg,cap,p161,1345479.0
sg,cap,p162,1345479.0
sg,cap,p163,1345479.0
sg,cap,p164,1345479.0
sg,cap,p165,1345479.0
sg,cap,p166,1345479.0
sg,cap,p167,1345479.0
sg,cap,p168,1345479.0
sg,cap,p169,1345479.0
sg,cap,p170,1345479.0
sg,cap,p171,1345479.0
sg,cap,p172,1345479.0
sg,cap,p173,1345479.0
sg,cap,p174,1345479.0
sg,cap,p175,1345479.0
sg,cap,p176,1345479.0
sg,cap,p177,1345479.0
sg,cap,p178,1345479.0
sg,cap,p179,1345479.0
sg,cap,p180,1345479.0
sg,cap,p181,1345479.0
sg,cap,p182,1345479.0
sg,cap,p183,1345479.0
sg,cap,p184,1345479.0
sg,cap,p185,1345479.0
sg,cap,p186,1345479.0
sg,cap,p187,1345479.0
sg,cap,p188,1345479.0
sg,cap,p189,1345479.0
sg,cap,p190,1345479.0
sg,cap,p191,1345479.0
sg,cap,p192,1345479.0
sg,cap,p193,1345479.0
sg,cap,p194,1345479.0
sg,cap,p195,1345479.0
sg,cap,p196,1345479.0
sg,cap,p197,1345479.0
sg,cap,p198,1345479.0
sg,cap,p199,1345479.0
sg,cap,p200,1345479.0
sg,cap,p201,1345479.0
sg,cap,p202,1345479.0
sg,cap,p203,1345479.0
sg,cap,p204,1345479.0
sg,cap,p205,1345479.0
fsl ,cap,p1,0.0
fsl ,cap,p2,0.0
fsl ,cap,p3,0.0
fsl ,cap,p4,0.0
fsl ,cap,p5,0.0
fsl ,cap,p6,0.0
fsl ,cap,p7,0.0
fsl ,cap,p8,0.0
fsl ,cap,p9,0.0
fsl ,cap,p10,0.0
fsl ,cap,p11,0.0
fsl ,cap,p12,0.0
fsl ,cap,p13,0.0
fsl ,cap,p14,0.0
fsl ,cap,p15,0.0
fsl ,cap,p16,0.0
fsl ,cap,p17,0.0
fsl ,cap,p18,0.0
fsl ,cap,p19,0.0
fsl ,cap,p20,0.0
fsl ,cap,p21,0.0
fsl ,cap,p22,0.0
fsl ,cap,p23,0.0
fsl ,cap,p24,0.0
fsl ,cap,p25,0.0
fsl ,cap,p26,0.0
fsl ,cap,p27,0.0
fsl ,cap,p28,0.0
fsl ,cap,p29,0.0
fsl ,cap,p30,0.0
fsl ,cap,p31,0.0
fsl ,cap,p32,0.0
fsl ,cap,p33,0.0
fsl ,cap,p34,0.0
fsl ,cap,p35,0.0
fsl ,cap,p36,0.0
fsl ,cap,p37,0.0
fsl ,cap,p38,0.0
fsl ,cap,p39,0.0
fsl ,cap,p40,0.0
fsl ,cap,p41,0.0
fsl ,cap,p42,0.0
fsl ,cap,p43,0.0
fsl ,cap,p44,0.0
fsl ,cap,p45,0.0
fsl ,cap,p46,0.0
fsl ,cap,p47,0.0
fsl ,cap,p48,0.0
fsl ,cap,p49,0.0
fsl ,cap,p50,0.0
fsl ,cap,p51,0.0
fsl ,cap,p52,0.0
fsl ,cap,p53,0.0
fsl ,cap,p54,0.0
fsl ,cap,p55,0.0
fsl ,cap,p56,0.0
fsl ,cap,p57,0.0
fsl ,cap,p58,0.0
fsl ,cap,p59,0.0
fsl ,cap,p60,0.0
fsl ,cap,p61,0.0
fsl ,cap,p62,0.0
fsl ,cap,p63,0.0
fsl ,cap,p64,0.0
fsl ,cap,p65,0.0
fsl ,cap,p66,0.0
fsl ,cap,p67,0.0
fsl ,cap,p68,0.0
fsl ,cap,p69,0.0
fsl ,cap,p70,0.0
fsl ,cap,p71,0.0
fsl ,cap,p72,0.0
fsl ,cap,p73,0.0
fsl ,cap,p74,0.0
fsl ,cap,p75,0.0
fsl ,cap,p76,0.0
fsl ,cap,p77,0.0
fsl ,cap,p78,0.0
fsl ,cap,p79,0.0
fsl ,cap,p80,0.0
fsl ,cap,p81,0.0
fsl ,cap,p82,0.0
fsl ,cap,p83,0.0
fsl ,cap,p84,0.0
fsl ,cap,p85,0.0
fsl ,cap,p86,0.0
fsl ,cap,p87,0.0
fsl ,cap,p88,0.0
fsl ,cap,p89,0.0
fsl ,cap,p90,0.0
fsl ,cap,p91,0.0
fsl ,cap,p92,0.0
fsl ,cap,p93,0.0
fsl ,cap,p94,0.0
fsl ,cap,p95,0.0
fsl ,cap,p96,0.0
fsl ,cap,p97,0.0
fsl ,cap,p98,0.0
fsl ,cap,p99,0.0
fsl ,cap,p100,0.0
fsl ,cap,p101,0.0
fsl ,cap,p102,0.0
fsl ,cap,p103,0.0
fsl ,cap,p104,0.0
fsl ,cap,p105,0.0
fsl ,cap,p106,0.0
fsl ,cap,p107,0.0
fsl ,cap,p108,0.0
fsl ,cap,p109,0.0
fsl ,cap,p110,0.0
fsl ,cap,p111,0.0
fsl ,cap,p112,0.0
fsl ,cap,p113,0.0
fsl ,cap,p114,0.0
fsl ,cap,p115,0.0
fsl ,cap,p116,0.0
fsl ,cap,p117,0.0
fsl ,cap,p118,0.0
fsl ,cap,p119,0.0
fsl ,cap,p120,0.0
fsl ,cap,p121,0.0
fsl ,cap,p122,0.0
fsl ,cap,p123,0.0
fsl ,cap,p124,0.0
fsl ,cap,p125,0.0
fsl ,cap,p126,0.0
fsl ,cap,p127,0.0
fsl ,cap,p128,0.0
fsl ,cap,p129,0.0
fsl ,cap,p130,0.0
fsl ,cap,p131,0.0
fsl ,cap,p132,0.0
fsl ,cap,p133,0.0
fsl ,cap,p134,0.0
fsl ,cap,p137,0.0
fsl ,cap,p138,0.0
fsl ,cap,p139,0.0
fsl ,cap,p140,0.0
fsl ,cap,p141,0.0
fsl ,cap,p142,0.0
fsl ,cap,p143,0.0
fsl ,cap,p144,0.0
fsl ,cap,p145,0.0
fsl ,cap,p146,0.0
fsl ,cap,p147,0.0
fsl ,cap,p148,0.0
fsl ,cap,p149,0.0
fsl ,cap,p150,0.0
fsl ,cap,p151,0.0
fsl ,cap,p152,0.0
fsl ,cap,p153,0.0
fsl ,cap,p154,0.0
fsl ,cap,p155,0.0
fsl ,cap,p156,0.0
fsl ,cap,p157,0.0
fsl ,cap,p158,0.0
fsl ,cap,p159,0.0
fsl ,cap,p160,0.0
fsl ,cap,p161,0.0
fsl ,cap,p162,0.0
fsl ,cap,p163,0.0
fsl ,cap,p164,0.0
fsl ,cap,p165,0.0
fsl ,cap,p166,0.0
fsl ,cap,p167,0.0
fsl ,cap,p168,0.0
fsl ,cap,p169,0.0
fsl ,cap,p170,0.0
fsl ,cap,p171,0.0
fsl ,cap,p172,0.0
fsl ,cap,p173,0.0
fsl ,cap,p174,0.0
fsl ,cap,p175,0.0
fsl ,cap,p176,0.0
fsl ,cap,p177,0.0
fsl ,cap,p178,0.0
fsl ,cap,p179,0.0
fsl ,cap,p180,0.0
fsl ,cap,p181,0.0
fsl ,cap,p182,0.0
fsl ,cap,p183,0.0
fsl ,cap,p184,0.0
fsl ,cap,p185,0.0
fsl ,cap,p186,0.0
fsl ,cap,p187,0.0
fsl ,cap,p188,0.0
fsl ,cap,p189,0.0
fsl ,cap,p190,0.0
fsl ,cap,p191,0.0
fsl ,cap,p192,0.0
fsl ,cap,p193,0.0
fsl ,cap,p194,0.0
fsl ,cap,p195,0.0
fsl ,cap,p196,0.0
fsl ,cap,p197,0.0
fsl ,cap,p198,0.0
fsl ,cap,p199,0.0
fsl ,cap,p200,0.0
fsl ,cap,p201,0.0
fsl ,cap,p202,0.0
fsl ,cap,p203,0.0
fsl ,cap,p204,0.0
fsl ,cap,p205,0.0
ss,cap,p1,0.0
ss,cap,p2,0.0
ss,cap,p3,0.0
ss,cap,p4,0.0
ss,cap,p5,0.0
ss,cap,p6,0.0
ss,cap,p7,0.0
ss,cap,p8,0.0
ss,cap,p9,0.0
ss,cap,p10,0.0
ss,cap,p11,0.0
ss,cap,p12,0.0
ss,cap,p13,0.0
ss,cap,p14,0.0
ss,cap,p15,0.0
ss,cap,p16,0.0
ss,cap,p17,0.0
ss,cap,p18,0.0
ss,cap,p19,0.0
ss,cap,p20,0.0
ss,cap,p21,0.0
ss,cap,p22,0.0
ss,cap,p23,0.0
ss,cap,p24,0.0
ss,cap,p25,0.0
ss,cap,p26,0.0
ss,cap,p27,0.0
ss,cap,p28,0.0
ss,cap,p29,0.0
ss,cap,p30,0.0
ss,cap,p31,0.0
ss,cap,p32,0.0
ss,cap,p33,0.0
ss,cap,p34,0.0
ss,cap,p35,0.0
ss,cap,p36,0.0
ss,cap,p37,0.0
ss,cap,p38,0.0
ss,cap,p39,0.0
ss,cap,p40,0.0
ss,cap,p41,0.0
ss,cap,p42,0.0
ss,cap,p43,0.0
ss,cap,p44,0.0
ss,cap,p45,0.0
ss,cap,p46,0.0
ss,cap,p47,0.0
ss,cap,p48,0.0
ss,cap,p49,0.0
ss,cap,p50,0.0
ss,cap,p51,0.0
ss,cap,p52,0.0
ss,cap,p53,0.0
ss,cap,p54,0.0
ss,cap,p55,0.0
ss,cap,p56,0.0
ss,cap,p57,0.0
ss,cap,p58,0.0
ss,cap,p59,0.0
ss,cap,p60,0.0
ss,cap,p61,0.0
ss,cap,p62,0.0
ss,cap,p63,0.0
ss,cap,p64,0.0
ss,cap,p65,0.0
ss,cap,p66,0.0
ss,cap,p67,0.0
ss,cap,p68,0.0
ss,cap,p69,0.0
ss,cap,p70,0.0
ss,cap,p71,0.0
ss,cap,p72,0.0
ss,cap,p73,0.0
ss,cap,p74,0.0
ss,cap,p75,0.0
ss,cap,p76,0.0
ss,cap,p77,0.0
ss,cap,p78,0.0
ss,cap,p79,0.0
ss,cap,p80,0.0
ss,cap,p81,0.0
ss,cap,p82,0.0
ss,cap,p83,0.0
ss,cap,p84,0.0
ss,cap,p85,0.0
ss,cap,p86,0.0
ss,cap,p87,0.0
ss,cap,p88,0.0
ss,cap,p89,0.0
ss,cap,p90,0.0
ss,cap,p91,0.0
ss,cap,p92,0.0
ss,cap,p93,0.0
ss,cap,p94,0.0
ss,cap,p95,0.0
ss,cap,p96,0.0
ss,cap,p97,0.0
ss,cap,p98,0.0
ss,cap,p99,0.0
ss,cap,p100,0.0
ss,cap,p101,0.0
ss,cap,p102,0.0
ss,cap,p103,0.0
ss,cap,p104,0.0
ss,cap,p105,0.0
ss,cap,p106,0.0
ss,cap,p107,0.0
ss,cap,p108,0.0
ss,cap,p109,0.0
ss,cap,p110,0.0
ss,cap,p111,0.0
ss,cap,p112,0.0
ss,cap,p113,0.0
ss,cap,p114,0.0
ss,cap,p115,0.0
ss,cap,p116,0.0
ss,cap,p117,0.0
ss,cap,p118,0.0
ss,cap,p119,0.0
ss,cap,p120,0.0
ss,cap,p121,0.0
ss,cap,p122,0.0
ss,cap,p123,0.0
ss,cap,p124,0.0
ss,cap,p125,0.0
ss,cap,p126,0.0
ss,cap,p127,0.0
ss,cap,p128,0.0
ss,cap,p129,0.0
ss,cap,p130,0.0
ss,cap,p131,0.0
ss,cap,p132,0.0
ss,cap,p133,0.0
ss,cap,p134,0.0
ss,cap,p137,0.0
ss,cap,p138,0.0
ss,cap,p139,0.0
ss,cap,p140,0.0
ss,cap,p141,0.0
ss,cap,p142,0.0
ss,cap,p143,0.0
ss,cap,p144,0.0
ss,cap,p145,0.0
ss,cap,p146,0.0
ss,cap,p147,0.0
ss,cap,p148,0.0
ss,cap,p149,0.0
ss,cap,p150,0.0
ss,cap,p151,0.0
ss,cap,p152,0.0
ss,cap,p153,0.0
ss,cap,p154,0.0
ss,cap,p155,0.0
ss,cap,p156,0.0
ss,cap,p157,0.0
ss,cap,p158,0.0
ss,cap,p159,0.0
ss,cap,p160,0.0
ss,cap,p161,0.0
ss,cap,p162,0.0
ss,cap,p163,0.0
ss,cap,p164,0.0
ss,cap,p165,0.0
ss,cap,p166,0.0
ss,cap,p167,0.0
ss,cap,p168,0.0
ss,cap,p169,0.0
ss,cap,p170,0.0
ss,cap,p171,0.0
ss,cap,p172,0.0
ss,cap,p173,0.0
ss,cap,p174,0.0
ss,cap,p175,0.0
ss,cap,p176,0.0
ss,cap,p177,0.0
ss,cap,p178,0.0
ss,cap,p179,0.0
ss,cap,p180,0.0
ss,cap,p181,0.0
ss,cap,p182,0.0
ss,cap,p183,0.0
ss,cap,p184,0.0
ss,cap,p185,0.0
ss,cap,p186,0.0
ss,cap,p187,0.0
ss,cap,p188,0.0
ss,cap,p189,0.0
ss,cap,p190,0.0
ss,cap,p191,0.0
ss,cap,p192,0.0
ss,cap,p193,0.0
ss,cap,p194,0.0
ss,cap,p195,0.0
ss,cap,p196,0.0
ss,cap,p197,0.0
ss,cap,p198,0.0
ss,cap,p199,0.0
ss,cap,p200,0.0
ss,cap,p201,0.0
ss,cap,p202,0.0
ss,cap,p203,0.0
ss,cap,p204,0.0
ss,cap,p205,0.0
fsu,cost,p1,0.1
fsu,cost,p2,0.1
fsu,cost,p3,0.1
fsu,cost,p4,0.1
fsu,cost,p5,0.1
fsu,cost,p6,0.1
fsu,cost,p7,0.1
fsu,cost,p8,0.1
fsu,cost,p9,0.1
fsu,cost,p10,0.1
fsu,cost,p11,0.1
fsu,cost,p12,0.1
fsu,cost,p13,0.1
fsu,cost,p14,0.1
fsu,cost,p15,0.1
fsu,cost,p16,0.1
fsu,cost,p17,0.1
fsu,cost,p18,0.1
fsu,cost,p19,0.1
fsu,cost,p20,0.1
fsu,cost,p21,0.1
fsu,cost,p22,0.1
fsu,cost,p23,0.1
fsu,cost,p24,0.1
fsu,cost,p25,0.1
fsu,cost,p26,0.1
fsu,cost,p27,0.1
fsu,cost,p28,0.1
fsu,cost,p29,0.1
fsu,cost,p30,0.1
fsu,cost,p31,0.1
fsu,cost,p32,0.1
fsu,cost,p33,0.1
fsu,cost,p34,0.1
fsu,cost,p35,0.1
fsu,cost,p36,0.1
fsu,cost,p37,0.1
fsu,cost,p38,0.1
fsu,cost,p39,0.1
fsu,cost,p40,0.1
fsu,cost,p41,0.1
fsu,cost,p42,0.1
fsu,cost,p43,0.1
fsu,cost,p44,0.1
fsu,cost,p45,0.1
fsu,cost,p46,0.1
fsu,cost,p47,0.1
fsu,cost,p48,0.1
fsu,cost,p49,0.1
fsu,cost,p50,0.1
fsu,cost,p51,0.1
fsu,cost,p52,0.1
fsu,cost,p53,0.1
fsu,cost,p54,0.1
fsu,cost,p55,0.1
fsu,cost,p56,0.1
fsu,cost,p57,0.1
fsu,cost,p58,0.1
fsu,cost,p59,0.1
fsu,cost,p60,0.1
fsu,cost,p61,0.1
fsu,cost,p62,0.1
fsu,cost,p63,0.1
fsu,cost,p64,0.1
fsu,cost,p65,0.1
fsu,cost,p66,0.1
fsu,cost,p67,0.1
fsu,cost,p68,0.1
fsu,cost,p69,0.1
fsu,cost,p70,0.1
fsu,cost,p71,0.1
fsu,cost,p72,0.1
fsu,cost,p73,0.1
fsu,cost,p74,0.1
fsu,cost,p75,0.1
fsu,cost,p76,0.1
fsu,cost,p77,0.1
fsu,cost,p78,0.1
fsu,cost,p79,0.1
fsu,cost,p80,0.1
fsu,cost,p81,0.1
fsu,cost,p82,0.1
fsu,cost,p83,0.1
fsu,cost,p84,0.1
fsu,cost,p85,0.1
fsu,cost,p86,0.1
fsu,cost,p87,0.1
fsu,cost,p88,0.1
fsu,cost,p89,0.1
fsu,cost,p90,0.1
fsu,cost,p91,0.1
fsu,cost,p92,0.1
fsu,cost,p93,0.1
fsu,cost,p94,0.1
fsu,cost,p95,0.1
fsu,cost,p96,0.1
fsu,cost,p97,0.1
fsu,cost,p98,0.1
fsu,cost,p99,0.1
fsu,cost,p100,0.1
fsu,cost,p101,0.1
fsu,cost,p102,0.1
fsu,cost,p103,0.1
fsu,cost,p104,0.1
fsu,cost,p105,0.1
fsu,cost,p106,0.1
fsu,cost,p107,0.1
fsu,cost,p108,0.1
fsu,cost,p109,0.1
fsu,cost,p110,0.1
fsu,cost,p111,0.1
fsu,cost,p112,0.1
fsu,cost,p113,0.1
fsu,cost,p114,0.1
fsu,cost,p115,0.1
fsu,cost,p116,0.1
fsu,cost,p117,0.1
fsu,cost,p118,0.1
fsu,cost,p119,63.9
fsu,cost,p120,34.1
fsu,cost,p121,0.1
fsu,cost,p122,14.6
fsu,cost,p123,0.1
fsu,cost,p124,0.1
fsu,cost,p125,0.1
fsu,cost,p126,0.4
fsu,cost,p127,0.1
fsu,cost,p128,0.1
fsu,cost,p129,0.1
fsu,cost,p130,0.1
fsu,cost,p131,0.1
fsu,cost,p132,0.1
fsu,cost,p133,0.1
fsu,cost,p134,0.1
fsu,cost,p137,0.1
fsu,cost,p138,0.1
fsu,cost,p139,0.1
fsu,cost,p140,0.1
fsu,cost,p141,0.1
fsu,cost,p142,0.1
fsu,cost,p143,0.1
fsu,cost,p144,0.1
fsu,cost,p145,0.1
fsu,cost,p146,0.1
fsu,cost,p147,0.1
fsu,cost,p148,0.1
fsu,cost,p149,0.1
fsu,cost,p150,0.1
fsu,cost,p151,0.1
fsu,cost,p152,0.1
fsu,cost,p153,0.1
fsu,cost,p154,0.1
fsu,cost,p155,0.1
fsu,cost,p156,0.1
fsu,cost,p157,0.1
fsu,cost,p158,0.1
fsu,cost,p159,0.1
fsu,cost,p160,0.1
fsu,cost,p161,0.1
fsu,cost,p162,0.1
fsu,cost,p163,0.1
fsu,cost,p164,0.1
fsu,cost,p165,0.1
fsu,cost,p166,0.1
fsu,cost,p167,0.1
fsu,cost,p168,0.1
fsu,cost,p169,0.1
fsu,cost,p170,0.1
fsu,cost,p171,0.1
fsu,cost,p172,0.1
fsu,cost,p173,0.1
fsu,cost,p174,0.1
fsu,cost,p175,0.1
fsu,cost,p176,0.1
fsu,cost,p177,0.1
fsu,cost,p178,0.1
fsu,cost,p179,0.1
fsu,cost,p180,0.1
fsu,cost,p181,0.1
fsu,cost,p182,0.1
fsu,cost,p183,0.1
fsu,cost,p184,0.1
fsu,cost,p185,0.1
fsu,cost,p186,0.1
fsu,cost,p187,0.1
fsu,cost,p188,0.1
fsu,cost,p189,0.1
fsu,cost,p190,0.1
fsu,cost,p191,0.1
fsu,cost,p192,0.1
fsu,cost,p193,0.1
fsu,cost,p194,0.1
fsu,cost,p195,0.1
fsu,cost,p196,0.1
fsu,cost,p197,0.1
fsu,cost,p198,0.1
fsu,cost,p199,0.1
fsu,cost,p200,0.1
fsu,cost,p201,0.1
fsu,cost,p202,0.1
fsu,cost,p203,0.1
fsu,cost,p204,0.1
fsu,cost,p205,0.1
fg,cost,p1,41.9
fg,cost,p2,49.6
fg,cost,p3,76.2
fg,cost,p4,15.3
fg,cost,p5,122.8
fg,cost,p6,76.6
fg,cost,p7,136.2
fg,cost,p8,0.1
fg,cost,p9,0.1
fg,cost,p10,0.1
fg,cost,p11,0.1
fg,cost,p12,208.0
fg,cost,p13,183.8
fg,cost,p14,84.6
fg,cost,p15,57.7
fg,cost,p16,0.1
fg,cost,p17,4.7
fg,cost,p18,38.8
fg,cost,p19,67.3
fg,cost,p20,65.3
fg,cost,p21,93.7
fg,cost,p22,227.2
fg,cost,p23,262.2
fg,cost,p24,117.3
fg,cost,p25,81.1
fg,cost,p26,50.5
fg,cost,p27,68.8
fg,cost,p28,122.3
fg,cost,p29,179.2
fg,cost,p30,0.1
fg,cost,p31,95.1
fg,cost,p32,199.4
fg,cost,p33,97.3
fg,cost,p34,125.0
fg,cost,p35,142.7
fg,cost,p36,168.1
fg,cost,p37,66.7
fg,cost,p38,132.0
fg,cost,p39,48.5
fg,cost,p40,75.9
fg,cost,p41,28.7
fg,cost,p42,94.8
fg,cost,p43,98.1
fg,cost,p44,86.7
fg,cost,p45,143.7
fg,cost,p46,159.5
fg,cost,p47,16.1
fg,cost,p48,0.1
fg,cost,p49,119.7
fg,cost,p50,134.1
fg,cost,p51,238.0
fg,cost,p52,20.3
fg,cost,p53,19.9
fg,cost,p54,130.7
fg,cost,p55,489.0
fg,cost,p56,269.8
fg,cost,p57,175.3
fg,cost,p58,377.5
fg,cost,p59,0.1
fg,cost,p60,47.5
fg,cost,p61,195.7
fg,cost,p62,70.6
fg,cost,p63,132.3
fg,cost,p64,139.6
fg,cost,p65,212.7
fg,cost,p66,150.1
fg,cost,p67,39.9
fg,cost,p68,176.8
fg,cost,p69,262.0
fg,cost,p70,336.8
fg,cost,p71,0.1
fg,cost,p72,214.0
fg,cost,p73,443.3
fg,cost,p74,127.6
fg,cost,p75,88.4
fg,cost,p76,156.2
fg,cost,p77,299.9
fg,cost,p78,359.0
fg,cost,p79,283.3
fg,cost,p80,401.2
fg,cost,p81,129.2
fg,cost,p82,125.0
fg,cost,p83,158.5
fg,cost,p84,442.3
fg,cost,p85,176.1
fg,cost,p86,230.8
fg,cost,p87,433.6
fg,cost,p88,342.2
fg,cost,p89,260.4
fg,cost,p90,234.0
fg,cost,p91,133.8
fg,cost,p92,173.6
fg,cost,p93,176.5
fg,cost,p94,199.1
fg,cost,p95,130.4
fg,cost,p96,27.7
fg,cost,p97,167.2
fg,cost,p98,119.5
fg,cost,p99,125.8
fg,cost,p100,177.0
fg,cost,p101,242.6
fg,cost,p102,0.1
fg,cost,p103,78.4
fg,cost,p104,55.9
fg,cost,p105,102.0
fg,cost,p106,53.6
fg,cost,p107,98.9
fg,cost,p108,133.9
fg,cost,p109,128.9
fg,cost,p110,113.1
fg,cost,p111,73.7
fg,cost,p112,82.6
fg,cost,p113,77.8
fg,cost,p114,87.2
fg,cost,p115,145.0
fg,cost,p116,124.6
fg,cost,p117,107.5
fg,cost,p118,176.6
fg,cost,p119,129.5
fg,cost,p120,127.6
fg,cost,p121,120.4
fg,cost,p122,148.7
fg,cost,p123,157.4
fg,cost,p124,0.1
fg,cost,p125,98.7
fg,cost,p126,157.4
fg,cost,p127,112.3
fg,cost,p128,184.4
fg,cost,p129,81.2
fg,cost,p130,71.2
fg,cost,p131,72.0
fg,cost,p132,0.1
fg,cost,p133,73.2
fg,cost,p134,88.6
fg,cost,p137,0.1
fg,cost,p138,0.1
fg,cost,p139,0.1
fg,cost,p140,0.1
fg,cost,p141,0.1
fg,cost,p142,0.1
fg,cost,p143,0.1
fg,cost,p144,0.1
fg,cost,p145,0.1
fg,cost,p146,0.1
fg,cost,p147,0.1
fg,cost,p148,0.1
fg,cost,p149,0.1
fg,cost,p150,0.1
fg,cost,p151,0.1
fg,cost,p152,0.1
fg,cost,p153,0.1
fg,cost,p154,0.1
fg,cost,p155,0.1
fg,cost,p156,0.1
fg,cost,p157,0.1
fg,cost,p158,0.1
fg,cost,p159,0.1
fg,cost,p160,0.1
fg,cost,p161,0.1
fg,cost,p162,0.1
fg,cost,p163,0.1
fg,cost,p164,0.1
fg,cost,p165,0.1
fg,cost,p166,0.1
fg,cost,p167,0.1
fg,cost,p168,0.1
fg,cost,p169,0.1
fg,cost,p170,0.1
fg,cost,p171,0.1
fg,cost,p172,0.1
fg,cost,p173,0.1
fg,cost,p174,0.1
fg,cost,p175,0.1
fg,cost,p176,0.1
fg,cost,p177,0.1
fg,cost,p178,0.1
fg,cost,p179,0.1
fg,cost,p180,0.1
fg,cost,p181,0.1
fg,cost,p182,0.1
fg,cost,p183,0.1
fg,cost,p184,0.1
fg,cost,p185,0.1
fg,cost,p186,0.1
fg,cost,p187,0.1
fg,cost,p188,0.1
fg,cost,p189,0.1
fg,cost,p190,0.1
fg,cost,p191,0.1
fg,cost,p192,0.1
fg,cost,p193,0.1
fg,cost,p194,0.1
fg,cost,p195,0.1
fg,cost,p196,0.1
fg,cost,p197,0.1
fg,cost,p198,0.1
fg,cost,p199,0.1
fg,cost,p200,0.1
fg,cost,p201,0.1
fg,cost,p202,0.1
fg,cost,p203,0.1
fg,cost,p204,0.1
fg,cost,p205,0.1
fsa,cost,p1,90.2
fsa,cost,p2,82.1
fsa,cost,p3,90.2
fsa,cost,p4,90.2
fsa,cost,p5,58.6
fsa,cost,p6,96.2
fsa,cost,p7,147.9
fsa,cost,p8,0.1
fsa,cost,p9,0.1
fsa,cost,p10,0.1
fsa,cost,p11,0.1
fsa,cost,p12,528.9
fsa,cost,p13,461.1
fsa,cost,p14,84.6
fsa,cost,p15,114.7
fsa,cost,p16,150.8
fsa,cost,p17,65.3
fsa,cost,p18,93.3
fsa,cost,p19,90.2
fsa,cost,p20,88.1
fsa,cost,p21,162.1
fsa,cost,p22,131.5
fsa,cost,p23,74.3
fsa,cost,p24,266.2
fsa,cost,p25,286.6
fsa,cost,p26,299.3
fsa,cost,p27,272.6
fsa,cost,p28,213.1
fsa,cost,p29,308.9
fsa,cost,p30,199.4
fsa,cost,p31,536.6
fsa,cost,p32,0.1
fsa,cost,p33,899.8
fsa,cost,p34,967.0
fsa,cost,p35,81.6
fsa,cost,p36,77.8
fsa,cost,p37,75.7
fsa,cost,p38,0.1
fsa,cost,p39,280.1
fsa,cost,p40,109.0
fsa,cost,p41,75.0
fsa,cost,p42,0.1
fsa,cost,p43,0.1
fsa,cost,p44,0.1
fsa,cost,p45,0.1
fsa,cost,p46,0.1
fsa,cost,p47,433.0
fsa,cost,p48,340.9
fsa,cost,p49,434.8
fsa,cost,p50,392.1
fsa,cost,p51,344.4
fsa,cost,p52,496.8
fsa,cost,p53,303.2
fsa,cost,p54,0.1
fsa,cost,p55,0.1
fsa,cost,p56,0.1
fsa,cost,p57,151.7
fsa,cost,p58,0.1
fsa,cost,p59,315.7
fsa,cost,p60,282.0
fsa,cost,p61,274.1
fsa,cost,p62,309.3
fsa,cost,p63,283.2
fsa,cost,p64,270.6
fsa,cost,p65,270.6
fsa,cost,p66,221.4
fsa,cost,p67,270.6
fsa,cost,p68,0.1
fsa,cost,p69,0.1
fsa,cost,p70,0.1
fsa,cost,p71,0.1
fsa,cost,p72,0.1
fsa,cost,p73,0.1
fsa,cost,p74,0.1
fsa,cost,p75,0.1
fsa,cost,p76,0.1
fsa,cost,p77,0.1
fsa,cost,p78,0.1
fsa,cost,p79,0.1
fsa,cost,p80,0.1
fsa,cost,p81,0.1
fsa,cost,p82,0.1
fsa,cost,p83,0.1
fsa,cost,p84,0.1
fsa,cost,p85,0.1
fsa,cost,p86,0.1
fsa,cost,p87,0.1
fsa,cost,p88,0.1
fsa,cost,p89,0.1
fsa,cost,p90,0.1
fsa,cost,p91,0.1
fsa,cost,p92,0.1
fsa,cost,p93,0.1
fsa,cost,p94,0.1
fsa,cost,p95,0.1
fsa,cost,p96,0.1
fsa,cost,p97,0.1
fsa,cost,p98,0.1
fsa,cost,p99,0.1
fsa,cost,p100,0.1
fsa,cost,p101,0.1
fsa,cost,p102,0.1
fsa,cost,p103,0.1
fsa,cost,p104,0.1
fsa,cost,p105,0.1
fsa,cost,p106,0.1
fsa,cost,p107,0.1
fsa,cost,p108,0.1
fsa,cost,p109,0.1
fsa,cost,p110,0.1
fsa,cost,p111,0.1
fsa,cost,p112,0.1
fsa,cost,p113,0.1
fsa,cost,p114,0.1
fsa,cost,p115,0.1
fsa,cost,p116,0.1
fsa,cost,p117,0.1
fsa,cost,p118,0.1
fsa,cost,p119,0.1
fsa,cost,p120,0.1
fsa,cost,p121,0.1
fsa,cost,p122,0.1
fsa,cost,p123,0.1
fsa,cost,p124,0.1
fsa,cost,p125,0.1
fsa,cost,p126,0.1
fsa,cost,p127,0.1
fsa,cost,p128,0.1
fsa,cost,p129,0.1
fsa,cost,p130,0.1
fsa,cost,p131,0.1
fsa,cost,p132,0.1
fsa,cost,p133,0.1
fsa,cost,p134,0.1
fsa,cost,p137,0.1
fsa,cost,p138,0.1
fsa,cost,p139,0.1
