r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p20147,0,0,0,0,0.005,0.016,0.05,0.054161154,0.062602075,0.078605526,0.107919099,0.152998726,0.188,0.243,0.32,0.41,0.526,0.615,0.713,0.819,0.937
p20149,0,0,0,0.013,0.178,0.531,1.715,1.990677886,2.4000999,2.917138422,3.559105123,4.405463305,4.604,4.878,5.188,5.503,5.836,6.133,6.485,7.008,7.602
p20151,0,0,0,0.007,0.055,0.091,0.181,0.221754159,0.299216698,0.400669836,0.545158334,0.752618731,0.808,0.85,0.899,0.94,0.993,1.047,1.107,1.162,1.226
p20155,0,0,0,0.027,0.146,0.353,0.803,1.070960177,1.452580355,1.962954671,2.713553421,3.838468028,4.452,5.003,5.759,6.586,7.586,8.332,9.285,10.32,11.44
p20157,0,0,0,0,0.004,0.014,0.046,0.048029703,0.050930502,0.062229375,0.087892874,0.137248857,0.188,0.248,0.336,0.44,0.57,0.68,0.803,0.933,1.073
p20159,0,0,0,0.001,0.01,0.034,0.111,0.119563302,0.135814672,0.163761513,0.218063334,0.313872386,0.4,0.515,0.67,0.847,1.062,1.237,1.434,1.646,1.848
p20161,0,0,0,0.001,0.031,0.106,0.344,0.376062352,0.438214526,0.552422171,0.742082875,1.109240761,1.435,1.805,2.342,2.89,3.537,4.039,4.699,5.459,6.276
p20163,0,0,0,0,0.011,0.038,0.132,0.145111016,0.16976834,0.20743125,0.265903759,0.347622104,0.392,0.465,0.547,0.633,0.719,0.801,0.889,0.989,1.094
p20165,0,0,0,0.004,0.034,0.073,0.147,0.168614913,0.213271476,0.272935855,0.346008657,0.46462113,0.502,0.562,0.631,0.701,0.778,0.845,0.924,1.031,1.152
p20167,0,0,0,0,0.005,0.019,0.062,0.065402148,0.07002944,0.07969727,0.096793418,0.12599895,0.151,0.188,0.238,0.297,0.373,0.439,0.509,0.588,0.673
p20169,0,0,0,0.006,0.052,0.106,0.301,0.314747838,0.338475627,0.377743224,0.476179116,0.623244809,0.786,0.942,1.168,1.485,1.975,2.553,3.651,5.218,7.189
p20173,0,0,0,0.072,0.541,1.515,4.619,5.844295087,7.770084689,10.73729655,15.26554592,22.51668745,27.419,32.968,40.42,48.837,58.655,68.016,78.155,89.156,106.382
p20175,0,0,0,0.001,0.025,0.088,0.302,0.329054558,0.384100868,0.477091875,0.628600936,0.842617981,0.977,1.168,1.39,1.632,1.892,2.129,2.378,2.652,2.957
p20177,0,0,0,0.001,0.358,1.463,5.486,6.067071154,6.971112441,8.160782074,9.674891574,11.67740273,12.384,13.619,15.286,17.3,19.838,22.236,24.831,27.613,30.787
p20183,0,0,0,0.003,0.01,0.024,0.055,0.075621234,0.10504416,0.143018388,0.192474269,0.248622929,0.269,0.303,0.35,0.384,0.433,0.479,0.532,0.595,0.665
p20185,0,0,0,0,0.004,0.015,0.048,0.053139245,0.062602075,0.081880757,0.116819643,0.172123566,0.222,0.294,0.388,0.494,0.619,0.733,0.853,0.98,1.113
p20191,0,0,0,0.001,0.019,0.063,0.204,0.218688433,0.252530405,0.317697336,0.430563827,0.615369874,0.776,1.011,1.316,1.677,2.109,2.542,3.007,3.491,3.985
p20197,0,0,0,0.001,0.055,0.217,0.808,0.903367172,1.047258444,1.2445875,1.49529143,1.801109998,1.85,1.948,2.061,2.166,2.288,2.407,2.536,2.692,2.861
p20201,0,0,0,0.001,0.034,0.128,0.462,0.515041917,0.602677605,0.719458915,0.872253334,1.076616032,1.152,1.281,1.432,1.597,1.772,1.962,2.158,2.364,2.572
p20205,0,0,0,0,0.007,0.026,0.087,0.096059405,0.113532577,0.150660592,0.222513606,0.347622104,0.469,0.63,0.847,1.095,1.388,1.633,1.898,2.177,2.465
p20207,0,0,0,0,0.015,0.06,0.216,0.240148513,0.275873552,0.320972566,0.381610834,0.455621205,0.478,0.525,0.576,0.636,0.708,0.773,0.841,0.907,0.981
p20209,0,0,0,0.152,0.747,1.995,3.395,3.554197991,3.869657089,5.125735363,7.593276793,11.15765706,12.874,13.774,15.203,17.1,19.503,21.731,24.318,27.189,30.27
p29003,0.03,0.06,0.12,0.169,0.23,0.383,0.016,0.016350537,0.019098938,0.027293586,0.045615289,0.082124316,0.122,0.162,0.226,0.325,0.488,0.746,1.117,1.62,2.265
p29005,0.0125,0.025,0.05,0.072,0.101,0.171,0.007,0.008175269,0.009549469,0.013100921,0.018913656,0.029249756,0.04,0.053,0.074,0.106,0.155,0.234,0.343,0.489,0.672
p29021,0.1855,0.371,0.742,1.015,1.357,2.216,0.089,0.094015588,0.103983108,0.128825724,0.186911429,0.320622329,0.469,0.596,0.833,1.204,1.806,2.776,4.166,6.044,8.455
p29025,0.01775,0.0355,0.071,0.101,0.137,0.231,0.009,0.010219086,0.010610521,0.012009178,0.01668852,0.025874784,0.037,0.045,0.064,0.093,0.14,0.218,0.33,0.489,0.704
p29033,0.0215,0.043,0.086,0.12,0.163,0.268,0.011,0.012262903,0.013793678,0.018559638,0.032264473,0.060749494,0.093,0.114,0.15,0.208,0.298,0.446,0.66,0.955,1.339
p29037,0.194,0.388,0.776,1.066,1.426,2.35,0.095,0.100147039,0.108227316,0.12773398,0.183573725,0.298122517,0.423,0.539,0.715,1,1.458,2.185,3.262,4.735,6.646
p29041,0.01675,0.0335,0.067,0.094,0.128,0.214,0.009,0.009197177,0.010610521,0.012009178,0.01668852,0.028124766,0.041,0.054,0.077,0.113,0.175,0.276,0.427,0.637,0.911
p29047,0.496,0.992,1.984,2.835,3.942,6.272,0.247,0.296353484,0.428665057,0.680156151,1.181547246,1.69761086,2.056,2.293,2.891,4.049,5.585,8.203,12.034,17.342,24.211
p29049,0.037,0.074,0.148,0.209,0.287,0.477,0.02,0.02146008,0.024404199,0.030568816,0.041165017,0.062999475,0.084,0.106,0.141,0.192,0.283,0.44,0.682,1.028,1.49
p29061,0.0165,0.033,0.066,0.092,0.125,0.211,0.009,0.009197177,0.009549469,0.012009178,0.017801088,0.026999775,0.039,0.05,0.07,0.1,0.15,0.235,0.36,0.535,0.77
p29063,0.019,0.038,0.076,0.106,0.145,0.243,0.01,0.012262903,0.019098938,0.032752303,0.060078674,0.109124091,0.161,0.215,0.289,0.389,0.533,0.741,1.029,1.413,1.901
p29075,0.013,0.026,0.052,0.073,0.099,0.166,0.007,0.00715336,0.009549469,0.013100921,0.022251361,0.039374672,0.059,0.085,0.126,0.19,0.291,0.45,0.673,0.974,1.357
p29079,0.02075,0.0415,0.083,0.115,0.155,0.257,0.01,0.011240994,0.012732625,0.015284408,0.022251361,0.038249681,0.056,0.067,0.086,0.118,0.167,0.24,0.352,0.513,0.729
p29081,0.01825,0.0365,0.073,0.103,0.139,0.231,0.01,0.010219086,0.012732625,0.020743125,0.038939881,0.068624428,0.097,0.117,0.144,0.178,0.234,0.321,0.444,0.606,0.81
p29087,0.0125,0.025,0.05,0.071,0.098,0.164,0.007,0.008175269,0.009549469,0.014192664,0.022251361,0.037124691,0.054,0.077,0.114,0.17,0.255,0.383,0.561,0.796,1.092
p29095,2.06375,4.1275,8.255,12.077,17.371,28.649,1.129,1.478701695,2.287628375,4.041634146,7.536535824,13.8790094,20.57,24.369,28.944,34.843,42.648,54.08,69.889,90.722,116.576
p29101,0.0925,0.185,0.37,0.518,0.699,1.161,0.047,0.05007352,0.054113658,0.065504605,0.094568282,0.151873735,0.211,0.254,0.324,0.419,0.58,0.836,1.191,1.678,2.333
p29107,0.0645,0.129,0.258,0.357,0.48,0.791,0.032,0.033722983,0.037136824,0.042577993,0.063416378,0.110249082,0.162,0.192,0.237,0.306,0.443,0.679,1.012,1.51,2.178
p29115,0.02975,0.0595,0.119,0.166,0.224,0.366,0.015,0.016350537,0.018037886,0.022926612,0.035602177,0.068624428,0.102,0.12,0.16,0.225,0.333,0.504,0.746,1.08,1.507
p29117,0.031,0.062,0.124,0.176,0.238,0.388,0.016,0.017372446,0.022282095,0.032752303,0.056740969,0.109124091,0.167,0.194,0.239,0.317,0.452,0.674,1.018,1.5,2.129
p29129,0.00825,0.0165,0.033,0.048,0.067,0.116,0.005,0.005109543,0.006366313,0.007642204,0.012238248,0.021374822,0.031,0.043,0.062,0.091,0.136,0.206,0.304,0.434,0.596
p29147,0.03975,0.0795,0.159,0.222,0.299,0.498,0.02,0.02146008,0.024404199,0.030568816,0.042277585,0.068624428,0.098,0.13,0.185,0.27,0.408,0.63,0.968,1.439,2.047
p29159,0.103,0.206,0.412,0.627,0.897,1.43,0.055,0.075621234,0.122020994,0.218348684,0.399411922,0.741368825,1.024,1.217,1.475,1.813,2.221,2.789,3.659,4.848,6.37
p29165,0.49525,0.9905,1.981,2.479,3.115,4.584,0.166,0.901323355,2.542280884,5.218533554,9.461278513,16.21786491,20.416,20.631,20.863,21.105,21.695,25.207,26.58,29.701,32.833
p29171,0.01175,0.0235,0.047,0.065,0.088,0.148,0.006,0.006131451,0.006366313,0.007642204,0.01112568,0.019124841,0.027,0.032,0.043,0.058,0.08,0.122,0.192,0.289,0.416
p29177,0.03975,0.0795,0.159,0.225,0.305,0.512,0.021,0.02146008,0.023343147,0.028385329,0.037827313,0.066374447,0.102,0.125,0.181,0.274,0.424,0.66,1.019,1.517,2.169
p29195,0.07825,0.1565,0.313,0.415,0.543,0.83,0.031,0.103212765,0.248286197,0.527312072,0.967934185,1.615486544,2.042,2.077,2.139,2.308,2.636,3.153,3.852,4.688,5.677
p29211,0.01275,0.0255,0.051,0.072,0.097,0.164,0.007,0.00715336,0.007427365,0.008733947,0.012238248,0.020249831,0.03,0.039,0.053,0.075,0.11,0.164,0.239,0.338,0.467
p29227,0.005,0.01,0.02,0.029,0.04,0.068,0.003,0.003065726,0.004244208,0.006550461,0.012238248,0.021374822,0.03,0.04,0.056,0.078,0.111,0.162,0.232,0.327,0.447
p29009,0.0815,0.163,0.326,0.461,0.624,1.01,0.04,0.044963977,0.057296815,0.080789013,0.125720187,0.208123266,0.279,0.316,0.36,0.431,0.547,0.721,0.973,1.436,2.129
p29011,0.04025,0.0805,0.161,0.211,0.274,0.425,0.016,0.037810617,0.077456805,0.141926645,0.258115783,0.476996027,0.645,0.68,0.745,0.865,1.059,1.331,1.706,2.274,2.996
p29013,0.03275,0.0655,0.131,0.182,0.245,0.407,0.017,0.017372446,0.018037886,0.020743125,0.028926769,0.049499588,0.076,0.099,0.142,0.214,0.337,0.539,0.835,1.255,1.792
p29015,0.06025,0.1205,0.241,0.343,0.467,0.777,0.031,0.033722983,0.038197876,0.049128454,0.070091786,0.114749044,0.163,0.183,0.214,0.279,0.379,0.537,0.855,1.342,1.997
p29039,0.03425,0.0685,0.137,0.195,0.26,0.421,0.017,0.019416263,0.025465251,0.037119276,0.057853537,0.093374222,0.125,0.143,0.171,0.217,0.304,0.447,0.658,0.966,1.368
p29043,0.18,0.36,0.72,1.003,1.335,2.155,0.085,0.100147039,0.128387307,0.182321151,0.297055664,0.523120643,0.743,0.803,0.893,1.033,1.29,1.748,2.469,3.49,4.847
p29057,0.0165,0.033,0.066,0.093,0.127,0.21,0.009,0.009197177,0.010610521,0.013100921,0.020026225,0.033749719,0.05,0.064,0.088,0.126,0.187,0.285,0.429,0.632,0.894
p29067,0.02675,0.0535,0.107,0.151,0.203,0.338,0.014,0.016350537,0.021221042,0.029477072,0.045615289,0.079874335,0.111,0.122,0.147,0.188,0.256,0.37,0.558,0.842,1.222
p29077,0.786,1.572,3.144,4.515,6.065,9.773,0.375,0.493581837,0.759713319,1.341752665,2.57336985,4.59333674,6.087,6.464,6.963,7.674,9.332,11.661,14.822,19.612,26.371
p29083,0.048,0.096,0.192,0.266,0.358,0.592,0.024,0.025547714,0.027587355,0.031660559,0.043390153,0.084374297,0.137,0.169,0.22,0.359,0.599,0.991,1.563,2.365,3.39
p29085,0.02625,0.0525,0.105,0.149,0.203,0.341,0.014,0.01430672,0.015915782,0.018559638,0.023363929,0.03487471,0.049,0.057,0.077,0.111,0.163,0.259,0.404,0.612,0.879
p29097,0.241,0.482,0.964,1.323,1.769,2.885,0.115,0.123650936,0.142180984,0.179045921,0.282592279,0.479246008,0.681,0.899,1.25,1.776,2.604,3.886,5.66,8.008,10.951
p29109,0.0835,0.167,0.334,0.501,0.668,1.067,0.042,0.053139245,0.078517857,0.129917467,0.230301582,0.399371673,0.533,0.59,0.708,0.879,1.125,1.462,1.961,2.657,3.614
p29119,0.04025,0.0805,0.161,0.228,0.31,0.522,0.021,0.022481988,0.024404199,0.027293586,0.037827313,0.067499438,0.104,0.125,0.181,0.277,0.44,0.701,1.086,1.633,2.331
p29145,0.10475,0.2095,0.419,0.574,0.764,1.254,0.05,0.052117337,0.05517471,0.060045888,0.070091786,0.100124166,0.131,0.172,0.239,0.34,0.501,0.754,1.126,1.644,2.29
p29153,0.02175,0.0435,0.087,0.124,0.17,0.286,0.012,0.012262903,0.013793678,0.017467895,0.024476497,0.040499663,0.058,0.075,0.103,0.149,0.222,0.335,0.5,0.731,1.024
p29167,0.077,0.154,0.308,0.474,0.659,1.026,0.039,0.054161154,0.085945222,0.148477105,0.265903759,0.485995952,0.683,0.753,0.856,0.995,1.175,1.447,1.876,2.468,3.25
p29185,0.02225,0.0445,0.089,0.126,0.172,0.286,0.012,0.012262903,0.013793678,0.017467895,0.027814201,0.046124616,0.066,0.089,0.125,0.179,0.269,0.415,0.626,0.923,1.305
p29209,0.098,0.196,0.392,0.541,0.724,1.179,0.047,0.05722688,0.081701013,0.122275263,0.189136565,0.320622329,0.427,0.455,0.519,0.62,0.794,1.098,1.555,2.286,3.316
p29213,0.1955,0.391,0.782,1.055,1.394,2.16,0.082,0.127738571,0.215393581,0.37010102,0.682004201,1.262239486,1.84,1.905,2.037,2.292,2.724,3.515,4.918,6.786,9.104
p29217,0.04425,0.0885,0.177,0.245,0.33,0.542,0.022,0.029635348,0.043503137,0.076422039,0.135733299,0.254247882,0.365,0.434,0.545,0.71,0.965,1.358,1.909,2.693,3.677
p29225,0.06725,0.1345,0.269,0.378,0.512,0.833,0.033,0.036788708,0.043503137,0.056770658,0.087892874,0.157498688,0.226,0.245,0.267,0.3,0.35,0.437,0.587,0.819,1.16
p05007,0.00175,0.0035,0.007,0.024,0.085,0.281,1.136,1.221180736,1.383611967,5.834276843,13.09937597,26.14703221,25.265,25.486,25.959,26.612,27.617,28.963,30.534,32.62,35.036
p05009,0.00725,0.0145,0.029,0.049,1.398,1.662,2.682,2.770394122,2.927442804,4.007790099,6.061270618,10.83365976,10.571,10.712,10.932,11.194,11.517,11.959,12.457,13.021,13.61
p05015,0.00625,0.0125,0.025,0.085,0.696,1.938,6.932,7.095111171,7.389166977,7.963176515,8.72920875,10.26778947,9.388,9.436,9.501,9.579,9.692,9.795,9.941,10.203,10.507
p05023,0.00075,0.0015,0.003,0.008,0.03,0.093,0.366,0.393434798,0.442458735,1.291532467,3.704851534,7.287689297,7.253,7.388,7.551,7.76,8.026,8.265,8.528,8.941,9.359
p05033,0.0005,0.001,0.002,0.006,0.023,0.076,0.309,0.33518601,0.375612451,0.438880855,0.53069495,1.588486769,2.164,2.26,2.412,2.68,3.029,3.553,4.134,4.73,5.547
p05047,0,0,0,0.001,0.005,0.016,0.062,0.066424057,0.075334701,0.088431217,0.111256803,0.295872536,0.386,0.411,0.449,0.496,0.575,0.67,0.81,1,1.19
p05061,0.00075,0.0015,0.003,0.006,0.161,0.192,0.305,0.31372593,0.331048262,0.349357895,0.718718946,1.308364102,1.274,1.297,1.323,1.358,1.398,1.464,1.543,1.637,1.799
p05071,0.00075,0.0015,0.003,0.005,0.037,0.075,0.212,0.224819884,0.250408301,0.288220263,0.560734286,1.550237087,1.642,1.662,1.713,1.764,1.862,2.087,2.384,2.701,3.041
p05083,0.001,0.002,0.004,0.006,0.138,0.167,0.282,0.29226585,0.313010376,0.339532204,0.382723402,1.093490892,1.17,1.189,1.209,1.266,1.375,1.512,1.678,1.908,2.259
p05087,0.003,0.006,0.012,0.077,0.474,1.504,5.765,5.969989841,6.348274845,6.773176186,7.218341368,7.897434218,7.127,7.132,7.141,7.179,7.236,7.299,7.401,7.505,7.65
p05089,0.0005,0.001,0.002,0.005,0.036,0.076,0.239,0.252411416,0.277995656,0.498926744,1.41073626,3.30634746,3.439,3.517,3.617,3.76,3.908,4.143,4.399,4.698,5.002
p05097,0.00025,0.0005,0.001,0.003,0.013,0.039,0.153,0.164527279,0.186745173,0.558972632,1.316167978,2.338855519,2.328,2.368,2.42,2.479,2.557,2.642,2.724,2.817,2.959
p05101,0.00075,0.0015,0.003,0.012,0.049,0.159,0.719,0.760299973,0.827620655,1.000036974,1.73226842,2.768601939,2.639,2.652,2.695,2.737,2.8,2.9,2.981,3.066,3.184
p05109,0.00025,0.0005,0.001,0.001,0.006,0.017,0.066,0.070511691,0.078517857,0.092798191,0.114594507,0.624369799,0.674,0.681,0.706,0.742,0.809,0.883,0.972,1.086,1.188
p05113,0.00025,0.0005,0.001,0.001,0.006,0.017,0.062,0.066424057,0.075334701,0.089522961,0.111256803,0.148498763,0.169,0.183,0.201,0.223,0.248,0.275,0.35,0.48,0.715
p05127,0,0,0,0.001,0.005,0.012,0.044,0.048029703,0.057296815,0.070963322,0.094568282,0.398246683,0.402,0.409,0.418,0.432,0.452,0.512,0.589,0.672,0.784
p05129,0.00075,0.0015,0.003,0.005,0.074,0.105,0.234,0.248323781,0.272690395,0.474908388,0.997973521,1.709985757,1.699,1.73,1.769,1.822,1.87,1.954,2.029,2.138,2.231
p05131,0.001,0.002,0.004,0.015,0.051,0.172,0.696,0.750080887,0.85520801,1.013137895,1.220487127,3.939717184,4.622,4.734,5.007,5.482,6.068,6.806,7.704,8.671,9.938
p05141,0.0005,0.001,0.002,0.005,0.041,0.081,0.257,0.275915313,0.307705115,0.793697467,1.705566787,3.063349484,3.023,3.056,3.123,3.212,3.273,3.39,3.583,3.795,3.979
p05143,0.0405,0.081,0.162,0.791,4.401,15.087,59.33,60.88224662,63.88807036,66.87583501,70.15853987,73.9062594,66.647,66.85,67.023,67.371,67.858,68.447,69.396,70.609,72.489
p48037,0.03625,0.0725,0.145,0.223,0.223,0.22,0.255,0.323945015,0.424420849,0.565523092,0.771009644,1.112615732,1.303,1.45,1.623,1.816,2.03,2.264,2.509,2.893,3.758
p48063,0.004,0.008,0.016,0.025,0.022,0.022,0.026,0.02861344,0.03501472,0.042577993,0.063416378,0.164248632,0.305,0.388,0.508,0.625,0.74,0.848,0.958,1.087,1.225
p48067,0.01175,0.0235,0.047,0.07,0.064,0.065,0.074,0.086862228,0.109288369,0.145201875,0.203599949,0.298122517,0.361,0.415,0.478,0.545,0.611,0.675,0.738,0.819,1.128
p48183,0.0425,0.085,0.17,0.241,0.206,0.199,0.214,0.23503897,0.273751447,0.339532204,0.4628283,0.656994528,0.793,0.9,1.029,1.179,1.33,1.496,1.685,1.871,2.277
p48203,0.0215,0.043,0.086,0.137,0.13,0.126,0.141,0.166571096,0.206905164,0.266385395,0.352684065,0.884242635,1.464,1.842,2.377,2.906,3.433,3.927,4.357,4.97,5.773
p48315,0.0045,0.009,0.018,0.028,0.024,0.024,0.028,0.030657257,0.03501472,0.043669737,0.065641514,0.197998351,0.369,0.503,0.658,0.83,0.976,1.11,1.233,1.395,1.573
p48343,0.0045,0.009,0.018,0.027,0.023,0.023,0.026,0.02861344,0.033953668,0.043669737,0.057853537,0.079874335,0.096,0.112,0.129,0.147,0.167,0.187,0.213,0.258,0.341
p48365,0.0075,0.015,0.03,0.043,0.035,0.035,0.038,0.039854434,0.045625241,0.054587171,0.066754082,0.08887426,0.107,0.123,0.145,0.171,0.201,0.235,0.273,0.31,0.413
p48449,0.0105,0.021,0.042,0.064,0.062,0.059,0.069,0.083796502,0.10504416,0.134284441,0.173560612,0.239623004,0.269,0.292,0.318,0.345,0.374,0.411,0.447,0.536,0.766
p48459,0.0115,0.023,0.046,0.072,0.063,0.063,0.073,0.083796502,0.098677847,0.120091776,0.183573725,0.345372123,0.539,0.702,0.892,1.077,1.216,1.398,1.566,1.7,2.027
p22001,0.0545,0.109,0.218,0.537,0.679,0.8,0.893,0.936068246,1.009060568,1.096110395,1.206023743,1.333113896,1.409,1.41,1.423,1.465,1.592,1.795,2.152,2.616,3.218
p22003,0.03625,0.0725,0.145,0.36,0.467,0.567,0.656,0.702051185,1.17988996,1.791550954,2.066038829,2.44797961,2.416,2.418,2.43,2.457,2.555,2.653,2.828,3.073,3.332
p22005,0.304,0.608,1.216,3.031,3.898,4.671,5.298,5.624584745,6.133942317,11.450205,13.34080323,15.74536885,15.528,15.53,15.532,15.868,16.619,17.655,18.825,20.261,21.825
p22007,0.0245,0.049,0.098,0.242,0.318,0.388,0.447,0.471099849,0.514610279,0.568798322,0.644176888,0.806618281,0.833,0.835,0.844,0.864,0.91,1.019,1.211,1.455,1.755
p22009,0.1805,0.361,0.722,1.811,2.378,2.862,3.242,3.383539261,4.846886093,8.394415166,9.82953853,11.48727932,11.19,11.197,11.208,11.379,11.72,12.256,12.899,13.644,14.744
p22011,0.02225,0.0445,0.089,0.222,0.291,0.357,0.41,0.428179689,0.458374517,0.512027665,0.682004201,0.958492016,1.053,1.056,1.067,1.115,1.204,1.349,1.479,1.649,1.865
p22013,0.01625,0.0325,0.065,0.161,0.206,0.248,0.28,0.297375393,0.324681949,0.359183586,0.403862194,0.48262098,0.519,0.526,0.535,0.573,0.636,0.708,0.805,0.93,1.069
p22015,0.003,0.006,0.012,0.016,0.066,0.104,0.224,0.298397301,0.393650337,0.504385461,0.630826072,0.932617232,1.136,1.164,1.205,1.266,1.361,1.67,2.268,3.157,4.392
p22017,0.00025,0.0005,0.001,0.001,0.001,0.002,0.003,0.005109543,0.008488417,0.014192664,0.023363929,0.040499663,0.06,0.097,0.16,0.269,0.459,0.78,1.295,2.019,3.115
p22019,0.11675,0.2335,0.467,1.161,1.477,1.757,1.968,2.078562023,2.257918915,2.459697928,2.725791669,3.057724531,2.968,2.976,3.043,3.145,3.299,3.873,4.935,6.328,8.233
p22021,0.01125,0.0225,0.045,0.114,0.144,0.17,0.19,0.19927217,0.215393581,0.235816579,0.260340919,0.290247582,0.301,0.301,0.303,0.308,0.334,0.401,0.497,0.608,0.745
p22023,0.008,0.016,0.032,0.079,0.106,0.131,0.156,0.166571096,0.181439913,0.196513816,0.214725629,0.239623004,0.24,0.24,0.243,0.247,0.261,0.311,0.378,0.449,0.525
p22025,0.00575,0.0115,0.023,0.056,0.072,0.087,0.1,0.106278491,0.118837838,0.134284441,0.147971548,0.185623454,0.217,0.219,0.222,0.236,0.267,0.303,0.343,0.39,0.456
p22029,0.023,0.046,0.092,0.229,0.292,0.349,0.394,0.416938695,0.457313465,0.509844178,0.574085103,0.705369125,0.747,0.754,0.769,0.817,0.909,1.037,1.223,1.432,1.685
p22031,0,0,0,0.001,0.002,0.003,0.007,0.010219086,0.013793678,0.018559638,0.024476497,0.03487471,0.044,0.046,0.052,0.062,0.079,0.119,0.178,0.266,0.434
p22033,1.204,2.408,4.816,11.966,15.222,18.099,20.271,21.28635542,22.89962689,46.11415037,52.92486111,61.56736218,60.061,60.087,60.373,61.402,63.314,65.775,68.819,72.642,76.975
p22037,0.05925,0.1185,0.237,0.584,0.744,0.886,0.997,1.051543914,1.137447875,2.564505297,3.046211262,3.661844499,3.633,3.636,3.655,3.747,3.893,4.086,4.272,4.512,4.846
p22039,0.13975,0.2795,0.559,1.403,1.795,2.14,2.401,2.515938889,4.906305012,7.800506745,8.456629583,9.188923461,8.59,8.593,8.598,8.632,8.768,9.035,9.361,9.713,10.239
p22043,0.0405,0.081,0.162,0.404,0.518,0.622,0.703,0.737817984,1.145936292,2.19222079,2.524416856,2.922725655,2.833,2.835,2.847,2.895,3.003,3.107,3.258,3.358,3.614
p22045,0.25475,0.5095,1.019,2.561,3.518,4.365,5.179,6.447221141,9.659818518,15.1839675,16.72301003,18.42284655,17.442,17.46,17.501,17.615,17.99,18.665,19.518,20.469,21.73
p22047,0.028,0.056,0.112,0.281,0.413,0.52,0.628,0.657087208,0.706660713,0.758761678,0.836651157,1.059741173,1.379,1.381,1.386,1.489,1.711,2.03,2.398,2.866,3.441
p22049,0.017,0.034,0.068,0.168,0.216,0.259,0.295,0.312704021,0.343780887,0.377743224,0.419438147,0.473621055,0.5,0.502,0.508,0.522,0.565,0.696,0.868,1.078,1.31
p22051,0.50175,1.0035,2.007,4.959,6.349,7.561,8.527,8.994839195,13.19630524,18.64151892,20.52354242,23.38855519,23.805,23.981,24.271,24.935,26.552,28.824,31.837,35.551,40.12
p22053,0.0205,0.041,0.082,0.201,0.261,0.318,0.367,0.393434798,0.437153474,0.49455977,0.561846854,0.650244584,0.652,0.664,0.689,0.718,0.76,0.905,1.084,1.294,1.53
p22055,0.137,0.274,0.548,1.364,1.741,2.073,2.324,2.455646283,2.673851347,2.944432007,3.278737979,3.692219246,3.653,3.668,3.734,3.853,4.153,5.124,6.375,7.875,9.682
p22057,0.11425,0.2285,0.457,1.129,1.481,1.818,2.094,2.212432045,2.410710421,2.639835593,3.165256041,4.150090432,4.545,4.6,4.708,4.9,5.198,5.728,6.553,7.769,9.215
p22059,0.0135,0.027,0.054,0.134,0.172,0.206,0.232,0.244236147,0.264201978,0.289312007,0.324869864,0.39262173,0.424,0.425,0.431,0.45,0.489,0.548,0.634,0.751,0.912
p22063,0.507,1.014,2.028,5.032,6.399,7.608,8.525,8.961116212,10.88321161,19.89593211,22.65411019,26.31015585,25.547,25.565,25.675,26.12,27.018,28.108,29.595,31.509,33.613
p22069,0.01925,0.0385,0.077,0.19,0.24,0.283,0.315,0.330076467,0.355452461,0.385385428,0.419438147,0.546745446,0.583,0.588,0.597,0.627,0.687,0.769,0.906,1.071,1.271
p22071,1.32775,2.6555,5.311,13.079,16.899,20.414,23.423,24.91617465,44.70000379,73.39791021,82.02519046,92.3111061,88.94,89.534,90.544,92.573,95.745,100.16,105.297,111.214,119.04
p22075,0.026,0.052,0.104,0.257,0.33,0.396,0.45,0.478253209,0.518854488,0.568798322,0.636388912,0.780743497,0.82,0.829,0.852,0.896,0.961,1.109,1.297,1.523,1.771
p22077,0.00075,0.0015,0.003,0.004,0.016,0.035,0.067,0.076643142,0.089128378,0.103715625,0.115707075,0.121498988,0.112,0.119,0.128,0.139,0.15,0.17,0.194,0.235,0.277
p22079,0.21325,0.4265,0.853,2.135,3.268,4.218,5.254,5.512174803,7.896349891,10.82354428,11.84106153,13.02514151,12.325,12.333,12.409,12.607,12.961,13.753,14.812,16.053,17.647
p22081,0.00025,0.0005,0.001,0.001,0.006,0.011,0.017,0.017372446,0.018037886,0.018559638,0.026701633,0.042749644,0.05,0.051,0.052,0.055,0.061,0.075,0.097,0.125,0.162
p22085,0.01425,0.0285,0.057,0.143,0.198,0.237,0.277,0.289200124,0.30982722,0.33189,0.358246905,0.430871411,0.43,0.431,0.44,0.457,0.48,0.516,0.57,0.658,0.88
p22087,0.04925,0.0985,0.197,0.476,0.63,0.779,0.931,1.008623754,1.138508927,1.302449902,1.593197417,2.213981559,2.534,2.542,2.566,2.66,2.804,3.102,3.542,4.155,5.008
p22089,0.055,0.11,0.22,0.544,0.777,0.962,1.143,1.20380829,1.308277266,1.437826086,1.66440177,2.261231165,2.575,2.605,2.642,2.773,3.025,3.416,3.94,4.543,5.403
p22091,0.038,0.076,0.152,0.382,0.49,0.585,0.658,0.695919733,0.739553329,1.148514079,1.422974508,1.745985457,1.758,1.759,1.766,1.81,1.886,1.991,2.126,2.308,2.495
p22093,0.0285,0.057,0.114,0.281,0.357,0.422,0.472,0.495625654,0.534770269,0.581899244,0.629713504,0.758243684,0.819,0.824,0.831,0.858,0.932,1.049,1.2,1.364,1.561
