i,szn,r,value
hydED,fall,p85,1
hydED,fall,p89,1
hydED,fall,p90,1
hydED,fall,p92,1
hydED,fall,p94,1
hydED,fall,p95,1
hydED,fall,p96,1
hydED,fall,p99,1
hydED,fall,p101,1
hydED,fall,p103,1
hydED,fall,p118,1
hydED,fall,p129,1
hydED,fall,p130,1
hydED,fall,p132,1
hydED,fall,p137,1
hydED,fall,p138,1
hydED,fall,p139,1
hydED,fall,p140,1
hydED,fall,p141,1
hydED,fall,p142,1
hydED,fall,p143,1
hydED,fall,p144,1
hydED,fall,p145,1
hydED,fall,p146,1
hydED,fall,p147,1
hydED,fall,p148,1
hydED,fall,p149,1
hydED,fall,p150,1
hydED,fall,p151,1
hydED,fall,p152,1
hydED,fall,p153,1
hydED,fall,p154,1
hydED,fall,p155,1
hydED,fall,p156,1
hydED,fall,p157,1
hydED,fall,p158,1
hydED,fall,p159,1
hydED,fall,p160,1
hydED,fall,p161,1
hydED,fall,p162,1
hydED,fall,p163,1
hydED,fall,p164,1
hydED,fall,p165,1
hydED,fall,p166,1
hydED,fall,p167,1
hydED,fall,p168,1
hydED,fall,p169,1
hydED,fall,p170,1
hydED,fall,p171,1
hydED,fall,p172,1
hydED,fall,p173,1
hydED,fall,p174,1
hydED,fall,p175,1
hydED,fall,p176,1
hydED,fall,p177,1
hydED,fall,p178,1
hydED,fall,p179,1
hydED,fall,p180,1
hydED,fall,p181,1
hydED,fall,p182,1
hydED,fall,p183,1
hydED,fall,p184,1
hydED,fall,p185,1
hydED,fall,p186,1
hydED,fall,p187,1
hydED,fall,p188,1
hydED,fall,p189,1
hydED,fall,p190,1
hydED,fall,p191,1
hydED,fall,p192,1
hydED,fall,p193,1
hydED,fall,p194,1
hydED,fall,p195,1
hydED,fall,p196,1
hydED,fall,p197,1
hydED,fall,p198,1
hydED,fall,p199,1
hydED,fall,p200,1
hydED,fall,p201,1
hydED,fall,p202,1
hydED,fall,p203,1
hydED,fall,p204,1
hydED,fall,p205,1
hydED,fall,p8,1
hydED,fall,p11,1
hydED,fall,p12,1
hydED,fall,p32,1
hydED,fall,p35,1
hydED,fall,p39,1
hydED,fall,p42,1
hydED,fall,p44,1
hydED,fall,p58,1
hydED,fall,p61,1
hydED,fall,p64,1
hydED,fall,p65,1
hydED,fall,p68,1
hydED,fall,p69,1
hydED,fall,p71,1
hydED,fall,p80,1
hydED,fall,p81,1
hydED,fall,p84,1
hydED,fall,p100,1
hydED,fall,p104,1
hydED,fall,p105,1
hydED,fall,p107,1
hydED,fall,p108,1
hydED,fall,p112,1
hydED,fall,p114,1
hydED,fall,p117,1
hydED,fall,p121,1
hydED,fall,p123,1
hydED,fall,p126,1
hydED,fall,p133,1
hydED,fall,p19,1
hydED,fall,p20,1
hydED,fall,p41,1
hydED,fall,p45,1
hydED,fall,p48,1
hydED,fall,p52,1
hydED,fall,p54,1
hydED,fall,p57,1
hydED,fall,p59,1
hydED,fall,p67,1
hydED,fall,p73,1
hydED,fall,p78,1
hydED,fall,p82,1
hydED,fall,p83,1
hydED,fall,p86,1
hydED,fall,p87,1
hydED,fall,p88,1
hydED,fall,p91,1
hydED,fall,p106,1
hydED,fall,p111,1
hydED,fall,p113,1
hydED,fall,p119,1
hydED,fall,p37,1
hydED,fall,p47,1
hydED,fall,p60,1
hydED,fall,p102,1
hydED,fall,p22,1
hydED,fall,p23,1
hydED,fall,p29,1
hydED,fall,p30,1
hydED,fall,p49,1
hydED,fall,p62,1
hydED,fall,p79,1
hydED,fall,p120,1
hydED,fall,p124,1
hydED,fall,p125,1
hydED,fall,p128,1
hydED,fall,p135,1
hydED,fall,p136,1
hydED,winter,p1,0.926758
hydED,winter,p9,0.899887
hydED,winter,p16,1.005758
hydED,winter,p18,1
hydED,winter,p21,1
hydED,winter,p31,1
hydED,winter,p33,1
hydED,winter,p43,1
hydED,winter,p53,1
hydED,winter,p77,1
hydED,winter,p97,1
hydED,winter,p122,1
hydED,winter,p134,1
hydED,winter,p2,0.973705
hydED,winter,p93,1
hydED,winter,p98,1
hydED,winter,p109,1
hydED,winter,p110,1
hydED,winter,p5,1.002497
hydED,winter,p17,1.158301
hydED,winter,p25,1
hydED,winter,p115,1
hydED,winter,p116,1
hydED,winter,p131,1
hydED,winter,p70,1
hydED,winter,p76,1
hydED,winter,p127,1
hydED,winter,p56,1
hydED,winter,p74,1
hydED,winter,p3,1.029509
hydED,winter,p4,0.84599
hydED,winter,p6,1
hydED,winter,p7,1.168421
hydED,winter,p10,1
hydED,winter,p13,1
hydED,winter,p14,0.991514
hydED,winter,p15,1.164834
hydED,winter,p24,1
hydED,winter,p26,1
hydED,winter,p27,1
hydED,winter,p28,0.973714
hydED,winter,p34,1
hydED,winter,p36,1
hydED,winter,p38,1
hydED,winter,p40,1
hydED,winter,p46,1
hydED,winter,p50,1
hydED,winter,p51,1
hydED,winter,p55,1
hydED,winter,p63,1
hydED,winter,p66,1
hydED,winter,p72,1
hydED,winter,p75,1
hydED,winter,p85,1
hydED,winter,p89,1
hydED,winter,p90,1
hydED,winter,p92,1
hydED,winter,p94,1
hydED,winter,p95,1
hydED,winter,p96,1
hydED,winter,p99,1
hydED,winter,p101,1
hydED,winter,p103,1
hydED,winter,p118,1
hydED,winter,p129,1
hydED,winter,p130,1
hydED,winter,p132,1
hydED,winter,p137,1
hydED,winter,p138,1
hydED,winter,p139,1
hydED,winter,p140,1
hydED,winter,p141,1
hydED,winter,p142,1
hydED,winter,p143,1
hydED,winter,p144,1
hydED,winter,p145,1
hydED,winter,p146,1
hydED,winter,p147,1
hydED,winter,p148,1
hydED,winter,p149,1
hydED,winter,p150,1
hydED,winter,p151,1
hydED,winter,p152,1
hydED,winter,p153,1
hydED,winter,p154,1
hydED,winter,p155,1
hydED,winter,p156,1
hydED,winter,p157,1
hydED,winter,p158,1
hydED,winter,p159,1
hydED,winter,p160,1
hydED,winter,p161,1
hydED,winter,p162,1
hydED,winter,p163,1
hydED,winter,p164,1
hydED,winter,p165,1
hydED,winter,p166,1
hydED,winter,p167,1
hydED,winter,p168,1
hydED,winter,p169,1
hydED,winter,p170,1
hydED,winter,p171,1
hydED,winter,p172,1
hydED,winter,p173,1
hydED,winter,p174,1
hydED,winter,p175,1
hydED,winter,p176,1
hydED,winter,p177,1
hydED,winter,p178,1
hydED,winter,p179,1
hydED,winter,p180,1
hydED,winter,p181,1
hydED,winter,p182,1
hydED,winter,p183,1
hydED,winter,p184,1
hydED,winter,p185,1
hydED,winter,p186,1
hydED,winter,p187,1
hydED,winter,p188,1
hydED,winter,p189,1
hydED,winter,p190,1
hydED,winter,p191,1
hydED,winter,p192,1
hydED,winter,p193,1
hydED,winter,p194,1
hydED,winter,p195,1
hydED,winter,p196,1
hydED,winter,p197,1
hydED,winter,p198,1
hydED,winter,p199,1
hydED,winter,p200,1
hydED,winter,p201,1
hydED,winter,p202,1
hydED,winter,p203,1
hydED,winter,p204,1
hydED,winter,p205,1
hydED,winter,p8,1
hydED,winter,p11,1
hydED,winter,p12,1
hydED,winter,p32,1
hydED,winter,p35,1
hydED,winter,p39,1
hydED,winter,p42,1
hydED,winter,p44,1
hydED,winter,p58,1
hydED,winter,p61,1
hydED,winter,p64,1
hydED,winter,p65,1
hydED,winter,p68,1
hydED,winter,p69,1
hydED,winter,p71,1
hydED,winter,p80,1
hydED,winter,p81,1
hydED,winter,p84,1
hydED,winter,p100,1
hydED,winter,p104,1
hydED,winter,p105,1
hydED,winter,p107,1
hydED,winter,p108,1
hydED,winter,p112,1
hydED,winter,p114,1
hydED,winter,p117,1
hydED,winter,p121,1
hydED,winter,p123,1
hydED,winter,p126,1
hydED,winter,p133,1
hydED,winter,p19,1
hydED,winter,p20,1
hydED,winter,p41,1
hydED,winter,p45,1
hydED,winter,p48,1
hydED,winter,p52,1
hydED,winter,p54,1
hydED,winter,p57,1
hydED,winter,p59,1
hydED,winter,p67,1
hydED,winter,p73,1
hydED,winter,p78,1
hydED,winter,p82,1
hydED,winter,p83,1
hydED,winter,p86,1
hydED,winter,p87,1
hydED,winter,p88,1
hydED,winter,p91,1
hydED,winter,p106,1
hydED,winter,p111,1
hydED,winter,p113,1
hydED,winter,p119,1
hydED,winter,p37,1
hydED,winter,p47,1
hydED,winter,p60,1
hydED,winter,p102,1
hydED,winter,p22,1
hydED,winter,p23,1
hydED,winter,p29,1
hydED,winter,p30,1
hydED,winter,p49,1
hydED,winter,p62,1
hydED,winter,p79,1
hydED,winter,p120,1
hydED,winter,p124,1
hydED,winter,p125,1
hydED,winter,p128,1
hydED,winter,p135,1
hydED,winter,p136,1
hydED,spring,p1,0.855435
hydED,spring,p9,0.92318
hydED,spring,p16,1.005758
hydED,spring,p18,1
hydED,spring,p21,1
hydED,spring,p31,1
hydED,spring,p33,1
hydED,spring,p43,1
hydED,spring,p53,1
hydED,spring,p77,1
hydED,spring,p97,1
hydED,spring,p122,1
hydED,spring,p134,1
hydED,spring,p2,0.973705
hydED,spring,p93,1
hydED,spring,p98,1
hydED,spring,p109,1
hydED,spring,p110,1
hydED,spring,p5,1.002497
hydED,spring,p17,1.158301
hydED,spring,p25,1
hydED,spring,p115,1
hydED,spring,p116,1
hydED,spring,p131,1
hydED,spring,p70,1
hydED,spring,p76,1
hydED,spring,p127,1
hydED,spring,p56,1
hydED,spring,p74,1
hydED,spring,p3,1.027392
hydED,spring,p4,0.84599
hydED,spring,p6,1
hydED,spring,p7,1.168421
hydED,spring,p10,1
hydED,spring,p13,1
hydED,spring,p14,0.991514
hydED,spring,p15,1.164834
hydED,spring,p24,1
hydED,spring,p26,1
hydED,spring,p27,1
hydED,spring,p28,0.973714
hydED,spring,p34,1
hydED,spring,p36,1
hydED,spring,p38,1
hydED,spring,p40,1
hydED,spring,p46,1
hydED,spring,p50,1
hydED,spring,p51,1
hydED,spring,p55,1
hydED,spring,p63,1
hydED,spring,p66,1
hydED,spring,p72,1
hydED,spring,p75,1
hydED,spring,p85,1
hydED,spring,p89,1
hydED,spring,p90,1
hydED,spring,p92,1
hydED,spring,p94,1
hydED,spring,p95,1
hydED,spring,p96,1
hydED,spring,p99,1
hydED,spring,p101,1
hydED,spring,p103,1
hydED,spring,p118,1
hydED,spring,p129,1
hydED,spring,p130,1
hydED,spring,p132,1
hydED,spring,p137,1
hydED,spring,p138,1
hydED,spring,p139,1
hydED,spring,p140,1
hydED,spring,p141,1
hydED,spring,p142,1
hydED,spring,p143,1
hydED,spring,p144,1
hydED,spring,p145,1
hydED,spring,p146,1
hydED,spring,p147,1
hydED,spring,p148,1
hydED,spring,p149,1
hydED,spring,p150,1
hydED,spring,p151,1
hydED,spring,p152,1
hydED,spring,p153,1
hydED,spring,p154,1
hydED,spring,p155,1
hydED,spring,p156,1
hydED,spring,p157,1
hydED,spring,p158,1
hydED,spring,p159,1
hydED,spring,p160,1
hydED,spring,p161,1
hydED,spring,p162,1
hydED,spring,p163,1
hydED,spring,p164,1
hydED,spring,p165,1
hydED,spring,p166,1
hydED,spring,p167,1
hydED,spring,p168,1
hydED,spring,p169,1
hydED,spring,p170,1
hydED,spring,p171,1
hydED,spring,p172,1
hydED,spring,p173,1
hydED,spring,p174,1
hydED,spring,p175,1
hydED,spring,p176,1
hydED,spring,p177,1
hydED,spring,p178,1
hydED,spring,p179,1
hydED,spring,p180,1
hydED,spring,p181,1
hydED,spring,p182,1
hydED,spring,p183,1
hydED,spring,p184,1
hydED,spring,p185,1
hydED,spring,p186,1
hydED,spring,p187,1
hydED,spring,p188,1
hydED,spring,p189,1
hydED,spring,p190,1
hydED,spring,p191,1
hydED,spring,p192,1
hydED,spring,p193,1
hydED,spring,p194,1
hydED,spring,p195,1
hydED,spring,p196,1
hydED,spring,p197,1
hydED,spring,p198,1
hydED,spring,p199,1
hydED,spring,p200,1
hydED,spring,p201,1
hydED,spring,p202,1
hydED,spring,p203,1
hydED,spring,p204,1
hydED,spring,p205,1
hydED,spring,p8,1
hydED,spring,p11,1
hydED,spring,p12,1
hydED,spring,p32,1
hydED,spring,p35,1
hydED,spring,p39,1
hydED,spring,p42,1
hydED,spring,p44,1
hydED,spring,p58,1
hydED,spring,p61,1
hydED,spring,p64,1
hydED,spring,p65,1
hydED,spring,p68,1
hydED,spring,p69,1
hydED,spring,p71,1
hydED,spring,p80,1
hydED,spring,p81,1
hydED,spring,p84,1
hydED,spring,p100,1
hydED,spring,p104,1
hydED,spring,p105,1
hydED,spring,p107,1
hydED,spring,p108,1
hydED,spring,p112,1
hydED,spring,p114,1
hydED,spring,p117,1
hydED,spring,p121,1
hydED,spring,p123,1
hydED,spring,p126,1
hydED,spring,p133,1
hydED,spring,p19,1
hydED,spring,p20,1
hydED,spring,p41,1
hydED,spring,p45,1
hydED,spring,p48,1
hydED,spring,p52,1
hydED,spring,p54,1
hydED,spring,p57,1
hydED,spring,p59,1
hydED,spring,p67,1
hydED,spring,p73,1
hydED,spring,p78,1
hydED,spring,p82,1
hydED,spring,p83,1
hydED,spring,p86,1
hydED,spring,p87,1
hydED,spring,p88,1
hydED,spring,p91,1
hydED,spring,p106,1
hydED,spring,p111,1
hydED,spring,p113,1
hydED,spring,p119,1
hydED,spring,p37,1
hydED,spring,p47,1
hydED,spring,p60,1
hydED,spring,p102,1
hydED,spring,p22,1
hydED,spring,p23,1
hydED,spring,p29,1
hydED,spring,p30,1
hydED,spring,p49,1
hydED,spring,p62,1
hydED,spring,p79,1
hydED,spring,p120,1
hydED,spring,p124,1
hydED,spring,p125,1
hydED,spring,p128,1
hydED,spring,p135,1
hydED,spring,p136,1
hydD,summer,p1,1
hydD,summer,p9,1
hydD,summer,p16,1
hydD,summer,p18,1
hydD,summer,p21,1
hydD,summer,p31,1
hydD,summer,p33,1
hydD,summer,p43,1
hydD,summer,p53,1
hydD,summer,p77,1
hydD,summer,p97,1
hydD,summer,p122,1
hydD,summer,p134,1
hydD,summer,p2,1
hydD,summer,p93,1
hydD,summer,p98,1
hydD,summer,p109,1
hydD,summer,p110,1
hydD,summer,p5,1
hydD,summer,p17,1
hydD,summer,p25,1
hydD,summer,p115,1
hydD,summer,p116,1
hydD,summer,p131,1
hydD,summer,p70,1
hydD,summer,p76,1
hydD,summer,p127,1
hydD,summer,p56,1
hydD,summer,p74,1
hydD,summer,p3,1
hydD,summer,p4,1
hydD,summer,p6,1
hydD,summer,p7,1
hydD,summer,p10,1
hydD,summer,p13,1
hydD,summer,p14,1
hydD,summer,p15,1
hydD,summer,p24,1
hydD,summer,p26,1
hydD,summer,p27,1
hydD,summer,p28,1
hydD,summer,p34,1
hydD,summer,p36,1
hydD,summer,p38,1
hydD,summer,p40,1
hydD,summer,p46,1
hydD,summer,p50,1
hydD,summer,p51,1
hydD,summer,p55,1
hydD,summer,p63,1
hydD,summer,p66,1
hydD,summer,p72,1
hydD,summer,p75,1
hydD,summer,p85,1
hydD,summer,p89,1
hydD,summer,p90,1
hydD,summer,p92,1
hydD,summer,p94,1
hydD,summer,p95,1
hydD,summer,p96,1
hydD,summer,p99,1
hydD,summer,p101,1
hydD,summer,p103,1
hydD,summer,p118,1
hydD,summer,p129,1
hydD,summer,p130,1
hydD,summer,p132,1
hydD,summer,p137,1
hydD,summer,p138,1
hydD,summer,p139,1
hydD,summer,p140,1
hydD,summer,p141,1
hydD,summer,p142,1
hydD,summer,p143,1
hydD,summer,p144,1
hydD,summer,p145,1
hydD,summer,p146,1
hydD,summer,p147,1
hydD,summer,p148,1
hydD,summer,p149,1
hydD,summer,p150,1
hydD,summer,p151,1
hydD,summer,p152,1
hydD,summer,p153,1
hydD,summer,p154,1
hydD,summer,p155,1
hydD,summer,p156,1
hydD,summer,p157,1
hydD,summer,p158,1
hydD,summer,p159,1
hydD,summer,p160,1
hydD,summer,p161,1
hydD,summer,p162,1
hydD,summer,p163,1
hydD,summer,p164,1
hydD,summer,p165,1
hydD,summer,p166,1
hydD,summer,p167,1
hydD,summer,p168,1
hydD,summer,p169,1
hydD,summer,p170,1
hydD,summer,p171,1
hydD,summer,p172,1
hydD,summer,p173,1
hydD,summer,p174,1
hydD,summer,p175,1
hydD,summer,p176,1
hydD,summer,p177,1
hydD,summer,p178,1
hydD,summer,p179,1
hydD,summer,p180,1
hydD,summer,p181,1
hydD,summer,p182,1
hydD,summer,p183,1
hydD,summer,p184,1
hydD,summer,p185,1
hydD,summer,p186,1
hydD,summer,p187,1
hydD,summer,p188,1
hydD,summer,p189,1
hydD,summer,p190,1
hydD,summer,p191,1
hydD,summer,p192,1
hydD,summer,p193,1
hydD,summer,p194,1
hydD,summer,p195,1
hydD,summer,p196,1
hydD,summer,p197,1
hydD,summer,p198,1
hydD,summer,p199,1
hydD,summer,p200,1
hydD,summer,p201,1
hydD,summer,p202,1
hydD,summer,p203,1
hydD,summer,p204,1
hydD,summer,p205,1
hydD,summer,p8,1
hydD,summer,p11,1
hydD,summer,p12,1
hydD,summer,p32,1
hydD,summer,p35,1
hydD,summer,p39,1
hydD,summer,p42,1
hydD,summer,p44,1
hydD,summer,p58,1
hydD,summer,p61,1
hydD,summer,p64,1
hydD,summer,p65,1
hydD,summer,p68,1
hydD,summer,p69,1
hydD,summer,p71,1
hydD,summer,p80,1
hydD,summer,p81,1
hydD,summer,p84,1
hydD,summer,p100,1
hydD,summer,p104,1
hydD,summer,p105,1
hydD,summer,p107,1
hydD,summer,p108,1
hydD,summer,p112,1
hydD,summer,p114,1
hydD,summer,p117,1
hydD,summer,p121,1
hydD,summer,p123,1
hydD,summer,p126,1
hydD,summer,p133,1
hydD,summer,p19,1
hydD,summer,p20,1
hydD,summer,p41,1
hydD,summer,p45,1
hydD,summer,p48,1
hydD,summer,p52,1
hydD,summer,p54,1
hydD,summer,p57,1
hydD,summer,p59,1
hydD,summer,p67,1
hydD,summer,p73,1
hydD,summer,p78,1
hydD,summer,p82,1
hydD,summer,p83,1
hydD,summer,p86,1
hydD,summer,p87,1
hydD,summer,p88,1
hydD,summer,p91,1
hydD,summer,p106,1
hydD,summer,p111,1
hydD,summer,p113,1
hydD,summer,p119,1
hydD,summer,p37,1
hydD,summer,p47,1
hydD,summer,p60,1
hydD,summer,p102,1
hydD,summer,p22,1
hydD,summer,p23,1
hydD,summer,p29,1
hydD,summer,p30,1
hydD,summer,p49,1
hydD,summer,p62,1
hydD,summer,p79,1
hydD,summer,p120,1
hydD,summer,p124,1
hydD,summer,p125,1
hydD,summer,p128,1
hydD,summer,p135,1
hydD,summer,p136,1
hydD,fall,p1,1
hydD,fall,p9,1
hydD,fall,p16,1
hydD,fall,p18,1
hydD,fall,p21,1
hydD,fall,p31,1
hydD,fall,p33,1
hydD,fall,p43,1
hydD,fall,p53,1
hydD,fall,p77,1
hydD,fall,p97,1
hydD,fall,p122,1
hydD,fall,p134,1
hydD,fall,p2,1
hydD,fall,p93,1
hydD,fall,p98,1
hydD,fall,p109,1
hydD,fall,p110,1
hydD,fall,p5,1
hydD,fall,p17,1
hydD,fall,p25,1
hydD,fall,p115,1
hydD,fall,p116,1
hydD,fall,p131,1
hydD,fall,p70,1
hydD,fall,p76,1
hydD,fall,p127,1
hydD,fall,p56,1
hydD,fall,p74,1
hydD,fall,p3,1
hydD,fall,p4,1
hydD,fall,p6,1
hydD,fall,p7,1
hydD,fall,p10,1
hydD,fall,p13,1
hydD,fall,p14,1
hydD,fall,p15,1
hydD,fall,p24,1
hydD,fall,p26,1
hydD,fall,p27,1
hydD,fall,p28,1
hydD,fall,p34,1
hydD,fall,p36,1
hydD,fall,p38,1
hydD,fall,p40,1
hydD,fall,p46,1
hydD,fall,p50,1
hydD,fall,p51,1
hydD,fall,p55,1
hydD,fall,p63,1
hydD,fall,p66,1
hydD,fall,p72,1
hydD,fall,p75,1
hydD,fall,p85,1
hydD,fall,p89,1
hydD,fall,p90,1
hydD,fall,p92,1
hydD,fall,p94,1
hydD,fall,p95,1
hydD,fall,p96,1
hydD,fall,p99,1
hydD,fall,p101,1
hydD,fall,p103,1
hydD,fall,p118,1
hydD,fall,p129,1
hydD,fall,p130,1
hydD,fall,p132,1
hydD,fall,p137,1
hydD,fall,p138,1
hydD,fall,p139,1
hydD,fall,p140,1
hydD,fall,p141,1
hydD,fall,p142,1
hydD,fall,p143,1
hydD,fall,p144,1
hydD,fall,p145,1
hydD,fall,p146,1
hydD,fall,p147,1
hydD,fall,p148,1
hydD,fall,p149,1
hydD,fall,p150,1
hydD,fall,p151,1
hydD,fall,p152,1
hydD,fall,p153,1
hydD,fall,p154,1
hydD,fall,p155,1
hydD,fall,p156,1
hydD,fall,p157,1
hydD,fall,p158,1
hydD,fall,p159,1
hydD,fall,p160,1
hydD,fall,p161,1
hydD,fall,p162,1
hydD,fall,p163,1
hydD,fall,p164,1
hydD,fall,p165,1
hydD,fall,p166,1
hydD,fall,p167,1
hydD,fall,p168,1
hydD,fall,p169,1
hydD,fall,p170,1
hydD,fall,p171,1
hydD,fall,p172,1
hydD,fall,p173,1
hydD,fall,p174,1
hydD,fall,p175,1
hydD,fall,p176,1
hydD,fall,p177,1
hydD,fall,p178,1
hydD,fall,p179,1
hydD,fall,p180,1
hydD,fall,p181,1
hydD,fall,p182,1
hydD,fall,p183,1
hydD,fall,p184,1
hydD,fall,p185,1
hydD,fall,p186,1
hydD,fall,p187,1
hydD,fall,p188,1
hydD,fall,p189,1
hydD,fall,p190,1
hydD,fall,p191,1
hydD,fall,p192,1
hydD,fall,p193,1
hydD,fall,p194,1
hydD,fall,p195,1
hydD,fall,p196,1
hydD,fall,p197,1
hydD,fall,p198,1
hydD,fall,p199,1
hydD,fall,p200,1
hydD,fall,p201,1
hydD,fall,p202,1
hydD,fall,p203,1
hydD,fall,p204,1
hydD,fall,p205,1
hydD,fall,p8,1
hydD,fall,p11,1
hydD,fall,p12,1
hydD,fall,p32,1
hydD,fall,p35,1
hydD,fall,p39,1
hydD,fall,p42,1
hydD,fall,p44,1
hydD,fall,p58,1
hydD,fall,p61,1
hydD,fall,p64,1
hydD,fall,p65,1
hydD,fall,p68,1
hydD,fall,p69,1
hydD,fall,p71,1
hydD,fall,p80,1
hydD,fall,p81,1
hydD,fall,p84,1
hydD,fall,p100,1
hydD,fall,p104,1
hydD,fall,p105,1
hydD,fall,p107,1
hydD,fall,p108,1
hydD,fall,p112,1
hydD,fall,p114,1
hydD,fall,p117,1
hydD,fall,p121,1
hydD,fall,p123,1
hydD,fall,p126,1
hydD,fall,p133,1
hydD,fall,p19,1
hydD,fall,p20,1
hydD,fall,p41,1
hydD,fall,p45,1
hydD,fall,p48,1
hydD,fall,p52,1
hydD,fall,p54,1
hydD,fall,p57,1
hydD,fall,p59,1
hydD,fall,p67,1
hydD,fall,p73,1
hydD,fall,p78,1
hydD,fall,p82,1
hydD,fall,p83,1
hydD,fall,p86,1
hydD,fall,p87,1
hydD,fall,p88,1
hydD,fall,p91,1
hydD,fall,p106,1
hydD,fall,p111,1
hydD,fall,p113,1
hydD,fall,p119,1
hydD,fall,p37,1
hydD,fall,p47,1
hydD,fall,p60,1
hydD,fall,p102,1
hydD,fall,p22,1
hydD,fall,p23,1
hydD,fall,p29,1
hydD,fall,p30,1
hydD,fall,p49,1
hydD,fall,p62,1
hydD,fall,p79,1
hydD,fall,p120,1
hydD,fall,p124,1
hydD,fall,p125,1
hydD,fall,p128,1
hydD,fall,p135,1
hydD,fall,p136,1
hydD,winter,p1,1
hydD,winter,p9,1
hydD,winter,p16,1
hydD,winter,p18,1
hydD,winter,p21,1
hydD,winter,p31,1
hydD,winter,p33,1
hydD,winter,p43,1
hydD,winter,p53,1
hydD,winter,p77,1
hydD,winter,p97,1
hydD,winter,p122,1
hydD,winter,p134,1
hydD,winter,p2,1
hydD,winter,p93,1
hydD,winter,p98,1
hydD,winter,p109,1
hydD,winter,p110,1
hydD,winter,p5,1
hydD,winter,p17,1
hydD,winter,p25,1
hydD,winter,p115,1
hydD,winter,p116,1
hydD,winter,p131,1
hydD,winter,p70,1
hydD,winter,p76,1
hydD,winter,p127,1
hydD,winter,p56,1
hydD,winter,p74,1
hydD,winter,p3,1
hydD,winter,p4,1
hydD,winter,p6,1
hydD,winter,p7,1
hydD,winter,p10,1
hydD,winter,p13,1
hydD,winter,p14,1
hydD,winter,p15,1
hydD,winter,p24,1
hydD,winter,p26,1
hydD,winter,p27,1
hydD,winter,p28,1
hydD,winter,p34,1
hydD,winter,p36,1
hydD,winter,p38,1
hydD,winter,p40,1
hydD,winter,p46,1
hydD,winter,p50,1
hydD,winter,p51,1
hydD,winter,p55,1
hydD,winter,p63,1
hydD,winter,p66,1
hydD,winter,p72,1
hydD,winter,p75,1
hydD,winter,p85,1
hydD,winter,p89,1
hydD,winter,p90,1
hydD,winter,p92,1
hydD,winter,p94,1
hydD,winter,p95,1
hydD,winter,p96,1
hydD,winter,p99,1
hydD,winter,p101,1
hydD,winter,p103,1
hydD,winter,p118,1
hydD,winter,p129,1
hydD,winter,p130,1
hydD,winter,p132,1
hydD,winter,p137,1
hydD,winter,p138,1
hydD,winter,p139,1
hydD,winter,p140,1
hydD,winter,p141,1
hydD,winter,p142,1
hydD,winter,p143,1
hydD,winter,p144,1
hydD,winter,p145,1
hydD,winter,p146,1
hydD,winter,p147,1
hydD,winter,p148,1
hydD,winter,p149,1
hydD,winter,p150,1
hydD,winter,p151,1
hydD,winter,p152,1
hydD,winter,p153,1
hydD,winter,p154,1
hydD,winter,p155,1
hydD,winter,p156,1
hydD,winter,p157,1
hydD,winter,p158,1
hydD,winter,p159,1
hydD,winter,p160,1
hydD,winter,p161,1
hydD,winter,p162,1
hydD,winter,p163,1
hydD,winter,p164,1
hydD,winter,p165,1
hydD,winter,p166,1
hydD,winter,p167,1
hydD,winter,p168,1
hydD,winter,p169,1
hydD,winter,p170,1
hydD,winter,p171,1
hydD,winter,p172,1
hydD,winter,p173,1
hydD,winter,p174,1
hydD,winter,p175,1
hydD,winter,p176,1
hydD,winter,p177,1
hydD,winter,p178,1
hydD,winter,p179,1
hydD,winter,p180,1
hydD,winter,p181,1
hydD,winter,p182,1
hydD,winter,p183,1
hydD,winter,p184,1
hydD,winter,p185,1
hydD,winter,p186,1
hydD,winter,p187,1
hydD,winter,p188,1
hydD,winter,p189,1
hydD,winter,p190,1
hydD,winter,p191,1
hydD,winter,p192,1
hydD,winter,p193,1
hydD,winter,p194,1
hydD,winter,p195,1
hydD,winter,p196,1
hydD,winter,p197,1
hydD,winter,p198,1
hydD,winter,p199,1
hydD,winter,p200,1
hydD,winter,p201,1
hydD,winter,p202,1
hydD,winter,p203,1
hydD,winter,p204,1
hydD,winter,p205,1
hydD,winter,p8,1
hydD,winter,p11,1
hydD,winter,p12,1
hydD,winter,p32,1
hydD,winter,p35,1
hydD,winter,p39,1
hydD,winter,p42,1
hydD,winter,p44,1
hydD,winter,p58,1
hydD,winter,p61,1
hydD,winter,p64,1
hydD,winter,p65,1
hydD,winter,p68,1
hydD,winter,p69,1
hydD,winter,p71,1
hydD,winter,p80,1
hydD,winter,p81,1
hydD,winter,p84,1
hydD,winter,p100,1
hydD,winter,p104,1
hydD,winter,p105,1
hydD,winter,p107,1
hydD,winter,p108,1
hydD,winter,p112,1
hydD,winter,p114,1
hydD,winter,p117,1
hydD,winter,p121,1
hydD,winter,p123,1
hydD,winter,p126,1
hydD,winter,p133,1
hydD,winter,p19,1
hydD,winter,p20,1
hydD,winter,p41,1
hydD,winter,p45,1
hydD,winter,p48,1
hydD,winter,p52,1
hydD,winter,p54,1
hydD,winter,p57,1
hydD,winter,p59,1
hydD,winter,p67,1
hydD,winter,p73,1
hydD,winter,p78,1
hydD,winter,p82,1
hydD,winter,p83,1
hydD,winter,p86,1
hydD,winter,p87,1
hydD,winter,p88,1
hydD,winter,p91,1
hydD,winter,p106,1
hydD,winter,p111,1
hydD,winter,p113,1
