region,class,bin,capacity,supply_curve_cost_per_mw,dist_km
i15391,6,1,29.7177,584175.5038,11.3757
i15392,6,1,32.7078,533964.1531,5.8112
i15394,6,1,11.8584,991730.0178,8.5304
i15395,6,1,9.9144,1274600.5801,9.834
i15396,6,1,11.3238,1787370.5402,20.9232
i15397,6,1,6.5853,3644431.0436,14.9219
i15398,6,1,22.0401,986517.9607,17.222
i15399,6,1,14.823,717457.2637,5.5
i15400,6,1,20.3148,712079.4749,7.511
i15401,6,1,6.1722,2537687.4915,5.5
i15404,6,1,10.3761,1456462.8506,5.5
i15412,7,1,7.3262,1315965.9278,5.5
i15413,7,1,11.4696,863195.9126,5.5
i15555,6,1,25.4421,2517238.9755,26.5352
i15556,8,1,10.7406,3044319.193,15.4795
i15557,9,1,7.4844,3809852.657,15.6004
i15558,6,1,6.9012,5074122.2994,10.153
i15559,6,1,22.9392,1089720.841,7.8812
i15560,6,1,4.3983,6012532.7017,5.5
i15561,4,1,99.8973,377913.8346,10.4976
i15562,7,1,10.692,5394354.4628,23.7516
i15564,8,1,6.4638,4152258.9136,7.5148
i15569,8,1,6.7068,3691293.6447,6.7884
i15571,7,1,66.8979,726656.7064,15.3459
i15572,7,1,28.7712,1586241.3493,13.8249
i15573,7,1,14.3613,2173462.2711,12.8349
i15576,6,1,6.6096,2769790.1518,5.5
i15596,8,1,9.0639,2177229.8566,10.9721
i15597,10,1,14.0454,1831782.7978,14.1013
i15598,10,1,5.8563,4670516.3874,18.3042
i15604,9,1,9.0639,1203554.0221,5.8138
i15605,9,1,25.4178,600508.4289,5.5
i15611,7,1,10.5705,2041006.3681,7.3837
i15612,4,1,22.1373,826551.2743,6.1237
i15613,8,1,15.6735,1232696.1592,16.4323
i15614,10,1,33.9471,460062.2535,5.5
i15615,10,1,40.4595,295350.1074,5.5
i15617,9,1,21.3681,445365.0453,5.5
i15618,8,1,10.008,170602.3035,5.5
i15619,7,1,11.0808,2499015.2893,24.8226
i15620,8,1,25.9038,541351.9872,7.4067
i15621,8,1,28.5525,563935.2274,8.3067
i15622,8,1,15.0365,621327.0587,19.0641
i15623,9,1,0.0,232937.7962,11.5301
i15624,9,1,104.8689,165259.3201,13.2051
i15625,8,1,116.5438,124834.3684,8.942
i15626,8,1,96.7431,170415.3241,6.7255
i15632,10,1,0.0243,432463150.742,5.5
i15633,9,1,0.0243,663552303.4089,9.343
i15636,9,1,12.7332,1419718.1467,6.1275
i15637,10,1,10.3518,1503014.3817,5.5
i15638,9,1,28.9656,887814.9999,12.8504
i15639,10,1,23.9112,1368289.7244,23.2771
i15640,10,1,21.9429,2094641.0716,33.6128
i15647,10,1,31.0068,445211.3679,5.5
i15648,10,1,16.4754,598963.6314,5.5
i15649,10,1,8.0919,1576281.5182,5.5
i15661,10,1,15.6735,663723.3379,6.611
i15665,10,1,61.0902,631321.4163,27.5881
i15666,10,1,21.7971,1168393.4055,17.5804
i15669,10,1,57.6153,262571.0699,5.5
i15670,10,1,54.3834,297357.2556,5.5
i15671,8,1,21.7971,885819.6693,5.5
i15674,9,1,14.7987,918294.2288,5.5
i15676,8,1,22.9392,696549.7892,5.5
i15677,10,1,77.76,227017.4729,7.4775
i15678,10,1,61.9164,280411.1443,5.5
i15680,10,1,104.5629,179659.7636,14.0102
i15681,10,1,86.6295,143585.6182,5.5
i15682,8,1,50.8113,323749.9985,7.3039
i15683,6,1,70.0569,280790.692,9.294
i15684,7,1,25.029,601387.2902,5.5
i15685,6,1,40.1922,552863.9107,12.3194
i15686,6,1,68.2101,384946.4154,18.277
i15687,6,1,96.2037,208967.6904,16.421
i15688,6,1,105.6972,111197.9666,5.5
i15689,7,1,101.6953,133043.5663,7.7219
i15690,7,1,53.8731,390595.8218,17.1315
i15691,7,1,28.4067,1137790.305,27.8197
i15695,6,1,64.0305,469373.2191,33.6479
i15696,6,1,124.4646,237689.9854,30.9479
i15697,6,1,78.3432,362104.6744,26.8323
i15698,6,1,182.9304,119486.6773,24.4215
i15699,6,1,144.5607,143948.9802,19.9641
i15700,7,1,34.9677,671219.6879,15.3267
i15701,7,1,34.5303,596344.6024,18.8351
i15702,7,1,97.7832,195896.0206,17.4404
i15703,6,1,214.812,87338.6277,23.9519
i15704,6,1,115.9353,284631.7576,34.4547
i15705,6,1,72.9486,591497.206,45.8475
i15706,5,1,43.6185,1189167.0813,57.4947
i15707,5,1,30.4236,1622344.1537,51.1802
i15708,4,1,39.5604,1293824.5565,53.827
i15709,5,1,102.4731,499729.8108,48.3642
i15710,5,1,132.7995,361330.5819,46.2351
i15711,6,1,159.7968,277461.7648,44.3232
i15712,5,1,149.3478,293073.7755,42.3214
i15713,5,1,114.696,381620.0203,40.3723
i15714,6,1,16.1352,2542424.785,37.3782
i15715,6,1,18.1035,1994445.6468,35.9854
i15716,6,1,27.1188,1194503.9627,30.5656
i15717,6,1,112.8249,235349.4158,24.8353
i15718,6,1,240.6915,61073.9363,14.7761
i15719,6,1,126.603,127059.587,5.5
i15720,7,1,26.0982,545952.4241,5.5
i15722,6,1,65.7072,277225.5772,5.5
i15723,5,1,143.4186,106793.8168,5.5
i15724,5,1,93.7251,286939.837,14.8996
i15725,5,1,39.2445,771728.2172,22.5101
i15726,5,1,120.9654,248328.6802,22.4228
i15727,5,1,6.2694,3819905.2195,24.4566
i15730,3,1,32.0517,602565.7951,12.9366
i15731,4,1,41.6259,428541.4426,5.5
i15732,6,1,83.2518,324770.4696,14.2019
i15733,6,1,52.2936,488408.2983,13.3701
i15734,7,1,69.7167,360722.3507,12.4482
i15735,6,1,87.4314,272094.5425,11.511
i15736,6,1,74.6982,272660.9435,7.9493
i15737,6,1,39.7305,427937.7706,5.5
i15738,6,1,43.4727,373928.3133,8.9868
i15739,6,1,25.2234,599214.0498,8.8286
i15740,5,1,18.9297,833111.703,5.5
i15741,4,1,20.8251,777927.9684,5.5
i15742,3,1,58.1911,111976.7948,5.5
i15743,5,1,0.0,430708.1697,5.5
i15744,7,1,18.5166,845288.4715,5.5
i15745,4,1,19.5606,259647.5129,5.5
i15746,5,1,3.1896,760626.9086,5.5
i15748,5,1,7.0956,1884610.8885,5.7637
i15749,5,1,15.8679,948821.805,5.5
i15754,4,1,5.5161,3126025.9331,10.0774
i15755,5,1,7.3872,1790908.0435,5.5
i15756,6,1,10.8621,1265316.6834,5.5
i15757,6,1,8.6751,3458246.5529,27.3606
i15758,5,1,63.2286,476668.4596,22.359
i15759,5,1,12.5631,1668545.2865,12.7705
i15760,6,1,11.2995,1224053.7435,5.5
i15761,6,1,7.6545,1043101.39,5.5
i15762,5,1,0.0,271893.832,14.0539
i15763,4,1,0.4551,456200.9268,7.2719
i15769,6,1,6.8769,1480591.3516,7.9083
i15770,6,1,29.889,394637.7664,5.5
i15771,7,1,23.2726,481576.6498,5.5
i15772,7,1,25.7094,555430.3414,8.5383
i15776,6,1,14.2398,1462323.6513,20.2522
i15777,5,1,65.9988,530698.1542,31.9586
i15778,4,1,30.3993,780887.141,17.8957
i15779,6,1,11.1051,990662.8271,6.3229
i15780,6,1,25.7823,593337.8117,7.4929
i15781,7,1,7.7274,1916974.2036,10.3548
i15782,7,1,9.7443,987081.9678,5.5
i15783,7,1,7.9947,2101449.1204,8.3349
i15784,7,1,26.3655,994104.5391,20.7779
i15785,7,1,7.2657,3312579.7013,12.6112
i15802,8,1,8.262,1652329.892,5.5
i15819,6,1,6.804,2628925.5894,13.1257
i15820,5,1,9.1125,1032710.2298,5.5
i15931,4,1,11.1537,2455029.2961,5.5
i15935,5,1,14.4342,3693868.572,22.5624
i15936,7,1,6.9741,3266009.7435,9.2312
i15940,7,1,2.5515,8576088.8476,5.5
i15941,5,1,11.4696,1881485.3679,5.5
i15942,8,1,6.3666,4609213.6652,7.5302
i15949,7,1,4.4469,5677921.5299,8.7337
i15950,7,1,2.7459,6553833.6797,5.5
i15951,7,1,68.2101,371550.2258,5.5
i15952,6,1,123.3954,265665.1945,5.5
i15979,9,1,8.262,2628696.216,13.4804
i15981,10,1,11.1537,722221.1477,5.5
i15985,9,1,6.0993,2691355.1791,5.7419
i15991,4,1,56.7648,342618.3335,5.5
i15992,8,1,29.0385,724200.2876,6.242
i15993,9,1,67.4325,244237.5064,5.531
i15994,9,1,41.3343,373168.8501,5.5
i15997,9,1,9.0882,1333649.3364,7.5329
i15998,8,1,86.265,193535.912,7.8929
i16000,7,1,5.661,482086.9304,5.5
i16001,8,1,94.8354,146261.2326,5.5
i16002,8,1,24.6159,637011.2107,5.5
i16003,9,1,59.2434,266861.733,5.5
i16004,9,1,43.3026,336632.0567,5.5
i16005,9,1,21.0681,703783.9394,5.5
i16006,8,1,10.2546,1194478.8456,5.5
i16012,10,1,4.1796,2713389.4192,5.5
i16013,8,1,8.505,1662107.7708,5.5
i16016,10,1,16.3782,764930.5982,7.3129
i16017,10,1,20.0961,667555.9105,5.5
i16018,10,1,13.0248,974845.6378,5.5
i16019,10,1,14.5314,1537951.8576,13.7786
i16020,10,1,12.1257,2713689.4063,32.0587
i16022,10,1,5.6133,4707642.0867,20.4951
i16027,9,1,33.9957,583168.7944,16.4759
i16028,7,1,7.2657,1894852.4141,7.1819
i16041,10,1,6.9255,1753194.7709,7.2011
i16044,10,1,12.9276,3870460.9181,49.5604
i16045,9,1,47.1177,850851.6803,36.3101
i16049,10,1,15.1389,800208.6251,5.5
i16050,9,1,27.8964,537808.3688,5.5
i16054,10,1,7.3386,1680660.8707,5.5
i16057,10,1,47.1177,304560.2372,5.5
i16058,10,1,88.8651,176313.5894,5.5
i16059,10,1,27.2889,1003642.4954,14.9049
i16060,8,1,29.6703,755772.6681,20.0627
i16061,9,1,145.3764,91650.5147,6.9801
i16063,5,1,19.3671,1011678.5814,9.3675
i16064,6,1,46.4616,364303.3687,6.9375
i16065,7,1,149.6637,76322.8443,5.5
i16066,6,1,135.0108,111519.692,8.254
i16067,5,1,209.9034,65041.6141,17.0815
i16068,6,1,211.7048,37873.5297,5.5
i16069,6,1,76.3128,51573.6287,9.3483
i16070,7,1,173.502,96412.7053,16.657
i16071,7,1,201.4956,111920.7045,29.9404
i16072,7,1,119.4831,264493.7417,36.4921
i16073,8,1,114.3072,226067.1614,27.8603
i16074,7,1,149.6637,125485.8201,21.5969
i16075,7,1,87.0669,261493.2948,22.0906
i16076,7,1,80.6031,281487.5708,18.2839
i16077,6,1,168.7878,108760.5344,15.3549
i16078,6,1,224.7993,56728.6684,11.7693
i16079,7,1,193.428,57268.5911,8.1538
i16080,7,1,174.8142,62002.7789,5.5
i16081,7,1,101.1609,142577.9905,5.5
i16082,6,1,187.1829,43709.216,6.5157
i16083,6,1,114.9633,175906.3587,17.983
i16084,7,1,58.1256,527858.5621,29.5403
i16085,6,1,23.2308,1673768.697,42.9988
i16086,5,1,119.9205,408731.9565,54.5188
i16087,6,1,107.3574,547194.831,62.7002
i16088,6,1,28.431,2108523.775,65.4962
i16089,4,1,121.2327,493331.1968,60.2698
i16090,4,1,217.5336,243419.7363,58.3425
i16091,4,1,161.2062,315651.3369,54.7753
i16092,4,1,108.9612,438291.9281,48.1647
i16093,4,1,65.9016,673856.7255,43.393
i16094,5,1,28.5282,1413896.6716,38.6585
i16095,7,1,16.7427,1818182.4839,31.04
i16096,7,1,17.2773,1295217.1244,19.6628
i16097,6,1,23.2794,925186.1791,14.2957
i16098,7,1,68.4045,247877.2339,9.1028
i16099,8,1,67.1166,196871.8026,5.5
i16100,8,1,70.5429,260033.6521,5.5
i16101,7,1,14.6772,1020277.1194,5.5
i16102,7,1,13.365,1612039.1663,11.846
i16103,5,1,60.1668,297329.1671,5.5
i16104,5,1,55.3311,370234.3041,8.4803
i16105,4,1,48.2841,462890.106,10.7601
i16106,4,1,59.1705,395464.2032,11.0455
i16109,5,1,10.1574,1835462.9436,15.201
i16110,5,1,39.5118,501821.8299,7.9264
i16111,5,1,42.3736,414554.3972,5.5
i16112,4,1,19.9989,929891.5033,16.3513
i16113,5,1,49.2075,425998.3908,16.7874
i16114,7,1,49.8981,401279.1923,8.4648
i16115,6,1,72.9343,243621.2054,5.5
i16116,6,1,51.759,336352.1787,5.5
i16117,6,1,89.0352,195542.6123,5.5
i16118,5,1,46.9719,362103.775,5.5
i16119,4,1,85.9977,202363.905,5.5
i16120,4,1,123.2496,133939.8627,5.5
i16122,4,1,0.0,1169990.8343,5.5
i16123,3,1,0.0,21808220.0202,8.3775
i16125,4,1,222.5637,32584.8152,5.5
i16126,4,1,116.7786,89406.9561,9.2918
i16129,6,1,5.8077,1999719.3615,8.9367
i16132,6,1,8.748,1640881.3054,5.5
i16133,5,1,10.5593,1325158.836,5.5
i16136,6,1,10.9107,1385970.2174,6.6446
i16137,6,1,19.0269,813933.0637,5.5
i16138,5,1,145.9944,154512.0849,16.4669
i16139,5,1,46.5345,373267.4004,5.6338
i16140,5,1,12.9276,1099377.9451,5.5
i16141,6,1,27.8903,524682.6844,8.7274
i16142,5,1,41.0109,209032.3536,11.5158
i16143,5,1,0.0,93665.0968,7.273
i16148,6,1,13.365,850709.0025,7.8194
i16149,6,1,7.1685,1252879.6067,6.7319
i16150,6,1,12.7575,1264068.288,12.5095
i16151,6,1,36.3285,475269.956,5.5
i16152,6,1,26.3412,731291.7123,16.436
i16153,6,1,7.4358,2147731.3291,8.7582
i16154,6,1,11.1051,1199517.5994,5.5
i16156,6,1,18.6138,1465623.2769,19.3601
i16157,6,1,55.5741,697556.5021,34.7093
i16158,6,1,39.7062,776095.0312,24.092
i16159,6,1,6.4638,2861011.1453,16.4722
i16160,6,1,8.991,2162082.5312,16.9568
i16161,6,1,13.2435,1271979.7814,10.9747
i16163,7,1,10.0116,1808023.9019,5.5
i16169,6,1,8.9181,1974245.386,12.5984
i16172,7,1,9.6957,950441.9907,5.5
i16182,8,1,9.8172,1646564.5056,6.9593
i16198,7,1,14.7501,3042782.838,22.0586
i16199,6,1,5.8077,2578998.0225,7.1548
i16200,7,1,7.6545,1684669.5358,8.451
i16201,8,1,7.2657,2530068.5339,9.1092
i16311,6,1,8.4078,5976261.0056,10.2521
i16312,6,1,8.1405,2705945.1189,5.5
i16315,6,1,12.4173,4649144.5853,26.9362
i16316,8,1,14.3856,2441085.4336,17.237
i16317,6,1,0.4617,77548747.7247,17.8696
i16318,6,1,1.4094,40527299.1605,14.694
i16319,9,1,3.6936,13586117.3817,19.7905
i16322,9,1,5.6862,3354571.8892,5.702
i16330,7,1,8.3835,3782326.8783,7.3065
i16332,6,1,13.7052,2791187.9015,13.8995
i16333,6,1,8.262,5642636.8353,20.9887
i16365,10,1,5.6376,1812242.4177,5.5
i16366,10,1,8.1891,1568257.6421,5.5
i16370,2,1,13.4622,1497965.8136,6.5801
i16371,2,1,59.8266,349199.2266,7.0738
i16372,10,1,40.3866,378336.4215,5.5
i16373,10,1,94.9158,147424.5755,5.5
i16374,8,1,81.3321,217280.9292,8.6667
i16380,9,1,0.0,847588.7562,7.7374
i16381,9,1,26.673,493362.4131,5.5
i16382,8,1,10.7163,1743305.2655,11.5957
i16383,8,1,14.1669,1323385.2728,12.7965
i16384,8,1,27.459,824433.9019,14.7893
i16385,9,1,11.2995,1940911.2749,15.7665
i16395,10,1,18.0306,1088512.1182,17.7796
i16396,10,1,45.0036,314638.8257,6.5029
i16397,10,1,16.4997,1057038.5964,11.2149
i16398,10,1,14.4828,1007123.7087,5.5
i16399,10,1,34.9434,476955.4923,6.5903
i16400,10,1,18.7353,1099582.3448,19.5785
i16407,10,1,5.6133,4843108.4573,27.1934
i16427,1,1,7.1928,2860933.1078,18.0368
i16428,6,1,14.5071,827127.5617,5.5
i16429,9,1,47.7495,266221.9675,5.5
i16430,8,1,15.2361,1189189.0923,9.8947
i16433,8,1,7.0557,1295490.0321,5.5
i16434,10,1,8.8938,1653115.0133,8.4457
i16436,10,1,6.1479,2749716.6866,11.8412
i16437,10,1,6.5124,1513017.8228,5.5
i16438,9,1,125.7768,105320.4232,5.6583
i16439,9,1,21.87,953228.9791,9.0165
i16440,7,1,45.2709,494798.4312,10.9657
i16441,8,1,104.7388,167127.7248,8.4483
i16442,8,1,23.0279,527358.9299,5.5
i16443,6,1,22.599,534846.5875,5.5
i16444,5,1,92.0241,164566.6733,6.0492
i16445,4,1,42.0876,376457.491,6.9247
i16446,6,1,86.3865,139340.6275,5.5
i16447,6,1,131.949,96553.751,5.5
i16448,6,1,92.2428,133737.7563,5.5
i16449,6,1,134.4762,88352.4115,7.2629
i16450,7,1,204.1443,61263.7458,13.5432
i16451,7,1,165.1671,119192.3192,22.9017
i16452,7,1,223.2927,82036.7162,22.9341
i16453,7,1,192.7233,88764.9877,21.8451
i16454,7,1,161.838,79115.67,10.7777
i16455,8,1,103.3236,136826.2534,8.6448
i16456,7,1,106.1424,136335.1567,5.8692
i16457,7,1,171.072,59965.4789,5.5
i16458,7,1,148.716,76502.6159,5.5
i16459,7,1,165.24,60331.5342,5.5
i16460,7,1,224.1675,44675.172,8.1229
i16461,7,1,151.562,92502.933,11.004
i16462,6,1,169.6419,65781.5742,10.1812
i16463,5,1,83.1303,253523.4588,19.5487
i16464,6,1,82.1826,359568.2621,31.2179
i16465,7,1,53.5815,722632.1184,42.8651
i16466,7,1,96.1794,501597.6802,54.3851
i16467,7,1,58.2228,913300.4397,55.905
i16468,7,1,90.2745,613826.2521,58.6615
i16469,5,1,106.9686,507863.2525,58.065
i16470,5,1,204.0228,253067.4286,60.9809
i16471,5,1,212.4549,199543.1352,49.4236
i16472,4,1,132.5565,294299.9656,38.2045
i16473,4,1,71.3691,489016.7536,31.9103
i16476,9,1,7.3872,1884157.5279,5.522
i16477,9,1,33.8499,422356.1389,5.5
i16478,7,1,58.8789,219621.6152,5.5
i16479,7,1,109.5444,165380.6473,10.4129
i16480,7,1,14.0211,1358121.9266,16.4089
i16481,7,1,35.5752,501050.6132,5.5
i16482,6,1,11.5668,1593951.0313,9.9948
i16483,5,1,52.2936,387374.8455,8.3903
i16484,5,1,58.9032,299919.5469,5.5
i16485,4,1,19.9748,793055.1677,5.5
i16486,4,1,38.8314,456385.5154,5.5
i16489,5,1,5.5161,3102752.8093,9.6737
i16490,5,1,132.1592,120110.316,5.5
i16491,5,1,165.2828,61253.693,7.1111
i16492,5,1,53.1198,251668.3115,6.6611
i16493,5,1,98.0733,129417.2801,5.5
i16494,6,1,179.0592,72613.6249,5.5
i16495,6,1,174.595,91000.4266,8.443
i16496,6,1,150.5871,151966.3086,14.3031
i16497,4,1,69.7653,336329.9867,10.5578
i16498,4,1,152.5554,98639.2374,5.5
i16499,4,1,259.4754,57638.2994,6.9194
i16500,5,1,367.3674,16480.1268,11.9285
i16501,5,1,16.6941,908536.2055,5.5
i16502,3,1,87.0183,155472.48,5.6801
i16510,6,1,6.7311,1925981.1884,5.5
i16512,6,1,7.4601,1781087.1931,5.5
i16513,6,1,15.1875,1271705.4866,5.6764
i16516,6,1,32.076,535585.8636,5.5
i16517,6,1,8.2134,1607588.2045,5.5
i16518,6,1,18.1035,857070.2198,5.5
i16519,6,1,9.7686,1075512.465,7.7193
i16520,6,1,6.1722,1240439.1418,5.5
i16521,6,1,11.907,758583.3615,5.5
i16522,5,1,123.687,128623.0271,10.284
i16523,4,1,132.7968,67726.7882,6.5684
i16524,6,1,16.5483,849966.8323,9.9176
i16525,5,1,6.6825,1762790.4163,9.8367
i16527,6,1,10.206,1333716.4918,5.5
i16528,6,1,11.2266,934242.0687,7.3694
i16530,6,1,15.9408,757543.7842,7.9482
i16531,6,1,25.6902,444476.9413,5.5
i16532,6,1,8.8619,1232884.3912,9.0757
i16533,6,1,13.9725,780176.2654,6.9567
i16534,6,1,31.8816,521990.7781,5.5
i16535,6,1,7.047,1871771.0414,5.5
i16536,6,1,38.4426,607077.7841,17.1677
i16537,6,1,55.4769,551379.0437,24.9328
i16538,6,1,45.7083,838181.1306,32.7639
i16541,7,1,6.8769,2984332.0361,17.728
i16544,6,1,8.4078,2592558.1341,19.9758
i16549,6,1,11.2752,2004089.3608,12.4915
i16577,7,1,34.9434,630449.4194,16.4834
i16578,7,1,23.0121,783769.1826,10.4486
i16581,8,1,9.72,1912915.5659,9.1257
i16584,7,1,8.505,4371423.6285,36.1594
i16585,6,1,14.2641,3600755.0551,47.6267
i16586,7,1,5.9535,10050261.915,46.4472
i16691,8,1,8.4078,7321973.6396,19.6451
i16692,7,1,13.0005,2446027.7962,5.5
i16693,6,1,6.2451,7515766.0512,9.3084
i16695,8,1,0.9234,86980849.76,35.7803
i16696,8,1,5.1273,11315700.7029,30.4255
i16697,5,1,5.5647,15238886.6402,36.4901
i16698,7,1,4.6899,19113079.8948,31.8538
i16699,10,1,3.9762,18441270.1356,23.7798
i16700,9,1,3.4506,10532218.7616,11.494
i16701,10,1,3.6207,4936562.2188,5.5
i16710,7,1,6.6582,3148549.7463,6.4593
i16711,7,1,8.3106,1922417.8627,5.5
i16741,10,1,9.5256,821758.9949,5.5
i16742,10,1,6.4881,1114236.641,5.9938
i16750,1,1,25.6122,867320.5233,6.3847
i16751,4,1,15.4791,1105332.6522,5.7329
i16752,10,1,85.8276,194379.816,5.9411
i16753,10,1,139.239,123192.2076,11.5802
i16754,10,1,52.2207,378439.519,9.1694
i16755,10,1,8.1648,1473629.1147,6.3165
i16760,9,1,14.9445,928061.0335,5.9938
i16761,9,1,25.4178,586247.7407,5.5
i16772,10,1,10.2546,2509306.5331,16.9041
i16774,10,1,7.047,2060977.0875,8.5948
i16775,10,1,29.8161,529366.9211,11.2623
i16776,10,1,13.4136,1661059.6072,23.0523
i16779,10,1,36.7659,410503.812,5.5
i16780,10,1,31.5171,400775.6,6.602
i16807,6,1,13.4136,1696270.7098,18.0986
i16808,3,1,8.019,1237227.9694,6.0657
i16809,9,1,35.4782,390343.1495,5.5
i16810,8,1,10.8864,1159966.1516,5.5
i16814,10,1,58.4658,275636.6221,6.4103
i16815,10,1,43.4727,382571.996,5.5
i16816,10,1,30.2292,489387.0284,5.5
i16817,10,1,45.6111,275836.6936,6.7021
i16818,9,1,76.5936,212786.8917,5.5
i16819,7,1,5.832,2017521.6637,5.5
i16820,7,1,47.385,323812.8995,5.5
i16821,7,1,81.8533,191039.9297,5.5
i16822,9,1,110.4909,124910.5271,5.5
i16824,5,1,11.2995,1034846.3001,5.5
i16825,1,1,0.8748,13745689.832,5.5
i16827,7,1,111.1482,149879.6632,8.0292
i16828,7,1,79.1694,192921.1162,8.0446
i16829,7,1,56.0115,223266.737,5.7856
i16830,6,1,164.3652,60678.3694,7.3401
i16831,7,1,102.8862,161579.0688,7.9083
i16832,7,1,160.1613,92176.032,12.7438
i16833,7,1,151.7049,107356.8665,17.8568
i16834,7,1,118.1223,124032.9698,9.244
i16835,7,1,56.2302,231208.7634,5.5
i16836,8,1,62.937,209819.0179,5.8884
i16837,8,1,127.5507,127696.3676,9.0011
i16838,7,1,71.5878,307052.814,12.2038
i16839,7,1,74.7954,317361.0908,15.6531
i16840,7,1,78.0759,299335.9678,20.0823
i16841,6,1,82.0854,300392.9699,21.8014
i16842,5,1,108.9369,204323.8021,23.2079
i16843,6,1,154.9854,146996.6267,27.8746
i16844,6,1,124.7805,250084.0441,36.4422
i16845,7,1,85.8276,484622.201,49.0855
i16846,7,1,62.3781,704103.0395,44.8105
i16847,7,1,21.9915,1923466.7714,44.385
i16848,7,1,17.9334,2436574.2832,46.6568
i16849,6,1,29.2815,1532554.4829,46.5231
i16850,6,1,197.5104,208842.089,48.873
i16851,6,1,220.4253,169774.6772,38.4899
i16852,5,1,103.275,338077.6442,33.1692
i16853,5,1,10.0602,2282662.8633,21.7546
i16855,9,1,14.2884,1117249.134,5.9501
i16856,8,1,63.8118,280791.9947,5.5
i16857,7,1,51.0543,344942.334,5.5
i16858,7,1,31.104,404157.9669,5.5
i16859,7,1,63.5445,342245.03,13.9112
i16860,7,1,16.1352,1528086.6668,17.786
i16861,6,1,116.397,151024.861,6.1482
i16862,6,1,29.0385,596472.1637,5.6982
i16863,5,1,105.5349,244633.7403,17.4761
i16864,4,1,56.1816,462821.4764,14.2019
i16865,5,1,24.9318,962649.2695,13.0846
i16866,6,1,50.7627,490652.6063,12.6282
i16869,5,1,14.7258,1006874.054,5.5
i16870,5,1,152.0643,63931.7447,5.5
i16871,5,1,111.6099,131882.3851,7.961
i16872,5,1,46.3394,269284.4349,5.5
i16873,5,1,115.3502,119880.4632,7.6564
i16874,4,1,87.966,203556.2305,5.5
i16875,3,1,99.2412,174681.0133,5.5
i16876,3,1,140.3811,110284.8488,5.5
i16877,2,1,75.33,239880.0821,5.5
i16878,5,1,54.189,325736.9348,5.5
i16879,5,1,33.5583,520602.3476,5.5
i16880,5,1,41.8689,306479.1562,5.5
i16882,4,1,59.0976,299161.8372,5.5
i16883,4,1,29.9133,419419.879,5.5
i16890,6,1,8.3592,1628389.7254,5.792
i16892,6,1,9.6471,1431745.238,5.5
i16893,6,1,11.8827,1193280.0968,5.5
i16894,5,1,6.5124,2229306.6897,5.5
i16896,6,1,17.0829,888888.4215,5.5
i16897,6,1,6.0264,2046145.115,9.9214
i16898,6,1,6.2451,1802964.5154,9.0858
i16899,6,1,6.7632,1962318.6567,5.5
i16900,6,1,18.2007,850303.0082,5.5
i16902,6,1,14.9202,874648.6338,8.5846
i16903,5,1,15.9408,952396.6446,5.5
i16904,6,1,24.1785,692586.6079,5.5
i16905,6,1,12.6117,715533.4304,5.5
i16906,6,1,7.9947,1667198.2643,5.5
i16907,6,1,12.7818,1116560.1324,5.5
i16908,6,1,10.3275,1307158.892,5.5
i16910,6,1,11.4014,895435.062,7.5419
i16911,6,1,29.1568,403590.823,5.5
i16912,6,1,10.5492,885709.5768,6.8219
i16913,6,1,7.4115,1133283.7022,5.9065
i16914,6,1,13.8024,675499.705,5.5
i16915,5,1,6.4638,1375418.0176,6.5402
i16916,6,1,10.4733,1129900.3442,7.6884
i16918,6,1,19.7073,1598025.9865,22.4484
i16919,6,1,10.692,1949365.6843,21.0479
i16927,6,1,5.9778,2187167.189,5.5
i16946,7,1,37.908,1324650.2201,45.2195
i16947,7,1,14.8716,3403063.8355,49.1929
i16955,8,1,10.7892,2875154.6945,17.2321
i16957,7,1,49.5963,369614.1607,10.8847
i16958,6,1,44.6877,346101.6484,7.1393
i16959,7,1,9.6957,1184292.2854,7.2293
i16960,8,1,14.5071,796844.2739,7.1702
i16961,8,1,19.3671,645931.4927,6.7575
i16962,8,1,20.2419,752380.3752,8.6795
i16963,7,1,13.8024,1667622.5609,19.815
i16964,6,1,14.5314,2347068.5133,31.245
i16978,5,1,15.1875,3185220.5897,42.8918
i17071,8,1,7.9947,5807320.2426,10.2957
i17074,8,1,9.5499,9223370.3845,24.4961
i17075,8,1,9.0882,13264892.0554,51.8989
i17076,6,1,8.1648,11550142.7169,46.2805
i17077,3,1,1.215,84395389.8382,48.9161
i17078,10,1,3.4992,17729639.527,32.3128
i17079,9,1,1.2393,42630452.9603,17.3424
i17080,8,1,0.7047,36446950.0054,5.5
i17081,10,1,5.6133,3629202.6917,5.5
i17090,7,1,6.9498,5519877.2084,16.4387
i17120,10,1,8.3835,1283176.8825,5.5
i17121,10,1,13.1463,806139.7091,5.5
i17122,10,1,6.5853,1097292.5254,5.5
i17124,10,1,5.7348,2890491.6377,9.0203
i17130,7,1,21.7728,1901121.7205,20.1324
i17131,9,1,8.0919,3120315.3628,11.9248
i17132,10,1,27.5076,565034.8478,5.5
i17133,10,1,33.777,466492.7726,5.5
i17134,10,1,74.3337,221013.5248,5.5
i17136,10,1,6.9012,1674557.6708,5.8974
i17142,8,1,14.094,2005768.5357,22.9533
i17143,8,1,5.6862,6355941.2424,32.889
i17144,9,1,7.1685,5531937.4247,40.277
i17148,10,1,15.0903,874092.6525,8.0921
i17149,10,1,38.8314,315301.3798,5.9102
