region,class,bin,capacity,supply_curve_cost_per_mw,dist_km
i17150,10,1,9.3069,2201330.3628,17.9521
i17152,10,1,52.1478,533839.3607,19.2106
i17153,10,1,21.7242,835170.0664,8.5484
i17154,10,1,12.4659,1001923.6796,6.6457
i17155,9,1,64.4922,242510.2669,10.1594
i17156,10,1,48.0654,437894.0462,21.6421
i17160,10,1,31.2741,434993.9159,6.5621
i17161,10,1,11.6397,1020948.6537,5.9155
i17185,9,1,7.7274,4806663.6971,42.9366
i17186,8,1,33.6798,1237449.7481,36.3511
i17187,9,1,30.2778,966431.6165,23.7873
i17188,5,1,19.5858,1321413.1108,10.9076
i17190,10,1,15.6978,678105.7578,5.5
i17191,9,1,6.2502,1929059.8872,5.5657
i17193,10,1,35.3079,651663.637,19.104
i17194,10,1,69.5466,341007.7286,18.1076
i17195,10,1,25.4907,530159.7852,5.5
i17196,10,1,96.6168,155829.2555,5.5
i17197,10,1,93.312,160800.4645,5.5
i17198,10,1,18.2386,793890.231,5.6828
i17201,7,1,29.6703,657992.413,10.6211
i17202,8,1,111.1968,147711.0391,8.042
i17203,10,1,17.1558,1105899.5473,5.5
i17205,1,1,6.7797,2066031.8339,5.5
i17207,8,1,50.4954,275428.6404,5.5
i17208,8,1,52.2693,295899.1492,5.5
i17209,9,1,76.9824,236378.2825,9.5821
i17210,8,1,65.9016,234329.1502,5.5
i17211,8,1,81.9396,177347.0889,5.5
i17212,8,1,87.3342,139262.1208,5.5
i17213,7,1,58.2714,204282.9677,5.5
i17214,8,1,96.6897,152390.2065,5.5
i17215,8,1,54.432,278347.5021,8.3429
i17216,8,1,11.8584,1197355.271,8.9676
i17217,7,1,9.0153,2119001.9278,20.0232
i17218,7,1,38.5884,778212.134,26.2034
i17219,6,1,33.2424,860669.2699,27.1268
i17220,6,1,57.9798,552510.0757,31.4889
i17221,6,1,90.4689,356243.4107,37.0813
i17222,6,1,11.7612,2152829.1787,30.697
i17223,7,1,97.9047,272827.0228,29.0568
i17224,7,1,102.9834,274798.5169,32.5456
i17225,7,1,96.5196,349127.1604,38.1608
i17226,7,1,32.6349,1036083.6209,33.1632
i17228,7,1,8.1891,3899443.6559,35.1368
i17229,6,1,5.8077,5361818.4665,34.9504
i17230,6,1,84.7098,476692.2453,39.7749
i17231,6,1,86.9211,388634.8542,31.9641
i17232,7,1,54.3591,506171.755,24.7672
i17233,8,1,92.6802,240965.7024,16.9674
i17234,8,1,42.282,334131.7313,5.5
i17235,8,1,33.0966,462591.5455,7.8221
i17236,8,1,51.9777,400934.5551,8.8312
i17237,7,1,39.8277,593031.7044,19.4289
i17238,7,1,41.0427,563117.4583,15.4928
i17240,5,1,19.1484,1320522.3825,23.8778
i17241,6,1,128.1339,141651.2844,12.4478
i17242,6,1,46.9962,310934.4588,7.9301
i17243,4,1,116.8101,171088.422,16.4078
i17244,3,1,112.4842,261826.7095,28.0551
i17245,6,1,34.0686,952377.7417,25.2229
i17246,6,1,58.3443,552414.0174,23.0737
i17249,4,1,72.1224,346428.9963,21.1028
i17250,4,1,228.6105,61312.4704,5.5
i17251,4,1,192.5046,78596.0848,16.1069
i17252,5,1,151.7277,94726.6426,5.5
i17253,4,1,202.7106,76534.2891,9.711
i17254,5,1,108.9126,197335.2594,9.5682
i17255,6,1,110.4192,185848.4331,8.9537
i17256,5,1,152.8956,110969.6334,8.001
i17257,3,1,60.7014,335621.5658,8.0846
i17258,4,1,29.16,729669.5966,9.9048
i17259,6,1,62.6454,286647.9208,5.5
i17272,6,1,7.533,1736409.5576,5.5
i17274,6,1,10.6191,1300879.7432,5.5
i17278,6,1,11.1294,815339.4783,5.5
i17279,6,1,18.7839,825987.8922,5.5
i17280,6,1,14.3613,1013205.2238,5.5
i17281,5,1,7.29,1760951.7523,5.5
i17282,6,1,5.6133,1366394.48,5.5
i17283,5,1,5.9535,1282892.37,5.5
i17284,6,1,5.7591,1941006.158,9.3046
i17285,6,1,7.3629,1524247.1212,8.9846
i17286,6,1,8.3227,1592368.2064,5.5646
i17287,7,1,8.035,1657303.0185,5.7073
i17288,6,1,21.5784,643878.0422,8.6859
i17290,6,1,7.9508,987518.8796,5.5
i17291,6,1,16.664,727869.7033,7.3992
i17292,6,1,7.1442,1895700.8996,6.4118
i17299,6,1,6.561,2732368.2099,10.0555
i17303,6,1,6.6339,1351012.675,5.5
i17306,6,1,8.6022,1083594.1968,5.5
i17308,7,1,6.6096,2126877.6757,5.5
i17324,8,1,9.5013,3179169.4189,29.4818
i17325,7,1,15.4548,2290399.8556,27.8713
i17326,7,1,17.5203,2069045.3545,33.3485
i17334,6,1,10.3518,1120048.1246,6.9055
i17335,8,1,52.626,236022.4698,5.5
i17337,7,1,27.77,455101.9504,5.5
i17338,8,1,9.4527,945526.2413,5.5
i17341,7,1,7.8489,1577896.4143,8.0649
i17342,5,1,16.3053,854134.4,7.8695
i17356,5,1,19.9746,1978579.0452,31.8505
i17362,6,1,24.2028,1569941.9433,25.7934
i17447,7,1,1.2879,11732461.6465,5.9283
i17448,7,1,13.2435,2887648.4,14.8368
i17449,6,1,18.3708,2028666.7799,5.5
i17452,1,1,10.2789,3190521.0183,7.241
i17454,8,1,3.2805,28913166.9741,30.9245
i17455,8,1,7.0713,16788490.36,44.6141
i17456,3,1,1.2393,65450796.0065,32.6137
i17457,6,1,0.1458,513542659.4439,29.5718
i17458,10,1,1.4094,48463828.6646,27.7153
i17459,8,1,0.972,40354222.855,12.0558
i17460,9,1,7.5087,3243983.6035,5.5
i17461,8,1,1.2393,33926147.8917,14.5604
i17462,8,1,3.7665,12820842.9117,18.1023
i17465,6,1,0.4815,7415740.554,12.2294
i17466,6,1,5.6133,6756960.5603,9.2466
i17500,10,1,9.5742,793700.2914,5.5
i17511,10,1,6.6096,3499368.5226,16.3886
i17512,10,1,29.8647,502823.8313,5.5
i17513,10,1,27.6048,493020.6186,5.5
i17528,10,1,27.0216,739381.9244,11.8577
i17529,10,1,15.0903,1110013.4561,10.4358
i17534,7,1,12.9033,1140829.756,5.5
i17535,7,1,18.7839,815374.7276,6.4182
i17536,8,1,16.767,1381169.1916,26.3766
i17540,10,1,14.5314,945328.7425,8.263
i17541,10,1,25.5879,602189.8428,5.5
i17563,9,1,23.6925,1145264.1408,29.9819
i17564,10,1,107.5032,222968.5765,25.6202
i17565,9,1,123.2253,205016.1273,29.9845
i17569,8,1,20.655,614437.0747,5.5
i17570,9,1,17.1315,711907.6717,5.7728
i17572,10,1,18.2007,760048.3436,5.5
i17573,10,1,94.2111,176356.3572,7.6948
i17574,9,1,72.3897,266012.9423,8.8158
i17575,8,1,41.6745,367110.8439,5.5
i17576,9,1,138.0483,119854.5565,9.9192
i17577,9,1,53.9946,242381.3828,5.5
i17578,10,1,53.9946,297554.5623,5.7792
i17579,10,1,24.4215,766884.3487,10.0619
i17581,10,1,21.5541,1041672.4943,13.843
i17582,10,1,124.9992,192496.9984,16.6213
i17583,10,1,62.2323,458327.1851,17.6731
i17585,2,1,7.0713,2287174.1436,11.3938
i17586,6,1,33.8013,526118.1469,8.5383
i17587,8,1,102.4002,142181.4352,5.8319
i17588,8,1,56.7891,275000.3335,7.8348
i17589,9,1,128.4984,104287.8514,5.5
i17590,8,1,84.6612,188195.8333,6.2393
i17591,8,1,73.5561,202912.0609,5.5
i17592,8,1,70.7616,213629.0274,5.5
i17593,8,1,49.4748,292849.0723,5.5
i17594,8,1,31.9788,517860.7493,7.8529
i17598,5,1,50.6412,646880.2558,29.5979
i17599,6,1,75.9132,446247.8302,31.7153
i17600,6,1,210.3408,109465.7771,29.1542
i17601,6,1,193.4523,109248.0656,28.25
i17603,7,1,95.6934,195010.0518,17.2167
i17604,7,1,93.312,231505.0835,21.5528
i17605,7,1,101.1366,281492.4825,32.2665
i17606,7,1,110.5893,218911.2591,21.6432
i17607,7,1,13.4379,1618378.5495,21.0995
i17608,7,1,10.7892,2107701.9606,23.6168
i17611,6,1,14.3613,1796699.1615,26.507
i17612,7,1,33.8742,664019.4362,15.1824
i17613,8,1,47.8953,345661.6509,8.9074
i17614,8,1,14.2884,1039791.989,5.5
i17616,8,1,19.9746,1137799.4937,12.4813
i17617,6,1,28.1394,870282.0396,12.5303
i17618,6,1,87.4071,318345.9318,15.3075
i17619,7,1,27.6291,939329.0004,17.1037
i17620,7,1,109.107,233062.782,22.834
i17621,6,1,147.0879,105994.147,11.3667
i17622,6,1,84.564,149117.2208,5.5
i17623,3,1,62.2323,361155.3986,15.364
i17624,3,1,59.0247,498122.8275,26.9212
i17626,7,1,9.4284,3970622.8492,34.5783
i17629,4,1,33.0237,781772.7631,14.2019
i17630,5,1,122.7607,133855.5716,5.5
i17631,4,1,190.4068,75319.1048,7.5882
i17632,3,1,363.1392,8349.4331,5.5
i17633,3,1,219.5748,72217.3685,10.7228
i17634,4,1,146.7475,187627.1373,22.5937
i17635,5,1,128.8143,216866.7769,20.6665
i17636,6,1,121.2327,228990.8145,19.7228
i17637,6,1,168.9093,146343.0064,20.201
i17638,5,1,134.0376,202166.2309,19.7836
i17639,5,1,39.4389,663708.498,14.0678
i17650,7,1,14.3613,1026278.2887,5.5
i17651,6,1,26.5842,745867.8317,8.7966
i17652,6,1,13.7781,1478614.3577,20.3779
i17653,5,1,6.8283,2079901.5093,6.5056
i17654,5,1,7.4115,1800911.1217,5.5
i17655,5,1,8.1162,1642571.2663,5.5
i17656,6,1,25.4178,647244.8381,5.5
i17657,6,1,8.3835,1596437.8041,5.5
i17658,6,1,8.1405,1604496.2414,5.5
i17659,6,1,13.9725,1055314.0444,5.5
i17660,5,1,16.4268,747357.1253,8.074
i17662,6,1,11.5182,1259592.4115,5.5
i17666,7,1,10.633,1296673.7026,5.5
i17667,7,1,7.1685,1802891.4121,5.5
i17668,6,1,12.2229,926850.386,8.0122
i17670,6,1,7.3872,1438073.2075,8.3993
i17671,6,1,16.1838,622463.9225,5.7675
i17691,7,1,6.1722,2872977.5145,13.9868
i17702,9,1,8.019,2288566.5118,15.1068
i17721,7,1,10.3518,1515784.1724,5.5
i17731,6,1,10.5219,3480930.3162,22.082
i17734,5,1,0.0972,219217459.8627,21.2268
i17735,5,1,8.6508,3507725.0692,28.2282
i17736,6,1,4.6656,5759715.123,20.5131
i17737,6,1,8.9424,2719001.8442,17.8312
i17738,6,1,23.0607,1173745.0011,18.9379
i17739,6,1,31.9788,913250.695,23.267
i17823,9,1,1.8225,7815379.3281,5.5
i17824,7,1,0.1458,269102465.9157,5.5
i17825,10,1,2.8674,8691118.4678,5.5
i17826,8,1,2.5272,8955142.0789,5.5
i17827,8,1,0.4374,49969898.8704,8.0175
i17828,8,1,0.7047,69849076.0794,24.1116
i17829,6,1,0.0729,1166718185.2135,23.4715
i17832,1,1,90.2502,568013.9145,7.2602
i17833,7,1,5.1273,11217183.8801,19.2351
i17834,10,1,5.0787,19004442.7183,28.4572
i17835,8,1,0.6318,150524607.3883,38.9484
i17836,9,1,4.6899,12706078.623,25.4808
i17837,8,1,15.6735,2784773.7497,16.2587
i17838,8,1,8.0919,5310475.2132,17.5341
i17839,9,1,0.486,86521938.4693,12.4248
i17840,9,1,0.4374,69311997.3292,5.5
i17841,8,1,0.1944,271671419.6158,20.6969
i17842,9,1,0.1215,485349178.9434,23.2553
i17848,6,1,0.117,43176315.119,16.7177
i17849,7,1,0.0,211160157.5088,40.2765
i17850,6,1,0.0,63619411.8869,40.6147
i17880,10,1,8.6683,926503.4189,6.4092
i17881,10,1,20.4363,606555.7853,7.7976
i17883,10,1,7.1357,2342678.219,10.5567
i17892,10,1,6.4395,2058741.1623,9.9357
i17914,10,1,32.1975,651313.9042,9.5384
i17915,7,1,22.7683,221173.5523,5.5
i17916,6,1,36.693,728615.483,12.6331
i17943,10,1,133.0182,134521.7267,18.3026
i17944,10,1,186.5997,68384.0513,13.6001
i17945,10,1,19.0755,1264658.6825,21.0415
i17947,10,1,8.4807,2540918.1233,21.917
i17949,8,1,28.3824,451818.6174,5.5
i17951,9,1,23.5659,930175.8329,9.5321
i17952,8,1,43.8622,321030.1565,5.5
i17953,8,1,23.9598,540513.2642,5.5
i17954,9,1,25.2477,639430.9627,5.5
i17955,9,1,53.6787,283383.7046,5.5
i17956,10,1,27.216,491181.8351,5.5
i17957,10,1,39.9249,315702.8366,5.9411
i17958,10,1,65.1969,235999.735,6.7548
i17959,10,1,59.8023,258627.3974,5.5
i17961,10,1,56.8863,251930.0516,5.5
i17962,10,1,78.7563,193345.047,5.5
i17963,10,1,40.2651,477706.0634,9.2865
i17965,4,1,5.8077,4628791.738,22.0043
i17966,9,1,25.7094,925349.5896,20.7485
i17967,9,1,63.6417,346103.7452,18.3776
i17968,7,1,65.9502,364093.1884,18.3569
i17969,7,1,117.8307,161389.5878,10.9513
i17970,7,1,37.0575,401848.3958,5.5
i17971,8,1,33.2424,451038.8116,5.5
i17974,7,1,26.0253,544040.857,6.0428
i17975,6,1,19.5372,1020428.7539,14.7984
i17978,7,1,59.0976,388562.7665,17.9122
i17979,6,1,65.4156,378003.2066,20.0823
i17980,7,1,129.5919,156406.0625,16.9813
i17981,7,1,65.5614,336373.0086,18.5395
i17982,7,1,85.779,197660.7566,10.7766
i17983,8,1,19.9746,510130.7232,5.5
i17984,8,1,23.6682,804314.4098,15.994
i17985,8,1,65.8287,340328.822,14.2365
i17986,8,1,131.8518,124921.9966,10.2313
i17987,8,1,34.9677,487493.3767,9.6322
i17988,8,1,27.0459,679672.417,12.0377
i17989,8,1,24.6159,736223.1494,11.9104
i17990,8,1,13.365,1595609.0752,11.921
i17991,8,1,92.583,231173.6185,9.221
i17992,8,1,32.4162,536997.9719,5.5
i17993,8,1,21.3354,526348.1421,5.5
i17994,6,1,14.8473,1025531.262,5.5
i17995,6,1,21.3111,770256.9877,5.5
i17996,8,1,20.0718,783525.6017,5.5
i17998,5,1,48.4542,364941.6799,5.5
i17999,6,1,58.2957,306655.63,5.5
i18000,7,1,94.2597,195942.416,6.3591
i18001,6,1,77.1282,262849.3607,7.7965
i18002,6,1,89.6184,197436.1426,5.5
i18003,4,1,49.1832,399111.2209,12.984
i18004,4,1,7.2171,2820970.174,21.5362
i18009,5,1,60.8472,398383.1821,12.3157
i18010,4,1,37.665,465332.7624,5.5
i18011,5,1,29.9223,479812.5698,7.9392
i18012,4,1,175.5313,45831.0907,5.5
i18013,4,1,42.6465,477835.6403,16.3092
i18014,5,1,54.4563,548659.4226,27.7919
i18015,5,1,50.301,771324.4579,39.9933
i18016,5,1,25.8795,1154155.0543,28.9169
i18017,6,1,151.0002,147717.9605,22.858
i18018,6,1,138.1455,144747.1543,18.3574
i18019,6,1,139.2876,162412.5845,13.2258
i18020,6,1,13.1706,1012158.5461,9.3329
i18030,5,1,18.3951,988700.8094,8.2257
i18031,4,1,6.8526,1935361.6944,5.5
i18032,6,1,6.3909,3278144.9848,13.7349
i18033,6,1,7.9947,2789985.4917,17.7988
i18035,4,1,10.449,1464424.7895,6.9684
i18036,5,1,18.6138,842800.6239,5.5
i18037,6,1,11.4453,1232325.3014,5.5
i18038,6,1,13.365,1072825.2895,5.5
i18045,6,1,7.7274,1699246.4514,5.5
i18046,6,1,6.9498,1862411.3215,5.5
i18047,6,1,10.7163,1281974.1702,5.5
i18048,6,1,6.2694,2034070.2028,5.5
i18050,6,1,15.4791,953227.6682,5.5
i18051,6,1,17.5932,871587.4762,5.5
i18053,5,1,172.9674,69142.6547,8.6294
i18058,6,1,9.2097,1680034.8853,7.1201
i18059,6,1,8.991,1889277.9551,8.451
i18082,8,1,5.9292,1518055.3063,6.0865
i18089,8,1,5.8563,6490474.7259,11.0056
i18090,7,1,10.8135,2007353.519,11.061
i18096,7,1,16.1352,1517734.5997,14.7302
i18097,7,1,14.4828,1006467.8919,5.5
i18111,5,1,2.43,7452367.6827,10.3165
i18114,6,1,3.9534,3280310.1956,5.5
i18116,6,1,0.8019,25624152.7185,10.7021
i18117,6,1,0.8748,16410995.91,5.5
i18118,6,1,11.4453,1775037.581,9.392
i18200,8,1,0.1701,170103725.8464,16.3449
i18201,9,1,0.1944,42677489.8777,5.5
i18202,9,1,0.6318,21959835.2191,5.5
i18203,9,1,2.673,5735255.4029,5.5
i18204,8,1,0.4617,135249278.9617,45.4912
i18205,9,1,2.2356,14282099.4424,13.6784
i18206,8,1,1.4094,8999497.3182,5.5
i18207,7,1,4.4955,6657658.7309,11.6585
i18208,6,1,0.243,231554872.1357,27.2062
i18209,8,1,1.2393,35498071.3683,10.0257
i18210,9,1,0.8505,26730220.3338,5.5
i18212,7,1,7.776,4507740.616,5.5
i18213,10,1,16.1595,1555025.9165,5.5
i18215,7,1,0.2187,289740501.7354,26.2434
i18216,9,1,1.0206,53947861.0649,25.3034
i18217,7,1,0.5589,57282613.2256,6.9401
i18218,9,1,1.4094,14861578.3478,5.5
i18219,7,1,6.8769,2995719.3386,5.9321
i18220,9,1,1.2879,14607482.6752,7.6421
i18221,8,1,0.7776,56114839.9065,14.5204
i18222,8,1,0.2673,125618986.9297,11.9786
i18228,6,1,0.0,86691248.8292,12.4339
i18259,10,1,7.2657,992664.7408,5.5
i18261,9,1,6.5853,1586864.3421,5.5
i18271,9,1,8.2863,2734692.6282,25.7673
i18275,8,1,15.6492,1111174.7375,9.4884
i18287,10,1,6.9741,6016518.8147,40.3676
i18288,9,1,6.6339,5939621.6179,36.5226
i18294,10,1,32.3676,633292.7701,13.7621
i18295,7,1,0.0,274204.3296,5.5
i18296,7,1,36.4743,591266.0566,10.652
i18322,9,1,12.9762,1957233.3837,25.3694
i18323,10,1,219.2346,50085.8829,12.6037
i18324,10,1,98.7309,121165.7892,5.5
i18329,10,1,10.6191,1193398.6147,5.5
i18331,7,1,35.7939,754066.9211,19.9679
i18332,7,1,35.5023,492655.3775,10.725
i18333,7,1,8.0433,1811069.6677,5.5
i18334,10,1,25.6365,564705.6992,5.5
i18335,9,1,58.32,397685.2386,14.4704
i18336,9,1,90.6876,159605.3549,5.5
i18337,10,1,111.9987,123452.5925,7.9403
i18338,10,1,19.266,503362.336,5.5
i18339,10,1,16.4997,744435.7875,9.4767
i18341,9,1,23.5224,800112.2237,5.5
i18342,10,1,52.2207,280558.1998,5.5401
i18343,9,1,36.4014,425244.0053,5.5
i18344,6,1,10.0602,1211371.46,5.5
i18345,8,1,6.9255,1799331.2186,6.5493
i18346,8,1,38.1753,507444.3214,13.0112
i18347,9,1,13.3407,1302896.5363,14.7814
i18348,7,1,98.9739,262898.5082,15.2292
i18349,6,1,113.5782,198215.0151,17.9303
i18350,7,1,134.1846,154260.6387,16.6341
i18351,8,1,114.5988,175033.2558,11.6212
i18352,8,1,49.2804,281878.2879,5.5
i18355,6,1,9.9873,1138185.8841,5.5
i18356,8,1,48.4056,307172.5407,5.5
i18357,8,1,91.3194,160350.7339,5.5
i18358,8,1,102.303,142315.4992,5.5
i18359,8,1,60.5313,262824.7273,6.9274
i18360,8,1,21.9429,601858.9112,5.5
i18361,8,1,39.0987,372101.7243,5.5
i18362,8,1,46.7532,256068.5631,5.5465
i18363,8,1,9.2583,1262316.1443,7.7874
i18364,7,1,11.9556,1029345.7866,5.5
i18365,7,1,75.4029,207427.3955,5.5
i18366,7,1,37.4706,415242.6124,7.9621
i18367,8,1,55.3068,260315.0835,7.1521
i18368,7,1,72.7299,189563.0722,6.5274
i18369,8,1,56.8863,240516.4513,6.7074
i18370,8,1,17.2773,874605.7029,5.5
i18371,7,1,76.545,233214.8725,5.5
i18373,8,1,29.0628,713567.0685,9.2285
i18375,7,1,25.3692,1002294.6544,13.4148
i18376,8,1,92.2428,242074.6931,10.4219
i18377,6,1,8.7966,2246154.0723,10.9348
i18379,6,1,66.6306,288250.5209,6.561
i18380,6,1,81.0891,223680.5067,5.5
i18381,6,1,100.9665,170069.8729,5.5
i18382,6,1,66.8493,204514.6483,6.3655
i18383,5,1,45.2466,282554.2831,5.8782
i18384,4,1,29.4273,654042.9445,7.6266
i18389,3,1,92.8989,189708.1787,5.5
i18390,5,1,57.2994,307933.0719,5.5
i18391,4,1,38.637,574147.1494,15.7996
i18392,6,1,24.9612,654627.9602,5.5
i18393,6,1,35.4068,615975.0465,10.0864
i18394,5,1,37.8351,784749.5391,21.6064
i18395,5,1,18.5652,1722912.9982,33.3922
i18396,5,1,53.2656,488581.0383,23.7915
i18397,4,1,176.7582,83711.3933,12.4142
i18398,5,1,133.1878,88560.9327,6.5918
i18399,6,1,146.2372,98010.0734,5.5
i18400,5,1,19.7802,739369.502,9.1976
i18405,6,1,12.7332,1357485.3654,8.7977
i18409,6,1,21.7971,739272.5352,5.5
i18410,6,1,9.6471,1827878.3627,9.474
i18411,5,1,7.3386,1826943.9692,5.5
i18413,5,1,6.6582,3552248.5922,19.9615
i18417,6,1,15.2604,981983.2151,5.7818
i18418,6,1,14.5314,1007557.182,5.5
i18422,5,1,6.6825,2287288.55,16.1031
i18423,6,1,7.6788,2086667.7185,8.4664
i18424,6,1,9.6714,954869.4998,6.2329
i18426,6,1,12.5145,1136104.8054,5.5
i18430,6,1,7.9704,1647915.2528,5.5
i18431,6,1,11.421,1196459.7334,10.6957
i18449,7,1,18.6381,902221.1678,5.5
i18469,7,1,10.206,1372046.3436,5.5
i18490,5,1,0.6318,19636162.7727,5.5
i18491,5,1,0.0486,260675801.1119,5.5
i18492,6,1,0.6804,18691112.1945,5.5
i18494,6,1,0.1215,110305270.0622,6.4156
i18498,7,1,2.8674,4813867.3029,5.5
i18499,6,1,0.1701,142511410.8968,21.1506
i18500,6,1,5.6376,2363819.5194,5.5
i18575,5,1,99.1683,308947.3428,16.575
i18576,6,1,0.6318,39574745.7916,13.6359
i18577,8,1,4.4469,4258517.3015,7.6948
i18578,8,1,0.5103,28197175.0011,5.5
i18579,8,1,0.243,156703557.1216,19.1413
i18580,9,1,1.5552,33959966.6513,25.3279
i18581,9,1,0.2916,47886583.3736,5.5
i18582,8,1,1.1125,21334272.492,11.4812
i18583,7,1,0.2187,183986906.2328,15.594
i18584,6,1,0.0729,751874746.5544,24.6825
i18585,6,1,12.6846,3445698.8746,18.5433
i18586,7,1,0.6318,32352437.8093,7.6138
i18587,5,1,10.9836,3639712.1976,5.5
i18588,6,1,3.4506,10204975.3667,11.404
i18589,8,1,0.3645,135046257.621,21.7705
i18590,8,1,4.2282,8081665.6019,5.5
i18592,8,1,1.8225,10835127.9541,5.5
i18593,10,1,10.0845,2731859.7939,5.7984
i18594,9,1,15.7221,1405334.7554,6.4593
i18596,9,1,0.6075,92732791.3503,26.2407
i18597,10,1,1.8468,22215523.9154,11.2831
i18598,2,1,6.8526,3607916.8702,5.5
i18599,9,1,0.243,164819706.0977,16.1468
i18600,8,1,0.8262,31902908.3764,6.8347
i18601,9,1,1.0692,22333283.8887,6.6393
i18602,8,1,1.5552,14220814.0918,6.0401
i18607,6,1,0.0,55973486.3891,5.5
i18609,5,1,0.0,195365585.9121,79.4949
i18651,10,1,12.2229,1489014.9373,16.5031
i18652,10,1,14.2641,764618.7587,5.5
i18655,10,1,6.7068,2863370.1481,16.616
i18666,9,1,7.1928,6665191.8785,44.27
i18668,10,1,6.3423,8145902.5719,48.9937
i18674,10,1,22.6719,808484.8183,19.4843
i18675,9,1,40.2408,393917.4613,5.5
i18676,9,1,32.2704,586845.7337,9.0346
i18703,10,1,134.3304,119091.2792,16.288
i18704,10,1,98.7309,156789.9193,5.5
i18708,10,1,17.6418,793898.0384,5.5401
i18709,10,1,43.1325,293811.7281,5.5
i18710,9,1,16.4268,1195062.7861,16.2847
i18711,7,1,17.8605,1320747.2382,27.1961
i18712,7,1,36.7659,843913.0018,25.9617
i18714,10,1,54.0918,272168.1588,5.5
i18715,7,1,159.8697,94327.2823,9.3148
i18716,8,1,104.8545,142800.5493,5.5
i18717,10,1,109.2285,174517.6747,14.4187
i18718,10,1,17.1964,668500.3062,8.0601
i18721,6,1,6.4638,2969791.6584,16.7475
i18722,10,1,84.078,157484.4049,5.5
i18723,8,1,45.1008,334028.6067,8.231
i18724,2,1,9.7686,1272513.6454,5.5
i18725,5,1,13.851,710235.3596,5.5
i18726,7,1,10.206,906719.1405,5.5
i18727,7,1,73.5075,213907.0004,7.7837
i18728,7,1,53.8245,296546.3024,5.5
i18729,4,1,185.0202,56228.7274,6.1392
i18730,6,1,127.6236,123218.4922,7.9392
i18731,9,1,127.8875,117342.7363,10.9012
i18732,8,1,131.237,126860.6728,10.6429
i18736,9,1,42.7194,341079.1119,9.4304
i18737,8,1,65.1726,266084.4774,10.6286
i18738,8,1,65.0268,240916.0464,5.5
i18739,9,1,61.1874,202727.585,5.5
i18740,9,1,60.5556,247035.6242,5.5
i18741,8,1,67.6512,244294.6196,6.6946
i18742,9,1,26.9487,458422.9324,6.7101
i18743,8,1,26.5599,575839.926,5.5
i18744,7,1,15.4791,973178.1625,7.5521
i18745,8,1,8.7966,1986627.1352,10.8666
i18748,8,1,16.4025,1135023.3139,13.2428
i18749,7,1,5.8563,3140193.1765,18.4736
i18751,6,1,47.6037,566275.1138,14.3947
i18752,6,1,50.6898,530387.5735,17.8595
i18753,8,1,53.6301,543455.1299,27.0101
i18754,8,1,39.9492,807902.6051,23.9885
i18756,8,1,60.0939,501298.5844,22.2029
i18757,8,1,5.9778,4568984.5275,22.4175
i18759,6,1,45.6597,602552.9106,18.3483
i18760,6,1,94.0167,284230.746,17.2837
i18761,5,1,47.0934,414858.766,12.296
i18762,4,1,142.0578,94580.5526,8.7465
i18763,3,1,79.9332,185599.5368,14.5513
i18764,5,1,41.0913,434958.3884,5.5
i18765,6,1,7.3143,1873383.0336,5.5
i18766,5,1,9.6228,1137079.8998,7.8955
i18767,4,1,24.5187,718945.0037,11.8529
i18768,4,1,84.6126,238002.6707,13.123
i18769,4,1,86.9454,204541.8933,5.5
i18770,5,1,92.6316,241013.1558,10.6403
i18771,5,1,30.7152,788616.478,13.0255
i18772,5,1,20.0475,796716.312,5.5
i18773,6,1,37.5192,596139.5082,10.611
i18774,6,1,25.9733,1077969.7981,26.6967
i18775,6,1,24.8538,950751.2978,21.9249
i18776,6,1,57.6304,425797.1008,21.3902
i18777,5,1,123.859,125926.4791,9.9602
i18778,5,1,125.3469,89001.1833,5.5
i18779,4,1,137.5465,129565.3245,8.3764
i18780,3,1,56.1109,250262.6346,6.8294
i18784,7,1,41.1399,448970.6359,6.3384
i18785,7,1,10.9593,1258333.6437,5.5
i18788,5,1,10.0359,1813710.4322,10.3383
i18789,4,1,89.7642,196720.2458,5.5
i18790,5,1,59.6079,295103.4181,5.5
i18791,5,1,18.3222,956946.6472,7.1521
i18793,5,1,11.9313,2005980.8594,15.5323
i18794,5,1,10.5705,2847198.9825,26.737
i18796,5,1,9.0243,2342661.1561,22.4501
i18797,6,1,7.1483,1846079.4982,5.58
i18799,6,1,9.8901,938545.896,5.9901
i18801,6,1,7.7517,1206096.3393,6.9556
i18802,6,1,6.1236,1339074.6524,6.0556
i18803,6,1,16.2567,618022.1722,5.5
i18804,6,1,10.449,1203403.7457,9.4974
i18808,6,1,9.0396,2150485.679,11.7591
i18810,6,1,6.4152,2665998.6996,9.9357
i18811,6,1,13.1949,1091938.801,5.5
i18813,5,1,7.2657,1355271.996,7.2911
i18842,7,1,6.318,3899087.3773,23.9486
i18843,7,1,30.7881,816683.0315,19.8545
i18849,7,1,6.2208,3043679.3398,9.8228
i18861,6,1,6.3423,4206888.7615,25.5776
i18862,6,1,7.7517,3981375.5157,29.2592
i18863,6,1,25.2477,1181033.6414,23.5268
i18869,6,1,0.2187,59952551.2648,5.5
i18871,6,1,0.6318,34371507.8936,13.9612
i18872,6,1,11.4939,2014598.7403,12.9457
i18875,7,1,0.8262,38382345.8389,26.4851
i18876,7,1,0.729,39721199.7929,29.1851
i18878,7,1,0.5103,23834848.1422,5.5
