r,h,i,value
s138,H7,csp1_1,0.475355123
s138,H7,csp1_4,0.587459221
s138,H8,csp1_3,0.032757213
s138,H8,csp1_2,0.028598197
s138,H8,csp1_1,0.026838197
s138,H8,csp1_4,0.034587377
s139,H10,csp1_3,0.301589762
s139,H10,csp1_2,0.297674524
s139,H10,csp1_1,0.253057083
s139,H10,csp1_4,0.294151845
s139,H11,csp1_3,0.490898021
s139,H11,csp1_2,0.456368958
s139,H11,csp1_1,0.433734792
s139,H11,csp1_4,0.496291458
s139,H12,csp1_3,0.0071605
s139,H12,csp1_2,0.00427825
s139,H12,csp1_1,0.004289083
s139,H12,csp1_4,0.006861
s139,H14,csp1_3,0.364649612
s139,H14,csp1_2,0.366722516
s139,H14,csp1_1,0.354659783
s139,H14,csp1_4,0.367763509
s139,H15,csp1_3,0.564982745
s139,H15,csp1_2,0.552737228
s139,H15,csp1_1,0.520252717
s139,H15,csp1_4,0.584489674
s139,H16,csp1_3,0.078614565
s139,H16,csp1_2,0.066356848
s139,H16,csp1_1,0.068288043
s139,H16,csp1_4,0.085045761
s139,H17,csp1_3,0.668232065
s139,H17,csp1_2,0.627504348
s139,H17,csp1_1,0.559423641
s139,H17,csp1_4,0.684700136
s139,H2,csp1_3,0.458249845
s139,H2,csp1_2,0.453547127
s139,H2,csp1_1,0.426455823
s139,H2,csp1_4,0.480707842
s139,H3,csp1_3,0.668232065
s139,H3,csp1_2,0.627504348
s139,H3,csp1_1,0.559423641
s139,H3,csp1_4,0.684700136
s139,H4,csp1_3,0.135382065
s139,H4,csp1_2,0.121254565
s139,H4,csp1_1,0.112794239
s139,H4,csp1_4,0.139737609
s139,H6,csp1_3,0.390139696
s139,H6,csp1_2,0.379565457
s139,H6,csp1_1,0.363685597
s139,H6,csp1_4,0.396650351
s139,H7,csp1_3,0.53688627
s139,H7,csp1_2,0.479544672
s139,H7,csp1_1,0.472516189
s139,H7,csp1_4,0.563853484
s139,H8,csp1_3,0.031615246
s139,H8,csp1_2,0.02508459
s139,H8,csp1_1,0.026756066
s139,H8,csp1_4,0.031547377
s140,H10,csp1_2,0.253423036
s140,H10,csp1_1,0.271739405
s140,H11,csp1_2,0.419405313
s140,H11,csp1_1,0.403408646
s140,H12,csp1_2,0.002675333
s140,H12,csp1_1,0.003228167
s140,H14,csp1_2,0.397204115
s140,H14,csp1_1,0.368969255
s140,H15,csp1_2,0.537108696
s140,H15,csp1_1,0.528246603
s140,H16,csp1_2,0.074608478
s140,H16,csp1_1,0.06604413
s140,H17,csp1_2,0.637531114
s140,H17,csp1_1,0.591573777
s140,H2,csp1_2,0.468731056
s140,H2,csp1_1,0.457270186
s140,H3,csp1_2,0.637531114
s140,H3,csp1_1,0.591573777
s140,H4,csp1_2,0.133386848
s140,H4,csp1_1,0.116729457
s140,H6,csp1_2,0.387022248
s140,H6,csp1_1,0.341202693
s140,H7,csp1_2,0.531822336
s140,H7,csp1_1,0.415746926
s140,H8,csp1_2,0.028801803
s140,H8,csp1_1,0.023829836
s141,H10,csp1_3,0.303843452
s141,H10,csp1_2,0.29893131
s141,H10,csp1_1,0.276416726
s141,H11,csp1_3,0.482671667
s141,H11,csp1_2,0.441212917
s141,H11,csp1_1,0.431997813
s141,H12,csp1_3,0.005246667
s141,H12,csp1_2,0.003625333
s141,H12,csp1_1,0.003160417
s141,H14,csp1_3,0.367794099
s141,H14,csp1_2,0.372828106
s141,H14,csp1_1,0.367185947
s141,H15,csp1_3,0.528307065
s141,H15,csp1_2,0.539479484
s141,H15,csp1_1,0.536466304
s141,H16,csp1_3,0.075031957
s141,H16,csp1_2,0.070101087
s141,H16,csp1_1,0.062360435
s141,H17,csp1_3,0.638726223
s141,H17,csp1_2,0.606759647
s141,H17,csp1_1,0.563291848
s141,H2,csp1_3,0.454075155
s141,H2,csp1_2,0.455020807
s141,H2,csp1_1,0.459960637
s141,H3,csp1_3,0.638726223
s141,H3,csp1_2,0.606759647
s141,H3,csp1_1,0.563291848
s141,H4,csp1_3,0.124607935
s141,H4,csp1_2,0.117646957
s141,H4,csp1_1,0.119108587
s141,H6,csp1_3,0.370679742
s141,H6,csp1_2,0.359221311
s141,H6,csp1_1,0.339782436
s141,H7,csp1_3,0.501769467
s141,H7,csp1_2,0.482166803
s141,H7,csp1_1,0.436235041
s141,H8,csp1_3,0.028260164
s141,H8,csp1_2,0.022018525
s141,H8,csp1_1,0.023021475
s142,H10,csp1_1,0.271286964
s142,H11,csp1_1,0.403718958
s142,H12,csp1_1,0.002615417
s142,H14,csp1_1,0.364549845
s142,H15,csp1_1,0.501610054
s142,H16,csp1_1,0.057782391
s142,H17,csp1_1,0.577409647
s142,H2,csp1_1,0.465760481
s142,H3,csp1_1,0.577409647
s142,H4,csp1_1,0.11503587
s142,H6,csp1_1,0.329928454
s142,H7,csp1_1,0.434882377
s142,H8,csp1_1,0.022575738
s143,H10,csp1_2,0.293776607
s143,H10,csp1_1,0.298693512
s143,H11,csp1_2,0.438818854
s143,H11,csp1_1,0.426267813
s143,H12,csp1_2,0.003976333
s143,H12,csp1_1,0.003631917
s143,H14,csp1_2,0.381246584
s143,H14,csp1_1,0.377634394
s143,H15,csp1_2,0.532911413
s143,H15,csp1_1,0.510949185
s143,H16,csp1_2,0.064986739
s143,H16,csp1_1,0.063244348
s143,H17,csp1_2,0.590884783
s143,H17,csp1_1,0.595837908
s143,H2,csp1_2,0.45210823
s143,H2,csp1_1,0.445745885
s143,H3,csp1_2,0.590884783
s143,H3,csp1_1,0.595837908
s143,H4,csp1_2,0.113711957
s143,H4,csp1_1,0.110074022
s143,H6,csp1_2,0.352411124
s143,H6,csp1_1,0.316580796
s143,H7,csp1_2,0.459435656
s143,H7,csp1_1,0.450098566
s143,H8,csp1_2,0.021342131
s143,H8,csp1_1,0.021758361
s144,H10,csp1_1,0.244622202
s144,H11,csp1_1,0.371322083
s144,H12,csp1_1,0.001997917
s144,H14,csp1_1,0.378932609
s144,H15,csp1_1,0.539160598
s144,H16,csp1_1,0.063262391
s144,H17,csp1_1,0.621464946
s144,H2,csp1_1,0.468005435
s144,H3,csp1_1,0.621464946
s144,H4,csp1_1,0.124557391
s144,H6,csp1_1,0.346946721
s144,H7,csp1_1,0.489878074
s144,H8,csp1_1,0.024828197
s145,H10,csp1_1,0.276808214
s145,H11,csp1_1,0.412233646
s145,H12,csp1_1,0.0027895
s145,H14,csp1_1,0.381029503
s145,H15,csp1_1,0.515668342
s145,H16,csp1_1,0.059761739
s145,H17,csp1_1,0.564063451
s145,H2,csp1_1,0.457386025
s145,H3,csp1_1,0.564063451
s145,H4,csp1_1,0.105795761
s145,H6,csp1_1,0.315656089
s145,H7,csp1_1,0.393426025
s145,H8,csp1_1,0.017657049
s146,H10,csp1_1,0.285264524
s146,H11,csp1_1,0.406073854
s146,H12,csp1_1,0.002597833
s146,H14,csp1_1,0.387589441
s146,H15,csp1_1,0.492708152
s146,H16,csp1_1,0.058853043
s146,H17,csp1_1,0.589348913
s146,H2,csp1_1,0.457937267
s146,H3,csp1_1,0.589348913
s146,H4,csp1_1,0.1063375
s146,H6,csp1_1,0.333264637
s146,H7,csp1_1,0.414359016
s146,H8,csp1_1,0.017470984
s147,H10,csp1_1,0.298613988
s147,H11,csp1_1,0.427662917
s147,H12,csp1_1,0.002671417
s147,H14,csp1_1,0.390443866
s147,H15,csp1_1,0.528384647
s147,H16,csp1_1,0.055654565
s147,H17,csp1_1,0.536981658
s147,H2,csp1_1,0.462070652
s147,H3,csp1_1,0.536981658
s147,H4,csp1_1,0.0938775
s147,H6,csp1_1,0.341292389
s147,H7,csp1_1,0.427031148
s147,H8,csp1_1,0.018181148
s148,H10,csp1_7,0.373744048
s148,H10,csp1_8,0.42512244
s148,H10,csp1_9,0.46212375
s148,H10,csp1_10,0.486841726
s148,H11,csp1_7,0.478765938
s148,H11,csp1_8,0.497116042
s148,H11,csp1_9,0.545037083
s148,H11,csp1_10,0.583152188
s148,H12,csp1_7,0.000696667
s148,H12,csp1_8,0.000674917
s148,H12,csp1_9,0.0009685
s148,H12,csp1_10,0.002508417
s148,H14,csp1_7,0.540625699
s148,H14,csp1_8,0.568779814
s148,H14,csp1_9,0.620194643
s148,H14,csp1_10,0.625450388
s148,H15,csp1_7,0.622391168
s148,H15,csp1_8,0.649054755
s148,H15,csp1_9,0.677632609
s148,H15,csp1_10,0.697418478
s148,H16,csp1_7,0.046318587
s148,H16,csp1_8,0.04207837
s148,H16,csp1_9,0.044540109
s148,H16,csp1_10,0.050450109
s148,H17,csp1_7,0.64872962
s148,H17,csp1_8,0.684551902
s148,H17,csp1_9,0.635008152
s148,H17,csp1_10,0.660808696
s148,H2,csp1_7,0.596381211
s148,H2,csp1_8,0.603708929
s148,H2,csp1_9,0.597496894
s148,H2,csp1_10,0.592674922
s148,H3,csp1_7,0.64872962
s148,H3,csp1_8,0.684551902
s148,H3,csp1_9,0.635008152
s148,H3,csp1_10,0.660808696
s148,H4,csp1_7,0.072524022
s148,H4,csp1_8,0.065710217
s148,H4,csp1_9,0.072501413
s148,H4,csp1_10,0.071778152
s148,H6,csp1_7,0.5367637
s148,H6,csp1_8,0.572126581
s148,H6,csp1_9,0.572712178
s148,H6,csp1_10,0.557161007
s148,H7,csp1_7,0.599883811
s148,H7,csp1_8,0.604077254
s148,H7,csp1_9,0.6390625
s148,H7,csp1_10,0.622142828
s148,H8,csp1_7,0.008621639
s148,H8,csp1_8,0.009362951
s148,H8,csp1_9,0.010115738
s148,H8,csp1_10,0.011111639
s149,H10,csp1_6,0.339610238
s149,H10,csp1_7,0.368221667
s149,H10,csp1_8,0.363576071
s149,H10,csp1_9,0.339605179
s149,H11,csp1_6,0.654221771
s149,H11,csp1_7,0.682890521
s149,H11,csp1_8,0.687751354
s149,H11,csp1_9,0.688886979
s149,H12,csp1_6,0.0234255
s149,H12,csp1_7,0.0249905
s149,H12,csp1_8,0.026277083
s149,H12,csp1_9,0.033482833
s149,H14,csp1_6,0.417385947
s149,H14,csp1_7,0.435034161
s149,H14,csp1_8,0.460620419
s149,H14,csp1_9,0.494504969
s149,H15,csp1_6,0.674706793
s149,H15,csp1_7,0.711099049
s149,H15,csp1_8,0.744602038
s149,H15,csp1_9,0.77161875
s149,H16,csp1_6,0.112029891
s149,H16,csp1_7,0.125925543
s149,H16,csp1_8,0.138635543
s149,H16,csp1_9,0.142541413
s149,H17,csp1_6,0.675467663
s149,H17,csp1_7,0.68451712
s149,H17,csp1_8,0.703667255
s149,H17,csp1_9,0.755973234
s149,H2,csp1_6,0.433520497
s149,H2,csp1_7,0.450768866
s149,H2,csp1_8,0.470745264
s149,H2,csp1_9,0.476090916
s149,H3,csp1_6,0.675467663
s149,H3,csp1_7,0.68451712
s149,H3,csp1_8,0.703667255
s149,H3,csp1_9,0.755973234
s149,H4,csp1_6,0.144498696
s149,H4,csp1_7,0.153346087
s149,H4,csp1_8,0.163091848
s149,H4,csp1_9,0.170588043
s149,H6,csp1_6,0.38520808
s149,H6,csp1_7,0.404279274
s149,H6,csp1_8,0.410528103
s149,H6,csp1_9,0.426102225
s149,H7,csp1_6,0.612628893
s149,H7,csp1_7,0.6295125
s149,H7,csp1_8,0.662433811
s149,H7,csp1_9,0.683755943
s149,H8,csp1_6,0.055898525
s149,H8,csp1_7,0.056464098
s149,H8,csp1_8,0.063401311
s149,H8,csp1_9,0.068968033
s15,H10,csp1_3,0.156589286
s15,H10,csp1_2,0.108422857
s15,H10,csp1_6,0.202861845
s15,H10,csp1_5,0.197540893
s15,H10,csp1_4,0.189205893
s15,H11,csp1_3,0.176880833
s15,H11,csp1_2,0.165167708
s15,H11,csp1_6,0.236744271
s15,H11,csp1_5,0.212482188
s15,H11,csp1_4,0.225323438
s15,H12,csp1_2,0.000238667
s15,H12,csp1_6,0.000224
s15,H14,csp1_3,0.329923137
s15,H14,csp1_2,0.244640916
s15,H14,csp1_6,0.366735714
s15,H14,csp1_5,0.359516227
s15,H14,csp1_4,0.358293478
s15,H15,csp1_3,0.355367391
s15,H15,csp1_2,0.325778397
s15,H15,csp1_6,0.432722962
s15,H15,csp1_5,0.391059103
s15,H15,csp1_4,0.390346467
s15,H16,csp1_3,0.03225
s15,H16,csp1_2,0.03807837
s15,H16,csp1_6,0.043611957
s15,H16,csp1_5,0.043187283
s15,H16,csp1_4,0.039848478
s15,H17,csp1_3,0.647370516
s15,H17,csp1_2,0.715469701
s15,H17,csp1_6,0.763058967
s15,H17,csp1_5,0.760258288
s15,H17,csp1_4,0.703661821
s15,H2,csp1_3,0.612916693
s15,H2,csp1_2,0.582897826
s15,H2,csp1_6,0.656067702
s15,H2,csp1_5,0.641480668
s15,H2,csp1_4,0.641833618
s15,H3,csp1_3,0.647370516
s15,H3,csp1_2,0.715469701
s15,H3,csp1_6,0.763058967
s15,H3,csp1_5,0.760258288
s15,H3,csp1_4,0.703661821
s15,H4,csp1_3,0.134183261
s15,H4,csp1_2,0.138169674
s15,H4,csp1_6,0.151508696
s15,H4,csp1_5,0.151869783
s15,H4,csp1_4,0.150393913
s15,H6,csp1_3,0.47567377
s15,H6,csp1_2,0.481209719
s15,H6,csp1_6,0.550330094
s15,H6,csp1_5,0.535198712
s15,H6,csp1_4,0.504659016
s15,H7,csp1_3,0.522989959
s15,H7,csp1_2,0.572965369
s15,H7,csp1_6,0.642853689
s15,H7,csp1_5,0.637155533
s15,H7,csp1_4,0.576340164
s15,H8,csp1_3,0.013992623
s15,H8,csp1_2,0.023002131
s15,H8,csp1_6,0.024302131
s15,H8,csp1_5,0.023362131
s15,H8,csp1_4,0.021990984
s150,H10,csp1_6,0.331727917
s150,H10,csp1_5,0.338751131
s150,H10,csp1_7,0.325921369
s150,H10,csp1_8,0.317364286
s150,H10,csp1_9,0.314601131
s150,H11,csp1_6,0.576354167
s150,H11,csp1_5,0.596260938
s150,H11,csp1_7,0.582271042
s150,H11,csp1_8,0.632653854
s150,H11,csp1_9,0.643418542
s150,H12,csp1_6,0.010948417
s150,H12,csp1_5,0.009814333
s150,H12,csp1_7,0.0144465
s150,H12,csp1_8,0.023158
s150,H12,csp1_9,0.026139167
s150,H14,csp1_6,0.423540761
s150,H14,csp1_5,0.41419146
s150,H14,csp1_7,0.438991382
s150,H14,csp1_8,0.446530047
s150,H14,csp1_9,0.470744099
s150,H15,csp1_6,0.645867391
s150,H15,csp1_5,0.621572283
s150,H15,csp1_7,0.680540217
s150,H15,csp1_8,0.716442527
s150,H15,csp1_9,0.727578804
s150,H16,csp1_6,0.115627391
s150,H16,csp1_5,0.11114
s150,H16,csp1_7,0.129602717
s150,H16,csp1_8,0.138579565
s150,H16,csp1_9,0.136332391
s150,H17,csp1_6,0.708540353
s150,H17,csp1_5,0.696613451
s150,H17,csp1_7,0.744949728
s150,H17,csp1_8,0.737126495
s150,H17,csp1_9,0.743022826
s150,H2,csp1_6,0.471900311
s150,H2,csp1_5,0.464079736
s150,H2,csp1_7,0.499493866
s150,H2,csp1_8,0.506777096
s150,H2,csp1_9,0.489417624
s150,H3,csp1_6,0.708540353
s150,H3,csp1_5,0.696613451
s150,H3,csp1_7,0.744949728
s150,H3,csp1_8,0.737126495
s150,H3,csp1_9,0.743022826
s150,H4,csp1_6,0.156363696
s150,H4,csp1_5,0.153396848
s150,H4,csp1_7,0.16871837
s150,H4,csp1_8,0.172856848
s150,H4,csp1_9,0.1752375
s150,H6,csp1_6,0.415751522
s150,H6,csp1_5,0.4076363
s150,H6,csp1_7,0.425434309
s150,H6,csp1_8,0.449860656
s150,H6,csp1_9,0.460786885
s150,H7,csp1_6,0.627179713
s150,H7,csp1_5,0.6070125
s150,H7,csp1_7,0.66646127
s150,H7,csp1_8,0.722143238
s150,H7,csp1_9,0.705933402
s150,H8,csp1_6,0.049301475
s150,H8,csp1_5,0.045805902
s150,H8,csp1_7,0.064859344
s150,H8,csp1_8,0.070488197
s150,H8,csp1_9,0.077417869
s151,H10,csp1_2,0.284166905
s151,H10,csp1_1,0.274688333
s151,H11,csp1_2,0.440192813
s151,H11,csp1_1,0.422274271
s151,H12,csp1_2,0.003672083
s151,H12,csp1_1,0.002761167
s151,H14,csp1_2,0.345360481
s151,H14,csp1_1,0.336050233
s151,H15,csp1_2,0.505392255
s151,H15,csp1_1,0.498090489
s151,H16,csp1_2,0.059299565
s151,H16,csp1_1,0.053768587
s151,H17,csp1_2,0.580065353
s151,H17,csp1_1,0.53146875
s151,H2,csp1_2,0.417056289
s151,H2,csp1_1,0.398106211
s151,H3,csp1_2,0.580065353
s151,H3,csp1_1,0.53146875
s151,H4,csp1_2,0.082361196
s151,H4,csp1_1,0.078184239
s151,H6,csp1_2,0.351649883
s151,H6,csp1_1,0.318580445
s151,H7,csp1_2,0.499023566
s151,H7,csp1_1,0.471241393
s151,H8,csp1_2,0.023824918
s151,H8,csp1_1,0.02140623
s152,H10,csp1_6,0.29615631
s152,H10,csp1_5,0.304262381
s152,H10,csp1_7,0.285573571
s152,H10,csp1_8,0.282235952
s152,H11,csp1_6,0.553959792
s152,H11,csp1_5,0.552103854
s152,H11,csp1_7,0.576711875
s152,H11,csp1_8,0.606058125
s152,H12,csp1_6,0.010678583
s152,H12,csp1_5,0.011041667
s152,H12,csp1_7,0.015816333
s152,H12,csp1_8,0.02004375
s152,H14,csp1_6,0.436361801
s152,H14,csp1_5,0.424022981
s152,H14,csp1_7,0.430236025
s152,H14,csp1_8,0.451817547
s152,H15,csp1_6,0.653422147
s152,H15,csp1_5,0.631366168
s152,H15,csp1_7,0.68292894
s152,H15,csp1_8,0.702801495
s152,H16,csp1_6,0.116232391
s152,H16,csp1_5,0.108345326
s152,H16,csp1_7,0.1271525
s152,H16,csp1_8,0.127651196
s152,H17,csp1_6,0.703811957
s152,H17,csp1_5,0.698188995
s152,H17,csp1_7,0.728304755
s152,H17,csp1_8,0.746859239
s152,H2,csp1_6,0.498967857
s152,H2,csp1_5,0.467616071
s152,H2,csp1_7,0.511035248
s152,H2,csp1_8,0.538939674
s152,H3,csp1_6,0.703811957
s152,H3,csp1_5,0.698188995
s152,H3,csp1_7,0.728304755
s152,H3,csp1_8,0.746859239
s152,H4,csp1_6,0.152093152
s152,H4,csp1_5,0.159419891
s152,H4,csp1_7,0.174258804
s152,H4,csp1_8,0.178146522
s152,H6,csp1_6,0.417040281
s152,H6,csp1_5,0.408082084
s152,H6,csp1_7,0.419723185
s152,H6,csp1_8,0.422898595
s152,H7,csp1_6,0.642135246
s152,H7,csp1_5,0.645394057
s152,H7,csp1_7,0.66973791
s152,H7,csp1_8,0.705517623
s152,H8,csp1_6,0.052424918
s152,H8,csp1_5,0.044279836
s152,H8,csp1_7,0.059158852
s152,H8,csp1_8,0.063625574
s153,H10,csp1_3,0.309282679
s153,H10,csp1_6,0.335965417
s153,H10,csp1_5,0.32586875
s153,H10,csp1_4,0.319606369
s153,H11,csp1_3,0.526523646
s153,H11,csp1_6,0.602557708
s153,H11,csp1_5,0.56942
s153,H11,csp1_4,0.538187292
s153,H12,csp1_3,0.007056167
s153,H12,csp1_6,0.010477083
s153,H12,csp1_5,0.00876325
s153,H12,csp1_4,0.006918583
s153,H14,csp1_3,0.365608385
s153,H14,csp1_6,0.418478571
s153,H14,csp1_5,0.412607143
s153,H14,csp1_4,0.3783875
s153,H15,csp1_3,0.583200543
s153,H15,csp1_6,0.615155027
s153,H15,csp1_5,0.607736277
s153,H15,csp1_4,0.588671332
s153,H16,csp1_3,0.083964022
s153,H16,csp1_6,0.102803043
s153,H16,csp1_5,0.098479457
s153,H16,csp1_4,0.085806957
s153,H17,csp1_3,0.687493342
s153,H17,csp1_6,0.676707337
s153,H17,csp1_5,0.716329076
s153,H17,csp1_4,0.692781386
s153,H2,csp1_3,0.463330512
s153,H2,csp1_6,0.46121809
s153,H2,csp1_5,0.459555435
s153,H2,csp1_4,0.45371677
s153,H3,csp1_3,0.687493342
s153,H3,csp1_6,0.676707337
s153,H3,csp1_5,0.716329076
s153,H3,csp1_4,0.692781386
s153,H4,csp1_3,0.15141663
s153,H4,csp1_6,0.153574674
s153,H4,csp1_5,0.149745978
s153,H4,csp1_4,0.149578261
s153,H6,csp1_3,0.390921311
s153,H6,csp1_6,0.419817564
s153,H6,csp1_5,0.409687471
s153,H6,csp1_4,0.39952377
s153,H7,csp1_3,0.569386475
s153,H7,csp1_6,0.629515574
s153,H7,csp1_5,0.632263525
s153,H7,csp1_4,0.599810861
s153,H8,csp1_3,0.036000984
s153,H8,csp1_6,0.043755246
s153,H8,csp1_5,0.04253459
s153,H8,csp1_4,0.039372951
s154,H10,csp1_3,0.322159881
s154,H10,csp1_2,0.306283869
s154,H10,csp1_1,0.304302619
s154,H10,csp1_6,0.340347381
s154,H10,csp1_5,0.324401726
s154,H10,csp1_4,0.323852381
s154,H11,csp1_3,0.551988125
s154,H11,csp1_2,0.522443958
s154,H11,csp1_1,0.529087708
s154,H11,csp1_6,0.613071458
s154,H11,csp1_5,0.579235625
s154,H11,csp1_4,0.561800521
s154,H12,csp1_3,0.009760667
s154,H12,csp1_2,0.007687
s154,H12,csp1_1,0.007389667
s154,H12,csp1_6,0.015903333
s154,H12,csp1_5,0.013129083
s154,H12,csp1_4,0.011839333
s154,H14,csp1_3,0.335408152
s154,H14,csp1_2,0.310632764
s154,H14,csp1_1,0.31056972
s154,H14,csp1_6,0.38511677
s154,H14,csp1_5,0.364216071
s154,H14,csp1_4,0.351701941
s154,H15,csp1_3,0.526343342
s154,H15,csp1_2,0.4779375
s154,H15,csp1_1,0.482640625
s154,H15,csp1_6,0.645701495
s154,H15,csp1_5,0.598066848
s154,H15,csp1_4,0.562489946
s154,H16,csp1_3,0.070617609
s154,H16,csp1_2,0.066153804
s154,H16,csp1_1,0.067553152
s154,H16,csp1_6,0.107551087
s154,H16,csp1_5,0.09320837
s154,H16,csp1_4,0.08108337
s154,H17,csp1_3,0.611443614
s154,H17,csp1_2,0.56515788
s154,H17,csp1_1,0.59003587
s154,H17,csp1_6,0.681915761
s154,H17,csp1_5,0.667014402
s154,H17,csp1_4,0.614965353
s154,H2,csp1_3,0.438055978
s154,H2,csp1_2,0.446048525
s154,H2,csp1_1,0.43301545
s154,H2,csp1_6,0.452106677
s154,H2,csp1_5,0.450448137
s154,H2,csp1_4,0.449451708
s154,H3,csp1_3,0.611443614
s154,H3,csp1_2,0.56515788
s154,H3,csp1_1,0.59003587
s154,H3,csp1_6,0.681915761
s154,H3,csp1_5,0.667014402
s154,H3,csp1_4,0.614965353
s154,H4,csp1_3,0.121950761
s154,H4,csp1_2,0.108888696
s154,H4,csp1_1,0.103696957
s154,H4,csp1_6,0.147731848
s154,H4,csp1_5,0.142693043
s154,H4,csp1_4,0.121708478
s154,H6,csp1_3,0.366991686
s154,H6,csp1_2,0.349144028
s154,H6,csp1_1,0.346929977
s154,H6,csp1_6,0.427579742
s154,H6,csp1_5,0.392114871
s154,H6,csp1_4,0.367303279
s154,H7,csp1_3,0.532807377
s154,H7,csp1_2,0.506600615
s154,H7,csp1_1,0.511066393
s154,H7,csp1_6,0.644173361
s154,H7,csp1_5,0.629631557
s154,H7,csp1_4,0.572198361
s154,H8,csp1_3,0.031267541
s154,H8,csp1_2,0.028228197
s154,H8,csp1_1,0.030328525
s154,H8,csp1_6,0.049205082
s154,H8,csp1_5,0.044795082
s154,H8,csp1_4,0.03938918
s155,H10,csp1_3,0.313384524
s155,H10,csp1_2,0.318247202
s155,H10,csp1_4,0.304284762
s155,H11,csp1_3,0.514512083
s155,H11,csp1_2,0.506592188
s155,H11,csp1_4,0.51389625
s155,H12,csp1_3,0.006850333
s155,H12,csp1_2,0.005693583
s155,H12,csp1_4,0.006771333
s155,H14,csp1_3,0.35341972
s155,H14,csp1_2,0.339757997
s155,H14,csp1_4,0.366863354
s155,H15,csp1_3,0.549934783
s155,H15,csp1_2,0.534164538
s155,H15,csp1_4,0.575262228
s155,H16,csp1_3,0.074903804
s155,H16,csp1_2,0.070079022
s155,H16,csp1_4,0.085295217
s155,H17,csp1_3,0.670658016
s155,H17,csp1_2,0.601185598
s155,H17,csp1_4,0.688159375
s155,H2,csp1_3,0.462390683
s155,H2,csp1_2,0.442010637
s155,H2,csp1_4,0.461546351
s155,H3,csp1_3,0.670658016
s155,H3,csp1_2,0.601185598
s155,H3,csp1_4,0.688159375
s155,H4,csp1_3,0.141955326
s155,H4,csp1_2,0.123053043
s155,H4,csp1_4,0.147782391
s155,H6,csp1_3,0.379772834
s155,H6,csp1_2,0.379133021
s155,H6,csp1_4,0.400822482
s155,H7,csp1_3,0.538439549
s155,H7,csp1_2,0.531729303
s155,H7,csp1_4,0.588204713
s155,H8,csp1_3,0.033006557
s155,H8,csp1_2,0.030020492
s155,H8,csp1_4,0.035382623
s156,H10,csp1_3,0.325133393
s156,H10,csp1_2,0.29887381
s156,H10,csp1_4,0.316981786
s156,H11,csp1_3,0.539689271
s156,H11,csp1_2,0.504200521
s156,H11,csp1_4,0.541768958
s156,H12,csp1_3,0.0077735
s156,H12,csp1_2,0.006374333
s156,H12,csp1_4,0.008486917
s156,H14,csp1_3,0.351347516
s156,H14,csp1_2,0.346122826
s156,H14,csp1_4,0.353858773
s156,H15,csp1_3,0.527458152
s156,H15,csp1_2,0.483452717
s156,H15,csp1_4,0.54807269
s156,H16,csp1_3,0.072663804
s156,H16,csp1_2,0.066184674
s156,H16,csp1_4,0.078094891
s156,H17,csp1_3,0.659380299
s156,H17,csp1_2,0.55987962
s156,H17,csp1_4,0.656011821
s156,H2,csp1_3,0.452109627
s156,H2,csp1_2,0.442967935
s156,H2,csp1_4,0.435790295
s156,H3,csp1_3,0.659380299
s156,H3,csp1_2,0.55987962
s156,H3,csp1_4,0.656011821
s156,H4,csp1_3,0.134513913
s156,H4,csp1_2,0.111820217
s156,H4,csp1_4,0.141599565
s156,H6,csp1_3,0.373167213
s156,H6,csp1_2,0.356789461
s156,H6,csp1_4,0.37317377
s156,H7,csp1_3,0.571480533
s156,H7,csp1_2,0.531675615
s156,H7,csp1_4,0.571045082
s156,H8,csp1_3,0.032423607
s156,H8,csp1_2,0.030681967
s156,H8,csp1_4,0.037060984
s157,H10,csp1_3,0.317367024
s157,H10,csp1_2,0.314881131
s157,H10,csp1_1,0.297956131
s157,H11,csp1_3,0.485830833
s157,H11,csp1_2,0.491238438
s157,H11,csp1_1,0.455683021
s157,H12,csp1_3,0.005084
s157,H12,csp1_2,0.005081583
s157,H12,csp1_1,0.0036295
s157,H14,csp1_3,0.377474224
s157,H14,csp1_2,0.357825078
s157,H14,csp1_1,0.356710792
s157,H15,csp1_3,0.537162908
s157,H15,csp1_2,0.507026902
s157,H15,csp1_1,0.506184783
s157,H16,csp1_3,0.071670326
s157,H16,csp1_2,0.065938587
s157,H16,csp1_1,0.058135326
s157,H17,csp1_3,0.613106386
s157,H17,csp1_2,0.577477174
s157,H17,csp1_1,0.571422418
s157,H2,csp1_3,0.442442158
s157,H2,csp1_2,0.424629736
s157,H2,csp1_1,0.441576009
s157,H3,csp1_3,0.613106386
s157,H3,csp1_2,0.577477174
s157,H3,csp1_1,0.571422418
s157,H4,csp1_3,0.120927283
s157,H4,csp1_2,0.109968152
s157,H4,csp1_1,0.09885163
s157,H6,csp1_3,0.364982904
s157,H6,csp1_2,0.356792857
s157,H6,csp1_1,0.35494719
s157,H7,csp1_3,0.515481762
s157,H7,csp1_2,0.482223361
s157,H7,csp1_1,0.460151025
s157,H8,csp1_3,0.027523934
s157,H8,csp1_2,0.024331148
s157,H8,csp1_1,0.022914098
s158,H10,csp1_3,0.305329583
s158,H10,csp1_2,0.285290298
s158,H10,csp1_1,0.280495595
s158,H11,csp1_3,0.511489167
s158,H11,csp1_2,0.481984479
s158,H11,csp1_1,0.452539896
s158,H12,csp1_3,0.00681575
