i,szn,r,value
hydNPD,wint,p106,0.5
hydNPD,wint,p107,0.5
hydNPD,wint,p108,0.5
hydNPD,wint,p109,0.5
hydNPD,wint,p110,0.5
hydNPD,wint,p111,0.5
hydNPD,wint,p112,0.5
hydNPD,wint,p113,0.5
hydNPD,wint,p114,0.5
hydNPD,wint,p115,0.5
hydNPD,wint,p116,0.5
hydNPD,wint,p117,0.5
hydNPD,wint,p118,0.5
hydNPD,wint,p119,0.5
hydNPD,wint,p120,0.5
hydNPD,wint,p121,0.5
hydNPD,wint,p122,0.5
hydNPD,wint,p123,0.5
hydNPD,wint,p124,0.5
hydNPD,wint,p125,0.5
hydNPD,wint,p126,0.5
hydNPD,wint,p127,0.5
hydNPD,wint,p128,0.5
hydNPD,wint,p129,0.5
hydNPD,wint,p130,0.5
hydNPD,wint,p131,0.5
hydNPD,wint,p132,0.5
hydNPD,wint,p133,0.5
hydNPD,wint,p134,0.5
hydNPD,wint,p135,0.5
hydNPD,wint,p136,0.5
hydNPD,wint,p137,0.5
hydNPD,wint,p138,0.5
hydNPD,wint,p139,0.5
hydNPD,wint,p140,0.5
hydNPD,wint,p141,0.5
hydNPD,wint,p142,0.5
hydNPD,wint,p143,0.5
hydNPD,wint,p144,0.5
hydNPD,wint,p145,0.5
hydNPD,wint,p146,0.5
hydNPD,wint,p147,0.5
hydNPD,wint,p148,0.5
hydNPD,wint,p149,0.5
hydNPD,wint,p150,0.5
hydNPD,wint,p151,0.5
hydNPD,wint,p152,0.5
hydNPD,wint,p153,0.5
hydNPD,wint,p154,0.5
hydNPD,wint,p155,0.5
hydNPD,wint,p156,0.5
hydNPD,wint,p157,0.5
hydNPD,wint,p158,0.5
hydNPD,wint,p159,0.5
hydNPD,wint,p160,0.5
hydNPD,wint,p161,0.5
hydNPD,wint,p162,0.5
hydNPD,wint,p163,0.5
hydNPD,wint,p164,0.5
hydNPD,wint,p165,0.5
hydNPD,wint,p166,0.5
hydNPD,wint,p167,0.5
hydNPD,wint,p168,0.5
hydNPD,wint,p169,0.5
hydNPD,wint,p170,0.5
hydNPD,wint,p171,0.5
hydNPD,wint,p172,0.5
hydNPD,wint,p173,0.5
hydNPD,wint,p174,0.5
hydNPD,wint,p175,0.5
hydNPD,wint,p176,0.5
hydNPD,wint,p177,0.5
hydNPD,wint,p178,0.5
hydNPD,wint,p179,0.5
hydNPD,wint,p180,0.5
hydNPD,wint,p181,0.5
hydNPD,wint,p182,0.5
hydNPD,wint,p183,0.5
hydNPD,wint,p184,0.5
hydNPD,wint,p185,0.5
hydNPD,wint,p186,0.5
hydNPD,wint,p187,0.5
hydNPD,wint,p188,0.5
hydNPD,wint,p189,0.5
hydNPD,wint,p190,0.5
hydNPD,wint,p191,0.5
hydNPD,wint,p192,0.5
hydNPD,wint,p193,0.5
hydNPD,wint,p194,0.5
hydNPD,wint,p195,0.5
hydNPD,wint,p196,0.5
hydNPD,wint,p197,0.5
hydNPD,wint,p198,0.5
hydNPD,wint,p199,0.5
hydNPD,wint,p200,0.5
hydNPD,wint,p201,0.5
hydNPD,wint,p202,0.5
hydNPD,wint,p203,0.5
hydNPD,wint,p204,0.5
hydNPD,wint,p205,0.5
hydNPD,spri,p1,0.5
hydNPD,spri,p2,0.5
hydNPD,spri,p3,0.5
hydNPD,spri,p4,0.5
hydNPD,spri,p5,0.5
hydNPD,spri,p6,0.5
hydNPD,spri,p7,0.5
hydNPD,spri,p8,0.5
hydNPD,spri,p9,0.5
hydNPD,spri,p10,0.5
hydNPD,spri,p11,0.5
hydNPD,spri,p12,0.5
hydNPD,spri,p13,0.5
hydNPD,spri,p14,0.5
hydNPD,spri,p15,0.5
hydNPD,spri,p16,0.5
hydNPD,spri,p17,0.5
hydNPD,spri,p18,0.5
hydNPD,spri,p19,0.5
hydNPD,spri,p20,0.5
hydNPD,spri,p21,0.5
hydNPD,spri,p22,0.5
hydNPD,spri,p23,0.5
hydNPD,spri,p24,0.5
hydNPD,spri,p25,0.5
hydNPD,spri,p26,0.5
hydNPD,spri,p27,0.5
hydNPD,spri,p28,0.5
hydNPD,spri,p29,0.5
hydNPD,spri,p30,0.5
hydNPD,spri,p31,0.5
hydNPD,spri,p32,0.5
hydNPD,spri,p33,0.5
hydNPD,spri,p34,0.5
hydNPD,spri,p35,0.5
hydNPD,spri,p36,0.5
hydNPD,spri,p37,0.5
hydNPD,spri,p38,0.5
hydNPD,spri,p39,0.5
hydNPD,spri,p40,0.5
hydNPD,spri,p41,0.5
hydNPD,spri,p42,0.5
hydNPD,spri,p43,0.5
hydNPD,spri,p44,0.5
hydNPD,spri,p45,0.5
hydNPD,spri,p46,0.5
hydNPD,spri,p47,0.5
hydNPD,spri,p48,0.5
hydNPD,spri,p49,0.5
hydNPD,spri,p50,0.5
hydNPD,spri,p51,0.5
hydNPD,spri,p52,0.5
hydNPD,spri,p53,0.5
hydNPD,spri,p54,0.5
hydNPD,spri,p55,0.5
hydNPD,spri,p56,0.5
hydNPD,spri,p57,0.5
hydNPD,spri,p58,0.5
hydNPD,spri,p59,0.5
hydNPD,spri,p60,0.5
hydNPD,spri,p61,0.5
hydNPD,spri,p62,0.5
hydNPD,spri,p63,0.5
hydNPD,spri,p64,0.5
hydNPD,spri,p65,0.5
hydNPD,spri,p66,0.5
hydNPD,spri,p67,0.5
hydNPD,spri,p68,0.5
hydNPD,spri,p69,0.5
hydNPD,spri,p70,0.5
hydNPD,spri,p71,0.5
hydNPD,spri,p72,0.5
hydNPD,spri,p73,0.5
hydNPD,spri,p74,0.5
hydNPD,spri,p75,0.5
hydNPD,spri,p76,0.5
hydNPD,spri,p77,0.5
hydNPD,spri,p78,0.5
hydNPD,spri,p79,0.5
hydNPD,spri,p80,0.5
hydNPD,spri,p81,0.5
hydNPD,spri,p82,0.5
hydNPD,spri,p83,0.5
hydNPD,spri,p84,0.5
hydNPD,spri,p85,0.5
hydNPD,spri,p86,0.5
hydNPD,spri,p87,0.5
hydNPD,spri,p88,0.5
hydNPD,spri,p89,0.5
hydNPD,spri,p90,0.5
hydNPD,spri,p91,0.5
hydNPD,spri,p92,0.5
hydNPD,spri,p93,0.5
hydNPD,spri,p94,0.5
hydNPD,spri,p95,0.5
hydNPD,spri,p96,0.5
hydNPD,spri,p97,0.5
hydNPD,spri,p98,0.5
hydNPD,spri,p99,0.5
hydNPD,spri,p100,0.5
hydNPD,spri,p101,0.5
hydNPD,spri,p102,0.5
hydNPD,spri,p103,0.5
hydNPD,spri,p104,0.5
hydNPD,spri,p105,0.5
hydNPD,spri,p106,0.5
hydNPD,spri,p107,0.5
hydNPD,spri,p108,0.5
hydNPD,spri,p109,0.5
hydNPD,spri,p110,0.5
hydNPD,spri,p111,0.5
hydNPD,spri,p112,0.5
hydNPD,spri,p113,0.5
hydNPD,spri,p114,0.5
hydNPD,spri,p115,0.5
hydNPD,spri,p116,0.5
hydNPD,spri,p117,0.5
hydNPD,spri,p118,0.5
hydNPD,spri,p119,0.5
hydNPD,spri,p120,0.5
hydNPD,spri,p121,0.5
hydNPD,spri,p122,0.5
hydNPD,spri,p123,0.5
hydNPD,spri,p124,0.5
hydNPD,spri,p125,0.5
hydNPD,spri,p126,0.5
hydNPD,spri,p127,0.5
hydNPD,spri,p128,0.5
hydNPD,spri,p129,0.5
hydNPD,spri,p130,0.5
hydNPD,spri,p131,0.5
hydNPD,spri,p132,0.5
hydNPD,spri,p133,0.5
hydNPD,spri,p134,0.5
hydNPD,spri,p135,0.5
hydNPD,spri,p136,0.5
hydNPD,spri,p137,0.5
hydNPD,spri,p138,0.5
hydNPD,spri,p139,0.5
hydNPD,spri,p140,0.5
hydNPD,spri,p141,0.5
hydNPD,spri,p142,0.5
hydNPD,spri,p143,0.5
hydNPD,spri,p144,0.5
hydNPD,spri,p145,0.5
hydNPD,spri,p146,0.5
hydNPD,spri,p147,0.5
hydNPD,spri,p148,0.5
hydNPD,spri,p149,0.5
hydNPD,spri,p150,0.5
hydNPD,spri,p151,0.5
hydNPD,spri,p152,0.5
hydNPD,spri,p153,0.5
hydNPD,spri,p154,0.5
hydNPD,spri,p155,0.5
hydNPD,spri,p156,0.5
hydNPD,spri,p157,0.5
hydNPD,spri,p158,0.5
hydNPD,spri,p159,0.5
hydNPD,spri,p160,0.5
hydNPD,spri,p161,0.5
hydNPD,spri,p162,0.5
hydNPD,spri,p163,0.5
hydNPD,spri,p164,0.5
hydNPD,spri,p165,0.5
hydNPD,spri,p166,0.5
hydNPD,spri,p167,0.5
hydNPD,spri,p168,0.5
hydNPD,spri,p169,0.5
hydNPD,spri,p170,0.5
hydNPD,spri,p171,0.5
hydNPD,spri,p172,0.5
hydNPD,spri,p173,0.5
hydNPD,spri,p174,0.5
hydNPD,spri,p175,0.5
hydNPD,spri,p176,0.5
hydNPD,spri,p177,0.5
hydNPD,spri,p178,0.5
hydNPD,spri,p179,0.5
hydNPD,spri,p180,0.5
hydNPD,spri,p181,0.5
hydNPD,spri,p182,0.5
hydNPD,spri,p183,0.5
hydNPD,spri,p184,0.5
hydNPD,spri,p185,0.5
hydNPD,spri,p186,0.5
hydNPD,spri,p187,0.5
hydNPD,spri,p188,0.5
hydNPD,spri,p189,0.5
hydNPD,spri,p190,0.5
hydNPD,spri,p191,0.5
hydNPD,spri,p192,0.5
hydNPD,spri,p193,0.5
hydNPD,spri,p194,0.5
hydNPD,spri,p195,0.5
hydNPD,spri,p196,0.5
hydNPD,spri,p197,0.5
hydNPD,spri,p198,0.5
hydNPD,spri,p199,0.5
hydNPD,spri,p200,0.5
hydNPD,spri,p201,0.5
hydNPD,spri,p202,0.5
hydNPD,spri,p203,0.5
hydNPD,spri,p204,0.5
hydNPD,spri,p205,0.5
