i,szn,r,value
hydD,summ,p175,0.5
hydD,summ,p176,0.5
hydD,summ,p177,0.5
hydD,summ,p178,0.5
hydD,summ,p179,0.5
hydD,summ,p180,0.5
hydD,summ,p181,0.5
hydD,summ,p182,0.5
hydD,summ,p183,0.5
hydD,summ,p184,0.5
hydD,summ,p185,0.5
hydD,summ,p186,0.5
hydD,summ,p187,0.5
hydD,summ,p188,0.5
hydD,summ,p189,0.5
hydD,summ,p190,0.5
hydD,summ,p191,0.5
hydD,summ,p192,0.5
hydD,summ,p193,0.5
hydD,summ,p194,0.5
hydD,summ,p195,0.5
hydD,summ,p196,0.5
hydD,summ,p197,0.5
hydD,summ,p198,0.5
hydD,summ,p199,0.5
hydD,summ,p200,0.5
hydD,summ,p201,0.5
hydD,summ,p202,0.5
hydD,summ,p203,0.5
hydD,summ,p204,0.5
hydD,summ,p205,0.5
hydD,fall,p1,0.5
hydD,fall,p2,0.5
hydD,fall,p3,0.5
hydD,fall,p4,0.5
hydD,fall,p5,0.5
hydD,fall,p6,0.5
hydD,fall,p7,0.5
hydD,fall,p8,0.5
hydD,fall,p9,0.5
hydD,fall,p10,0.5
hydD,fall,p11,0.5
hydD,fall,p12,0.5
hydD,fall,p13,0.5
hydD,fall,p14,0.5
hydD,fall,p15,0.5
hydD,fall,p16,0.5
hydD,fall,p17,0.5
hydD,fall,p18,0.5
hydD,fall,p19,0.5
hydD,fall,p20,0.5
hydD,fall,p21,0.5
hydD,fall,p22,0.5
hydD,fall,p23,0.5
hydD,fall,p24,0.5
hydD,fall,p25,0.5
hydD,fall,p26,0.5
hydD,fall,p27,0.5
hydD,fall,p28,0.5
hydD,fall,p29,0.5
hydD,fall,p30,0.5
hydD,fall,p31,0.5
hydD,fall,p32,0.5
hydD,fall,p33,0.5
hydD,fall,p34,0.5
hydD,fall,p35,0.5
hydD,fall,p36,0.5
hydD,fall,p37,0.5
hydD,fall,p38,0.5
hydD,fall,p39,0.5
hydD,fall,p40,0.5
hydD,fall,p41,0.5
hydD,fall,p42,0.5
hydD,fall,p43,0.5
hydD,fall,p44,0.5
hydD,fall,p45,0.5
hydD,fall,p46,0.5
hydD,fall,p47,0.5
hydD,fall,p48,0.5
hydD,fall,p49,0.5
hydD,fall,p50,0.5
hydD,fall,p51,0.5
hydD,fall,p52,0.5
hydD,fall,p53,0.5
hydD,fall,p54,0.5
hydD,fall,p55,0.5
hydD,fall,p56,0.5
hydD,fall,p57,0.5
hydD,fall,p58,0.5
hydD,fall,p59,0.5
hydD,fall,p60,0.5
hydD,fall,p61,0.5
hydD,fall,p62,0.5
hydD,fall,p63,0.5
hydD,fall,p64,0.5
hydD,fall,p65,0.5
hydD,fall,p66,0.5
hydD,fall,p67,0.5
hydD,fall,p68,0.5
hydD,fall,p69,0.5
hydD,fall,p70,0.5
hydD,fall,p71,0.5
hydD,fall,p72,0.5
hydD,fall,p73,0.5
hydD,fall,p74,0.5
hydD,fall,p75,0.5
hydD,fall,p76,0.5
hydD,fall,p77,0.5
hydD,fall,p78,0.5
hydD,fall,p79,0.5
hydD,fall,p80,0.5
hydD,fall,p81,0.5
hydD,fall,p82,0.5
hydD,fall,p83,0.5
hydD,fall,p84,0.5
hydD,fall,p85,0.5
hydD,fall,p86,0.5
hydD,fall,p87,0.5
hydD,fall,p88,0.5
hydD,fall,p89,0.5
hydD,fall,p90,0.5
hydD,fall,p91,0.5
hydD,fall,p92,0.5
hydD,fall,p93,0.5
hydD,fall,p94,0.5
hydD,fall,p95,0.5
hydD,fall,p96,0.5
hydD,fall,p97,0.5
hydD,fall,p98,0.5
hydD,fall,p99,0.5
hydD,fall,p100,0.5
hydD,fall,p101,0.5
hydD,fall,p102,0.5
hydD,fall,p103,0.5
hydD,fall,p104,0.5
hydD,fall,p105,0.5
hydD,fall,p106,0.5
hydD,fall,p107,0.5
hydD,fall,p108,0.5
hydD,fall,p109,0.5
hydD,fall,p110,0.5
hydD,fall,p111,0.5
hydD,fall,p112,0.5
hydD,fall,p113,0.5
hydD,fall,p114,0.5
hydD,fall,p115,0.5
hydD,fall,p116,0.5
hydD,fall,p117,0.5
hydD,fall,p118,0.5
hydD,fall,p119,0.5
hydD,fall,p120,0.5
hydD,fall,p121,0.5
hydD,fall,p122,0.5
hydD,fall,p123,0.5
hydD,fall,p124,0.5
hydD,fall,p125,0.5
hydD,fall,p126,0.5
hydD,fall,p127,0.5
hydD,fall,p128,0.5
hydD,fall,p129,0.5
hydD,fall,p130,0.5
hydD,fall,p131,0.5
hydD,fall,p132,0.5
hydD,fall,p133,0.5
hydD,fall,p134,0.5
hydD,fall,p135,0.5
hydD,fall,p136,0.5
hydD,fall,p137,0.5
hydD,fall,p138,0.5
hydD,fall,p139,0.5
hydD,fall,p140,0.5
hydD,fall,p141,0.5
hydD,fall,p142,0.5
hydD,fall,p143,0.5
hydD,fall,p144,0.5
hydD,fall,p145,0.5
hydD,fall,p146,0.5
hydD,fall,p147,0.5
hydD,fall,p148,0.5
hydD,fall,p149,0.5
hydD,fall,p150,0.5
hydD,fall,p151,0.5
hydD,fall,p152,0.5
hydD,fall,p153,0.5
hydD,fall,p154,0.5
hydD,fall,p155,0.5
hydD,fall,p156,0.5
hydD,fall,p157,0.5
hydD,fall,p158,0.5
hydD,fall,p159,0.5
hydD,fall,p160,0.5
hydD,fall,p161,0.5
hydD,fall,p162,0.5
hydD,fall,p163,0.5
hydD,fall,p164,0.5
hydD,fall,p165,0.5
hydD,fall,p166,0.5
hydD,fall,p167,0.5
hydD,fall,p168,0.5
hydD,fall,p169,0.5
hydD,fall,p170,0.5
hydD,fall,p171,0.5
hydD,fall,p172,0.5
hydD,fall,p173,0.5
hydD,fall,p174,0.5
hydD,fall,p175,0.5
hydD,fall,p176,0.5
hydD,fall,p177,0.5
hydD,fall,p178,0.5
hydD,fall,p179,0.5
hydD,fall,p180,0.5
hydD,fall,p181,0.5
hydD,fall,p182,0.5
hydD,fall,p183,0.5
hydD,fall,p184,0.5
hydD,fall,p185,0.5
hydD,fall,p186,0.5
hydD,fall,p187,0.5
hydD,fall,p188,0.5
hydD,fall,p189,0.5
hydD,fall,p190,0.5
hydD,fall,p191,0.5
hydD,fall,p192,0.5
hydD,fall,p193,0.5
hydD,fall,p194,0.5
hydD,fall,p195,0.5
hydD,fall,p196,0.5
hydD,fall,p197,0.5
hydD,fall,p198,0.5
hydD,fall,p199,0.5
hydD,fall,p200,0.5
hydD,fall,p201,0.5
hydD,fall,p202,0.5
hydD,fall,p203,0.5
hydD,fall,p204,0.5
hydD,fall,p205,0.5
hydD,wint,p1,0.5
hydD,wint,p2,0.5
hydD,wint,p3,0.5
hydD,wint,p4,0.5
hydD,wint,p5,0.5
hydD,wint,p6,0.5
hydD,wint,p7,0.5
hydD,wint,p8,0.5
hydD,wint,p9,0.5
hydD,wint,p10,0.5
hydD,wint,p11,0.5
hydD,wint,p12,0.5
hydD,wint,p13,0.5
hydD,wint,p14,0.5
hydD,wint,p15,0.5
hydD,wint,p16,0.5
hydD,wint,p17,0.5
hydD,wint,p18,0.5
hydD,wint,p19,0.5
hydD,wint,p20,0.5
hydD,wint,p21,0.5
hydD,wint,p22,0.5
hydD,wint,p23,0.5
hydD,wint,p24,0.5
hydD,wint,p25,0.5
hydD,wint,p26,0.5
hydD,wint,p27,0.5
hydD,wint,p28,0.5
hydD,wint,p29,0.5
hydD,wint,p30,0.5
hydD,wint,p31,0.5
hydD,wint,p32,0.5
hydD,wint,p33,0.5
hydD,wint,p34,0.5
hydD,wint,p35,0.5
hydD,wint,p36,0.5
hydD,wint,p37,0.5
hydD,wint,p38,0.5
hydD,wint,p39,0.5
hydD,wint,p40,0.5
hydD,wint,p41,0.5
hydD,wint,p42,0.5
hydD,wint,p43,0.5
hydD,wint,p44,0.5
hydD,wint,p45,0.5
hydD,wint,p46,0.5
hydD,wint,p47,0.5
hydD,wint,p48,0.5
hydD,wint,p49,0.5
hydD,wint,p50,0.5
hydD,wint,p51,0.5
hydD,wint,p52,0.5
hydD,wint,p53,0.5
hydD,wint,p54,0.5
hydD,wint,p55,0.5
hydD,wint,p56,0.5
hydD,wint,p57,0.5
hydD,wint,p58,0.5
hydD,wint,p59,0.5
hydD,wint,p60,0.5
hydD,wint,p61,0.5
hydD,wint,p62,0.5
hydD,wint,p63,0.5
hydD,wint,p64,0.5
hydD,wint,p65,0.5
hydD,wint,p66,0.5
hydD,wint,p67,0.5
hydD,wint,p68,0.5
hydD,wint,p69,0.5
hydD,wint,p70,0.5
hydD,wint,p71,0.5
hydD,wint,p72,0.5
hydD,wint,p73,0.5
hydD,wint,p74,0.5
hydD,wint,p75,0.5
hydD,wint,p76,0.5
hydD,wint,p77,0.5
hydD,wint,p78,0.5
hydD,wint,p79,0.5
hydD,wint,p80,0.5
hydD,wint,p81,0.5
hydD,wint,p82,0.5
hydD,wint,p83,0.5
hydD,wint,p84,0.5
hydD,wint,p85,0.5
hydD,wint,p86,0.5
hydD,wint,p87,0.5
hydD,wint,p88,0.5
hydD,wint,p89,0.5
hydD,wint,p90,0.5
hydD,wint,p91,0.5
hydD,wint,p92,0.5
hydD,wint,p93,0.5
hydD,wint,p94,0.5
hydD,wint,p95,0.5
hydD,wint,p96,0.5
hydD,wint,p97,0.5
hydD,wint,p98,0.5
hydD,wint,p99,0.5
hydD,wint,p100,0.5
hydD,wint,p101,0.5
hydD,wint,p102,0.5
hydD,wint,p103,0.5
hydD,wint,p104,0.5
hydD,wint,p105,0.5
hydD,wint,p106,0.5
hydD,wint,p107,0.5
hydD,wint,p108,0.5
hydD,wint,p109,0.5
hydD,wint,p110,0.5
hydD,wint,p111,0.5
hydD,wint,p112,0.5
hydD,wint,p113,0.5
hydD,wint,p114,0.5
hydD,wint,p115,0.5
hydD,wint,p116,0.5
hydD,wint,p117,0.5
hydD,wint,p118,0.5
hydD,wint,p119,0.5
hydD,wint,p120,0.5
hydD,wint,p121,0.5
hydD,wint,p122,0.5
hydD,wint,p123,0.5
hydD,wint,p124,0.5
hydD,wint,p125,0.5
hydD,wint,p126,0.5
hydD,wint,p127,0.5
hydD,wint,p128,0.5
hydD,wint,p129,0.5
hydD,wint,p130,0.5
hydD,wint,p131,0.5
hydD,wint,p132,0.5
hydD,wint,p133,0.5
hydD,wint,p134,0.5
hydD,wint,p135,0.5
hydD,wint,p136,0.5
hydD,wint,p137,0.5
hydD,wint,p138,0.5
hydD,wint,p139,0.5
hydD,wint,p140,0.5
hydD,wint,p141,0.5
hydD,wint,p142,0.5
hydD,wint,p143,0.5
hydD,wint,p144,0.5
hydD,wint,p145,0.5
hydD,wint,p146,0.5
hydD,wint,p147,0.5
hydD,wint,p148,0.5
hydD,wint,p149,0.5
hydD,wint,p150,0.5
hydD,wint,p151,0.5
hydD,wint,p152,0.5
hydD,wint,p153,0.5
hydD,wint,p154,0.5
hydD,wint,p155,0.5
hydD,wint,p156,0.5
hydD,wint,p157,0.5
hydD,wint,p158,0.5
hydD,wint,p159,0.5
hydD,wint,p160,0.5
hydD,wint,p161,0.5
hydD,wint,p162,0.5
hydD,wint,p163,0.5
hydD,wint,p164,0.5
hydD,wint,p165,0.5
hydD,wint,p166,0.5
hydD,wint,p167,0.5
hydD,wint,p168,0.5
hydD,wint,p169,0.5
hydD,wint,p170,0.5
hydD,wint,p171,0.5
hydD,wint,p172,0.5
hydD,wint,p173,0.5
hydD,wint,p174,0.5
hydD,wint,p175,0.5
hydD,wint,p176,0.5
hydD,wint,p177,0.5
hydD,wint,p178,0.5
hydD,wint,p179,0.5
hydD,wint,p180,0.5
hydD,wint,p181,0.5
hydD,wint,p182,0.5
hydD,wint,p183,0.5
hydD,wint,p184,0.5
hydD,wint,p185,0.5
hydD,wint,p186,0.5
hydD,wint,p187,0.5
hydD,wint,p188,0.5
hydD,wint,p189,0.5
hydD,wint,p190,0.5
hydD,wint,p191,0.5
hydD,wint,p192,0.5
hydD,wint,p193,0.5
hydD,wint,p194,0.5
hydD,wint,p195,0.5
hydD,wint,p196,0.5
hydD,wint,p197,0.5
hydD,wint,p198,0.5
hydD,wint,p199,0.5
hydD,wint,p200,0.5
hydD,wint,p201,0.5
hydD,wint,p202,0.5
hydD,wint,p203,0.5
hydD,wint,p204,0.5
hydD,wint,p205,0.5
hydD,spri,p1,0.5
hydD,spri,p2,0.5
hydD,spri,p3,0.5
hydD,spri,p4,0.5
hydD,spri,p5,0.5
hydD,spri,p6,0.5
hydD,spri,p7,0.5
hydD,spri,p8,0.5
hydD,spri,p9,0.5
hydD,spri,p10,0.5
hydD,spri,p11,0.5
hydD,spri,p12,0.5
hydD,spri,p13,0.5
hydD,spri,p14,0.5
hydD,spri,p15,0.5
hydD,spri,p16,0.5
hydD,spri,p17,0.5
hydD,spri,p18,0.5
hydD,spri,p19,0.5
hydD,spri,p20,0.5
hydD,spri,p21,0.5
hydD,spri,p22,0.5
hydD,spri,p23,0.5
hydD,spri,p24,0.5
hydD,spri,p25,0.5
hydD,spri,p26,0.5
hydD,spri,p27,0.5
hydD,spri,p28,0.5
hydD,spri,p29,0.5
hydD,spri,p30,0.5
hydD,spri,p31,0.5
hydD,spri,p32,0.5
hydD,spri,p33,0.5
hydD,spri,p34,0.5
hydD,spri,p35,0.5
hydD,spri,p36,0.5
hydD,spri,p37,0.5
hydD,spri,p38,0.5
hydD,spri,p39,0.5
hydD,spri,p40,0.5
hydD,spri,p41,0.5
hydD,spri,p42,0.5
hydD,spri,p43,0.5
hydD,spri,p44,0.5
hydD,spri,p45,0.5
hydD,spri,p46,0.5
hydD,spri,p47,0.5
hydD,spri,p48,0.5
hydD,spri,p49,0.5
hydD,spri,p50,0.5
hydD,spri,p51,0.5
hydD,spri,p52,0.5
hydD,spri,p53,0.5
hydD,spri,p54,0.5
hydD,spri,p55,0.5
hydD,spri,p56,0.5
hydD,spri,p57,0.5
hydD,spri,p58,0.5
hydD,spri,p59,0.5
hydD,spri,p60,0.5
hydD,spri,p61,0.5
hydD,spri,p62,0.5
hydD,spri,p63,0.5
hydD,spri,p64,0.5
hydD,spri,p65,0.5
hydD,spri,p66,0.5
hydD,spri,p67,0.5
hydD,spri,p68,0.5
hydD,spri,p69,0.5
hydD,spri,p70,0.5
hydD,spri,p71,0.5
hydD,spri,p72,0.5
hydD,spri,p73,0.5
hydD,spri,p74,0.5
hydD,spri,p75,0.5
hydD,spri,p76,0.5
hydD,spri,p77,0.5
hydD,spri,p78,0.5
hydD,spri,p79,0.5
hydD,spri,p80,0.5
hydD,spri,p81,0.5
hydD,spri,p82,0.5
hydD,spri,p83,0.5
hydD,spri,p84,0.5
hydD,spri,p85,0.5
hydD,spri,p86,0.5
hydD,spri,p87,0.5
hydD,spri,p88,0.5
hydD,spri,p89,0.5
hydD,spri,p90,0.5
hydD,spri,p91,0.5
hydD,spri,p92,0.5
hydD,spri,p93,0.5
hydD,spri,p94,0.5
hydD,spri,p95,0.5
hydD,spri,p96,0.5
hydD,spri,p97,0.5
hydD,spri,p98,0.5
hydD,spri,p99,0.5
hydD,spri,p100,0.5
hydD,spri,p101,0.5
hydD,spri,p102,0.5
hydD,spri,p103,0.5
hydD,spri,p104,0.5
hydD,spri,p105,0.5
hydD,spri,p106,0.5
hydD,spri,p107,0.5
hydD,spri,p108,0.5
hydD,spri,p109,0.5
hydD,spri,p110,0.5
hydD,spri,p111,0.5
hydD,spri,p112,0.5
hydD,spri,p113,0.5
hydD,spri,p114,0.5
hydD,spri,p115,0.5
hydD,spri,p116,0.5
hydD,spri,p117,0.5
hydD,spri,p118,0.5
hydD,spri,p119,0.5
hydD,spri,p120,0.5
hydD,spri,p121,0.5
hydD,spri,p122,0.5
hydD,spri,p123,0.5
hydD,spri,p124,0.5
hydD,spri,p125,0.5
hydD,spri,p126,0.5
hydD,spri,p127,0.5
hydD,spri,p128,0.5
hydD,spri,p129,0.5
hydD,spri,p130,0.5
hydD,spri,p131,0.5
hydD,spri,p132,0.5
hydD,spri,p133,0.5
hydD,spri,p134,0.5
hydD,spri,p135,0.5
hydD,spri,p136,0.5
hydD,spri,p137,0.5
hydD,spri,p138,0.5
hydD,spri,p139,0.5
hydD,spri,p140,0.5
hydD,spri,p141,0.5
hydD,spri,p142,0.5
hydD,spri,p143,0.5
hydD,spri,p144,0.5
hydD,spri,p145,0.5
hydD,spri,p146,0.5
hydD,spri,p147,0.5
hydD,spri,p148,0.5
hydD,spri,p149,0.5
hydD,spri,p150,0.5
hydD,spri,p151,0.5
hydD,spri,p152,0.5
hydD,spri,p153,0.5
hydD,spri,p154,0.5
hydD,spri,p155,0.5
hydD,spri,p156,0.5
hydD,spri,p157,0.5
hydD,spri,p158,0.5
hydD,spri,p159,0.5
hydD,spri,p160,0.5
hydD,spri,p161,0.5
hydD,spri,p162,0.5
hydD,spri,p163,0.5
hydD,spri,p164,0.5
hydD,spri,p165,0.5
hydD,spri,p166,0.5
hydD,spri,p167,0.5
hydD,spri,p168,0.5
hydD,spri,p169,0.5
hydD,spri,p170,0.5
hydD,spri,p171,0.5
hydD,spri,p172,0.5
hydD,spri,p173,0.5
hydD,spri,p174,0.5
hydD,spri,p175,0.5
hydD,spri,p176,0.5
hydD,spri,p177,0.5
hydD,spri,p178,0.5
hydD,spri,p179,0.5
hydD,spri,p180,0.5
hydD,spri,p181,0.5
hydD,spri,p182,0.5
hydD,spri,p183,0.5
hydD,spri,p184,0.5
hydD,spri,p185,0.5
hydD,spri,p186,0.5
hydD,spri,p187,0.5
hydD,spri,p188,0.5
hydD,spri,p189,0.5
hydD,spri,p190,0.5
hydD,spri,p191,0.5
hydD,spri,p192,0.5
hydD,spri,p193,0.5
hydD,spri,p194,0.5
hydD,spri,p195,0.5
hydD,spri,p196,0.5
hydD,spri,p197,0.5
hydD,spri,p198,0.5
hydD,spri,p199,0.5
hydD,spri,p200,0.5
hydD,spri,p201,0.5
hydD,spri,p202,0.5
hydD,spri,p203,0.5
hydD,spri,p204,0.5
hydD,spri,p205,0.5
hydSD,summ,p1,0.5
hydSD,summ,p2,0.5
hydSD,summ,p3,0.5
hydSD,summ,p4,0.5
hydSD,summ,p5,0.5
hydSD,summ,p6,0.5
hydSD,summ,p7,0.5
hydSD,summ,p8,0.5
hydSD,summ,p9,0.5
hydSD,summ,p10,0.5
hydSD,summ,p11,0.5
hydSD,summ,p12,0.5
hydSD,summ,p13,0.5
hydSD,summ,p14,0.5
hydSD,summ,p15,0.5
hydSD,summ,p16,0.5
hydSD,summ,p17,0.5
hydSD,summ,p18,0.5
hydSD,summ,p19,0.5
hydSD,summ,p20,0.5
hydSD,summ,p21,0.5
hydSD,summ,p22,0.5
hydSD,summ,p23,0.5
hydSD,summ,p24,0.5
hydSD,summ,p25,0.5
hydSD,summ,p26,0.5
hydSD,summ,p27,0.5
hydSD,summ,p28,0.5
hydSD,summ,p29,0.5
hydSD,summ,p30,0.5
hydSD,summ,p31,0.5
hydSD,summ,p32,0.5
hydSD,summ,p33,0.5
hydSD,summ,p34,0.5
hydSD,summ,p35,0.5
hydSD,summ,p36,0.5
hydSD,summ,p37,0.5
hydSD,summ,p38,0.5
hydSD,summ,p39,0.5
hydSD,summ,p40,0.5
hydSD,summ,p41,0.5
hydSD,summ,p42,0.5
hydSD,summ,p43,0.5
hydSD,summ,p44,0.5
hydSD,summ,p45,0.5
hydSD,summ,p46,0.5
hydSD,summ,p47,0.5
hydSD,summ,p48,0.5
hydSD,summ,p49,0.5
hydSD,summ,p50,0.5
hydSD,summ,p51,0.5
hydSD,summ,p52,0.5
hydSD,summ,p53,0.5
hydSD,summ,p54,0.5
hydSD,summ,p55,0.5
hydSD,summ,p56,0.5
hydSD,summ,p57,0.5
hydSD,summ,p58,0.5
hydSD,summ,p59,0.5
hydSD,summ,p60,0.5
hydSD,summ,p61,0.5
hydSD,summ,p62,0.5
hydSD,summ,p63,0.5
hydSD,summ,p64,0.5
hydSD,summ,p65,0.5
hydSD,summ,p66,0.5
hydSD,summ,p67,0.5
hydSD,summ,p68,0.5
hydSD,summ,p69,0.5
hydSD,summ,p70,0.5
hydSD,summ,p71,0.5
hydSD,summ,p72,0.5
hydSD,summ,p73,0.5
hydSD,summ,p74,0.5
hydSD,summ,p75,0.5
hydSD,summ,p76,0.5
hydSD,summ,p77,0.5
hydSD,summ,p78,0.5
hydSD,summ,p79,0.5
hydSD,summ,p80,0.5
hydSD,summ,p81,0.5
hydSD,summ,p82,0.5
hydSD,summ,p83,0.5
hydSD,summ,p84,0.5
hydSD,summ,p85,0.5
hydSD,summ,p86,0.5
hydSD,summ,p87,0.5
hydSD,summ,p88,0.5
hydSD,summ,p89,0.5
hydSD,summ,p90,0.5
hydSD,summ,p91,0.5
hydSD,summ,p92,0.5
hydSD,summ,p93,0.5
hydSD,summ,p94,0.5
hydSD,summ,p95,0.5
hydSD,summ,p96,0.5
hydSD,summ,p97,0.5
hydSD,summ,p98,0.5
hydSD,summ,p99,0.5
hydSD,summ,p100,0.5
hydSD,summ,p101,0.5
hydSD,summ,p102,0.5
hydSD,summ,p103,0.5
hydSD,summ,p104,0.5
hydSD,summ,p105,0.5
hydSD,summ,p106,0.5
hydSD,summ,p107,0.5
hydSD,summ,p108,0.5
hydSD,summ,p109,0.5
hydSD,summ,p110,0.5
hydSD,summ,p111,0.5
hydSD,summ,p112,0.5
hydSD,summ,p113,0.5
hydSD,summ,p114,0.5
hydSD,summ,p115,0.5
hydSD,summ,p116,0.5
hydSD,summ,p117,0.5
hydSD,summ,p118,0.5
hydSD,summ,p119,0.5
hydSD,summ,p120,0.5
hydSD,summ,p121,0.5
hydSD,summ,p122,0.5
hydSD,summ,p123,0.5
hydSD,summ,p124,0.5
hydSD,summ,p125,0.5
hydSD,summ,p126,0.5
hydSD,summ,p127,0.5
hydSD,summ,p128,0.5
hydSD,summ,p129,0.5
hydSD,summ,p130,0.5
hydSD,summ,p131,0.5
hydSD,summ,p132,0.5
hydSD,summ,p133,0.5
hydSD,summ,p134,0.5
hydSD,summ,p135,0.5
hydSD,summ,p136,0.5
hydSD,summ,p137,0.5
hydSD,summ,p138,0.5
hydSD,summ,p139,0.5
hydSD,summ,p140,0.5
hydSD,summ,p141,0.5
hydSD,summ,p142,0.5
hydSD,summ,p143,0.5
hydSD,summ,p144,0.5
hydSD,summ,p145,0.5
hydSD,summ,p146,0.5
hydSD,summ,p147,0.5
hydSD,summ,p148,0.5
hydSD,summ,p149,0.5
hydSD,summ,p150,0.5
hydSD,summ,p151,0.5
hydSD,summ,p152,0.5
hydSD,summ,p153,0.5
hydSD,summ,p154,0.5
hydSD,summ,p155,0.5
hydSD,summ,p156,0.5
hydSD,summ,p157,0.5
hydSD,summ,p158,0.5
hydSD,summ,p159,0.5
hydSD,summ,p160,0.5
hydSD,summ,p161,0.5
hydSD,summ,p162,0.5
hydSD,summ,p163,0.5
hydSD,summ,p164,0.5
hydSD,summ,p165,0.5
hydSD,summ,p166,0.5
hydSD,summ,p167,0.5
hydSD,summ,p168,0.5
hydSD,summ,p169,0.5
hydSD,summ,p170,0.5
hydSD,summ,p171,0.5
hydSD,summ,p172,0.5
hydSD,summ,p173,0.5
hydSD,summ,p174,0.5
hydSD,summ,p175,0.5
hydSD,summ,p176,0.5
hydSD,summ,p177,0.5
hydSD,summ,p178,0.5
hydSD,summ,p179,0.5
hydSD,summ,p180,0.5
hydSD,summ,p181,0.5
hydSD,summ,p182,0.5
hydSD,summ,p183,0.5
hydSD,summ,p184,0.5
hydSD,summ,p185,0.5
hydSD,summ,p186,0.5
hydSD,summ,p187,0.5
hydSD,summ,p188,0.5
hydSD,summ,p189,0.5
hydSD,summ,p190,0.5
hydSD,summ,p191,0.5
hydSD,summ,p192,0.5
hydSD,summ,p193,0.5
hydSD,summ,p194,0.5
hydSD,summ,p195,0.5
hydSD,summ,p196,0.5
hydSD,summ,p197,0.5
hydSD,summ,p198,0.5
hydSD,summ,p199,0.5
hydSD,summ,p200,0.5
hydSD,summ,p201,0.5
hydSD,summ,p202,0.5
hydSD,summ,p203,0.5
hydSD,summ,p204,0.5
hydSD,summ,p205,0.5
hydSD,fall,p1,0.5
hydSD,fall,p2,0.5
hydSD,fall,p3,0.5
hydSD,fall,p4,0.5
hydSD,fall,p5,0.5
hydSD,fall,p6,0.5
hydSD,fall,p7,0.5
hydSD,fall,p8,0.5
hydSD,fall,p9,0.5
hydSD,fall,p10,0.5
hydSD,fall,p11,0.5
hydSD,fall,p12,0.5
hydSD,fall,p13,0.5
hydSD,fall,p14,0.5
hydSD,fall,p15,0.5
hydSD,fall,p16,0.5
hydSD,fall,p17,0.5
hydSD,fall,p18,0.5
hydSD,fall,p19,0.5
hydSD,fall,p20,0.5
hydSD,fall,p21,0.5
hydSD,fall,p22,0.5
hydSD,fall,p23,0.5
hydSD,fall,p24,0.5
hydSD,fall,p25,0.5
hydSD,fall,p26,0.5
hydSD,fall,p27,0.5
hydSD,fall,p28,0.5
hydSD,fall,p29,0.5
hydSD,fall,p30,0.5
hydSD,fall,p31,0.5
hydSD,fall,p32,0.5
hydSD,fall,p33,0.5
hydSD,fall,p34,0.5
hydSD,fall,p35,0.5
hydSD,fall,p36,0.5
hydSD,fall,p37,0.5
hydSD,fall,p38,0.5
hydSD,fall,p39,0.5
hydSD,fall,p40,0.5
hydSD,fall,p41,0.5
hydSD,fall,p42,0.5
hydSD,fall,p43,0.5
hydSD,fall,p44,0.5
hydSD,fall,p45,0.5
hydSD,fall,p46,0.5
hydSD,fall,p47,0.5
hydSD,fall,p48,0.5
hydSD,fall,p49,0.5
hydSD,fall,p50,0.5
hydSD,fall,p51,0.5
hydSD,fall,p52,0.5
hydSD,fall,p53,0.5
hydSD,fall,p54,0.5
hydSD,fall,p55,0.5
hydSD,fall,p56,0.5
hydSD,fall,p57,0.5
hydSD,fall,p58,0.5
hydSD,fall,p59,0.5
hydSD,fall,p60,0.5
hydSD,fall,p61,0.5
hydSD,fall,p62,0.5
hydSD,fall,p63,0.5
hydSD,fall,p64,0.5
hydSD,fall,p65,0.5
hydSD,fall,p66,0.5
hydSD,fall,p67,0.5
hydSD,fall,p68,0.5
hydSD,fall,p69,0.5
hydSD,fall,p70,0.5
hydSD,fall,p71,0.5
hydSD,fall,p72,0.5
hydSD,fall,p73,0.5
hydSD,fall,p74,0.5
hydSD,fall,p75,0.5
hydSD,fall,p76,0.5
hydSD,fall,p77,0.5
hydSD,fall,p78,0.5
hydSD,fall,p79,0.5
hydSD,fall,p80,0.5
hydSD,fall,p81,0.5
hydSD,fall,p82,0.5
hydSD,fall,p83,0.5
hydSD,fall,p84,0.5
hydSD,fall,p85,0.5
hydSD,fall,p86,0.5
hydSD,fall,p87,0.5
hydSD,fall,p88,0.5
hydSD,fall,p89,0.5
hydSD,fall,p90,0.5
hydSD,fall,p91,0.5
hydSD,fall,p92,0.5
hydSD,fall,p93,0.5
hydSD,fall,p94,0.5
hydSD,fall,p95,0.5
hydSD,fall,p96,0.5
hydSD,fall,p97,0.5
hydSD,fall,p98,0.5
hydSD,fall,p99,0.5
hydSD,fall,p100,0.5
hydSD,fall,p101,0.5
hydSD,fall,p102,0.5
hydSD,fall,p103,0.5
hydSD,fall,p104,0.5
hydSD,fall,p105,0.5
hydSD,fall,p106,0.5
hydSD,fall,p107,0.5
hydSD,fall,p108,0.5
hydSD,fall,p109,0.5
hydSD,fall,p110,0.5
hydSD,fall,p111,0.5
hydSD,fall,p112,0.5
hydSD,fall,p113,0.5
hydSD,fall,p114,0.5
hydSD,fall,p115,0.5
hydSD,fall,p116,0.5
hydSD,fall,p117,0.5
hydSD,fall,p118,0.5
hydSD,fall,p119,0.5
hydSD,fall,p120,0.5
hydSD,fall,p121,0.5
hydSD,fall,p122,0.5
hydSD,fall,p123,0.5
hydSD,fall,p124,0.5
