i,region,cap_cost_mult_for_ratebase
pumped-hydro,p80,1.039279329
pumped-hydro,p81,1.018757125
pumped-hydro,p82,1.021625381
pumped-hydro,p83,1.018892689
pumped-hydro,p103,1.016474954
pumped-hydro,p104,1.023572208
pumped-hydro,p105,1.02093227
pumped-hydro,p106,1.010462216
pumped-hydro,p107,1.000084915
pumped-hydro,p111,1.020585715
pumped-hydro,p112,1.012391715
pumped-hydro,p113,0.999220565
pumped-hydro,p114,0.991136647
pumped-hydro,p108,0.99650622
pumped-hydro,p109,0.990461883
pumped-hydro,p110,0.997088229
pumped-hydro,p118,0.993224135
pumped-hydro,p117,1.015859309
pumped-hydro,p116,1.021054584
pumped-hydro,p115,1.029280182
pumped-hydro,p121,1.042551221
pumped-hydro,p120,1.045670221
pumped-hydro,p119,1.0441413
pumped-hydro,p66,0.974146252
pumped-hydro,p85,0.991664635
pumped-hydro,p86,0.986307294
pumped-hydro,p87,0.984233057
pumped-hydro,p88,0.984267712
pumped-hydro,p89,0.978722823
pumped-hydro,p90,0.978286571
pumped-hydro,p91,0.980724691
pumped-hydro,p94,0.977728005
pumped-hydro,p92,0.98264094
pumped-hydro,p93,0.992938736
pumped-hydro,p97,0.975597708
pumped-hydro,p98,1.00519661
pumped-hydro,p95,0.966652497
pumped-hydro,p96,0.976862636
pumped-hydro,p99,1.02172731
pumped-hydro,p100,1.038188698
pumped-hydro,p101,0.987014675
pumped-hydro,p102,0.986729276
pumped-hydro,p124,1.049777924
pumped-hydro,p123,1.045415401
pumped-hydro,p125,1.056658071
pumped-hydro,p122,1.041501362
pumped-hydro,p126,1.093841443
pumped-hydro,p127,1.042479871
pumped-hydro,p128,1.131615998
pumped-hydro,p132,1.080142306
pumped-hydro,p133,1.049135777
pumped-hydro,p131,1.064618656
pumped-hydro,p129,1.025070551
pumped-hydro,p130,1.027394512
pumped-hydro,p134,1.028485143
hydD,p2,1.019281035
hydD,p1,1.019281035
hydD,p3,1.019281035
hydD,p4,1.019281035
hydD,p5,1.019281035
hydD,p6,1.019281035
hydD,p7,1.019281035
hydD,p9,1.019281035
hydD,p8,1.019281035
hydD,p10,1.019281035
hydD,p11,1.019281035
hydD,p12,1.019281035
hydD,p13,1.019281035
hydD,p14,1.019281035
hydD,p15,1.019281035
hydD,p16,1.019281035
hydD,p25,1.019281035
hydD,p26,1.019281035
hydD,p27,1.019281035
hydD,p28,1.019281035
hydD,p29,1.019281035
hydD,p30,1.019281035
hydD,p17,1.019281035
hydD,p18,1.019281035
hydD,p20,1.019281035
hydD,p19,1.019281035
hydD,p21,1.019281035
hydD,p22,1.019281035
hydD,p23,1.019281035
hydD,p24,1.019281035
hydD,p33,1.019281035
hydD,p34,1.019281035
hydD,p31,1.019281035
hydD,p59,1.019281035
hydD,p32,1.019281035
hydD,p35,1.019281035
hydD,p36,1.019281035
hydD,p37,1.019281035
hydD,p38,1.019281035
hydD,p39,1.019281035
hydD,p40,1.019281035
hydD,p41,1.019281035
hydD,p42,1.019281035
hydD,p43,1.019281035
hydD,p44,1.019281035
hydD,p46,1.019281035
hydD,p45,1.019281035
hydD,p69,1.019281035
hydD,p52,1.019281035
hydD,p53,1.019281035
hydD,p54,1.019281035
hydD,p55,1.019281035
hydD,p47,1.019281035
hydD,p48,1.019281035
hydD,p57,1.019281035
hydD,p49,1.019281035
hydD,p50,1.019281035
hydD,p51,1.019281035
hydD,p56,1.019281035
hydD,p58,1.019281035
hydD,p61,1.019281035
hydD,p62,1.019281035
hydD,p60,1.019281035
hydD,p63,1.019281035
hydD,p64,1.019281035
hydD,p65,1.019281035
hydD,p67,1.019281035
hydD,p68,1.019281035
hydD,p70,1.019281035
hydD,p71,1.019281035
hydD,p72,1.019281035
hydD,p73,1.019281035
hydD,p84,1.019281035
hydD,p74,1.019281035
hydD,p75,1.019281035
hydD,p76,1.019281035
hydD,p77,1.019281035
hydD,p78,1.019281035
hydD,p79,1.019281035
hydD,p80,1.019281035
hydD,p81,1.019281035
hydD,p82,1.019281035
hydD,p83,1.019281035
hydD,p103,1.019281035
hydD,p104,1.019281035
hydD,p105,1.019281035
hydD,p106,1.019281035
hydD,p107,1.019281035
hydD,p111,1.019281035
hydD,p112,1.019281035
hydD,p113,1.019281035
hydD,p114,1.019281035
hydD,p108,1.019281035
hydD,p109,1.019281035
hydD,p110,1.019281035
hydD,p118,1.019281035
hydD,p117,1.019281035
hydD,p116,1.019281035
hydD,p115,1.019281035
hydD,p121,1.019281035
hydD,p120,1.019281035
hydD,p119,1.019281035
hydD,p66,1.019281035
hydD,p85,1.019281035
hydD,p86,1.019281035
hydD,p87,1.019281035
hydD,p88,1.019281035
hydD,p89,1.019281035
hydD,p90,1.019281035
hydD,p91,1.019281035
hydD,p94,1.019281035
hydD,p92,1.019281035
hydD,p93,1.019281035
hydD,p97,1.019281035
hydD,p98,1.019281035
hydD,p95,1.019281035
hydD,p96,1.019281035
hydD,p99,1.019281035
hydD,p100,1.019281035
hydD,p101,1.019281035
hydD,p102,1.019281035
hydD,p124,1.019281035
hydD,p123,1.019281035
hydD,p125,1.019281035
hydD,p122,1.019281035
hydD,p126,1.019281035
hydD,p127,1.019281035
hydD,p128,1.019281035
hydD,p132,1.019281035
hydD,p133,1.019281035
hydD,p131,1.019281035
hydD,p129,1.019281035
hydD,p130,1.019281035
hydD,p134,1.019281035
hydND,p2,1.019281035
hydND,p1,1.019281035
hydND,p3,1.019281035
hydND,p4,1.019281035
hydND,p5,1.019281035
hydND,p6,1.019281035
hydND,p7,1.019281035
hydND,p9,1.019281035
hydND,p8,1.019281035
hydND,p10,1.019281035
hydND,p11,1.019281035
hydND,p12,1.019281035
hydND,p13,1.019281035
hydND,p14,1.019281035
hydND,p15,1.019281035
hydND,p16,1.019281035
hydND,p25,1.019281035
hydND,p26,1.019281035
hydND,p27,1.019281035
hydND,p28,1.019281035
hydND,p29,1.019281035
hydND,p30,1.019281035
hydND,p17,1.019281035
hydND,p18,1.019281035
hydND,p20,1.019281035
hydND,p19,1.019281035
hydND,p21,1.019281035
hydND,p22,1.019281035
hydND,p23,1.019281035
hydND,p24,1.019281035
hydND,p33,1.019281035
hydND,p34,1.019281035
hydND,p31,1.019281035
hydND,p59,1.019281035
hydND,p32,1.019281035
hydND,p35,1.019281035
hydND,p36,1.019281035
hydND,p37,1.019281035
hydND,p38,1.019281035
hydND,p39,1.019281035
hydND,p40,1.019281035
hydND,p41,1.019281035
hydND,p42,1.019281035
hydND,p43,1.019281035
hydND,p44,1.019281035
hydND,p46,1.019281035
hydND,p45,1.019281035
hydND,p69,1.019281035
hydND,p52,1.019281035
hydND,p53,1.019281035
hydND,p54,1.019281035
hydND,p55,1.019281035
hydND,p47,1.019281035
hydND,p48,1.019281035
hydND,p57,1.019281035
hydND,p49,1.019281035
hydND,p50,1.019281035
hydND,p51,1.019281035
hydND,p56,1.019281035
hydND,p58,1.019281035
hydND,p61,1.019281035
hydND,p62,1.019281035
hydND,p60,1.019281035
hydND,p63,1.019281035
hydND,p64,1.019281035
hydND,p65,1.019281035
hydND,p67,1.019281035
hydND,p68,1.019281035
hydND,p70,1.019281035
hydND,p71,1.019281035
hydND,p72,1.019281035
hydND,p73,1.019281035
hydND,p84,1.019281035
hydND,p74,1.019281035
hydND,p75,1.019281035
hydND,p76,1.019281035
hydND,p77,1.019281035
hydND,p78,1.019281035
hydND,p79,1.019281035
hydND,p80,1.019281035
hydND,p81,1.019281035
hydND,p82,1.019281035
hydND,p83,1.019281035
hydND,p103,1.019281035
hydND,p104,1.019281035
hydND,p105,1.019281035
hydND,p106,1.019281035
hydND,p107,1.019281035
hydND,p111,1.019281035
hydND,p112,1.019281035
hydND,p113,1.019281035
hydND,p114,1.019281035
hydND,p108,1.019281035
hydND,p109,1.019281035
hydND,p110,1.019281035
hydND,p118,1.019281035
hydND,p117,1.019281035
hydND,p116,1.019281035
hydND,p115,1.019281035
hydND,p121,1.019281035
hydND,p120,1.019281035
hydND,p119,1.019281035
hydND,p66,1.019281035
hydND,p85,1.019281035
hydND,p86,1.019281035
hydND,p87,1.019281035
hydND,p88,1.019281035
hydND,p89,1.019281035
hydND,p90,1.019281035
hydND,p91,1.019281035
hydND,p94,1.019281035
hydND,p92,1.019281035
hydND,p93,1.019281035
hydND,p97,1.019281035
hydND,p98,1.019281035
hydND,p95,1.019281035
hydND,p96,1.019281035
hydND,p99,1.019281035
hydND,p100,1.019281035
hydND,p101,1.019281035
hydND,p102,1.019281035
hydND,p124,1.019281035
hydND,p123,1.019281035
hydND,p125,1.019281035
hydND,p122,1.019281035
hydND,p126,1.019281035
hydND,p127,1.019281035
hydND,p128,1.019281035
hydND,p132,1.019281035
hydND,p133,1.019281035
hydND,p131,1.019281035
hydND,p129,1.019281035
hydND,p130,1.019281035
hydND,p134,1.019281035
hydSD,p2,1.019281035
hydSD,p1,1.019281035
hydSD,p3,1.019281035
hydSD,p4,1.019281035
hydSD,p5,1.019281035
hydSD,p6,1.019281035
hydSD,p7,1.019281035
hydSD,p9,1.019281035
hydSD,p8,1.019281035
hydSD,p10,1.019281035
hydSD,p11,1.019281035
hydSD,p12,1.019281035
hydSD,p13,1.019281035
hydSD,p14,1.019281035
hydSD,p15,1.019281035
hydSD,p16,1.019281035
hydSD,p25,1.019281035
hydSD,p26,1.019281035
hydSD,p27,1.019281035
hydSD,p28,1.019281035
hydSD,p29,1.019281035
hydSD,p30,1.019281035
hydSD,p17,1.019281035
hydSD,p18,1.019281035
hydSD,p20,1.019281035
hydSD,p19,1.019281035
hydSD,p21,1.019281035
hydSD,p22,1.019281035
hydSD,p23,1.019281035
hydSD,p24,1.019281035
hydSD,p33,1.019281035
hydSD,p34,1.019281035
hydSD,p31,1.019281035
hydSD,p59,1.019281035
hydSD,p32,1.019281035
hydSD,p35,1.019281035
hydSD,p36,1.019281035
hydSD,p37,1.019281035
hydSD,p38,1.019281035
hydSD,p39,1.019281035
hydSD,p40,1.019281035
hydSD,p41,1.019281035
hydSD,p42,1.019281035
hydSD,p43,1.019281035
hydSD,p44,1.019281035
hydSD,p46,1.019281035
hydSD,p45,1.019281035
hydSD,p69,1.019281035
hydSD,p52,1.019281035
hydSD,p53,1.019281035
hydSD,p54,1.019281035
hydSD,p55,1.019281035
hydSD,p47,1.019281035
hydSD,p48,1.019281035
hydSD,p57,1.019281035
hydSD,p49,1.019281035
hydSD,p50,1.019281035
hydSD,p51,1.019281035
hydSD,p56,1.019281035
hydSD,p58,1.019281035
hydSD,p61,1.019281035
hydSD,p62,1.019281035
hydSD,p60,1.019281035
hydSD,p63,1.019281035
hydSD,p64,1.019281035
hydSD,p65,1.019281035
hydSD,p67,1.019281035
hydSD,p68,1.019281035
hydSD,p70,1.019281035
hydSD,p71,1.019281035
hydSD,p72,1.019281035
hydSD,p73,1.019281035
hydSD,p84,1.019281035
hydSD,p74,1.019281035
hydSD,p75,1.019281035
hydSD,p76,1.019281035
hydSD,p77,1.019281035
hydSD,p78,1.019281035
hydSD,p79,1.019281035
hydSD,p80,1.019281035
hydSD,p81,1.019281035
hydSD,p82,1.019281035
hydSD,p83,1.019281035
hydSD,p103,1.019281035
hydSD,p104,1.019281035
hydSD,p105,1.019281035
hydSD,p106,1.019281035
hydSD,p107,1.019281035
hydSD,p111,1.019281035
hydSD,p112,1.019281035
hydSD,p113,1.019281035
hydSD,p114,1.019281035
hydSD,p108,1.019281035
hydSD,p109,1.019281035
hydSD,p110,1.019281035
hydSD,p118,1.019281035
hydSD,p117,1.019281035
hydSD,p116,1.019281035
hydSD,p115,1.019281035
hydSD,p121,1.019281035
hydSD,p120,1.019281035
hydSD,p119,1.019281035
hydSD,p66,1.019281035
hydSD,p85,1.019281035
hydSD,p86,1.019281035
hydSD,p87,1.019281035
hydSD,p88,1.019281035
hydSD,p89,1.019281035
hydSD,p90,1.019281035
hydSD,p91,1.019281035
hydSD,p94,1.019281035
hydSD,p92,1.019281035
hydSD,p93,1.019281035
hydSD,p97,1.019281035
hydSD,p98,1.019281035
hydSD,p95,1.019281035
hydSD,p96,1.019281035
hydSD,p99,1.019281035
hydSD,p100,1.019281035
hydSD,p101,1.019281035
hydSD,p102,1.019281035
hydSD,p124,1.019281035
hydSD,p123,1.019281035
hydSD,p125,1.019281035
hydSD,p122,1.019281035
hydSD,p126,1.019281035
hydSD,p127,1.019281035
hydSD,p128,1.019281035
hydSD,p132,1.019281035
hydSD,p133,1.019281035
hydSD,p131,1.019281035
hydSD,p129,1.019281035
hydSD,p130,1.019281035
hydSD,p134,1.019281035
hydSND,p2,1.019281035
hydSND,p1,1.019281035
hydSND,p3,1.019281035
hydSND,p4,1.019281035
hydSND,p5,1.019281035
hydSND,p6,1.019281035
hydSND,p7,1.019281035
hydSND,p9,1.019281035
hydSND,p8,1.019281035
hydSND,p10,1.019281035
hydSND,p11,1.019281035
hydSND,p12,1.019281035
hydSND,p13,1.019281035
hydSND,p14,1.019281035
hydSND,p15,1.019281035
hydSND,p16,1.019281035
hydSND,p25,1.019281035
hydSND,p26,1.019281035
hydSND,p27,1.019281035
hydSND,p28,1.019281035
hydSND,p29,1.019281035
hydSND,p30,1.019281035
hydSND,p17,1.019281035
hydSND,p18,1.019281035
hydSND,p20,1.019281035
hydSND,p19,1.019281035
hydSND,p21,1.019281035
hydSND,p22,1.019281035
hydSND,p23,1.019281035
hydSND,p24,1.019281035
hydSND,p33,1.019281035
hydSND,p34,1.019281035
hydSND,p31,1.019281035
hydSND,p59,1.019281035
hydSND,p32,1.019281035
hydSND,p35,1.019281035
hydSND,p36,1.019281035
hydSND,p37,1.019281035
hydSND,p38,1.019281035
hydSND,p39,1.019281035
hydSND,p40,1.019281035
hydSND,p41,1.019281035
hydSND,p42,1.019281035
hydSND,p43,1.019281035
hydSND,p44,1.019281035
hydSND,p46,1.019281035
hydSND,p45,1.019281035
hydSND,p69,1.019281035
hydSND,p52,1.019281035
hydSND,p53,1.019281035
hydSND,p54,1.019281035
hydSND,p55,1.019281035
hydSND,p47,1.019281035
hydSND,p48,1.019281035
hydSND,p57,1.019281035
hydSND,p49,1.019281035
hydSND,p50,1.019281035
hydSND,p51,1.019281035
hydSND,p56,1.019281035
hydSND,p58,1.019281035
hydSND,p61,1.019281035
hydSND,p62,1.019281035
hydSND,p60,1.019281035
hydSND,p63,1.019281035
hydSND,p64,1.019281035
hydSND,p65,1.019281035
hydSND,p67,1.019281035
hydSND,p68,1.019281035
hydSND,p70,1.019281035
hydSND,p71,1.019281035
hydSND,p72,1.019281035
hydSND,p73,1.019281035
hydSND,p84,1.019281035
hydSND,p74,1.019281035
hydSND,p75,1.019281035
hydSND,p76,1.019281035
hydSND,p77,1.019281035
hydSND,p78,1.019281035
hydSND,p79,1.019281035
hydSND,p80,1.019281035
hydSND,p81,1.019281035
hydSND,p82,1.019281035
hydSND,p83,1.019281035
hydSND,p103,1.019281035
hydSND,p104,1.019281035
hydSND,p105,1.019281035
hydSND,p106,1.019281035
hydSND,p107,1.019281035
hydSND,p111,1.019281035
hydSND,p112,1.019281035
hydSND,p113,1.019281035
hydSND,p114,1.019281035
hydSND,p108,1.019281035
hydSND,p109,1.019281035
hydSND,p110,1.019281035
hydSND,p118,1.019281035
hydSND,p117,1.019281035
hydSND,p116,1.019281035
hydSND,p115,1.019281035
hydSND,p121,1.019281035
hydSND,p120,1.019281035
hydSND,p119,1.019281035
hydSND,p66,1.019281035
hydSND,p85,1.019281035
hydSND,p86,1.019281035
hydSND,p87,1.019281035
hydSND,p88,1.019281035
hydSND,p89,1.019281035
hydSND,p90,1.019281035
hydSND,p91,1.019281035
hydSND,p94,1.019281035
hydSND,p92,1.019281035
hydSND,p93,1.019281035
hydSND,p97,1.019281035
hydSND,p98,1.019281035
hydSND,p95,1.019281035
hydSND,p96,1.019281035
hydSND,p99,1.019281035
hydSND,p100,1.019281035
hydSND,p101,1.019281035
hydSND,p102,1.019281035
hydSND,p124,1.019281035
hydSND,p123,1.019281035
hydSND,p125,1.019281035
hydSND,p122,1.019281035
hydSND,p126,1.019281035
hydSND,p127,1.019281035
hydSND,p128,1.019281035
hydSND,p132,1.019281035
hydSND,p133,1.019281035
hydSND,p131,1.019281035
hydSND,p129,1.019281035
hydSND,p130,1.019281035
hydSND,p134,1.019281035
hydUD,p2,1.019281035
hydUD,p1,1.019281035
hydUD,p3,1.019281035
hydUD,p4,1.019281035
hydUD,p5,1.019281035
hydUD,p6,1.019281035
hydUD,p7,1.019281035
hydUD,p9,1.019281035
hydUD,p8,1.019281035
hydUD,p10,1.019281035
hydUD,p11,1.019281035
hydUD,p12,1.019281035
hydUD,p13,1.019281035
hydUD,p14,1.019281035
hydUD,p15,1.019281035
hydUD,p16,1.019281035
hydUD,p25,1.019281035
hydUD,p26,1.019281035
hydUD,p27,1.019281035
hydUD,p28,1.019281035
hydUD,p29,1.019281035
hydUD,p30,1.019281035
hydUD,p17,1.019281035
hydUD,p18,1.019281035
hydUD,p20,1.019281035
hydUD,p19,1.019281035
hydUD,p21,1.019281035
hydUD,p22,1.019281035
hydUD,p23,1.019281035
hydUD,p24,1.019281035
hydUD,p33,1.019281035
hydUD,p34,1.019281035
hydUD,p31,1.019281035
hydUD,p59,1.019281035
hydUD,p32,1.019281035
hydUD,p35,1.019281035
hydUD,p36,1.019281035
hydUD,p37,1.019281035
hydUD,p38,1.019281035
hydUD,p39,1.019281035
hydUD,p40,1.019281035
hydUD,p41,1.019281035
hydUD,p42,1.019281035
hydUD,p43,1.019281035
hydUD,p44,1.019281035
hydUD,p46,1.019281035
hydUD,p45,1.019281035
hydUD,p69,1.019281035
hydUD,p52,1.019281035
hydUD,p53,1.019281035
hydUD,p54,1.019281035
hydUD,p55,1.019281035
hydUD,p47,1.019281035
hydUD,p48,1.019281035
hydUD,p57,1.019281035
hydUD,p49,1.019281035
hydUD,p50,1.019281035
hydUD,p51,1.019281035
hydUD,p56,1.019281035
hydUD,p58,1.019281035
hydUD,p61,1.019281035
hydUD,p62,1.019281035
hydUD,p60,1.019281035
hydUD,p63,1.019281035
hydUD,p64,1.019281035
hydUD,p65,1.019281035
hydUD,p67,1.019281035
hydUD,p68,1.019281035
hydUD,p70,1.019281035
hydUD,p71,1.019281035
hydUD,p72,1.019281035
hydUD,p73,1.019281035
hydUD,p84,1.019281035
hydUD,p74,1.019281035
hydUD,p75,1.019281035
hydUD,p76,1.019281035
hydUD,p77,1.019281035
hydUD,p78,1.019281035
hydUD,p79,1.019281035
hydUD,p80,1.019281035
hydUD,p81,1.019281035
hydUD,p82,1.019281035
hydUD,p83,1.019281035
hydUD,p103,1.019281035
hydUD,p104,1.019281035
hydUD,p105,1.019281035
hydUD,p106,1.019281035
hydUD,p107,1.019281035
hydUD,p111,1.019281035
hydUD,p112,1.019281035
hydUD,p113,1.019281035
hydUD,p114,1.019281035
hydUD,p108,1.019281035
hydUD,p109,1.019281035
hydUD,p110,1.019281035
hydUD,p118,1.019281035
hydUD,p117,1.019281035
hydUD,p116,1.019281035
hydUD,p115,1.019281035
hydUD,p121,1.019281035
hydUD,p120,1.019281035
hydUD,p119,1.019281035
hydUD,p66,1.019281035
hydUD,p85,1.019281035
hydUD,p86,1.019281035
hydUD,p87,1.019281035
hydUD,p88,1.019281035
hydUD,p89,1.019281035
hydUD,p90,1.019281035
hydUD,p91,1.019281035
hydUD,p94,1.019281035
hydUD,p92,1.019281035
hydUD,p93,1.019281035
hydUD,p97,1.019281035
hydUD,p98,1.019281035
hydUD,p95,1.019281035
hydUD,p96,1.019281035
hydUD,p99,1.019281035
hydUD,p100,1.019281035
hydUD,p101,1.019281035
hydUD,p102,1.019281035
hydUD,p124,1.019281035
hydUD,p123,1.019281035
hydUD,p125,1.019281035
hydUD,p122,1.019281035
hydUD,p126,1.019281035
hydUD,p127,1.019281035
hydUD,p128,1.019281035
hydUD,p132,1.019281035
hydUD,p133,1.019281035
hydUD,p131,1.019281035
hydUD,p129,1.019281035
hydUD,p130,1.019281035
hydUD,p134,1.019281035
hydUND,p2,1.019281035
hydUND,p1,1.019281035
hydUND,p3,1.019281035
hydUND,p4,1.019281035
hydUND,p5,1.019281035
hydUND,p6,1.019281035
hydUND,p7,1.019281035
hydUND,p9,1.019281035
hydUND,p8,1.019281035
hydUND,p10,1.019281035
hydUND,p11,1.019281035
hydUND,p12,1.019281035
hydUND,p13,1.019281035
hydUND,p14,1.019281035
hydUND,p15,1.019281035
hydUND,p16,1.019281035
hydUND,p25,1.019281035
hydUND,p26,1.019281035
hydUND,p27,1.019281035
hydUND,p28,1.019281035
hydUND,p29,1.019281035
hydUND,p30,1.019281035
hydUND,p17,1.019281035
hydUND,p18,1.019281035
hydUND,p20,1.019281035
hydUND,p19,1.019281035
hydUND,p21,1.019281035
hydUND,p22,1.019281035
hydUND,p23,1.019281035
hydUND,p24,1.019281035
hydUND,p33,1.019281035
hydUND,p34,1.019281035
hydUND,p31,1.019281035
hydUND,p59,1.019281035
hydUND,p32,1.019281035
hydUND,p35,1.019281035
hydUND,p36,1.019281035
hydUND,p37,1.019281035
hydUND,p38,1.019281035
hydUND,p39,1.019281035
hydUND,p40,1.019281035
hydUND,p41,1.019281035
hydUND,p42,1.019281035
hydUND,p43,1.019281035
hydUND,p44,1.019281035
hydUND,p46,1.019281035
hydUND,p45,1.019281035
hydUND,p69,1.019281035
hydUND,p52,1.019281035
hydUND,p53,1.019281035
hydUND,p54,1.019281035
hydUND,p55,1.019281035
hydUND,p47,1.019281035
hydUND,p48,1.019281035
hydUND,p57,1.019281035
hydUND,p49,1.019281035
hydUND,p50,1.019281035
hydUND,p51,1.019281035
hydUND,p56,1.019281035
hydUND,p58,1.019281035
hydUND,p61,1.019281035
hydUND,p62,1.019281035
hydUND,p60,1.019281035
hydUND,p63,1.019281035
hydUND,p64,1.019281035
hydUND,p65,1.019281035
hydUND,p67,1.019281035
hydUND,p68,1.019281035
hydUND,p70,1.019281035
hydUND,p71,1.019281035
hydUND,p72,1.019281035
hydUND,p73,1.019281035
hydUND,p84,1.019281035
hydUND,p74,1.019281035
hydUND,p75,1.019281035
hydUND,p76,1.019281035
hydUND,p77,1.019281035
hydUND,p78,1.019281035
hydUND,p79,1.019281035
hydUND,p80,1.019281035
hydUND,p81,1.019281035
hydUND,p82,1.019281035
hydUND,p83,1.019281035
hydUND,p103,1.019281035
hydUND,p104,1.019281035
hydUND,p105,1.019281035
hydUND,p106,1.019281035
hydUND,p107,1.019281035
hydUND,p111,1.019281035
hydUND,p112,1.019281035
hydUND,p113,1.019281035
hydUND,p114,1.019281035
hydUND,p108,1.019281035
hydUND,p109,1.019281035
hydUND,p110,1.019281035
hydUND,p118,1.019281035
hydUND,p117,1.019281035
hydUND,p116,1.019281035
hydUND,p115,1.019281035
hydUND,p121,1.019281035
hydUND,p120,1.019281035
hydUND,p119,1.019281035
hydUND,p66,1.019281035
hydUND,p85,1.019281035
hydUND,p86,1.019281035
hydUND,p87,1.019281035
hydUND,p88,1.019281035
hydUND,p89,1.019281035
hydUND,p90,1.019281035
hydUND,p91,1.019281035
hydUND,p94,1.019281035
hydUND,p92,1.019281035
hydUND,p93,1.019281035
hydUND,p97,1.019281035
hydUND,p98,1.019281035
hydUND,p95,1.019281035
hydUND,p96,1.019281035
hydUND,p99,1.019281035
hydUND,p100,1.019281035
hydUND,p101,1.019281035
hydUND,p102,1.019281035
hydUND,p124,1.019281035
hydUND,p123,1.019281035
hydUND,p125,1.019281035
hydUND,p122,1.019281035
hydUND,p126,1.019281035
hydUND,p127,1.019281035
hydUND,p128,1.019281035
hydUND,p132,1.019281035
hydUND,p133,1.019281035
hydUND,p131,1.019281035
hydUND,p129,1.019281035
hydUND,p130,1.019281035
hydUND,p134,1.019281035
hydNPD,p2,1.019281035
hydNPD,p1,1.019281035
hydNPD,p3,1.019281035
hydNPD,p4,1.019281035
hydNPD,p5,1.019281035
hydNPD,p6,1.019281035
hydNPD,p7,1.019281035
hydNPD,p9,1.019281035
hydNPD,p8,1.019281035
hydNPD,p10,1.019281035
hydNPD,p11,1.019281035
hydNPD,p12,1.019281035
hydNPD,p13,1.019281035
hydNPD,p14,1.019281035
hydNPD,p15,1.019281035
hydNPD,p16,1.019281035
hydNPD,p25,1.019281035
hydNPD,p26,1.019281035
hydNPD,p27,1.019281035
hydNPD,p28,1.019281035
hydNPD,p29,1.019281035
hydNPD,p30,1.019281035
hydNPD,p17,1.019281035
hydNPD,p18,1.019281035
hydNPD,p20,1.019281035
hydNPD,p19,1.019281035
hydNPD,p21,1.019281035
hydNPD,p22,1.019281035
hydNPD,p23,1.019281035
hydNPD,p24,1.019281035
hydNPD,p33,1.019281035
hydNPD,p34,1.019281035
hydNPD,p31,1.019281035
hydNPD,p59,1.019281035
hydNPD,p32,1.019281035
hydNPD,p35,1.019281035
hydNPD,p36,1.019281035
hydNPD,p37,1.019281035
hydNPD,p38,1.019281035
hydNPD,p39,1.019281035
hydNPD,p40,1.019281035
hydNPD,p41,1.019281035
hydNPD,p42,1.019281035
hydNPD,p43,1.019281035
hydNPD,p44,1.019281035
hydNPD,p46,1.019281035
hydNPD,p45,1.019281035
hydNPD,p69,1.019281035
hydNPD,p52,1.019281035
hydNPD,p53,1.019281035
hydNPD,p54,1.019281035
hydNPD,p55,1.019281035
hydNPD,p47,1.019281035
hydNPD,p48,1.019281035
hydNPD,p57,1.019281035
hydNPD,p49,1.019281035
hydNPD,p50,1.019281035
hydNPD,p51,1.019281035
hydNPD,p56,1.019281035
hydNPD,p58,1.019281035
hydNPD,p61,1.019281035
hydNPD,p62,1.019281035
hydNPD,p60,1.019281035
hydNPD,p63,1.019281035
hydNPD,p64,1.019281035
hydNPD,p65,1.019281035
hydNPD,p67,1.019281035
hydNPD,p68,1.019281035
hydNPD,p70,1.019281035
hydNPD,p71,1.019281035
hydNPD,p72,1.019281035
hydNPD,p73,1.019281035
hydNPD,p84,1.019281035
hydNPD,p74,1.019281035
hydNPD,p75,1.019281035
hydNPD,p76,1.019281035
hydNPD,p77,1.019281035
hydNPD,p78,1.019281035
hydNPD,p79,1.019281035
hydNPD,p80,1.019281035
hydNPD,p81,1.019281035
hydNPD,p82,1.019281035
hydNPD,p83,1.019281035
hydNPD,p103,1.019281035
hydNPD,p104,1.019281035
hydNPD,p105,1.019281035
hydNPD,p106,1.019281035
hydNPD,p107,1.019281035
hydNPD,p111,1.019281035
hydNPD,p112,1.019281035
hydNPD,p113,1.019281035
hydNPD,p114,1.019281035
hydNPD,p108,1.019281035
hydNPD,p109,1.019281035
hydNPD,p110,1.019281035
hydNPD,p118,1.019281035
hydNPD,p117,1.019281035
hydNPD,p116,1.019281035
hydNPD,p115,1.019281035
hydNPD,p121,1.019281035
hydNPD,p120,1.019281035
hydNPD,p119,1.019281035
hydNPD,p66,1.019281035
hydNPD,p85,1.019281035
hydNPD,p86,1.019281035
hydNPD,p87,1.019281035
hydNPD,p88,1.019281035
hydNPD,p89,1.019281035
hydNPD,p90,1.019281035
hydNPD,p91,1.019281035
hydNPD,p94,1.019281035
hydNPD,p92,1.019281035
hydNPD,p93,1.019281035
hydNPD,p97,1.019281035
hydNPD,p98,1.019281035
hydNPD,p95,1.019281035
hydNPD,p96,1.019281035
hydNPD,p99,1.019281035
hydNPD,p100,1.019281035
hydNPD,p101,1.019281035
hydNPD,p102,1.019281035
hydNPD,p124,1.019281035
hydNPD,p123,1.019281035
hydNPD,p125,1.019281035
hydNPD,p122,1.019281035
hydNPD,p126,1.019281035
hydNPD,p127,1.019281035
hydNPD,p128,1.019281035
hydNPD,p132,1.019281035
hydNPD,p133,1.019281035
hydNPD,p131,1.019281035
hydNPD,p129,1.019281035
hydNPD,p130,1.019281035
hydNPD,p134,1.019281035
hydNPND,p2,1.019281035
hydNPND,p1,1.019281035
hydNPND,p3,1.019281035
