i,region,cap_cost_mult_for_ratebase
csp1_5,s117,0.9615012
csp1_5,s118,0.9615012
csp1_5,s119,0.978004645
csp1_5,s120,1.00854563
csp1_5,s121,1.052587869
csp1_5,s122,1.02560155
csp1_5,s123,1.02560155
csp1_5,s124,1.052587869
csp1_5,s125,1.052587869
csp1_5,s126,1.052587869
csp1_5,s127,1.052587869
csp1_5,s128,1.052587869
csp1_5,s129,1.060966074
csp1_5,s130,1.060966074
csp1_5,s131,1.060966074
csp1_5,s132,0.99122359
csp1_5,s133,0.976494949
csp1_5,s134,0.99122359
csp1_5,s135,0.94634353
csp1_5,s136,0.959634317
csp1_5,s137,0.959634317
csp1_5,s138,0.959634317
csp1_5,s139,0.959634317
csp1_5,s140,0.959634317
csp1_5,s141,0.959634317
csp1_5,s142,0.959634317
csp1_5,s143,0.959634317
csp1_5,s144,1.010377097
csp1_5,s145,1.010377097
csp1_5,s146,0.982605574
csp1_5,s147,0.982605574
csp1_5,s148,0.947702459
csp1_5,s149,0.939633883
csp1_5,s150,0.939633883
csp1_5,s151,0.903159348
csp1_5,s152,0.941059595
csp1_5,s153,0.934095971
csp1_5,s154,0.934095971
csp1_5,s155,0.934095971
csp1_5,s156,0.934095971
csp1_5,s157,0.943691444
csp1_5,s158,0.934095971
csp1_5,s159,0.927019018
csp1_5,s160,0.927019018
csp1_5,s161,0.875298782
csp1_5,s162,0.875298782
csp1_5,s163,0.931308295
csp1_5,s164,0.932448662
csp1_5,s165,0.930068766
csp1_5,s166,0.931308295
csp1_5,s167,0.905952083
csp1_5,s168,0.905952083
csp1_5,s169,0.905952083
csp1_5,s170,0.905952083
csp1_5,s171,0.889272575
csp1_5,s172,0.890888516
csp1_5,s173,0.890888516
csp1_5,s174,0.890888516
csp1_5,s175,0.863747382
csp1_5,s176,1.033220859
csp1_5,s177,0.976494949
csp1_5,s178,0.993711755
csp1_5,s179,0.993711755
csp1_5,s180,0.993711755
csp1_5,s181,0.993711755
csp1_5,s182,0.993711755
csp1_5,s183,0.993711755
csp1_5,s184,1.014380017
csp1_5,s185,1.017000736
csp1_5,s186,1.008062972
csp1_5,s187,0.980333947
csp1_5,s188,0.980333947
csp1_5,s189,1.017000736
csp1_5,s190,1.017000736
csp1_5,s191,1.03118702
csp1_5,s192,1.031176901
csp1_5,s193,1.034111297
csp1_5,s194,1.028202031
csp1_5,s195,1.055218706
csp1_5,s196,1.034111297
csp1_5,s197,1.031176901
csp1_5,s198,1.076538607
csp1_5,s199,1.113309617
csp1_5,s200,1.017486429
csp1_5,s201,1.017486429
csp1_5,s202,1.017486429
csp1_5,s203,1.03640822
csp1_5,s204,1.017486429
csp1_5,s205,1.017486429
csp1_5,s206,1.113309617
csp1_5,s207,1.113309617
csp1_5,s208,1.023658778
csp1_5,s209,1.023658778
csp1_5,s210,1.023658778
csp1_5,s211,1.01211345
csp1_5,s212,1.01211345
csp1_5,s213,1.040020562
csp1_5,s214,1.01211345
csp1_5,s215,1.01211345
csp1_5,s216,1.01211345
csp1_5,s217,1.01211345
csp1_5,s218,1.01211345
csp1_5,s219,1.030853106
csp1_5,s220,1.030853106
csp1_5,s221,1.030853106
csp1_5,s222,1.030853106
csp1_5,s223,0.979738973
csp1_5,s224,0.954682272
csp1_5,s225,1.030853106
csp1_5,s226,1.030853106
csp1_5,s227,1.002200252
csp1_5,s228,0.977526035
csp1_5,s229,0.977526035
csp1_5,s230,0.953124007
csp1_5,s231,0.937076912
csp1_5,s232,0.977526035
csp1_5,s233,0.977526035
csp1_5,s234,1.002200252
csp1_5,s235,0.977526035
csp1_5,s236,0.942724105
csp1_5,s237,0.921279746
csp1_5,s238,0.921279746
csp1_5,s239,0.921279746
csp1_5,s240,0.921279746
csp1_5,s241,0.921279746
csp1_5,s242,0.924843518
csp1_5,s243,0.909336757
csp1_5,s244,0.909336757
csp1_5,s245,0.909336757
csp1_5,s246,0.961907968
csp1_5,s247,0.961907968
csp1_5,s248,0.961907968
csp1_5,s249,0.971162444
csp1_5,s250,0.971162444
csp1_5,s251,1.001770212
csp1_5,s252,1.001770212
csp1_5,s253,1.009468446
csp1_5,s254,1.021999327
csp1_5,s255,1.04344065
csp1_5,s256,0.874467032
csp1_5,s257,0.912789224
csp1_5,s258,0.912789224
csp1_5,s259,0.912789224
csp1_5,s260,0.896135013
csp1_5,s261,0.875298782
csp1_5,s262,0.890197415
csp1_5,s263,0.896297922
csp1_5,s264,0.890197415
csp1_5,s265,0.887605029
csp1_5,s266,0.887605029
csp1_5,s267,0.880053514
csp1_5,s268,0.880053514
csp1_5,s269,0.880292313
csp1_5,s270,0.880292313
csp1_5,s271,0.880292313
csp1_5,s272,0.876463433
csp1_5,s273,0.876463433
csp1_5,s274,0.876463433
csp1_5,s275,0.876463433
csp1_5,s276,0.896533686
csp1_5,s277,0.896533686
csp1_5,s278,0.896533686
csp1_5,s279,0.896533686
csp1_5,s280,0.896533686
csp1_5,s281,0.896533686
csp1_5,s282,0.896533686
csp1_5,s283,0.896533686
csp1_5,s284,0.896533686
csp1_5,s285,0.896533686
csp1_5,s286,0.930410775
csp1_5,s287,0.930410775
csp1_5,s288,0.87252426
csp1_5,s289,0.87252426
csp1_5,s290,0.87252426
csp1_5,s291,0.937558557
csp1_5,s292,0.937558557
csp1_5,s293,0.937558557
csp1_5,s294,0.937558557
csp1_5,s295,0.846795684
csp1_5,s296,0.874146273
csp1_5,s297,0.874146273
csp1_5,s298,0.874146273
csp1_5,s299,0.874146273
csp1_5,s300,0.966446162
csp1_5,s301,0.996090639
csp1_5,s302,0.966446162
csp1_5,s303,0.966446162
csp1_5,s304,0.966446162
csp1_5,s305,0.966446162
csp1_5,s306,0.966446162
csp1_5,s307,0.966446162
csp1_5,s308,0.971162444
csp1_5,s309,0.917635024
csp1_5,s310,0.917635024
csp1_5,s311,0.917635024
csp1_5,s312,0.917635024
csp1_5,s313,0.921170465
csp1_5,s314,1.035285055
csp1_5,s315,1.012680092
csp1_5,s316,1.012680092
csp1_5,s317,1.012680092
csp1_5,s318,1.060257772
csp1_5,s319,1.060257772
csp1_5,s320,1.040273527
csp1_5,s321,1.040273527
csp1_5,s322,1.040273527
csp1_5,s323,1.040273527
csp1_5,s324,1.040273527
csp1_5,s325,1.040273527
csp1_5,s326,1.040273527
csp1_5,s327,1.040273527
csp1_5,s328,1.193459086
csp1_5,s329,1.193459086
csp1_5,s330,1.193459086
csp1_5,s331,1.193459086
csp1_5,s332,1.193459086
csp1_5,s333,1.050675453
csp1_5,s334,1.050675453
csp1_5,s335,1.050675453
csp1_5,s336,1.050675453
csp1_5,s337,1.050675453
csp1_5,s338,1.050675453
csp1_5,s339,1.050675453
csp1_5,s340,1.050675453
csp1_5,s341,1.050675453
csp1_5,s342,1.246318677
csp1_5,s343,1.121799126
csp1_5,s344,1.121799126
csp1_5,s345,1.071701914
csp1_5,s346,1.071701914
csp1_5,s347,1.10639861
csp1_5,s348,1.10639861
csp1_5,s349,1.10639861
csp1_5,s350,0.993674316
csp1_5,s351,0.993674316
csp1_5,s352,0.993674316
csp1_5,s353,1.013014005
csp1_5,s354,1.013014005
csp1_5,s355,1.019783352
csp1_5,s356,1.019783352
csp1_6,s1,1.05591689
csp1_6,s2,1.068797874
csp1_6,s3,1.068797874
csp1_6,s4,1.068797874
csp1_6,s5,1.05591689
csp1_6,s6,1.005906697
csp1_6,s7,1.026795545
csp1_6,s8,1.005906697
csp1_6,s9,1.05591689
csp1_6,s10,1.04714406
csp1_6,s11,1.04714406
csp1_6,s12,1.04714406
csp1_6,s13,1.04714406
csp1_6,s14,1.078926597
csp1_6,s15,1.078926597
csp1_6,s16,1.04714406
csp1_6,s17,1.04714406
csp1_6,s18,1.02313261
csp1_6,s19,1.02313261
csp1_6,s20,1.126656057
csp1_6,s21,1.093305135
csp1_6,s22,1.126656057
csp1_6,s23,1.126656057
csp1_6,s24,1.126656057
csp1_6,s25,1.126656057
csp1_6,s26,1.126656057
csp1_6,s27,1.126656057
csp1_6,s28,1.085948909
csp1_6,s29,1.126656057
csp1_6,s30,1.085948909
csp1_6,s31,1.085948909
csp1_6,s32,1.080687235
csp1_6,s33,1.085948909
csp1_6,s34,1.060369076
csp1_6,s35,1.060369076
csp1_6,s36,1.060369076
csp1_6,s37,1.060369076
csp1_6,s38,1.060369076
csp1_6,s39,1.060369076
csp1_6,s40,1.098546572
csp1_6,s41,0.992096826
csp1_6,s42,0.975841287
csp1_6,s43,0.975841287
csp1_6,s44,0.975841287
csp1_6,s45,0.975841287
csp1_6,s46,0.967469153
csp1_6,s47,0.967469153
csp1_6,s48,0.985051241
csp1_6,s49,0.985051241
csp1_6,s50,0.951308729
csp1_6,s51,0.985051241
csp1_6,s52,0.985051241
csp1_6,s53,1.057839425
csp1_6,s54,0.973211461
csp1_6,s55,0.969167055
csp1_6,s56,0.973211461
csp1_6,s57,0.973211461
csp1_6,s58,0.957753269
csp1_6,s59,0.973211461
csp1_6,s60,0.977334793
csp1_6,s61,0.977334793
csp1_6,s62,0.977334793
csp1_6,s63,0.977334793
csp1_6,s64,0.963515814
csp1_6,s65,0.963515814
csp1_6,s66,0.951863229
csp1_6,s67,0.963515814
csp1_6,s68,0.953523692
csp1_6,s69,0.951863229
csp1_6,s70,0.948318682
csp1_6,s71,0.948318682
csp1_6,s72,0.931671553
csp1_6,s73,0.914997104
csp1_6,s74,0.931338651
csp1_6,s75,0.937468502
csp1_6,s76,0.937468502
csp1_6,s77,0.94399399
csp1_6,s78,0.94399399
csp1_6,s79,0.937468502
csp1_6,s80,0.937468502
csp1_6,s81,0.937468502
csp1_6,s82,0.937468502
csp1_6,s83,0.94399399
csp1_6,s84,0.94399399
csp1_6,s85,0.937468502
csp1_6,s86,0.94399399
csp1_6,s87,0.94399399
csp1_6,s88,0.957590359
csp1_6,s89,0.957590359
csp1_6,s90,0.957590359
csp1_6,s91,0.957590359
csp1_6,s92,0.957590359
csp1_6,s93,0.957590359
csp1_6,s94,0.960682605
csp1_6,s95,0.902744485
csp1_6,s96,0.936915014
csp1_6,s97,0.933695274
csp1_6,s98,0.933695274
csp1_6,s99,0.955668836
csp1_6,s100,0.933695274
csp1_6,s101,0.933695274
csp1_6,s102,0.955668836
csp1_6,s103,0.955668836
csp1_6,s104,0.949734275
csp1_6,s105,0.949734275
csp1_6,s106,0.949734275
csp1_6,s107,0.949734275
csp1_6,s108,0.949734275
csp1_6,s109,0.949734275
csp1_6,s110,0.949734275
csp1_6,s111,0.949734275
csp1_6,s112,0.949734275
csp1_6,s113,0.949734275
csp1_6,s114,0.932636868
csp1_6,s115,0.932636868
csp1_6,s116,0.9615012
csp1_6,s117,0.9615012
csp1_6,s118,0.9615012
csp1_6,s119,0.978004645
csp1_6,s120,1.00854563
csp1_6,s121,1.052587869
csp1_6,s122,1.02560155
csp1_6,s123,1.02560155
csp1_6,s124,1.052587869
csp1_6,s125,1.052587869
csp1_6,s126,1.052587869
csp1_6,s127,1.052587869
csp1_6,s128,1.052587869
csp1_6,s129,1.060966074
csp1_6,s130,1.060966074
csp1_6,s131,1.060966074
csp1_6,s132,0.99122359
csp1_6,s133,0.976494949
csp1_6,s134,0.99122359
csp1_6,s135,0.94634353
csp1_6,s136,0.959634317
csp1_6,s137,0.959634317
csp1_6,s138,0.959634317
csp1_6,s139,0.959634317
csp1_6,s140,0.959634317
csp1_6,s141,0.959634317
csp1_6,s142,0.959634317
csp1_6,s143,0.959634317
csp1_6,s144,1.010377097
csp1_6,s145,1.010377097
csp1_6,s146,0.982605574
csp1_6,s147,0.982605574
csp1_6,s148,0.947702459
csp1_6,s149,0.939633883
csp1_6,s150,0.939633883
csp1_6,s151,0.903159348
csp1_6,s152,0.941059595
csp1_6,s153,0.934095971
csp1_6,s154,0.934095971
csp1_6,s155,0.934095971
csp1_6,s156,0.934095971
csp1_6,s157,0.943691444
csp1_6,s158,0.934095971
csp1_6,s159,0.927019018
csp1_6,s160,0.927019018
csp1_6,s161,0.875298782
csp1_6,s162,0.875298782
csp1_6,s163,0.931308295
csp1_6,s164,0.932448662
csp1_6,s165,0.930068766
csp1_6,s166,0.931308295
csp1_6,s167,0.905952083
csp1_6,s168,0.905952083
csp1_6,s169,0.905952083
csp1_6,s170,0.905952083
csp1_6,s171,0.889272575
csp1_6,s172,0.890888516
csp1_6,s173,0.890888516
csp1_6,s174,0.890888516
csp1_6,s175,0.863747382
csp1_6,s176,1.033220859
csp1_6,s177,0.976494949
csp1_6,s178,0.993711755
csp1_6,s179,0.993711755
csp1_6,s180,0.993711755
csp1_6,s181,0.993711755
csp1_6,s182,0.993711755
csp1_6,s183,0.993711755
csp1_6,s184,1.014380017
csp1_6,s185,1.017000736
csp1_6,s186,1.008062972
csp1_6,s187,0.980333947
csp1_6,s188,0.980333947
csp1_6,s189,1.017000736
csp1_6,s190,1.017000736
csp1_6,s191,1.03118702
csp1_6,s192,1.031176901
csp1_6,s193,1.034111297
csp1_6,s194,1.028202031
csp1_6,s195,1.055218706
csp1_6,s196,1.034111297
csp1_6,s197,1.031176901
csp1_6,s198,1.076538607
csp1_6,s199,1.113309617
csp1_6,s200,1.017486429
csp1_6,s201,1.017486429
csp1_6,s202,1.017486429
csp1_6,s203,1.03640822
csp1_6,s204,1.017486429
csp1_6,s205,1.017486429
csp1_6,s206,1.113309617
csp1_6,s207,1.113309617
csp1_6,s208,1.023658778
csp1_6,s209,1.023658778
csp1_6,s210,1.023658778
csp1_6,s211,1.01211345
csp1_6,s212,1.01211345
csp1_6,s213,1.040020562
csp1_6,s214,1.01211345
csp1_6,s215,1.01211345
csp1_6,s216,1.01211345
csp1_6,s217,1.01211345
csp1_6,s218,1.01211345
csp1_6,s219,1.030853106
csp1_6,s220,1.030853106
csp1_6,s221,1.030853106
csp1_6,s222,1.030853106
csp1_6,s223,0.979738973
csp1_6,s224,0.954682272
csp1_6,s225,1.030853106
csp1_6,s226,1.030853106
csp1_6,s227,1.002200252
csp1_6,s228,0.977526035
csp1_6,s229,0.977526035
csp1_6,s230,0.953124007
csp1_6,s231,0.937076912
csp1_6,s232,0.977526035
csp1_6,s233,0.977526035
csp1_6,s234,1.002200252
csp1_6,s235,0.977526035
csp1_6,s236,0.942724105
csp1_6,s237,0.921279746
csp1_6,s238,0.921279746
csp1_6,s239,0.921279746
csp1_6,s240,0.921279746
csp1_6,s241,0.921279746
csp1_6,s242,0.924843518
csp1_6,s243,0.909336757
csp1_6,s244,0.909336757
csp1_6,s245,0.909336757
csp1_6,s246,0.961907968
csp1_6,s247,0.961907968
csp1_6,s248,0.961907968
csp1_6,s249,0.971162444
csp1_6,s250,0.971162444
csp1_6,s251,1.001770212
csp1_6,s252,1.001770212
csp1_6,s253,1.009468446
csp1_6,s254,1.021999327
csp1_6,s255,1.04344065
csp1_6,s256,0.874467032
csp1_6,s257,0.912789224
csp1_6,s258,0.912789224
csp1_6,s259,0.912789224
csp1_6,s260,0.896135013
csp1_6,s261,0.875298782
csp1_6,s262,0.890197415
csp1_6,s263,0.896297922
csp1_6,s264,0.890197415
csp1_6,s265,0.887605029
csp1_6,s266,0.887605029
csp1_6,s267,0.880053514
csp1_6,s268,0.880053514
csp1_6,s269,0.880292313
csp1_6,s270,0.880292313
csp1_6,s271,0.880292313
csp1_6,s272,0.876463433
csp1_6,s273,0.876463433
csp1_6,s274,0.876463433
csp1_6,s275,0.876463433
csp1_6,s276,0.896533686
csp1_6,s277,0.896533686
csp1_6,s278,0.896533686
csp1_6,s279,0.896533686
csp1_6,s280,0.896533686
csp1_6,s281,0.896533686
csp1_6,s282,0.896533686
csp1_6,s283,0.896533686
csp1_6,s284,0.896533686
csp1_6,s285,0.896533686
csp1_6,s286,0.930410775
csp1_6,s287,0.930410775
csp1_6,s288,0.87252426
csp1_6,s289,0.87252426
csp1_6,s290,0.87252426
csp1_6,s291,0.937558557
csp1_6,s292,0.937558557
csp1_6,s293,0.937558557
csp1_6,s294,0.937558557
csp1_6,s295,0.846795684
csp1_6,s296,0.874146273
csp1_6,s297,0.874146273
csp1_6,s298,0.874146273
csp1_6,s299,0.874146273
csp1_6,s300,0.966446162
csp1_6,s301,0.996090639
csp1_6,s302,0.966446162
csp1_6,s303,0.966446162
csp1_6,s304,0.966446162
csp1_6,s305,0.966446162
csp1_6,s306,0.966446162
csp1_6,s307,0.966446162
csp1_6,s308,0.971162444
csp1_6,s309,0.917635024
csp1_6,s310,0.917635024
csp1_6,s311,0.917635024
csp1_6,s312,0.917635024
csp1_6,s313,0.921170465
csp1_6,s314,1.035285055
csp1_6,s315,1.012680092
csp1_6,s316,1.012680092
csp1_6,s317,1.012680092
csp1_6,s318,1.060257772
csp1_6,s319,1.060257772
csp1_6,s320,1.040273527
csp1_6,s321,1.040273527
csp1_6,s322,1.040273527
csp1_6,s323,1.040273527
csp1_6,s324,1.040273527
csp1_6,s325,1.040273527
csp1_6,s326,1.040273527
csp1_6,s327,1.040273527
csp1_6,s328,1.193459086
csp1_6,s329,1.193459086
csp1_6,s330,1.193459086
csp1_6,s331,1.193459086
csp1_6,s332,1.193459086
csp1_6,s333,1.050675453
csp1_6,s334,1.050675453
csp1_6,s335,1.050675453
csp1_6,s336,1.050675453
csp1_6,s337,1.050675453
csp1_6,s338,1.050675453
csp1_6,s339,1.050675453
csp1_6,s340,1.050675453
csp1_6,s341,1.050675453
csp1_6,s342,1.246318677
csp1_6,s343,1.121799126
csp1_6,s344,1.121799126
csp1_6,s345,1.071701914
csp1_6,s346,1.071701914
csp1_6,s347,1.10639861
csp1_6,s348,1.10639861
csp1_6,s349,1.10639861
csp1_6,s350,0.993674316
csp1_6,s351,0.993674316
csp1_6,s352,0.993674316
csp1_6,s353,1.013014005
csp1_6,s354,1.013014005
csp1_6,s355,1.019783352
csp1_6,s356,1.019783352
csp1_7,s1,1.05591689
csp1_7,s2,1.068797874
csp1_7,s3,1.068797874
csp1_7,s4,1.068797874
csp1_7,s5,1.05591689
csp1_7,s6,1.005906697
csp1_7,s7,1.026795545
csp1_7,s8,1.005906697
csp1_7,s9,1.05591689
csp1_7,s10,1.04714406
csp1_7,s11,1.04714406
csp1_7,s12,1.04714406
csp1_7,s13,1.04714406
csp1_7,s14,1.078926597
csp1_7,s15,1.078926597
csp1_7,s16,1.04714406
csp1_7,s17,1.04714406
csp1_7,s18,1.02313261
csp1_7,s19,1.02313261
csp1_7,s20,1.126656057
csp1_7,s21,1.093305135
csp1_7,s22,1.126656057
csp1_7,s23,1.126656057
csp1_7,s24,1.126656057
csp1_7,s25,1.126656057
csp1_7,s26,1.126656057
csp1_7,s27,1.126656057
csp1_7,s28,1.085948909
csp1_7,s29,1.126656057
csp1_7,s30,1.085948909
csp1_7,s31,1.085948909
csp1_7,s32,1.080687235
csp1_7,s33,1.085948909
csp1_7,s34,1.060369076
csp1_7,s35,1.060369076
csp1_7,s36,1.060369076
csp1_7,s37,1.060369076
csp1_7,s38,1.060369076
csp1_7,s39,1.060369076
csp1_7,s40,1.098546572
csp1_7,s41,0.992096826
csp1_7,s42,0.975841287
csp1_7,s43,0.975841287
csp1_7,s44,0.975841287
csp1_7,s45,0.975841287
csp1_7,s46,0.967469153
csp1_7,s47,0.967469153
csp1_7,s48,0.985051241
csp1_7,s49,0.985051241
csp1_7,s50,0.951308729
csp1_7,s51,0.985051241
csp1_7,s52,0.985051241
csp1_7,s53,1.057839425
csp1_7,s54,0.973211461
csp1_7,s55,0.969167055
csp1_7,s56,0.973211461
csp1_7,s57,0.973211461
csp1_7,s58,0.957753269
csp1_7,s59,0.973211461
csp1_7,s60,0.977334793
csp1_7,s61,0.977334793
csp1_7,s62,0.977334793
csp1_7,s63,0.977334793
csp1_7,s64,0.963515814
csp1_7,s65,0.963515814
csp1_7,s66,0.951863229
csp1_7,s67,0.963515814
csp1_7,s68,0.953523692
csp1_7,s69,0.951863229
csp1_7,s70,0.948318682
csp1_7,s71,0.948318682
csp1_7,s72,0.931671553
csp1_7,s73,0.914997104
csp1_7,s74,0.931338651
csp1_7,s75,0.937468502
csp1_7,s76,0.937468502
csp1_7,s77,0.94399399
csp1_7,s78,0.94399399
csp1_7,s79,0.937468502
csp1_7,s80,0.937468502
csp1_7,s81,0.937468502
csp1_7,s82,0.937468502
csp1_7,s83,0.94399399
csp1_7,s84,0.94399399
csp1_7,s85,0.937468502
csp1_7,s86,0.94399399
csp1_7,s87,0.94399399
csp1_7,s88,0.957590359
csp1_7,s89,0.957590359
csp1_7,s90,0.957590359
csp1_7,s91,0.957590359
csp1_7,s92,0.957590359
csp1_7,s93,0.957590359
csp1_7,s94,0.960682605
csp1_7,s95,0.902744485
csp1_7,s96,0.936915014
csp1_7,s97,0.933695274
csp1_7,s98,0.933695274
csp1_7,s99,0.955668836
csp1_7,s100,0.933695274
csp1_7,s101,0.933695274
csp1_7,s102,0.955668836
csp1_7,s103,0.955668836
csp1_7,s104,0.949734275
csp1_7,s105,0.949734275
csp1_7,s106,0.949734275
csp1_7,s107,0.949734275
csp1_7,s108,0.949734275
csp1_7,s109,0.949734275
csp1_7,s110,0.949734275
csp1_7,s111,0.949734275
csp1_7,s112,0.949734275
csp1_7,s113,0.949734275
csp1_7,s114,0.932636868
csp1_7,s115,0.932636868
csp1_7,s116,0.9615012
csp1_7,s117,0.9615012
csp1_7,s118,0.9615012
csp1_7,s119,0.978004645
csp1_7,s120,1.00854563
csp1_7,s121,1.052587869
csp1_7,s122,1.02560155
csp1_7,s123,1.02560155
csp1_7,s124,1.052587869
csp1_7,s125,1.052587869
csp1_7,s126,1.052587869
csp1_7,s127,1.052587869
csp1_7,s128,1.052587869
csp1_7,s129,1.060966074
csp1_7,s130,1.060966074
csp1_7,s131,1.060966074
csp1_7,s132,0.99122359
csp1_7,s133,0.976494949
csp1_7,s134,0.99122359
csp1_7,s135,0.94634353
csp1_7,s136,0.959634317
csp1_7,s137,0.959634317
csp1_7,s138,0.959634317
csp1_7,s139,0.959634317
csp1_7,s140,0.959634317
csp1_7,s141,0.959634317
csp1_7,s142,0.959634317
csp1_7,s143,0.959634317
csp1_7,s144,1.010377097
csp1_7,s145,1.010377097
csp1_7,s146,0.982605574
csp1_7,s147,0.982605574
csp1_7,s148,0.947702459
csp1_7,s149,0.939633883
csp1_7,s150,0.939633883
csp1_7,s151,0.903159348
csp1_7,s152,0.941059595
csp1_7,s153,0.934095971
csp1_7,s154,0.934095971
csp1_7,s155,0.934095971
csp1_7,s156,0.934095971
csp1_7,s157,0.943691444
csp1_7,s158,0.934095971
csp1_7,s159,0.927019018
csp1_7,s160,0.927019018
csp1_7,s161,0.875298782
csp1_7,s162,0.875298782
csp1_7,s163,0.931308295
csp1_7,s164,0.932448662
csp1_7,s165,0.930068766
csp1_7,s166,0.931308295
csp1_7,s167,0.905952083
csp1_7,s168,0.905952083
csp1_7,s169,0.905952083
csp1_7,s170,0.905952083
csp1_7,s171,0.889272575
csp1_7,s172,0.890888516
csp1_7,s173,0.890888516
csp1_7,s174,0.890888516
csp1_7,s175,0.863747382
csp1_7,s176,1.033220859
csp1_7,s177,0.976494949
csp1_7,s178,0.993711755
csp1_7,s179,0.993711755
csp1_7,s180,0.993711755
csp1_7,s181,0.993711755
csp1_7,s182,0.993711755
csp1_7,s183,0.993711755
csp1_7,s184,1.014380017
csp1_7,s185,1.017000736
csp1_7,s186,1.008062972
csp1_7,s187,0.980333947
csp1_7,s188,0.980333947
csp1_7,s189,1.017000736
csp1_7,s190,1.017000736
csp1_7,s191,1.03118702
csp1_7,s192,1.031176901
csp1_7,s193,1.034111297
csp1_7,s194,1.028202031
csp1_7,s195,1.055218706
csp1_7,s196,1.034111297
csp1_7,s197,1.031176901
csp1_7,s198,1.076538607
csp1_7,s199,1.113309617
csp1_7,s200,1.017486429
csp1_7,s201,1.017486429
csp1_7,s202,1.017486429
csp1_7,s203,1.03640822
csp1_7,s204,1.017486429
csp1_7,s205,1.017486429
csp1_7,s206,1.113309617
csp1_7,s207,1.113309617
csp1_7,s208,1.023658778
csp1_7,s209,1.023658778
csp1_7,s210,1.023658778
csp1_7,s211,1.01211345
csp1_7,s212,1.01211345
csp1_7,s213,1.040020562
csp1_7,s214,1.01211345
csp1_7,s215,1.01211345
csp1_7,s216,1.01211345
csp1_7,s217,1.01211345
csp1_7,s218,1.01211345
csp1_7,s219,1.030853106
csp1_7,s220,1.030853106
csp1_7,s221,1.030853106
csp1_7,s222,1.030853106
csp1_7,s223,0.979738973
csp1_7,s224,0.954682272
csp1_7,s225,1.030853106
csp1_7,s226,1.030853106
csp1_7,s227,1.002200252
csp1_7,s228,0.977526035
csp1_7,s229,0.977526035
csp1_7,s230,0.953124007
csp1_7,s231,0.937076912
csp1_7,s232,0.977526035
csp1_7,s233,0.977526035
csp1_7,s234,1.002200252
csp1_7,s235,0.977526035
csp1_7,s236,0.942724105
csp1_7,s237,0.921279746
csp1_7,s238,0.921279746
csp1_7,s239,0.921279746
csp1_7,s240,0.921279746
csp1_7,s241,0.921279746
csp1_7,s242,0.924843518
csp1_7,s243,0.909336757
csp1_7,s244,0.909336757
csp1_7,s245,0.909336757
csp1_7,s246,0.961907968
csp1_7,s247,0.961907968
csp1_7,s248,0.961907968
csp1_7,s249,0.971162444
csp1_7,s250,0.971162444
csp1_7,s251,1.001770212
csp1_7,s252,1.001770212
csp1_7,s253,1.009468446
csp1_7,s254,1.021999327
csp1_7,s255,1.04344065
csp1_7,s256,0.874467032
csp1_7,s257,0.912789224
csp1_7,s258,0.912789224
csp1_7,s259,0.912789224
csp1_7,s260,0.896135013
csp1_7,s261,0.875298782
csp1_7,s262,0.890197415
csp1_7,s263,0.896297922
csp1_7,s264,0.890197415
csp1_7,s265,0.887605029
csp1_7,s266,0.887605029
csp1_7,s267,0.880053514
csp1_7,s268,0.880053514
csp1_7,s269,0.880292313
csp1_7,s270,0.880292313
csp1_7,s271,0.880292313
csp1_7,s272,0.876463433
csp1_7,s273,0.876463433
csp1_7,s274,0.876463433
csp1_7,s275,0.876463433
csp1_7,s276,0.896533686
csp1_7,s277,0.896533686
csp1_7,s278,0.896533686
csp1_7,s279,0.896533686
csp1_7,s280,0.896533686
csp1_7,s281,0.896533686
csp1_7,s282,0.896533686
csp1_7,s283,0.896533686
csp1_7,s284,0.896533686
csp1_7,s285,0.896533686
csp1_7,s286,0.930410775
csp1_7,s287,0.930410775
csp1_7,s288,0.87252426
csp1_7,s289,0.87252426
csp1_7,s290,0.87252426
csp1_7,s291,0.937558557
csp1_7,s292,0.937558557
csp1_7,s293,0.937558557
csp1_7,s294,0.937558557
csp1_7,s295,0.846795684
csp1_7,s296,0.874146273
csp1_7,s297,0.874146273
csp1_7,s298,0.874146273
csp1_7,s299,0.874146273
csp1_7,s300,0.966446162
csp1_7,s301,0.996090639
csp1_7,s302,0.966446162
csp1_7,s303,0.966446162
csp1_7,s304,0.966446162
csp1_7,s305,0.966446162
csp1_7,s306,0.966446162
csp1_7,s307,0.966446162
csp1_7,s308,0.971162444
csp1_7,s309,0.917635024
csp1_7,s310,0.917635024
csp1_7,s311,0.917635024
csp1_7,s312,0.917635024
csp1_7,s313,0.921170465
csp1_7,s314,1.035285055
csp1_7,s315,1.012680092
csp1_7,s316,1.012680092
csp1_7,s317,1.012680092
csp1_7,s318,1.060257772
csp1_7,s319,1.060257772
csp1_7,s320,1.040273527
csp1_7,s321,1.040273527
csp1_7,s322,1.040273527
csp1_7,s323,1.040273527
csp1_7,s324,1.040273527
csp1_7,s325,1.040273527
csp1_7,s326,1.040273527
csp1_7,s327,1.040273527
csp1_7,s328,1.193459086
csp1_7,s329,1.193459086
csp1_7,s330,1.193459086
csp1_7,s331,1.193459086
csp1_7,s332,1.193459086
csp1_7,s333,1.050675453
csp1_7,s334,1.050675453
csp1_7,s335,1.050675453
csp1_7,s336,1.050675453
