*i,r,vom ($/kW-yr)
deep-egs_pflash_4,p28,341.3255492
deep-egs_pflash_5,p28,302.9253678
deep-egs_pflash_6,p28,304.2469469
deep-egs_pflash_7,p28,306.9574144
deep-egs_pflash_1,p29,341.3255492
deep-egs_pflash_2,p29,304.2469469
deep-egs_pflash_3,p29,306.9574144
deep-egs_pflash_1,p30,291.723246
deep-egs_pflash_2,p30,331.7672736
deep-egs_pflash_3,p30,341.3255492
deep-egs_pflash_4,p30,302.9253678
deep-egs_pflash_5,p30,304.2469469
deep-egs_pflash_6,p30,306.9574144
deep-egs_pflash_1,p31,234.0784959
deep-egs_pflash_2,p31,265.1631109
deep-egs_pflash_3,p31,291.723246
deep-egs_pflash_4,p31,322.3560511
deep-egs_pflash_5,p31,331.7672736
deep-egs_pflash_6,p31,341.3255492
deep-egs_pflash_7,p31,302.9253678
deep-egs_pflash_8,p31,305.5096126
deep-egs_pflash_1,p33,258.2100917
deep-egs_pflash_2,p33,291.723246
deep-egs_pflash_3,p33,331.7672736
deep-egs_pflash_4,p33,341.3255492
deep-egs_pflash_5,p33,302.9253678
deep-egs_pflash_6,p33,304.2469469
deep-egs_pflash_7,p33,306.9574144
deep-egs_pflash_1,p34,258.2100917
deep-egs_pflash_2,p34,284.0826775
deep-egs_pflash_3,p34,291.723246
deep-egs_pflash_4,p34,331.7672736
deep-egs_pflash_5,p34,341.3255492
deep-egs_pflash_6,p34,302.9253678
deep-egs_pflash_7,p34,304.2469469
deep-egs_pflash_8,p34,306.9574144
deep-egs_pflash_1,p35,341.3255492
deep-egs_pflash_2,p35,304.2469469
deep-egs_pflash_3,p35,306.9574144
deep-egs_pflash_1,p36,341.3255492
deep-egs_pflash_2,p36,304.2469469
deep-egs_pflash_3,p36,306.9574144
deep-egs_pflash_1,p37,306.9574144
deep-egs_pflash_1,p38,306.9574144
deep-egs_pflash_1,p39,306.9574144
deep-egs_pflash_1,p40,306.9574144
deep-egs_pflash_1,p57,304.2469469
deep-egs_pflash_2,p57,306.9574144
deep-egs_pflash_1,p58,341.3255492
deep-egs_pflash_2,p58,304.2469469
deep-egs_pflash_3,p58,306.9574144
deep-egs_pflash_1,p59,291.723246
deep-egs_pflash_2,p59,341.3255492
deep-egs_pflash_3,p59,304.2469469
deep-egs_pflash_4,p59,306.9574144
deep-egs_pflash_1,p61,291.723246
deep-egs_pflash_2,p61,331.7672736
deep-egs_pflash_3,p61,341.3255492
deep-egs_pflash_4,p61,304.2469469
deep-egs_pflash_5,p61,306.9574144
deep-egs_pflash_1,p63,341.3255492
deep-egs_pflash_2,p63,304.2469469
deep-egs_pflash_3,p63,306.9574144
deep-egs_pflash_1,p64,341.3255492
deep-egs_pflash_2,p64,304.2469469
deep-egs_pflash_3,p64,306.9574144
deep-egs_pflash_1,p65,341.3255492
deep-egs_pflash_2,p65,304.2469469
deep-egs_pflash_3,p65,306.9574144
deep-egs_pflash_1,p66,341.3255492
deep-egs_pflash_2,p66,304.2469469
deep-egs_pflash_3,p66,306.9574144
deep-egs_pflash_1,p67,306.9574144
deep-egs_pflash_1,p85,341.3255492
deep-egs_pflash_2,p85,304.2469469
deep-egs_pflash_3,p85,306.9574144
deep-egs_pflash_1,p86,304.2469469
deep-egs_pflash_2,p86,306.9574144
deep-egs_pflash_1,p87,306.9574144
deep-egs_pflash_1,p88,306.9574144
deep-egs_pflash_1,p99,306.9574144
deep-egs_pflash_1,p115,306.9574144
deep-egs_pflash_1,p116,341.3255492
deep-egs_pflash_2,p116,306.9574144
