*i,r,sc_cat,value
deep-egs_pflash_4,p27,Cap,5708.9722
deep-egs_pflash_4,p28,Cap,263.6315
deep-egs_pflash_4,p30,Cap,10786.2713
deep-egs_pflash_4,p31,Cap,253.3728
deep-egs_pflash_4,p33,Cap,24.4517
deep-egs_pflash_4,p34,Cap,6683.0117
deep-egs_pflash_4,p5,Cap,105.701
deep-egs_pflash_4,p59,Cap,1226.352
deep-egs_pflash_4,p6,Cap,5663.6709
deep-egs_pflash_4,p61,Cap,2340.026
deep-egs_pflash_4,p7,Cap,14832.1764
deep-egs_pflash_4,p8,Cap,6124.1941
deep-egs_pflash_4,p9,Cap,245.717211
deep-egs_pflash_5,p10,Cap,3581.7899
deep-egs_pflash_5,p11,Cap,146.4144
deep-egs_pflash_5,p12,Cap,54598.6678
deep-egs_pflash_5,p13,Cap,879.45
deep-egs_pflash_5,p15,Cap,769.4162
deep-egs_pflash_5,p16,Cap,13.5712
deep-egs_pflash_5,p21,Cap,67.8207
deep-egs_pflash_5,p25,Cap,17518.4694
deep-egs_pflash_5,p27,Cap,5193.8263
deep-egs_pflash_5,p28,Cap,32700.5817
deep-egs_pflash_5,p30,Cap,8807.4465
deep-egs_pflash_5,p31,Cap,689.442
deep-egs_pflash_5,p33,Cap,5333.5799
deep-egs_pflash_5,p34,Cap,239.1865
deep-egs_pflash_5,p5,Cap,4422.6449
deep-egs_pflash_5,p6,Cap,5674.1947
deep-egs_pflash_5,p61,Cap,8721.3108
deep-egs_pflash_5,p7,Cap,9378.8339
deep-egs_pflash_5,p8,Cap,851.748
deep-egs_pflash_5,p9,Cap,273.7042
deep-egs_pflash_6,p10,Cap,8605.5649
deep-egs_pflash_6,p11,Cap,319.4812
deep-egs_pflash_6,p15,Cap,6132.8665
deep-egs_pflash_6,p16,Cap,13449.1162
deep-egs_pflash_6,p21,Cap,1425.6329
deep-egs_pflash_6,p27,Cap,4269.1904
deep-egs_pflash_6,p28,Cap,29970.6598
deep-egs_pflash_6,p30,Cap,1107.3312
deep-egs_pflash_6,p31,Cap,24720.5653
deep-egs_pflash_6,p33,Cap,4397.7577
deep-egs_pflash_6,p34,Cap,13782.6773
deep-egs_pflash_6,p5,Cap,4561.2054
deep-egs_pflash_6,p6,Cap,314.7192
deep-egs_pflash_6,p7,Cap,18296.3698
deep-egs_pflash_6,p9,Cap,648.3277
deep-egs_pflash_7,p10,Cap,6607.6793
deep-egs_pflash_7,p15,Cap,5584.8779
deep-egs_pflash_7,p16,Cap,20641.9986
deep-egs_pflash_7,p28,Cap,22833.6376
deep-egs_pflash_7,p31,Cap,76899.7598
deep-egs_pflash_7,p33,Cap,22699.0692
deep-egs_pflash_7,p34,Cap,15111.6812
deep-egs_pflash_7,p5,Cap,19433.122
deep-egs_pflash_7,p9,Cap,8177.8486
deep-egs_pflash_8,p10,Cap,15142.7994
deep-egs_pflash_8,p15,Cap,7994.0258
deep-egs_pflash_8,p16,Cap,3636.2907
deep-egs_pflash_8,p31,Cap,31853.3149
deep-egs_pflash_8,p34,Cap,21186.5518
deep-egs_pflash_8,p9,Cap,20636.3472
geohydro_pbinary_1,p1,Cap,22.7
geohydro_pbinary_1,p10,Cap,66.01
geohydro_pbinary_1,p12,Cap,66.56
geohydro_pbinary_1,p15,Cap,54.76
geohydro_pbinary_1,p16,Cap,36.57
geohydro_pbinary_1,p17,Cap,12.93
geohydro_pbinary_1,p21,Cap,38.74
geohydro_pbinary_1,p25,Cap,12.27
geohydro_pbinary_1,p28,Cap,14.45
geohydro_pbinary_1,p31,Cap,12.99
geohydro_pbinary_1,p33,Cap,8.29
geohydro_pbinary_1,p34,Cap,12.23
geohydro_pbinary_1,p5,Cap,7.9
geohydro_pbinary_1,p6,Cap,32.33
geohydro_pbinary_1,p7,Cap,41.02
geohydro_pbinary_1,p8,Cap,100.75
geohydro_pbinary_1,p9,Cap,29.33
geohydro_pbinary_2,p10,Cap,24.79
geohydro_pbinary_2,p12,Cap,34.04
geohydro_pbinary_2,p15,Cap,21.06
geohydro_pbinary_2,p16,Cap,13.92
geohydro_pbinary_2,p17,Cap,9.11
geohydro_pbinary_2,p25,Cap,1.51
geohydro_pbinary_2,p28,Cap,11.8
geohydro_pbinary_2,p31,Cap,8.62
geohydro_pbinary_2,p5,Cap,6.06
geohydro_pbinary_2,p6,Cap,8.26
geohydro_pbinary_2,p7,Cap,45.21
geohydro_pbinary_2,p8,Cap,12.59
geohydro_pbinary_2,p9,Cap,15.67
geohydro_pbinary_3,p10,Cap,18.52
geohydro_pbinary_3,p12,Cap,66.45
geohydro_pbinary_3,p15,Cap,15.68
geohydro_pbinary_3,p16,Cap,13.97
geohydro_pbinary_3,p17,Cap,7.1
geohydro_pbinary_3,p25,Cap,0.74
geohydro_pbinary_3,p7,Cap,86.93
geohydro_pbinary_3,p8,Cap,11.37
geohydro_pbinary_3,p9,Cap,16.9
geohydro_pbinary_4,p10,Cap,14.72
geohydro_pbinary_4,p12,Cap,63.59
geohydro_pbinary_4,p15,Cap,10.09
geohydro_pbinary_4,p7,Cap,11.93
geohydro_pbinary_4,p8,Cap,9.96
geohydro_pbinary_4,p9,Cap,8.37
geohydro_pbinary_5,p10,Cap,10.73
geohydro_pbinary_5,p12,Cap,138.16
geohydro_pbinary_5,p15,Cap,9.99
geohydro_pbinary_5,p7,Cap,39.67
geohydro_pbinary_5,p8,Cap,9.42
geohydro_pbinary_5,p9,Cap,6.28
geohydro_pbinary_6,p10,Cap,9.03
geohydro_pbinary_6,p12,Cap,57.41
geohydro_pbinary_6,p15,Cap,9.06
geohydro_pbinary_6,p7,Cap,14.61
geohydro_pbinary_6,p8,Cap,15.04
geohydro_pbinary_7,p10,Cap,7.07
geohydro_pbinary_7,p12,Cap,24.04
geohydro_pbinary_7,p15,Cap,9.04
geohydro_pbinary_7,p7,Cap,19.22
geohydro_pbinary_7,p8,Cap,16.92
geohydro_pbinary_8,p12,Cap,11.28
geohydro_pbinary_8,p15,Cap,14.18
geohydro_pbinary_8,p7,Cap,13.55
geohydro_pbinary_8,p8,Cap,5.37
geohydro_pflash_1,p10,Cap,289.23
geohydro_pflash_1,p12,Cap,102.91
geohydro_pflash_1,p25,Cap,85.53
geohydro_pflash_1,p5,Cap,124.16
geohydro_pflash_1,p9,Cap,29.2
geohydro_pflash_2,p10,Cap,74.05
geohydro_pflash_2,p12,Cap,93.3
geohydro_pflash_3,p10,Cap,358.52
geohydro_pflash_3,p12,Cap,90.43
geohydro_pflash_4,p10,Cap,1829.97
geohydro_pflash_4,p12,Cap,57.13
geohydro_pflash_5,p10,Cap,42.3
geohydro_pflash_5,p12,Cap,36.78
geohydro_pflash_6,p10,Cap,34.51
geohydro_pflash_6,p12,Cap,58.94
geohydro_pflash_7,p10,Cap,60.26
geohydro_pflash_7,p12,Cap,116.82
geohydro_pflash_8,p12,Cap,15.46
undisc_pbinary_1,p1,Cap,73.9944
undisc_pbinary_1,p10,Cap,280.80944
undisc_pbinary_1,p12,Cap,1088.71664
undisc_pbinary_1,p15,Cap,305.29792
undisc_pbinary_1,p16,Cap,136.60192
undisc_pbinary_1,p17,Cap,410.14952
undisc_pbinary_1,p21,Cap,35.28312
undisc_pbinary_1,p25,Cap,187.51824
undisc_pbinary_1,p28,Cap,864.41496
undisc_pbinary_1,p31,Cap,299.73744
undisc_pbinary_1,p33,Cap,164.33736
undisc_pbinary_1,p34,Cap,373.74432
undisc_pbinary_1,p5,Cap,7.21816
undisc_pbinary_1,p6,Cap,14.53024
undisc_pbinary_1,p7,Cap,425.384
undisc_pbinary_1,p8,Cap,139.96392
undisc_pbinary_1,p9,Cap,83.35152
undisc_pbinary_2,p10,Cap,75.66576
undisc_pbinary_2,p12,Cap,477.19976
undisc_pbinary_2,p15,Cap,470.25184
undisc_pbinary_2,p16,Cap,165.8008
undisc_pbinary_2,p25,Cap,207.28048
undisc_pbinary_2,p5,Cap,15.68824
undisc_pbinary_2,p6,Cap,21.19232
undisc_pbinary_2,p7,Cap,349.33432
undisc_pbinary_2,p8,Cap,112.81752
undisc_pbinary_2,p9,Cap,32.68184
undisc_pflash_1,p10,Cap,6340.8624
undisc_pflash_1,p12,Cap,1999.10112
undisc_pflash_1,p25,Cap,864.28552
undisc_pflash_1,p31,Cap,336.90672
undisc_pflash_1,p5,Cap,254.764
undisc_pflash_1,p8,Cap,248.46768
undisc_pflash_1,p9,Cap,1966.48408
NF-EGS_pbinary_1,p10,Cost,23646.81652
NF-EGS_pbinary_1,p12,Cost,18974.12399
NF-EGS_pbinary_1,p16,Cost,41694.11201
NF-EGS_pbinary_1,p9,Cost,24866.00464
NF-EGS_pbinary_2,p10,Cost,24962.8806
NF-EGS_pbinary_2,p12,Cost,21784.40613
NF-EGS_pbinary_3,p10,Cost,26293.24438
NF-EGS_pbinary_3,p12,Cost,22620.67109
NF-EGS_pbinary_4,p10,Cost,28009.01222
NF-EGS_pbinary_4,p12,Cost,23081.14259
NF-EGS_pbinary_5,p12,Cost,23467.56036
NF-EGS_pbinary_6,p12,Cost,24469.28883
NF-EGS_pbinary_7,p12,Cost,24936.00958
NF-EGS_pbinary_8,p12,Cost,27378.25918
NF-EGS_pflash_1,p10,Cost,9025.744899
NF-EGS_pflash_1,p25,Cost,18797.43753
NF-EGS_pflash_1,p9,Cost,9787.34523
NF-EGS_pflash_2,p10,Cost,9470.088455
NF-EGS_pflash_2,p9,Cost,9895.658216
NF-EGS_pflash_3,p10,Cost,10682.92421
NF-EGS_pflash_3,p9,Cost,11157.70009
NF-EGS_pflash_4,p10,Cost,10821.16351
NF-EGS_pflash_4,p9,Cost,11463.76859
NF-EGS_pflash_5,p10,Cost,11167.75089
NF-EGS_pflash_5,p9,Cost,12439.36612
NF-EGS_pflash_6,p10,Cost,12439.36612
deep-egs_pbinary_1,p1,Cost,59441.33871
deep-egs_pbinary_1,p10,Cost,38149.80481
deep-egs_pbinary_1,p101,Cost,115525.1301
deep-egs_pbinary_1,p107,Cost,115525.1301
deep-egs_pbinary_1,p109,Cost,115525.1301
deep-egs_pbinary_1,p11,Cost,49424.55352
deep-egs_pbinary_1,p110,Cost,70719.84576
deep-egs_pbinary_1,p111,Cost,115525.1301
deep-egs_pbinary_1,p112,Cost,115525.1301
deep-egs_pbinary_1,p115,Cost,59441.33871
deep-egs_pbinary_1,p116,Cost,59441.33871
deep-egs_pbinary_1,p117,Cost,59441.33871
deep-egs_pbinary_1,p118,Cost,70719.84576
deep-egs_pbinary_1,p119,Cost,115525.1301
deep-egs_pbinary_1,p12,Cost,49424.55352
deep-egs_pbinary_1,p120,Cost,115525.1301
deep-egs_pbinary_1,p121,Cost,115525.1301
deep-egs_pbinary_1,p122,Cost,70719.84576
deep-egs_pbinary_1,p123,Cost,115525.1301
deep-egs_pbinary_1,p124,Cost,115525.1301
deep-egs_pbinary_1,p127,Cost,70719.84576
deep-egs_pbinary_1,p13,Cost,49424.55352
deep-egs_pbinary_1,p131,Cost,115525.1301
deep-egs_pbinary_1,p134,Cost,115525.1301
deep-egs_pbinary_1,p14,Cost,59441.33871
deep-egs_pbinary_1,p15,Cost,38149.80481
deep-egs_pbinary_1,p16,Cost,38149.80481
deep-egs_pbinary_1,p17,Cost,59441.33871
deep-egs_pbinary_1,p18,Cost,49424.55352
deep-egs_pbinary_1,p19,Cost,59441.33871
deep-egs_pbinary_1,p2,Cost,49424.55352
deep-egs_pbinary_1,p20,Cost,59441.33871
deep-egs_pbinary_1,p21,Cost,49424.55352
deep-egs_pbinary_1,p22,Cost,96405.42348
deep-egs_pbinary_1,p23,Cost,96405.42348
deep-egs_pbinary_1,p24,Cost,59441.33871
deep-egs_pbinary_1,p25,Cost,49424.55352
deep-egs_pbinary_1,p26,Cost,59441.33871
deep-egs_pbinary_1,p27,Cost,49424.55352
deep-egs_pbinary_1,p28,Cost,49424.55352
deep-egs_pbinary_1,p29,Cost,49424.55352
deep-egs_pbinary_1,p3,Cost,59441.33871
deep-egs_pbinary_1,p30,Cost,49424.55352
deep-egs_pbinary_1,p31,Cost,38149.80481
deep-egs_pbinary_1,p32,Cost,59441.33871
deep-egs_pbinary_1,p33,Cost,49424.55352
deep-egs_pbinary_1,p34,Cost,38149.80481
deep-egs_pbinary_1,p35,Cost,49424.55352
deep-egs_pbinary_1,p36,Cost,49424.55352
deep-egs_pbinary_1,p37,Cost,59441.33871
deep-egs_pbinary_1,p38,Cost,59441.33871
deep-egs_pbinary_1,p39,Cost,59441.33871
deep-egs_pbinary_1,p4,Cost,59441.33871
deep-egs_pbinary_1,p40,Cost,59441.33871
deep-egs_pbinary_1,p41,Cost,70719.84576
deep-egs_pbinary_1,p48,Cost,70719.84576
deep-egs_pbinary_1,p5,Cost,49424.55352
deep-egs_pbinary_1,p50,Cost,59441.33871
deep-egs_pbinary_1,p51,Cost,96405.42348
deep-egs_pbinary_1,p52,Cost,115525.1301
deep-egs_pbinary_1,p53,Cost,115525.1301
deep-egs_pbinary_1,p55,Cost,115525.1301
deep-egs_pbinary_1,p56,Cost,70719.84576
deep-egs_pbinary_1,p57,Cost,49424.55352
deep-egs_pbinary_1,p58,Cost,49424.55352
deep-egs_pbinary_1,p59,Cost,49424.55352
deep-egs_pbinary_1,p6,Cost,49424.55352
deep-egs_pbinary_1,p60,Cost,96405.42348
deep-egs_pbinary_1,p61,Cost,49424.55352
deep-egs_pbinary_1,p63,Cost,49424.55352
deep-egs_pbinary_1,p64,Cost,49424.55352
deep-egs_pbinary_1,p65,Cost,49424.55352
deep-egs_pbinary_1,p66,Cost,49424.55352
deep-egs_pbinary_1,p67,Cost,59441.33871
deep-egs_pbinary_1,p69,Cost,115525.1301
deep-egs_pbinary_1,p7,Cost,49424.55352
deep-egs_pbinary_1,p70,Cost,115525.1301
deep-egs_pbinary_1,p71,Cost,115525.1301
deep-egs_pbinary_1,p77,Cost,115525.1301
deep-egs_pbinary_1,p8,Cost,49424.55352
deep-egs_pbinary_1,p80,Cost,115525.1301
deep-egs_pbinary_1,p81,Cost,115525.1301
deep-egs_pbinary_1,p83,Cost,115525.1301
deep-egs_pbinary_1,p85,Cost,49424.55352
deep-egs_pbinary_1,p86,Cost,59441.33871
deep-egs_pbinary_1,p87,Cost,59441.33871
deep-egs_pbinary_1,p88,Cost,59441.33871
deep-egs_pbinary_1,p89,Cost,70719.84576
deep-egs_pbinary_1,p9,Cost,38149.80481
deep-egs_pbinary_1,p90,Cost,115525.1301
deep-egs_pbinary_1,p91,Cost,70719.84576
deep-egs_pbinary_1,p92,Cost,115525.1301
deep-egs_pbinary_1,p93,Cost,115525.1301
deep-egs_pbinary_1,p94,Cost,115525.1301
deep-egs_pbinary_1,p95,Cost,115525.1301
deep-egs_pbinary_1,p96,Cost,115525.1301
deep-egs_pbinary_1,p98,Cost,70719.84576
deep-egs_pbinary_1,p99,Cost,59441.33871
deep-egs_pbinary_2,p1,Cost,70719.84576
deep-egs_pbinary_2,p10,Cost,49424.55352
deep-egs_pbinary_2,p11,Cost,59441.33871
deep-egs_pbinary_2,p110,Cost,96405.42348
deep-egs_pbinary_2,p115,Cost,70719.84576
deep-egs_pbinary_2,p116,Cost,70719.84576
deep-egs_pbinary_2,p117,Cost,70719.84576
deep-egs_pbinary_2,p118,Cost,79751.26413
deep-egs_pbinary_2,p12,Cost,59441.33871
deep-egs_pbinary_2,p122,Cost,96405.42348
deep-egs_pbinary_2,p127,Cost,96405.42348
deep-egs_pbinary_2,p13,Cost,59441.33871
deep-egs_pbinary_2,p14,Cost,70719.84576
deep-egs_pbinary_2,p15,Cost,49424.55352
deep-egs_pbinary_2,p16,Cost,49424.55352
deep-egs_pbinary_2,p17,Cost,70719.84576
deep-egs_pbinary_2,p18,Cost,59441.33871
deep-egs_pbinary_2,p19,Cost,70719.84576
deep-egs_pbinary_2,p2,Cost,59441.33871
deep-egs_pbinary_2,p20,Cost,70719.84576
deep-egs_pbinary_2,p21,Cost,59441.33871
deep-egs_pbinary_2,p22,Cost,115525.1301
deep-egs_pbinary_2,p23,Cost,115525.1301
deep-egs_pbinary_2,p24,Cost,70719.84576
deep-egs_pbinary_2,p25,Cost,59441.33871
deep-egs_pbinary_2,p26,Cost,70719.84576
deep-egs_pbinary_2,p27,Cost,59441.33871
deep-egs_pbinary_2,p28,Cost,59441.33871
deep-egs_pbinary_2,p29,Cost,59441.33871
deep-egs_pbinary_2,p3,Cost,70719.84576
deep-egs_pbinary_2,p30,Cost,59441.33871
deep-egs_pbinary_2,p31,Cost,49424.55352
deep-egs_pbinary_2,p32,Cost,70719.84576
deep-egs_pbinary_2,p33,Cost,59441.33871
deep-egs_pbinary_2,p34,Cost,49424.55352
deep-egs_pbinary_2,p35,Cost,59441.33871
deep-egs_pbinary_2,p36,Cost,59441.33871
deep-egs_pbinary_2,p37,Cost,70719.84576
deep-egs_pbinary_2,p38,Cost,70719.84576
deep-egs_pbinary_2,p39,Cost,70719.84576
deep-egs_pbinary_2,p4,Cost,70719.84576
deep-egs_pbinary_2,p40,Cost,70719.84576
deep-egs_pbinary_2,p41,Cost,96405.42348
deep-egs_pbinary_2,p48,Cost,96405.42348
deep-egs_pbinary_2,p5,Cost,59441.33871
deep-egs_pbinary_2,p50,Cost,70719.84576
deep-egs_pbinary_2,p56,Cost,79751.26413
deep-egs_pbinary_2,p57,Cost,59441.33871
deep-egs_pbinary_2,p58,Cost,59441.33871
deep-egs_pbinary_2,p59,Cost,59441.33871
deep-egs_pbinary_2,p6,Cost,59441.33871
deep-egs_pbinary_2,p60,Cost,115525.1301
deep-egs_pbinary_2,p61,Cost,59441.33871
deep-egs_pbinary_2,p63,Cost,59441.33871
deep-egs_pbinary_2,p64,Cost,59441.33871
deep-egs_pbinary_2,p65,Cost,59441.33871
deep-egs_pbinary_2,p66,Cost,59441.33871
deep-egs_pbinary_2,p67,Cost,70719.84576
deep-egs_pbinary_2,p7,Cost,59441.33871
deep-egs_pbinary_2,p8,Cost,59441.33871
deep-egs_pbinary_2,p85,Cost,59441.33871
deep-egs_pbinary_2,p86,Cost,70719.84576
deep-egs_pbinary_2,p87,Cost,70719.84576
deep-egs_pbinary_2,p88,Cost,70719.84576
deep-egs_pbinary_2,p89,Cost,96405.42348
deep-egs_pbinary_2,p9,Cost,49424.55352
deep-egs_pbinary_2,p91,Cost,79751.26413
deep-egs_pbinary_2,p98,Cost,96405.42348
deep-egs_pbinary_2,p99,Cost,70719.84576
deep-egs_pbinary_3,p1,Cost,79751.26413
deep-egs_pbinary_3,p10,Cost,59441.33871
deep-egs_pbinary_3,p11,Cost,61158.87221
deep-egs_pbinary_3,p110,Cost,115525.1301
deep-egs_pbinary_3,p115,Cost,79751.26413
deep-egs_pbinary_3,p116,Cost,79751.26413
deep-egs_pbinary_3,p117,Cost,79751.26413
deep-egs_pbinary_3,p118,Cost,96405.42348
deep-egs_pbinary_3,p12,Cost,61158.87221
deep-egs_pbinary_3,p122,Cost,115525.1301
deep-egs_pbinary_3,p13,Cost,61158.87221
deep-egs_pbinary_3,p14,Cost,79751.26413
deep-egs_pbinary_3,p15,Cost,59441.33871
deep-egs_pbinary_3,p16,Cost,59441.33871
deep-egs_pbinary_3,p17,Cost,79751.26413
deep-egs_pbinary_3,p18,Cost,70719.84576
deep-egs_pbinary_3,p19,Cost,79751.26413
deep-egs_pbinary_3,p2,Cost,70719.84576
deep-egs_pbinary_3,p20,Cost,79751.26413
deep-egs_pbinary_3,p21,Cost,61158.87221
deep-egs_pbinary_3,p24,Cost,79751.26413
deep-egs_pbinary_3,p25,Cost,61158.87221
deep-egs_pbinary_3,p26,Cost,79751.26413
deep-egs_pbinary_3,p27,Cost,61158.87221
deep-egs_pbinary_3,p28,Cost,61158.87221
deep-egs_pbinary_3,p29,Cost,70719.84576
deep-egs_pbinary_3,p3,Cost,79751.26413
deep-egs_pbinary_3,p30,Cost,61158.87221
deep-egs_pbinary_3,p31,Cost,59441.33871
deep-egs_pbinary_3,p32,Cost,79751.26413
deep-egs_pbinary_3,p33,Cost,61158.87221
deep-egs_pbinary_3,p34,Cost,59441.33871
deep-egs_pbinary_3,p35,Cost,61158.87221
deep-egs_pbinary_3,p36,Cost,70719.84576
deep-egs_pbinary_3,p37,Cost,79751.26413
deep-egs_pbinary_3,p38,Cost,79751.26413
deep-egs_pbinary_3,p39,Cost,79751.26413
deep-egs_pbinary_3,p4,Cost,79751.26413
deep-egs_pbinary_3,p40,Cost,79751.26413
deep-egs_pbinary_3,p41,Cost,115525.1301
deep-egs_pbinary_3,p48,Cost,115525.1301
deep-egs_pbinary_3,p5,Cost,61158.87221
deep-egs_pbinary_3,p50,Cost,79751.26413
deep-egs_pbinary_3,p56,Cost,96405.42348
deep-egs_pbinary_3,p57,Cost,70719.84576
deep-egs_pbinary_3,p58,Cost,61158.87221
deep-egs_pbinary_3,p59,Cost,61158.87221
deep-egs_pbinary_3,p6,Cost,61158.87221
deep-egs_pbinary_3,p61,Cost,61158.87221
deep-egs_pbinary_3,p63,Cost,70719.84576
deep-egs_pbinary_3,p64,Cost,61158.87221
deep-egs_pbinary_3,p66,Cost,61158.87221
deep-egs_pbinary_3,p67,Cost,79751.26413
deep-egs_pbinary_3,p7,Cost,61158.87221
deep-egs_pbinary_3,p8,Cost,61158.87221
deep-egs_pbinary_3,p85,Cost,61158.87221
deep-egs_pbinary_3,p86,Cost,79751.26413
deep-egs_pbinary_3,p87,Cost,79751.26413
deep-egs_pbinary_3,p88,Cost,79751.26413
deep-egs_pbinary_3,p89,Cost,115525.1301
deep-egs_pbinary_3,p9,Cost,59441.33871
deep-egs_pbinary_3,p91,Cost,96405.42348
deep-egs_pbinary_3,p98,Cost,115525.1301
deep-egs_pbinary_3,p99,Cost,79751.26413
deep-egs_pbinary_4,p1,Cost,96405.42348
deep-egs_pbinary_4,p10,Cost,61158.87221
deep-egs_pbinary_4,p11,Cost,70719.84576
deep-egs_pbinary_4,p115,Cost,96405.42348
deep-egs_pbinary_4,p116,Cost,96405.42348
deep-egs_pbinary_4,p117,Cost,96405.42348
deep-egs_pbinary_4,p118,Cost,115525.1301
deep-egs_pbinary_4,p12,Cost,70719.84576
deep-egs_pbinary_4,p13,Cost,79751.26413
deep-egs_pbinary_4,p14,Cost,96405.42348
deep-egs_pbinary_4,p15,Cost,61158.87221
deep-egs_pbinary_4,p16,Cost,61158.87221
deep-egs_pbinary_4,p17,Cost,96405.42348
deep-egs_pbinary_4,p18,Cost,79751.26413
deep-egs_pbinary_4,p19,Cost,96405.42348
deep-egs_pbinary_4,p2,Cost,79751.26413
deep-egs_pbinary_4,p20,Cost,96405.42348
deep-egs_pbinary_4,p21,Cost,70719.84576
deep-egs_pbinary_4,p24,Cost,96405.42348
deep-egs_pbinary_4,p25,Cost,70719.84576
deep-egs_pbinary_4,p26,Cost,96405.42348
deep-egs_pbinary_4,p27,Cost,70719.84576
deep-egs_pbinary_4,p28,Cost,70719.84576
deep-egs_pbinary_4,p29,Cost,79751.26413
deep-egs_pbinary_4,p3,Cost,96405.42348
deep-egs_pbinary_4,p30,Cost,79751.26413
deep-egs_pbinary_4,p31,Cost,61158.87221
deep-egs_pbinary_4,p32,Cost,96405.42348
deep-egs_pbinary_4,p33,Cost,70719.84576
deep-egs_pbinary_4,p34,Cost,61158.87221
deep-egs_pbinary_4,p35,Cost,70719.84576
deep-egs_pbinary_4,p36,Cost,79751.26413
deep-egs_pbinary_4,p37,Cost,96405.42348
deep-egs_pbinary_4,p38,Cost,96405.42348
deep-egs_pbinary_4,p39,Cost,96405.42348
deep-egs_pbinary_4,p4,Cost,96405.42348
deep-egs_pbinary_4,p40,Cost,96405.42348
deep-egs_pbinary_4,p47,Cost,70719.84576
deep-egs_pbinary_4,p5,Cost,70719.84576
deep-egs_pbinary_4,p50,Cost,96405.42348
deep-egs_pbinary_4,p56,Cost,115525.1301
deep-egs_pbinary_4,p57,Cost,79751.26413
deep-egs_pbinary_4,p58,Cost,70719.84576
deep-egs_pbinary_4,p59,Cost,79751.26413
deep-egs_pbinary_4,p6,Cost,70719.84576
deep-egs_pbinary_4,p61,Cost,70719.84576
deep-egs_pbinary_4,p63,Cost,79751.26413
deep-egs_pbinary_4,p64,Cost,70719.84576
deep-egs_pbinary_4,p65,Cost,61158.87221
deep-egs_pbinary_4,p66,Cost,70719.84576
deep-egs_pbinary_4,p67,Cost,96405.42348
deep-egs_pbinary_4,p7,Cost,70719.84576
deep-egs_pbinary_4,p8,Cost,70719.84576
deep-egs_pbinary_4,p85,Cost,70719.84576
deep-egs_pbinary_4,p86,Cost,96405.42348
deep-egs_pbinary_4,p87,Cost,96405.42348
deep-egs_pbinary_4,p88,Cost,96405.42348
deep-egs_pbinary_4,p9,Cost,61158.87221
deep-egs_pbinary_4,p91,Cost,115525.1301
deep-egs_pbinary_4,p99,Cost,96405.42348
deep-egs_pbinary_5,p1,Cost,115525.1301
deep-egs_pbinary_5,p10,Cost,70719.84576
deep-egs_pbinary_5,p11,Cost,79751.26413
deep-egs_pbinary_5,p115,Cost,115525.1301
deep-egs_pbinary_5,p116,Cost,115525.1301
deep-egs_pbinary_5,p117,Cost,115525.1301
deep-egs_pbinary_5,p12,Cost,79751.26413
deep-egs_pbinary_5,p15,Cost,70719.84576
deep-egs_pbinary_5,p16,Cost,79751.26413
deep-egs_pbinary_5,p18,Cost,96405.42348
deep-egs_pbinary_5,p19,Cost,115525.1301
deep-egs_pbinary_5,p2,Cost,96405.42348
deep-egs_pbinary_5,p20,Cost,115525.1301
deep-egs_pbinary_5,p21,Cost,79751.26413
deep-egs_pbinary_5,p24,Cost,115525.1301
deep-egs_pbinary_5,p25,Cost,79751.26413
deep-egs_pbinary_5,p27,Cost,79751.26413
deep-egs_pbinary_5,p28,Cost,79751.26413
deep-egs_pbinary_5,p29,Cost,96405.42348
deep-egs_pbinary_5,p31,Cost,70719.84576
deep-egs_pbinary_5,p32,Cost,115525.1301
deep-egs_pbinary_5,p33,Cost,79751.26413
deep-egs_pbinary_5,p34,Cost,70719.84576
deep-egs_pbinary_5,p35,Cost,79751.26413
deep-egs_pbinary_5,p36,Cost,96405.42348
deep-egs_pbinary_5,p37,Cost,115525.1301
deep-egs_pbinary_5,p38,Cost,115525.1301
deep-egs_pbinary_5,p39,Cost,115525.1301
deep-egs_pbinary_5,p40,Cost,115525.1301
deep-egs_pbinary_5,p47,Cost,96405.42348
deep-egs_pbinary_5,p5,Cost,79751.26413
deep-egs_pbinary_5,p50,Cost,115525.1301
deep-egs_pbinary_5,p57,Cost,96405.42348
deep-egs_pbinary_5,p58,Cost,79751.26413
deep-egs_pbinary_5,p6,Cost,79751.26413
deep-egs_pbinary_5,p61,Cost,79751.26413
deep-egs_pbinary_5,p63,Cost,96405.42348
deep-egs_pbinary_5,p64,Cost,79751.26413
deep-egs_pbinary_5,p65,Cost,70719.84576
deep-egs_pbinary_5,p66,Cost,79751.26413
deep-egs_pbinary_5,p67,Cost,115525.1301
deep-egs_pbinary_5,p7,Cost,79751.26413
deep-egs_pbinary_5,p8,Cost,79751.26413
deep-egs_pbinary_5,p85,Cost,79751.26413
deep-egs_pbinary_5,p87,Cost,115525.1301
deep-egs_pbinary_5,p88,Cost,115525.1301
deep-egs_pbinary_5,p9,Cost,70719.84576
deep-egs_pbinary_5,p99,Cost,115525.1301
deep-egs_pbinary_6,p10,Cost,79751.26413
deep-egs_pbinary_6,p11,Cost,96405.42348
deep-egs_pbinary_6,p12,Cost,96405.42348
deep-egs_pbinary_6,p15,Cost,79751.26413
deep-egs_pbinary_6,p18,Cost,115525.1301
deep-egs_pbinary_6,p2,Cost,115525.1301
deep-egs_pbinary_6,p21,Cost,96405.42348
deep-egs_pbinary_6,p25,Cost,96405.42348
deep-egs_pbinary_6,p27,Cost,96405.42348
deep-egs_pbinary_6,p28,Cost,96405.42348
