*i,r,vom ($/kW-yr)
geohydro_pbinary_2,p7,209.5063856
geohydro_pbinary_2,p8,322.6196438
geohydro_pbinary_2,p9,249.3278318
geohydro_pbinary_3,p10,187.5464843
geohydro_pbinary_3,p12,221.1708405
geohydro_pbinary_3,p15,349.368837
geohydro_pbinary_3,p16,318.8780448
geohydro_pbinary_3,p17,563.1055983
geohydro_pbinary_3,p25,538.5775279
geohydro_pbinary_3,p7,210.4917789
geohydro_pbinary_3,p8,361.4844659
geohydro_pbinary_3,p9,264.2002202
geohydro_pbinary_4,p10,243.8409349
geohydro_pbinary_4,p12,251.6601681
geohydro_pbinary_4,p15,466.843602
geohydro_pbinary_4,p25,530.656202
geohydro_pbinary_4,p7,227.0266392
geohydro_pbinary_4,p8,411.6273412
geohydro_pbinary_4,p9,555.2815504
geohydro_pbinary_5,p10,289.6413662
geohydro_pbinary_5,p12,284.7273271
geohydro_pbinary_5,p15,469.8720943
geohydro_pbinary_5,p7,279.7523715
geohydro_pbinary_5,p8,493.1005854
geohydro_pbinary_5,p9,569.772989
geohydro_pbinary_6,p10,402.9263182
geohydro_pbinary_6,p12,366.2356138
geohydro_pbinary_6,p15,548.3014967
geohydro_pbinary_6,p7,348.276504
geohydro_pbinary_6,p8,478.3029309
geohydro_pbinary_7,p10,412.6022482
geohydro_pbinary_7,p12,413.5250952
geohydro_pbinary_7,p15,558.6595156
geohydro_pbinary_7,p7,434.4906855
geohydro_pbinary_7,p8,543.6526167
geohydro_pbinary_8,p10,481.8791575
geohydro_pbinary_8,p12,531.7872517
geohydro_pbinary_8,p15,569.1567391
geohydro_pbinary_8,p7,563.178511
geohydro_pbinary_8,p8,582.4496595
geohydro_pflash_1,p10,108.5680477
geohydro_pflash_1,p12,98.11582734
geohydro_pflash_1,p25,107.7195015
geohydro_pflash_1,p5,101.039327
geohydro_pflash_1,p9,105.9579058
geohydro_pflash_2,p10,111.1757112
geohydro_pflash_2,p12,121.4528704
geohydro_pflash_3,p10,96.68314472
geohydro_pflash_3,p12,128.6212123
geohydro_pflash_4,p10,99.79874787
geohydro_pflash_4,p12,133.8649059
geohydro_pflash_5,p10,140.0672199
geohydro_pflash_5,p12,131.8740939
geohydro_pflash_6,p10,138.5544503
geohydro_pflash_6,p12,138.6053547
geohydro_pflash_7,p10,91.68675459
geohydro_pflash_7,p12,137.7080661
geohydro_pflash_8,p12,157.3969279
NF-EGS_pbinary_1,p10,332.5197334
NF-EGS_pbinary_1,p12,297.8440896
NF-EGS_pbinary_1,p16,441.9224334
NF-EGS_pbinary_1,p25,442.8722003
NF-EGS_pbinary_1,p9,331.6266348
NF-EGS_pbinary_2,p10,333.8348084
NF-EGS_pbinary_2,p12,305.2926536
NF-EGS_pbinary_3,p10,346.7992638
NF-EGS_pbinary_3,p12,315.9640054
NF-EGS_pbinary_4,p10,340.8798795
NF-EGS_pbinary_4,p12,328.6546784
NF-EGS_pbinary_5,p10,359.2834014
NF-EGS_pbinary_5,p12,329.9905536
NF-EGS_pbinary_6,p12,338.1906587
NF-EGS_pbinary_7,p12,367.670035
NF-EGS_pflash_1,p10,199.9722802
NF-EGS_pflash_1,p25,283.1548488
NF-EGS_pflash_1,p9,197.004282
NF-EGS_pflash_2,p10,235.5765229
NF-EGS_pflash_2,p9,242.9983128
NF-EGS_pflash_3,p10,202.9980645
NF-EGS_pflash_3,p9,203.6903871
NF-EGS_pflash_4,p10,180.3030582
NF-EGS_pflash_4,p9,282.2293762
NF-EGS_pflash_5,p10,256.3636263
NF-EGS_pflash_5,p9,190.9271798
NF-EGS_pflash_6,p10,197.004282
undisc_pbinary_1,p1,429.0771484
undisc_pbinary_1,p10,185.9300386
undisc_pbinary_1,p12,188.5619661
undisc_pbinary_1,p15,226.2140089
undisc_pbinary_1,p16,226.2140089
undisc_pbinary_1,p17,572.9289815
undisc_pbinary_1,p21,371.9720783
undisc_pbinary_1,p25,216.878815
undisc_pbinary_1,p28,506.6926308
undisc_pbinary_1,p31,510.4174046
undisc_pbinary_1,p33,506.4818975
undisc_pbinary_1,p34,506.4818975
undisc_pbinary_1,p5,215.3849439
undisc_pbinary_1,p6,215.3849439
undisc_pbinary_1,p7,215.3849439
undisc_pbinary_1,p8,185.9300386
undisc_pbinary_1,p9,185.9300386
undisc_pbinary_2,p10,432.8561958
undisc_pbinary_2,p12,384.6305959
undisc_pbinary_2,p15,521.7196023
undisc_pbinary_2,p16,521.7196023
undisc_pbinary_2,p25,479.304368
undisc_pbinary_2,p5,428.9413631
undisc_pbinary_2,p6,428.9413631
undisc_pbinary_2,p7,428.9413631
undisc_pbinary_2,p8,432.8561958
undisc_pbinary_2,p9,432.8561958
undisc_pflash_1,p10,96.646126
undisc_pflash_1,p12,123.9064901
undisc_pflash_1,p25,107.7539439
undisc_pflash_1,p31,107.5468739
undisc_pflash_1,p5,101.0716335
undisc_pflash_1,p8,96.646126
undisc_pflash_1,p9,96.646126
