*i,r,vom ($/kW-yr)
geohydro_pbinary_6,p15,534.6837654
geohydro_pbinary_6,p7,336.4599299
geohydro_pbinary_6,p8,474.7996878
geohydro_pbinary_7,p10,409.7963474
geohydro_pbinary_7,p12,402.2328024
geohydro_pbinary_7,p15,564.2060262
geohydro_pbinary_7,p7,416.3717046
geohydro_pbinary_7,p8,514.5651387
geohydro_pbinary_8,p10,472.4342686
geohydro_pbinary_8,p12,522.6365866
geohydro_pbinary_8,p15,571.3180001
geohydro_pbinary_8,p7,549.7697892
geohydro_pbinary_8,p8,575.2974374
geohydro_pflash_1,p10,93.58217516
geohydro_pflash_1,p12,95.04049415
geohydro_pflash_1,p25,103.3525501
geohydro_pflash_1,p5,101.0587657
geohydro_pflash_1,p9,113.7168633
geohydro_pflash_2,p10,105.6898362
geohydro_pflash_2,p12,118.8038661
geohydro_pflash_3,p10,105.5001466
geohydro_pflash_3,p12,127.1453334
geohydro_pflash_4,p10,120.3288866
geohydro_pflash_4,p12,126.8937152
geohydro_pflash_5,p10,91.42561328
geohydro_pflash_5,p12,134.7892904
geohydro_pflash_6,p10,134.9475258
geohydro_pflash_6,p12,144.5257122
geohydro_pflash_7,p12,138.1479441
geohydro_pflash_8,p12,148.3635914
NF-EGS_pbinary_1,p10,582.9773252
NF-EGS_pbinary_1,p12,495.5789426
NF-EGS_pbinary_1,p16,989.7112246
NF-EGS_pbinary_1,p9,569.2199722
NF-EGS_pbinary_2,p10,570.0811233
NF-EGS_pbinary_2,p12,499.46609
NF-EGS_pbinary_3,p12,571.7233124
NF-EGS_pbinary_4,p10,628.8904118
NF-EGS_pbinary_4,p12,532.5077042
NF-EGS_pbinary_5,p10,617.4313494
NF-EGS_pbinary_5,p12,599.8249856
NF-EGS_pbinary_6,p12,608.2586286
NF-EGS_pbinary_7,p12,647.8071188
NF-EGS_pflash_1,p10,158.9132361
NF-EGS_pflash_1,p25,428.6562342
NF-EGS_pflash_1,p9,163.0408618
NF-EGS_pflash_2,p10,204.8790899
NF-EGS_pflash_2,p9,180.0064347
NF-EGS_pflash_3,p10,219.2349941
NF-EGS_pflash_3,p9,258.2803265
NF-EGS_pflash_4,p10,186.633769
NF-EGS_pflash_4,p9,213.3608851
NF-EGS_pflash_5,p10,171.3177482
NF-EGS_pflash_5,p9,172.6559767
NF-EGS_pflash_6,p10,172.6559767
undisc_pbinary_1,p1,432.0263406
undisc_pbinary_1,p10,182.9163791
undisc_pbinary_1,p12,184.1355878
undisc_pbinary_1,p15,245.6445016
undisc_pbinary_1,p16,245.6445016
undisc_pbinary_1,p17,576.9998632
undisc_pbinary_1,p21,374.2657797
undisc_pbinary_1,p25,205.6894753
undisc_pbinary_1,p28,510.3369198
undisc_pbinary_1,p31,543.756603
undisc_pbinary_1,p33,510.1246156
undisc_pbinary_1,p34,510.1246156
undisc_pbinary_1,p5,215.6476032
undisc_pbinary_1,p6,215.6476032
undisc_pbinary_1,p7,215.6476032
undisc_pbinary_1,p8,182.9163791
undisc_pbinary_1,p9,182.9163791
undisc_pbinary_2,p10,432.0934586
undisc_pbinary_2,p12,384.2029609
undisc_pbinary_2,p15,531.6981672
undisc_pbinary_2,p16,531.6981672
undisc_pbinary_2,p25,460.7938932
undisc_pbinary_2,p5,418.5440532
undisc_pbinary_2,p6,418.5440532
undisc_pbinary_2,p7,418.5440532
undisc_pbinary_2,p8,432.0934586
undisc_pbinary_2,p9,432.0934586
undisc_pflash_1,p10,96.2312731
undisc_pflash_1,p12,120.9277218
undisc_pflash_1,p25,103.173619
undisc_pflash_1,p31,117.4750747
undisc_pflash_1,p5,100.8142264
undisc_pflash_1,p8,96.2312731
undisc_pflash_1,p9,96.2312731
