r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p49043,0.04825,0.0965,0.408,1.572,3.112,4.367,6.351,7.118750062,7.702788109,8.241194386,8.751601659,9.168203964,8.027,8.027,8.027,8.028,8.028,8.058,8.136,8.258,8.503
p49047,0.06125,0.1225,0.518,1.875,3.481,4.435,6.045,6.423739288,6.683473386,6.911969485,7.11321517,7.286867312,6.327,6.328,6.329,6.331,6.333,6.337,6.345,6.364,6.401
p49051,0.013,0.026,0.11,0.492,1.074,1.519,2.197,2.344639288,2.448906279,2.544202373,2.632476363,2.728110956,2.372,2.373,2.374,2.375,2.376,2.384,2.403,2.451,2.542
p04015,4.60275,9.2055,26.447,43.057,68.101,92.535,120.173,117.3413264,122.3602825,126.9827223,131.1882691,134.739649,116.954,116.954,116.954,116.954,116.961,116.993,117.444,118.194,120.296
p04003,2.87975,5.7595,16.547,27.795,43.144,56.708,73.25,71.59633048,74.49925781,77.14667531,79.70547163,82.362914,71.644,71.644,71.644,71.644,71.644,71.644,71.644,71.715,71.927
p04005,2.22825,4.4565,12.803,15.981,22.076,29.355,39.922,41.4522823,43.52654559,45.6989718,48.49375767,52.42281791,46.125,46.125,46.125,46.125,46.125,46.125,46.125,46.321,46.967
p04007,1.225,2.45,7.039,9.839,14.238,18.683,24.911,25.35256214,26.45222681,27.46552147,28.44496212,30.03110992,26.324,26.324,26.324,26.324,26.324,26.324,26.324,26.437,27.275
p04009,0.538,1.076,3.091,5.341,8.754,11.733,15.721,15.21460351,15.84348828,16.41867386,16.93112208,17.5345645,15.226,15.226,15.226,15.226,15.226,15.226,15.226,15.23,15.327
p04011,0.11325,0.2265,0.651,0.753,0.886,1.132,1.442,1.681312829,1.748459561,1.807086746,1.857289367,2.067972621,1.863,1.863,1.863,1.863,1.863,1.863,1.864,1.896,1.943
p04012,0.51125,1.0225,2.938,3.836,5.153,7.206,9.679,10.70214385,11.19545566,11.64884368,12.06561069,12.57603851,10.916,10.916,10.916,10.916,10.916,10.916,10.916,11.326,11.828
p04013,64.02675,128.0535,367.893,464.085,617.87,795.107,1005.685,1063.287785,1109.162161,1155.450167,1205.638066,1278.511688,1120.174,1120.174,1120.174,1120.174,1120.182,1120.786,1122.595,1135.463,1155.55
p04017,1.94575,3.8915,11.18,16.179,25.094,34.552,46.178,46.82532883,48.69539595,50.43145186,52.23090371,54.8364127,47.935,47.935,47.935,47.935,47.935,47.935,48.155,48.72,49.705
p04021,5.2955,10.591,30.428,39.678,54.399,71.639,95.126,100.4811827,105.1796744,109.400702,113.9434615,121.6094629,106.572,106.572,106.572,106.572,106.572,106.59,106.89,108.335,111.037
p04025,4.79,9.58,27.523,42.972,67.911,91.294,119.041,117.5017921,122.4134271,126.7102861,130.5010946,134.4527826,116.85,116.85,116.85,116.85,116.85,116.85,116.85,117.242,117.927
p04027,4.11725,8.2345,23.657,31.598,44.691,59.028,76.179,78.5515486,81.98840436,84.98360956,88.04860503,91.73733918,79.903,79.903,79.903,79.903,79.906,79.906,79.906,80.245,80.879
p04001,1.1035,2.207,6.341,8.566,12.115,16.395,21.454,22.35277299,23.24547757,24.02601472,24.67960695,25.88249186,22.495,22.495,22.495,22.495,22.495,22.495,22.498,22.811,23.104
p04019,23.54575,47.0915,135.292,240.898,379.069,511.219,651.712,683.2426064,713.4118909,740.1838295,762.904739,782.4229134,679.191,679.191,679.191,679.191,679.194,679.194,679.648,681.084,683.272
p04023,0.87425,1.7485,5.023,8.449,12.953,17.064,22.067,22.66859406,23.60367263,24.3984174,25.07791991,25.69239967,22.301,22.301,22.301,22.301,22.301,22.301,22.301,22.31,22.358
p35001,3.96375,7.9275,25.072,33.602,52.548,80.177,117.645,125.4065176,146.9992132,172.1906499,200.2250464,228.9839009,200.454,200.503,200.61,200.825,201.184,203.025,212.656,215.183,217.833
p35003,0.02325,0.0465,0.147,0.188,0.246,0.357,0.629,0.98323583,1.448723636,1.974063758,2.49481579,2.958525732,2.6,2.6,2.6,2.6,2.646,2.743,2.91,2.915,2.929
p35006,0.0965,0.193,0.61,0.526,0.531,0.615,0.711,0.688878326,0.740836665,0.798633474,0.856429301,0.908986294,0.796,0.796,0.796,0.796,0.796,0.805,0.821,0.839,0.867
p35007,0.1115,0.223,0.705,1.013,1.51,2.384,4.069,5.240176822,6.576121158,7.821554789,9.014510785,10.18663728,8.842,8.842,8.842,8.842,8.848,8.925,9.32,9.32,9.337
p35011,0.006,0.012,0.038,0.035,0.044,0.045,0.051,0.039860912,0.044641521,0.07030611,0.165869707,0.301843357,0.276,0.276,0.276,0.276,0.299,0.343,0.401,0.413,0.43
p35013,1.35475,2.7095,8.569,12.399,18.796,28.834,43.858,48.82246273,57.01359931,65.24407051,73.42386172,81.86176186,71.114,71.114,71.114,71.114,71.172,71.567,74.751,74.829,75.372
p35017,0.15375,0.3075,0.973,1.349,2.017,3.103,5.062,5.990379628,7.745303843,9.484733715,11.2283636,12.95737497,11.426,11.426,11.431,11.46,11.466,11.595,12.166,12.421,12.74
p35019,0.01925,0.0385,0.122,0.11,0.137,0.149,0.17,0.139002155,0.155182429,0.213115397,0.424265372,0.723502399,0.661,0.661,0.661,0.661,0.684,0.777,0.893,0.923,0.976
p35021,0.00325,0.0065,0.021,0.026,0.032,0.044,0.077,0.119582736,0.177503189,0.246071387,0.312557202,0.373271938,0.325,0.325,0.325,0.325,0.33,0.342,0.364,0.364,0.364
p35023,0.03025,0.0605,0.191,0.281,0.44,0.696,1.133,1.349138562,1.705943827,2.061946396,2.400033101,2.698157035,2.348,2.348,2.348,2.348,2.348,2.355,2.458,2.478,2.494
p35027,0.202,0.404,1.278,1.57,2.114,3.047,4.839,6.206037383,8.400046147,10.62391241,12.75617029,14.70161483,12.887,12.907,12.94,12.979,12.979,13.118,13.655,13.836,14.097
p35028,0.113,0.226,0.715,0.948,1.345,1.974,2.992,3.314588148,4.138906706,4.940102793,5.682447905,6.354839541,5.527,5.527,5.527,5.528,5.542,5.594,5.837,5.855,5.882
p35029,0.13325,0.2665,0.843,1.308,2.161,3.454,5.684,6.258163191,7.986580634,9.776943487,11.53415061,13.17972523,11.57,11.57,11.57,11.57,11.57,11.578,12.072,12.296,12.462
p35031,0.19825,0.3965,1.254,1.593,2.139,3.033,4.531,5.025541142,5.845913426,6.639533307,7.41900218,8.21774301,7.173,7.173,7.173,7.173,7.183,7.208,7.755,7.883,8.048
p35033,0.02075,0.0415,0.131,0.172,0.228,0.325,0.536,0.789041644,1.122415378,1.491807781,1.844877348,2.146313645,1.864,1.864,1.864,1.864,1.871,1.933,2.041,2.042,2.069
p35035,0.34975,0.6995,2.212,3.403,5.361,8.483,13.651,15.67147088,19.04173437,22.44522577,25.97497037,29.75230804,25.956,25.956,25.956,25.985,26.29,26.829,28.289,28.311,28.419
p35039,0.21825,0.4365,1.381,1.866,2.513,3.566,5.594,7.555175945,10.02946165,12.45296982,14.58299379,16.38479477,14.246,14.246,14.246,14.246,14.246,14.455,15.055,15.175,15.289
p35043,0.627,1.254,3.966,6.211,10.154,16.282,26.267,30.54878975,38.04733037,45.905496,53.30623589,60.64056092,52.736,52.736,52.736,52.736,52.736,53.424,56.417,56.692,57.095
p35045,0.35925,0.7185,2.272,2.37,3.423,4.472,5.054,2.905758281,4.253699188,8.399383135,14.71388417,22.43087851,20.218,20.218,20.218,20.272,21.938,24.262,27.305,27.806,28.489
p35047,0.173,0.346,1.094,1.835,3.119,5.179,8.6,9.614656401,11.54833625,13.66684875,15.98216682,18.14977196,15.754,15.754,15.754,15.754,15.86,16.068,16.818,16.818,16.821
p35049,0.8625,1.725,5.456,6.867,9.72,14.192,22.251,25.19720679,33.43968769,42.02218193,50.18066387,57.40092916,50.621,50.634,50.645,50.711,50.791,51.115,52.861,53.635,54.483
p35051,0.101,0.202,0.639,0.922,1.462,2.391,4.165,5.826847682,7.989769314,10.20427281,12.30933761,14.10253641,12.254,12.254,12.254,12.254,12.254,12.462,12.945,12.961,12.986
p35053,0.14175,0.2835,0.897,1.2,1.75,2.716,4.36,5.136947281,6.331655687,7.635902716,8.946808864,10.17742069,8.836,8.836,8.836,8.836,8.916,9.05,9.471,9.486,9.515
p35055,0.18875,0.3775,1.194,1.588,2.187,3.25,5.485,7.811716687,10.65125426,13.48778788,16.03745673,18.19700699,15.795,15.795,15.795,15.795,15.846,16.199,16.933,16.946,17.151
p35057,0.0915,0.183,0.579,0.747,1.055,1.57,2.384,2.699299198,3.508610949,4.35568325,5.196122439,6.019586041,5.278,5.278,5.278,5.281,5.358,5.49,5.783,5.829,5.879
p35059,0.02875,0.0575,0.182,0.306,0.541,0.914,1.444,1.695621874,2.088585433,2.474994795,2.884101836,3.293779233,2.859,2.859,2.859,2.859,2.866,2.888,2.964,2.964,2.969
p35061,0.357,0.714,2.258,3.055,4.688,7.102,10.64,10.88100691,12.48474529,14.11505021,15.83209423,17.30645388,15.031,15.033,15.038,15.038,15.038,15.055,15.611,15.633,15.79
p46019,0,0,0,0,0,0.002,0.005,0.001022075,0.001062893,0.001098533,0.002256731,0.002304148,0.003,0.004,0.005,0.007,0.011,0.016,0.024,0.035,0.052
p46033,0,0,0,0,0,0.002,0.005,0.003066224,0.00318868,0.003295599,0.003385096,0.004608296,0.004,0.005,0.006,0.008,0.01,0.015,0.022,0.041,0.071
p46047,0,0,0,0,0.009,0.015,0.028,0.020441493,0.026572334,0.036251588,0.050776441,0.072580655,0.087,0.108,0.137,0.174,0.219,0.274,0.332,0.4,0.474
p46081,0,0,0,0,0.08,0.112,0.218,0.19930456,0.268912018,0.371304146,0.526946619,0.748848024,0.877,1.088,1.345,1.642,1.983,2.355,2.766,3.188,3.641
p46103,0,0,0,0,0.231,0.349,0.633,0.826858406,1.426402876,2.33657964,3.673957581,5.630185068,6.856,8.399,10.139,12.181,14.487,17.043,19.815,22.919,26.188
p08001,4.47,8.94,19.538,23.801,30.174,37.22,68.694,68.66910864,75.72902542,83.69942451,92.45261499,101.059921,88.623,88.623,88.63,88.63,88.647,89.23,92.215,97.689,105.71
p08005,5.00425,10.0085,21.873,27.579,33.799,43.141,80.492,81.31012813,92.06463332,104.2101337,116.218246,127.2857309,111.879,111.879,111.879,111.879,111.879,112.876,116.597,122.723,130.646
p08013,2.97,5.94,12.982,15.508,19.287,22.725,41.694,42.60927083,47.27855911,52.33191391,57.80615691,63.51268112,55.513,55.513,55.513,55.513,55.577,56.03,58.445,61.983,66.263
p08014,0.55675,1.1135,2.434,2.775,3.332,4.182,8.077,8.470954847,9.459750817,10.37674249,11.53866407,12.75806618,11.144,11.144,11.144,11.144,11.144,11.217,11.746,12.524,13.389
p08019,0.07475,0.1495,0.327,0.392,0.473,0.596,1.208,1.400242295,1.502931197,1.59836548,1.823438406,2.056451882,1.809,1.809,1.809,1.809,1.813,1.829,1.933,2.079,2.311
p08031,7.13525,14.2705,31.188,35.613,41.979,51.403,95.797,99.77901738,109.8415246,121.2714494,132.5298955,143.8571617,125.735,125.735,125.74,125.771,125.811,126.645,130.472,137.356,146.26
p08035,2.73175,5.4635,11.94,18.577,25.155,34.466,65.995,73.40233642,77.56145355,82.3130759,87.23279688,92.21660192,80.339,80.339,80.339,80.339,80.339,80.603,81.99,84.742,89.095
p08037,0.479,0.958,2.094,2.187,2.664,3.117,5.874,6.350149911,7.521033346,8.883836177,10.25458431,11.59216741,10.173,10.173,10.173,10.173,10.173,10.296,10.819,11.546,12.34
p08045,0.41675,0.8335,1.822,2.329,2.966,3.79,7.063,6.226478877,8.014215861,9.815392141,11.52625206,13.03917221,11.487,11.487,11.487,11.487,11.499,11.7,12.281,13.297,14.449
p08047,0.06775,0.1355,0.296,0.417,0.619,0.84,1.523,1.332785367,1.509308557,1.929023906,2.332331179,2.694700813,2.402,2.402,2.402,2.402,2.402,2.446,2.578,2.799,3.071
p08049,0.178,0.356,0.778,0.739,0.596,0.614,1.083,1.594436482,1.658113626,1.715908509,1.768148504,1.817972588,1.578,1.578,1.578,1.578,1.578,1.581,1.59,1.606,1.628
p08057,0.01425,0.0285,0.062,0.059,0.047,0.049,0.086,0.126737259,0.131798775,0.136218089,0.141045669,0.144009235,0.126,0.126,0.126,0.126,0.126,0.126,0.127,0.128,0.13
p08059,4.9175,9.835,21.494,28.558,38.422,45.508,85.43,81.14864033,91.48004198,105.1252117,119.9350815,134.880202,118.542,118.542,118.544,118.567,118.567,119.597,125.632,134.404,145.339
p08065,0.06325,0.1265,0.276,0.414,0.557,0.696,1.386,1.36855798,1.628352613,1.982852022,2.325560987,2.64631371,2.335,2.335,2.335,2.335,2.335,2.356,2.486,2.677,2.937
p08069,3.0175,6.035,13.189,13.678,15.089,17.4,31.437,33.98602686,36.86858164,40.00307832,43.85843281,49.22581289,43.17,43.17,43.17,43.17,43.18,43.567,45.778,49.352,54.325
p08075,0.27225,0.5445,1.19,2.123,2.955,3.75,6.679,6.117116887,6.733429374,7.356875341,7.93579351,8.563365175,7.499,7.499,7.499,7.499,7.499,7.499,7.621,7.927,8.36
p08077,1.583,3.166,6.919,10.815,14.954,20.436,37.971,32.9271575,38.39702228,44.42027942,50.13214416,55.65553723,49.048,49.048,49.048,49.048,49.048,49.524,51.297,54.272,58.294
p08081,0.1025,0.205,0.448,0.444,0.413,0.466,0.84,1.084421223,1.141547458,1.193006812,1.238945155,1.276497863,1.109,1.109,1.109,1.109,1.109,1.112,1.12,1.422,1.817
p08087,0.299,0.598,1.307,2.028,2.805,3.834,7.233,7.706442996,8.022719008,8.341160887,9.035949727,9.7753469,8.527,8.527,8.527,8.527,8.527,8.566,8.823,9.251,9.973
p08093,0.22375,0.4475,0.978,1.553,2.119,2.798,5.569,6.069079378,6.954511191,7.863299043,8.78770935,9.751153349,8.567,8.567,8.567,8.567,8.567,8.614,8.825,9.473,10.311
p08095,0.04325,0.0865,0.189,0.31,0.422,0.562,1.027,0.940308694,1.051201523,1.165543488,1.273924481,1.379032438,1.21,1.21,1.21,1.21,1.21,1.21,1.319,1.457,1.629
p08097,0.15525,0.3105,0.679,0.716,1.063,1.184,2.181,1.865286269,2.216132635,2.889141727,3.555479219,4.279954477,3.781,3.781,3.781,3.781,3.781,3.85,4.155,4.703,5.394
p08103,0.06075,0.1215,0.266,0.322,0.365,0.477,0.85,0.75531318,0.889641734,1.028226866,1.15770285,1.269585419,1.122,1.122,1.122,1.122,1.122,1.132,1.184,1.261,1.352
p08107,0.18275,0.3655,0.799,0.777,0.642,0.68,1.226,1.809072162,1.907893564,1.998231483,2.080705706,2.154378162,1.874,1.874,1.874,1.874,1.874,1.88,1.899,1.923,2.871
p08115,0.03225,0.0645,0.141,0.214,0.273,0.386,0.777,0.888182886,0.934283255,0.983187014,1.041481219,1.10944715,0.963,0.963,0.963,0.963,0.963,0.963,0.977,1.018,1.08
p08117,0.316,0.632,1.381,1.303,1.062,1.096,1.943,2.875096041,3.000547928,3.116538053,3.259847498,3.403226251,2.964,2.964,2.964,2.964,2.964,2.976,3.015,3.069,3.131
p08119,0.442,0.884,1.932,3.552,4.959,6.461,13.045,15.42004051,16.19743176,16.97013741,17.76272735,18.73963379,16.266,16.266,16.266,16.266,16.266,16.266,16.511,17.073,17.771
p08121,0.0425,0.085,0.186,0.263,0.343,0.453,0.842,0.721584716,0.915151175,1.129291899,1.331471114,1.56336426,1.383,1.383,1.383,1.383,1.383,1.409,1.497,1.61,1.748
p08123,2.4855,4.971,10.864,13.924,18.332,22.462,41.484,40.16446822,44.9306277,49.92502816,55.62954015,61.41590665,53.852,53.852,53.852,53.852,53.852,54.401,56.693,60.372,65.269
p08125,0.0665,0.133,0.291,0.328,0.49,0.567,1.021,0.804372764,1.187251872,1.774130756,2.359411948,2.906682408,2.623,2.623,2.623,2.623,2.623,2.684,2.902,3.19,3.522
p08003,0.268,0.536,1.171,1.864,2.44,3.323,6.463,7.024719192,7.475328932,7.8918609,8.325079556,8.770738474,7.626,7.626,7.626,7.626,7.626,7.64,7.732,7.956,8.333
p08007,0.1575,0.315,0.688,0.988,1.241,1.632,3.057,2.765734051,3.38212664,4.075557341,4.751546491,5.394009922,4.768,4.768,4.768,4.768,4.768,4.814,5.001,5.258,5.596
p08009,0.08,0.16,0.35,0.634,0.876,1.187,2.257,2.462177875,2.582830841,2.692504324,2.802859531,2.915898999,2.531,2.531,2.531,2.531,2.531,2.531,2.553,2.633,2.747
p08011,0.0575,0.115,0.251,0.422,0.581,0.818,1.594,1.645540215,1.782472148,1.924629774,2.063780226,2.197004896,1.917,1.917,1.917,1.917,1.917,1.917,1.957,2.052,2.187
p08015,0.341,0.682,1.49,2.384,3.284,4.557,8.929,10.21154801,10.87765055,11.49834466,12.09381983,12.72465604,11.052,11.052,11.052,11.052,11.052,11.056,11.18,11.493,12.113
p08017,0.0255,0.051,0.111,0.176,0.231,0.309,0.594,0.623465547,0.662182557,0.699765506,0.734565843,0.775345724,0.673,0.673,0.673,0.673,0.673,0.673,0.684,0.717,0.767
p08021,0.09375,0.1875,0.41,0.625,0.803,1.165,2.397,2.81581571,3.000547928,3.184647098,3.372684033,3.582949777,3.113,3.114,3.114,3.114,3.114,3.115,3.184,3.358,3.614
p08023,0.059,0.118,0.258,0.433,0.588,0.892,1.873,2.303756301,2.491422013,2.666139533,2.831068664,2.978110988,2.586,2.586,2.586,2.586,2.586,2.587,2.629,2.713,2.903
p08025,0.0405,0.081,0.177,0.305,0.423,0.663,1.458,1.767167101,1.88132123,1.985049088,2.086347533,2.199309043,1.909,1.909,1.909,1.909,1.909,1.909,1.94,2.045,2.184
p08027,0.1115,0.223,0.487,0.755,1.029,1.617,3.686,4.724029115,5.180542189,5.634375634,6.066092124,6.557604544,5.697,5.697,5.697,5.697,5.697,5.697,5.801,6.098,6.506
p08029,0.2685,0.537,1.174,1.168,1.355,1.526,2.756,2.931310147,3.102585689,3.262642939,3.915427766,4.814516759,4.256,4.256,4.256,4.256,4.256,4.337,4.715,5.287,6.006
p08033,0.02525,0.0505,0.11,0.162,0.214,0.294,0.546,0.403719494,0.538886929,0.683287511,0.822578341,0.94930888,0.842,0.842,0.842,0.842,0.842,0.852,0.892,0.943,1.004
p08039,0.26575,0.5315,1.162,2.085,2.928,4.025,7.594,8.442336757,8.861341861,9.233169664,9.568538172,9.942397613,8.63,8.63,8.63,8.63,8.63,8.63,8.7,8.941,9.349
p08041,7.3345,14.669,32.058,45.069,56.931,73.451,139.295,154.7298398,163.3103746,173.060688,183.7373718,194.8076292,169.532,169.532,169.532,169.532,169.532,169.856,173.752,181.721,193.131
p08043,0.575,1.15,2.513,4.135,5.658,8.181,16.046,18.03041922,18.98752681,19.83950555,20.6005662,21.51728392,18.683,18.683,18.683,18.683,18.683,18.686,18.915,19.705,21.228
p08051,0.20275,0.4055,0.886,1.369,1.746,2.544,5.362,6.576028413,7.066114992,7.551315677,8.020420911,8.464286821,7.347,7.347,7.347,7.347,7.347,7.347,7.46,7.819,8.356
p08053,0.02325,0.0465,0.102,0.147,0.181,0.27,0.617,0.819703884,0.902396454,0.984285547,1.066305256,1.160138401,1.007,1.007,1.007,1.007,1.007,1.007,1.037,1.103,1.189
p08055,0.1435,0.287,0.627,1.098,1.52,2.114,4.096,4.142468629,4.58425902,5.030182497,5.45564647,5.87096851,5.132,5.132,5.132,5.132,5.132,5.142,5.273,5.462,5.7
p08061,0.046,0.092,0.201,0.243,0.295,0.394,0.76,0.851388198,0.902396454,0.948033958,0.989576412,1.036866495,0.9,0.9,0.9,0.9,0.9,0.9,0.912,0.946,0.995
p08063,0.08575,0.1715,0.375,0.553,0.735,0.976,1.833,1.847911,1.958912444,2.064143462,2.289453296,2.540322913,2.215,2.215,2.215,2.215,2.215,2.226,2.325,2.485,2.692
p08067,0.737,1.474,3.221,5.336,6.776,7.746,13.896,10.40472012,12.55170757,15.16634627,17.70743745,20.10714549,17.815,17.815,17.815,17.815,17.815,18.012,18.734,19.886,21.187
p08071,0.337,0.674,1.473,2.81,3.725,5.128,9.794,10.28104908,10.77667568,11.34784564,11.92117993,12.52189104,10.869,10.869,10.869,10.869,10.869,10.869,11.019,11.379,11.82
p08073,0.0715,0.143,0.313,0.495,0.653,0.895,1.746,1.902080957,1.990799245,2.083917056,2.177745126,2.29032288,1.988,1.988,1.988,1.988,1.988,1.988,2.015,2.099,2.228
p08079,0.021,0.042,0.092,0.134,0.168,0.258,0.616,0.890227036,1.012937363,1.122700702,1.22314804,1.309908005,1.139,1.139,1.139,1.139,1.139,1.14,1.163,1.223,1.307
p08083,0.35325,0.7065,1.544,2.065,2.433,3.224,6.335,7.020630894,7.509341519,8.029177522,8.582346856,9.011521916,7.872,7.872,7.872,7.872,7.876,7.879,7.978,8.254,8.65
p08085,0.33875,0.6775,1.481,1.663,1.801,2.043,3.717,4.148601077,4.786208756,5.424555836,5.995005107,6.614056164,5.814,5.814,5.814,5.814,5.814,5.874,6.259,6.837,7.454
p08089,0.188,0.376,0.822,1.139,1.403,1.844,3.776,4.122027136,4.660787341,5.219130169,5.762561845,6.273042295,5.479,5.479,5.479,5.479,5.479,5.496,5.684,5.995,6.436
p08091,0.09375,0.1875,0.41,0.682,0.959,1.456,2.974,3.40044242,3.568132977,3.727322388,3.903015747,4.104839246,3.563,3.563,3.563,3.563,3.563,3.563,3.598,3.709,3.905
p08099,0.196,0.392,0.857,1.621,2.314,3.18,5.949,6.554564845,6.875857083,7.177814465,7.502501216,7.82603789,6.793,6.793,6.793,6.793,6.793,6.793,6.857,6.98,7.239
p08101,2.1845,4.369,9.548,14.609,19.873,29.031,58.938,65.02745659,69.24856466,73.36003214,77.54916544,81.98848998,71.386,71.386,71.386,71.386,71.386,71.618,72.886,76.895,82.429
p08105,0.13575,0.2715,0.593,1.001,1.341,2.057,4.558,5.581549761,5.970271948,6.336338206,6.770192103,7.235023987,6.28,6.28,6.28,6.28,6.28,6.28,6.41,6.782,7.303
p08109,0.09225,0.1845,0.403,0.674,0.935,1.37,2.668,2.998767076,3.179114011,3.35162411,3.513729701,3.668203245,3.184,3.184,3.184,3.184,3.184,3.191,3.238,3.382,3.616
p08111,0.013,0.026,0.057,0.096,0.131,0.198,0.404,0.485485467,0.513377488,0.540478224,0.569824502,0.603686715,0.524,0.524,0.524,0.524,0.524,0.525,0.532,0.551,0.591
p08113,0.13875,0.2775,0.606,0.978,1.313,1.931,3.919,4.699499323,4.969026412,5.238903763,5.523348391,5.815668963,5.049,5.049,5.049,5.049,5.049,5.05,5.119,5.247,5.503
p30011,0.00025,0.0005,0.011,0.012,0.018,0.029,0.051,0.047015435,0.051018881,0.054926649,0.058674998,0.063364064,0.056,0.056,0.056,0.056,0.056,0.056,0.059,0.064,0.072
p30017,0.00225,0.0045,0.103,0.083,0.141,0.234,0.408,0.33932879,0.373075566,0.422935196,0.473913447,0.526497765,0.464,0.464,0.464,0.464,0.464,0.471,0.483,0.506,0.531
p30019,0.0005,0.001,0.023,0.018,0.032,0.052,0.087,0.073589376,0.079717001,0.087882638,0.104937978,0.124423979,0.111,0.111,0.111,0.111,0.111,0.114,0.119,0.125,0.139
p30021,0.001,0.002,0.046,0.035,0.054,0.087,0.158,0.136958005,0.148805069,0.161484347,0.176024995,0.188940117,0.167,0.167,0.167,0.167,0.167,0.17,0.176,0.183,0.2
p30025,0.00025,0.0005,0.011,0.008,0.013,0.02,0.037,0.032706389,0.035075481,0.038448654,0.041749518,0.046082955,0.04,0.04,0.04,0.04,0.04,0.041,0.043,0.045,0.047
p30055,0.002,0.004,0.092,0.081,0.149,0.25,0.45,0.33728464,0.356069272,0.38009241,0.401698065,0.420506967,0.368,0.368,0.368,0.368,0.368,0.368,0.372,0.379,0.389
p30079,0.00025,0.0005,0.011,0.006,0.008,0.012,0.022,0.019419419,0.021257867,0.02197066,0.024824038,0.026497699,0.023,0.023,0.023,0.023,0.023,0.024,0.025,0.026,0.028
p30083,0.00575,0.0115,0.263,0.289,0.616,1.029,1.744,1.093619895,1.145799032,1.193006812,1.236688424,1.275345789,1.11,1.11,1.11,1.11,1.11,1.113,1.117,1.124,1.144
p30085,0.001,0.002,0.046,0.039,0.06,0.098,0.175,0.150244976,0.161559789,0.17356821,0.186180283,0.198156708,0.174,0.174,0.174,0.174,0.175,0.178,0.185,0.196,0.213
p30091,0.00075,0.0015,0.034,0.024,0.039,0.063,0.115,0.095052944,0.103100655,0.112050364,0.120735093,0.130184349,0.115,0.115,0.115,0.115,0.116,0.117,0.12,0.123,0.139
p30109,0.00075,0.0015,0.034,0.041,0.067,0.106,0.153,0.120604811,0.130735882,0.14390782,0.159099514,0.178571452,0.158,0.158,0.158,0.158,0.158,0.159,0.165,0.172,0.184
p38001,0,0,0,0,0,0,0.002,0.001022075,0.001062893,0.001098533,0.001128365,0.001152074,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.006
p38007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.006
p38011,0,0,0,0,0,0,0.002,0.001022075,0.001062893,0.002197066,0.002256731,0.002304148,0.002,0.002,0.002,0.003,0.003,0.004,0.005,0.007,0.012
p38013,0,0,0,0,0,0,0,0,0,0,0.001128365,0.001152074,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.005
p38015,0,0,0,0.009,0.019,0.025,0.051,0.033728464,0.036138374,0.038448654,0.041749518,0.046082955,0.045,0.05,0.058,0.069,0.083,0.1,0.126,0.161,0.29
p38021,0,0,0,0.028,0.038,0.057,0.095,0.054169957,0.056333348,0.058222248,0.059803364,0.061059916,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.054,0.054
p38023,0,0,0,0,0,0,0,0,0.001062893,0.001098533,0.001128365,0.001152074,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.008
p38025,0,0,0,0,0,0.002,0.002,0.002044149,0.002125787,0.002197066,0.002256731,0.002304148,0.002,0.003,0.003,0.004,0.005,0.006,0.007,0.01,0.014
p38029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001
p38033,0,0,0,0,0,0,0.002,0.001022075,0.001062893,0.001098533,0.001128365,0.001152074,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.005,0.008
p38037,0,0,0,0,0,0,0.002,0.001022075,0.001062893,0.001098533,0.001128365,0.001152074,0.001,0.002,0.002,0.002,0.003,0.004,0.005,0.008,0.012
p38041,0,0,0,0,0,0,0.002,0.001022075,0.001062893,0.001098533,0.001128365,0.001152074,0.001,0.002,0.002,0.002,0.003,0.004,0.005,0.008,0.013
p38047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001
p38051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.002
p38053,0,0,0,0,0.003,0.004,0.007,0.004088299,0.004251573,0.004394132,0.005641827,0.005760369,0.005,0.006,0.007,0.008,0.009,0.011,0.015,0.022,0.035
p38057,0,0,0,0,0,0.002,0.004,0.002044149,0.002125787,0.002197066,0.002256731,0.002304148,0.003,0.003,0.004,0.004,0.005,0.006,0.008,0.01,0.013
p38059,0,0,0,0.005,0.006,0.008,0.013,0.008176597,0.00956604,0.009886797,0.010155288,0.011520739,0.011,0.012,0.014,0.016,0.019,0.023,0.029,0.038,0.049
p38061,0,0,0,0,0,0,0.002,0.001022075,0.001062893,0.001098533,0.001128365,0.001152074,0.001,0.002,0.002,0.003,0.003,0.005,0.006,0.009,0.012
p38065,0,0,0,0,0,0,0,0,0,0,0.001128365,0.001152074,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.007
p38075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004
