tech,class,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134
hydUND,hydclass2,1330.988359,919.5350149,1579.9344,803.1433266,833.4490402,1503.790656,2369.845935,1634.805965,1274.136973,1482.12904,2337.595285,2625.38482,3464.7545,1564.529009,1586.422947,1584.653424,1087.182009,1473.641117,7089.948739,7089.948739,2129.919697,7089.948739,7089.948739,2217.861027,2113.199725,2531.820501,7089.948739,1894.130313,7089.948739,7089.948739,1825.720689,7089.948739,2163.929713,2100.1977,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1471.544778,7089.948739,3395.689269,1954.623967,7089.948739,7089.948739,1549.101528,7089.948739,7089.948739,7089.948739,1534.545113,1412.197652,7089.948739,7089.948739,7089.948739,1541.634526,1575.997298,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1392.822792,2013.785536,2186.079333,7089.948739,4090.982665,3688.84069,2516.638565,7089.948739,7089.948739,7089.948739,2108.406664,2347.216797,2221.974536,2214.873287,3681.202756,7089.948739,2111.273276,2979.312124,7089.948739,7089.948739,7089.948739,1251.160996,7089.948739,7089.948739,7089.948739,1312.054242,1084.082437,7089.948739,1310.209542,1247.779984,1475.457658,1428.237734,1087.494928,1237.499379,1496.012716,2567.602737,2979.312124,7089.948739,7089.948739,1744.427539,2358.801051,2128.56455,7089.948739,7089.948739,7089.948739,1412.197652,7089.948739,7089.948739,1460.168732,7089.948739,7089.948739,1777.807831,1496.012716,1667.062478,1709.861297,7089.948739,7089.948739,7089.948739,1222.353064,7089.948739,7089.948739,7089.948739,2668.590079,1763.285024,7089.948739,1596.673741,1175.264073,1568.291591,2110.804305,3074.882799,1748.144273
hydUND,hydclass3,1456.263971,1090.902675,1642.209084,1278.709026,1312.114837,1572.118392,2577.823549,1736.561046,1411.077272,1553.923922,2695.45722,2714.578798,3648.663882,2417.351932,2005.134282,1997.890433,1289.823256,1591.795485,7089.948739,7089.948739,2570.177857,7089.948739,7089.948739,2298.041052,2387.522171,3022.057639,7089.948739,2031.194167,7089.948739,7089.948739,2089.460115,7089.948739,2343.147886,2277.676529,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1668.353329,7089.948739,3681.202756,2116.922129,7089.948739,7089.948739,1685.447991,7089.948739,7089.948739,7089.948739,7089.948739,1456.491977,7089.948739,7089.948739,7089.948739,7089.948739,1729.650336,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1417.81974,7089.948739,7089.948739,7089.948739,7089.948739,3854.707773,3074.882799,7089.948739,7089.948739,7089.948739,2161.843245,2525.613993,2392.213653,3261.811241,7089.948739,7089.948739,2499.257558,7089.948739,7089.948739,7089.948739,7089.948739,1427.290329,7089.948739,7089.948739,7089.948739,1510.725959,1126.684931,7089.948739,1363.658106,7089.948739,1765.972246,1484.383309,1412.197652,1480.110414,2358.801051,2646.464334,7089.948739,7089.948739,7089.948739,1894.091731,2793.281788,2317.476292,7089.948739,7089.948739,7089.948739,1620.578057,7089.948739,7089.948739,2280.120153,7089.948739,7089.948739,1857.689745,1531.237092,1855.435436,2091.57639,7089.948739,7089.948739,7089.948739,1529.599042,7089.948739,7089.948739,7089.948739,7089.948739,1953.748316,7089.948739,2108.43374,1876.503722,1750.850274,2435.759448,3434.722864,1855.698747
hydUND,hydclass4,1731.949228,1184.485453,1810.797159,1637.25143,1542.012213,1676.936874,7089.948739,1773.809797,1554.970849,1816.114606,2957.704499,2830.030623,7089.948739,7089.948739,2186.841103,2167.387561,2028.583825,2020.267153,7089.948739,7089.948739,2699.122374,7089.948739,7089.948739,7089.948739,2732.142936,3405.265954,7089.948739,2549.932161,7089.948739,7089.948739,4449.780043,7089.948739,2579.074936,2603.268075,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1709.861297,7089.948739,7089.948739,2552.263518,7089.948739,7089.948739,2052.311727,7089.948739,7089.948739,7089.948739,7089.948739,1544.38768,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1566.804833,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,3623.255074,7089.948739,7089.948739,7089.948739,2479.325922,2782.756535,2613.332854,5140.744879,7089.948739,7089.948739,2842.91708,7089.948739,7089.948739,7089.948739,7089.948739,1577.953622,7089.948739,7089.948739,7089.948739,7089.948739,1268.983557,7089.948739,1506.787899,7089.948739,2435.493287,1782.02004,1622.89809,1618.562323,2917.651019,2849.708746,7089.948739,7089.948739,7089.948739,2180.018829,3048.875381,2485.772466,7089.948739,7089.948739,7089.948739,2830.030623,7089.948739,7089.948739,2337.595285,7089.948739,7089.948739,2031.194167,2672.096863,1866.011418,2325.409764,7089.948739,7089.948739,7089.948739,1708.272348,7089.948739,7089.948739,7089.948739,7089.948739,2245.770887,7089.948739,2404.047737,2292.977752,2344.578518,2714.375253,3715.527336,2059.945198
hydUND,hydclass5,2191.136524,1988.052094,2555.309198,2160.658167,2016.719123,2542.565567,7089.948739,2429.659029,2207.671539,2366.749338,3783.782914,3422.511482,7089.948739,7089.948739,2963.847273,2755.010409,2599.185319,2422.18758,7089.948739,7089.948739,3093.934385,7089.948739,7089.948739,7089.948739,3489.232623,7089.948739,7089.948739,2979.312124,7089.948739,7089.948739,7089.948739,7089.948739,3154.371086,3845.294907,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2853.872749,7089.948739,7089.948739,3014.779371,7089.948739,7089.948739,2953.005952,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2285.322667,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4248.454348,7089.948739,7089.948739,7089.948739,3031.819369,3206.022936,3318.561654,5140.744879,7089.948739,7089.948739,3130.222243,7089.948739,7089.948739,7089.948739,7089.948739,2399.149389,7089.948739,7089.948739,7089.948739,7089.948739,1572.652035,7089.948739,1754.883414,7089.948739,2970.618572,2520.584152,1969.650572,2038.306476,3355.196686,3033.853156,7089.948739,7089.948739,7089.948739,2858.614216,3269.270773,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2429.138149,3192.023034,2200.195556,3063.025186,7089.948739,7089.948739,7089.948739,2214.221963,7089.948739,7089.948739,7089.948739,7089.948739,2778.539586,7089.948739,3128.360255,3020.667184,2905.23808,3347.136653,4342.308663,2744.765985
hydNPD,hydclass1,2196.886724,3973.447202,5740.37551,7089.948739,3255.033776,2761.015299,7089.948739,7089.948739,3153.840303,3475.649619,7089.948739,7089.948739,7089.948739,7089.948739,3983.050265,2944.293532,2911.825265,3278.457186,4295.859326,7089.948739,6090.289842,7089.948739,7089.948739,3435.064623,3560.205074,2941.804396,3058.921203,2764.351006,7089.948739,7089.948739,2908.447453,2895.421052,2910.063575,3167.586691,7089.948739,7089.948739,4883.439974,7089.948739,7089.948739,7089.948739,7089.948739,5306.14814,4245.444744,4562.626316,5349.608626,5172.669454,3308.026763,7089.948739,7089.948739,3242.627897,3135.457286,7089.948739,3178.559266,4928.603772,3136.18837,2915.598268,3257.218656,3784.826014,4966.461115,3374.168124,2956.428156,7089.948739,3119.506939,3422.175236,3694.534527,3179.827363,3473.300185,7089.948739,5202.243084,4002.487073,4957.381749,4466.583797,7089.948739,5304.206616,7089.948739,5576.539436,4796.211933,6102.647868,7089.948739,4279.767699,3926.109071,5085.738977,3523.305916,3330.189678,3809.288922,3672.290664,3131.818219,3936.321391,3544.771976,3731.988099,4779.716204,3422.743172,4461.263397,4147.036635,3902.575271,5228.157697,3629.243058,3399.928465,2775.455505,7089.948739,3884.493091,5061.769537,4761.142356,7089.948739,2995.126156,3754.656029,2927.612123,4195.518176,3131.007877,2874.272621,3352.45134,3349.780024,3339.460323,2902.949638,4286.775882,2871.389135,3946.88456,2786.638384,2934.790482,7089.948739,2747.188863,3207.006094,3310.218309,7089.948739,7089.948739,3471.41469,3166.537767,7089.948739,2826.42701,2930.717792,3387.121338,3561.988437,5206.348946,5100.151259
hydNPD,hydclass2,2783.084404,4566.888122,7089.948739,7089.948739,3432.599156,3935.634774,7089.948739,7089.948739,3396.929472,4391.06475,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5669.796425,3306.159009,3446.236772,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4210.405166,3924.727505,3004.176794,7089.948739,4193.840882,7089.948739,7089.948739,3216.686816,3266.82916,3095.885657,3277.293448,7089.948739,7089.948739,5129.270291,7089.948739,7089.948739,7089.948739,7089.948739,5679.191774,5038.269771,4594.911115,5917.013568,5372.023944,7089.948739,7089.948739,7089.948739,4127.298917,3476.4004,7089.948739,3261.775294,7089.948739,4362.703677,3901.846116,3824.859966,3846.953511,5618.786608,3684.287438,2976.608653,7089.948739,3434.260586,3578.600004,3703.312702,3830.540889,7089.948739,7089.948739,5336.654949,4888.126206,7089.948739,4845.429525,7089.948739,7089.948739,7089.948739,7089.948739,4948.090012,6410.693259,7089.948739,5169.059708,4423.780263,7089.948739,4293.893785,7089.948739,4288.696738,3816.986108,3275.163283,4208.468133,4000.825124,3833.847704,7089.948739,4781.815971,7089.948739,5378.796879,4603.429316,7089.948739,7089.948739,4918.186202,3956.314807,7089.948739,4268.16137,7089.948739,4899.481227,7089.948739,3097.981501,5023.477307,3279.469768,4366.830663,4225.023687,3151.704676,4129.825904,4254.711383,3638.199294,3600.228688,4362.769293,4091.869697,7089.948739,7089.948739,4084.948137,7089.948739,3214.154298,3651.773551,3881.576225,7089.948739,7089.948739,3793.853884,4372.908035,7089.948739,4031.892821,3506.551436,4218.788528,4902.991421,5518.780049,7089.948739
hydNPD,hydclass3,4280.94788,4566.888122,7089.948739,7089.948739,3629.203446,5344.913301,7089.948739,7089.948739,4351.83732,4818.16984,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,3582.826081,3843.68889,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4402.612062,5517.393768,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,3919.513789,7089.948739,3225.232158,4298.869545,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6069.320337,5577.438986,4838.063636,7089.948739,6086.473006,7089.948739,7089.948739,7089.948739,7089.948739,4357.354617,7089.948739,3373.712471,7089.948739,7089.948739,4582.152413,7089.948739,4029.34069,6740.454319,7089.948739,7089.948739,7089.948739,3561.981859,3829.35349,5776.553031,7089.948739,7089.948739,7089.948739,5816.408174,4968.754389,7089.948739,5163.895219,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5663.426021,4971.161397,7089.948739,4639.417911,7089.948739,4414.411121,4674.282781,3708.499449,4247.268582,4311.835832,3937.242037,7089.948739,5381.575442,7089.948739,7089.948739,4606.992959,7089.948739,7089.948739,5505.596022,5477.214563,7089.948739,4332.825451,7089.948739,5132.178205,7089.948739,3313.38611,6128.886106,3459.086961,4605.318212,4324.287658,3514.050803,6176.1443,5001.418932,3811.627579,6000.334135,4666.067891,4383.573058,7089.948739,7089.948739,7089.948739,7089.948739,4426.13348,4412.088109,5560.398454,7089.948739,7089.948739,4755.725912,4864.409272,7089.948739,4503.576161,3596.411761,5317.46428,4982.816429,7089.948739,7089.948739
hydNPD,hydclass4,4486.25093,7089.948739,7089.948739,7089.948739,4019.769097,7089.948739,7089.948739,7089.948739,4839.340074,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,3717.581841,4639.012515,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6879.658973,7089.948739,3515.128918,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5800.546719,5005.473779,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4442.393258,7089.948739,3489.513533,7089.948739,7089.948739,7089.948739,7089.948739,4059.888397,7089.948739,7089.948739,7089.948739,7089.948739,3732.069239,7089.948739,6010.518478,7089.948739,7089.948739,7089.948739,6965.360503,5121.637767,7089.948739,5778.703516,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5947.05853,4972.338836,7089.948739,4856.847933,7089.948739,4574.993935,7089.948739,3883.566249,4502.233338,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5248.659939,7089.948739,7089.948739,5535.879505,7089.948739,7089.948739,4440.375824,7089.948739,5283.933623,7089.948739,4323.989532,6220.1684,5416.166622,4813.612344,4407.179096,3810.227691,6435.588453,5165.818173,6309.302885,6246.051492,4961.04937,4549.316463,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5752.471932,7089.948739,7089.948739,7089.948739,7089.948739,5086.133218,7089.948739,7089.948739,3732.868661,5802.593689,5554.94694,7089.948739,7089.948739
hydNPD,hydclass5,4912.817557,7089.948739,7089.948739,7089.948739,4050.764687,7089.948739,7089.948739,7089.948739,5665.878429,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4010.441054,5058.725828,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4526.413424,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5559.229,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4869.015023,7089.948739,7089.948739,7089.948739,7089.948739,4501.469394,7089.948739,7089.948739,7089.948739,7089.948739,5184.644233,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6321.295361,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6249.43729,5253.206655,7089.948739,7089.948739,7089.948739,4791.796624,7089.948739,6042.619905,5975.330218,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5860.036751,7089.948739,7089.948739,5530.870979,7089.948739,5674.9037,7089.948739,6011.143395,6230.447876,6633.130087,5540.708585,4582.775122,7089.948739,7089.948739,5584.065472,7039.887954,7089.948739,5234.323074,6186.935162,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6455.191193,7089.948739,7089.948739,7089.948739,7089.948739,5771.796708,7089.948739,7089.948739,5698.964508,7089.948739,7089.948739,7089.948739,7089.948739
hydNPND,hydclass1,2196.886724,3973.447202,5740.37551,7089.948739,3255.033776,2761.015299,7089.948739,7089.948739,3153.840303,3475.649619,7089.948739,7089.948739,7089.948739,7089.948739,3983.050265,2944.293532,2911.825265,3278.457186,4295.859326,7089.948739,6090.289842,7089.948739,7089.948739,3435.064623,3560.205074,2941.804396,3058.921203,2764.351006,7089.948739,7089.948739,2908.447453,2895.421052,2910.063575,3167.586691,7089.948739,7089.948739,4883.439974,7089.948739,7089.948739,7089.948739,7089.948739,5306.14814,4245.444744,4562.626316,5349.608626,5172.669454,3308.026763,7089.948739,7089.948739,3242.627897,3135.457286,7089.948739,3178.559266,4928.603772,3136.18837,2915.598268,3257.218656,3784.826014,4966.461115,3374.168124,2956.428156,7089.948739,3119.506939,3422.175236,3694.534527,3179.827363,3473.300185,7089.948739,5202.243084,4002.487073,4957.381749,4466.583797,7089.948739,5304.206616,7089.948739,5576.539436,4796.211933,6102.647868,7089.948739,4279.767699,3926.109071,5085.738977,3523.305916,3330.189678,3809.288922,3672.290664,3131.818219,3936.321391,3544.771976,3731.988099,4779.716204,3422.743172,4461.263397,4147.036635,3902.575271,5228.157697,3629.243058,3399.928465,2775.455505,7089.948739,3884.493091,5061.769537,4761.142356,7089.948739,2995.126156,3754.656029,2927.612123,4195.518176,3131.007877,2874.272621,3352.45134,3349.780024,3339.460323,2902.949638,4286.775882,2871.389135,3946.88456,2786.638384,2934.790482,7089.948739,2747.188863,3207.006094,3310.218309,7089.948739,7089.948739,3471.41469,3166.537767,7089.948739,2826.42701,2930.717792,3387.121338,3561.988437,5206.348946,5100.151259
hydNPND,hydclass2,2783.084404,4566.888122,7089.948739,7089.948739,3432.599156,3935.634774,7089.948739,7089.948739,3396.929472,4391.06475,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5669.796425,3306.159009,3446.236772,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4210.405166,3924.727505,3004.176794,7089.948739,4193.840882,7089.948739,7089.948739,3216.686816,3266.82916,3095.885657,3277.293448,7089.948739,7089.948739,5129.270291,7089.948739,7089.948739,7089.948739,7089.948739,5679.191774,5038.269771,4594.911115,5917.013568,5372.023944,7089.948739,7089.948739,7089.948739,4127.298917,3476.4004,7089.948739,3261.775294,7089.948739,4362.703677,3901.846116,3824.859966,3846.953511,5618.786608,3684.287438,2976.608653,7089.948739,3434.260586,3578.600004,3703.312702,3830.540889,7089.948739,7089.948739,5336.654949,4888.126206,7089.948739,4845.429525,7089.948739,7089.948739,7089.948739,7089.948739,4948.090012,6410.693259,7089.948739,5169.059708,4423.780263,7089.948739,4293.893785,7089.948739,4288.696738,3816.986108,3275.163283,4208.468133,4000.825124,3833.847704,7089.948739,4781.815971,7089.948739,5378.796879,4603.429316,7089.948739,7089.948739,4918.186202,3956.314807,7089.948739,4268.16137,7089.948739,4899.481227,7089.948739,3097.981501,5023.477307,3279.469768,4366.830663,4225.023687,3151.704676,4129.825904,4254.711383,3638.199294,3600.228688,4362.769293,4091.869697,7089.948739,7089.948739,4084.948137,7089.948739,3214.154298,3651.773551,3881.576225,7089.948739,7089.948739,3793.853884,4372.908035,7089.948739,4031.892821,3506.551436,4218.788528,4902.991421,5518.780049,7089.948739
hydNPND,hydclass3,4280.94788,4566.888122,7089.948739,7089.948739,3629.203446,5344.913301,7089.948739,7089.948739,4351.83732,4818.16984,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,3582.826081,3843.68889,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4402.612062,5517.393768,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,3919.513789,7089.948739,3225.232158,4298.869545,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6069.320337,5577.438986,4838.063636,7089.948739,6086.473006,7089.948739,7089.948739,7089.948739,7089.948739,4357.354617,7089.948739,3373.712471,7089.948739,7089.948739,4582.152413,7089.948739,4029.34069,6740.454319,7089.948739,7089.948739,7089.948739,3561.981859,3829.35349,5776.553031,7089.948739,7089.948739,7089.948739,5816.408174,4968.754389,7089.948739,5163.895219,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5663.426021,4971.161397,7089.948739,4639.417911,7089.948739,4414.411121,4674.282781,3708.499449,4247.268582,4311.835832,3937.242037,7089.948739,5381.575442,7089.948739,7089.948739,4606.992959,7089.948739,7089.948739,5505.596022,5477.214563,7089.948739,4332.825451,7089.948739,5132.178205,7089.948739,3313.38611,6128.886106,3459.086961,4605.318212,4324.287658,3514.050803,6176.1443,5001.418932,3811.627579,6000.334135,4666.067891,4383.573058,7089.948739,7089.948739,7089.948739,7089.948739,4426.13348,4412.088109,5560.398454,7089.948739,7089.948739,4755.725912,4864.409272,7089.948739,4503.576161,3596.411761,5317.46428,4982.816429,7089.948739,7089.948739
hydNPND,hydclass4,4486.25093,7089.948739,7089.948739,7089.948739,4019.769097,7089.948739,7089.948739,7089.948739,4839.340074,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,3717.581841,4639.012515,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6879.658973,7089.948739,3515.128918,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5800.546719,5005.473779,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4442.393258,7089.948739,3489.513533,7089.948739,7089.948739,7089.948739,7089.948739,4059.888397,7089.948739,7089.948739,7089.948739,7089.948739,3732.069239,7089.948739,6010.518478,7089.948739,7089.948739,7089.948739,6965.360503,5121.637767,7089.948739,5778.703516,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5947.05853,4972.338836,7089.948739,4856.847933,7089.948739,4574.993935,7089.948739,3883.566249,4502.233338,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5248.659939,7089.948739,7089.948739,5535.879505,7089.948739,7089.948739,4440.375824,7089.948739,5283.933623,7089.948739,4323.989532,6220.1684,5416.166622,4813.612344,4407.179096,3810.227691,6435.588453,5165.818173,6309.302885,6246.051492,4961.04937,4549.316463,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5752.471932,7089.948739,7089.948739,7089.948739,7089.948739,5086.133218,7089.948739,7089.948739,3732.868661,5802.593689,5554.94694,7089.948739,7089.948739
hydNPND,hydclass5,4912.817557,7089.948739,7089.948739,7089.948739,4050.764687,7089.948739,7089.948739,7089.948739,5665.878429,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4010.441054,5058.725828,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4526.413424,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5559.229,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,4869.015023,7089.948739,7089.948739,7089.948739,7089.948739,4501.469394,7089.948739,7089.948739,7089.948739,7089.948739,5184.644233,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6321.295361,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6249.43729,5253.206655,7089.948739,7089.948739,7089.948739,4791.796624,7089.948739,6042.619905,5975.330218,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,5860.036751,7089.948739,7089.948739,5530.870979,7089.948739,5674.9037,7089.948739,6011.143395,6230.447876,6633.130087,5540.708585,4582.775122,7089.948739,7089.948739,5584.065472,7039.887954,7089.948739,5234.323074,6186.935162,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6455.191193,7089.948739,7089.948739,7089.948739,7089.948739,5771.796708,7089.948739,7089.948739,5698.964508,7089.948739,7089.948739,7089.948739,7089.948739
