region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_cap_cost_per_mw,reinforcement_cost_per_mw,dist_km,reinforcement_dist_km,trans_adder_per_mw
p65,6,93275,1104.29,950947.307,70641.324,0,20.87,345.937,-809664.659
p65,6,93276,1208.63,918779.243,38473.261,0,9.983,345.937,-841832.7220000001
p65,6,93277,1243.614,921888.876,41582.893,0,9.387,345.937,-838723.09
p65,6,93278,1204.642,941729.348,61423.365,0,19.43,345.937,-818882.618
p65,6,93279,1132.132,910022.85,55104.712,0,16.503,323.066,-799813.426
p65,6,93280,1070.965,916322.312,61404.174,0,17.249,323.066,-793513.964
p65,6,93281,996.135,935826.298,80908.16,0,25.025,323.066,-774009.978
p65,6,93654,1345.939,1000336.189,120030.206,0,37.32,345.937,-760275.777
p65,6,93655,1360.455,967215.447,86909.464,0,26.697,345.937,-793396.519
p65,6,93656,1342.305,950882.934,70576.951,0,21.45,345.937,-809729.032
p65,6,93657,1239.882,955927.468,75621.486,0,20.929,345.937,-804684.497
p65,6,93658,1149.584,968109.99,87804.007,0,26.1,345.937,-792501.976
p65,6,93659,1099.084,951273.256,96355.117,0,28.023,323.066,-758563.0210000001
p65,6,93660,1035.83,958818.834,103900.696,0,28.769,323.066,-751017.442
p65,6,94032,1382.89,951648.1,92124.16,0,29.231,403.317,-767399.7799999999
p65,6,94033,1345.436,990814.051,131290.111,0,40.751,403.317,-728233.8289999999
p65,6,94037,1256.069,996083.622,115777.639,0,32.598,345.937,-764528.344
p65,6,94038,1151.741,1002623.26,122317.278,0,37.251,345.937,-757988.705
p65,6,94039,1106.998,989312.613,134394.475,0,39.618,323.066,-720523.6630000001
p65,6,94040,1032.753,1000424.926,145506.788,0,40.289,323.066,-709411.3500000001
p65,6,94411,1369.924,955619.316,96095.376,0,30.338,403.317,-763428.5639999999
p65,6,94412,1244.999,984296.235,124772.295,0,35.426,403.317,-734751.6449999999
p65,6,94413,1134.181,1008691.705,149167.765,0,45.523,403.317,-710356.1749999999
p65,6,94414,1221.715,1128225.335,144441.308,0,47.286,482.079,-839342.719
p65,6,94417,1321.011,1028972.427,148666.444,0,44.043,345.937,-731639.539
p65,6,94418,1222.524,1030319.754,150013.771,0,48.74,345.937,-730292.212
p65,6,94419,1140.368,1152999.676,160132.167,0,49.286,424.006,-832735.341
p65,6,94420,1068.532,1159391.957,166524.448,0,47.72,424.006,-826343.06
p65,6,94421,990.315,1158022.658,165155.149,0,52.417,424.006,-827712.359
p65,6,94422,83.523,1254998.025,400079.886,0,63.728,323.066,-454838.25200000004
p65,6,94792,1266.52,1145601.216,133714.615,0,38.921,489.473,-878171.986
p65,6,94793,1091.98,1120875.295,137091.268,0,40.388,482.079,-846692.759
p65,6,94794,1109.729,1104018.999,120234.972,0,35.617,482.079,-863549.055
p65,6,94795,1377.778,1101565.354,117781.326,0,37.555,482.079,-866002.701
p65,6,94798,1304.26,1156790.307,139971.1,0,41.938,436.147,-876848.1070000001
p65,6,94799,1159.818,1113895.181,121027.672,0,37.766,424.006,-871839.836
p65,6,94800,1091.997,1116647.395,123779.887,0,36.126,424.006,-869087.621
p65,6,94801,1055.33,1145648.902,152781.394,0,40.95,424.006,-840086.1140000001
p65,6,94802,482.735,1183056.528,190189.019,0,47.246,424.006,-802678.4890000001
p65,6,95173,1319.215,1078898.253,95114.225,0,28.868,482.079,-888669.802
p65,6,95174,1359.977,1061561.99,77777.963,0,24.149,482.079,-906006.064
p65,6,95178,1366.102,1114270.055,97450.847,0,30.418,436.147,-919368.3600000001
p65,6,95179,1152.818,1077654.553,84787.044,0,26.246,424.006,-908080.464
p65,6,95180,1083.506,1078165.384,85297.875,0,24.606,424.006,-907569.633
p65,6,95181,1032.259,1102104.416,109236.908,0,29.43,424.006,-883630.6000000001
p65,6,95559,1160.871,1053381.515,55450.7,0,16.97,426.495,-942480.115
p65,6,95560,1060.143,1048617.014,55749.505,0,13.086,424.006,-937118.003
p65,6,95939,1210.452,1032009.087,15189.88,0,3.874,436.147,-1001629.327
p65,6,95940,1036.889,1012621.175,9304.551,0,1.822,430.71,-994012.074
p65,6,96319,1256.566,1054616.945,37797.738,0,8.914,436.147,-979021.469
p65,6,96320,994.022,1041896.942,38580.317,0,9.922,430.71,-964736.308
p65,6,96698,1288.854,1170999.705,34020.861,0,7.959,492.605,-1102957.983
p65,6,96699,1134.839,1166737.351,24057.593,0,5.795,498.56,-1118622.1649999998
p65,6,97077,1322.984,1136181.715,1784.159,0,0.18,492.071,-1132613.397
p65,6,97078,1061.448,1174876.264,37897.42,0,8.499,492.605,-1099081.424
p65,6,97079,990.878,1170151.511,27471.753,0,6.396,498.56,-1115208.005
p65,6,97080,1003.966,1198734.158,29351.391,0,5.472,512.422,-1140031.375
p65,6,97083,452.701,1364269.241,72082.543,0,12.879,563.907,-1220104.155
p65,6,97084,193.383,1543125.16,197872.188,0,17.287,586.119,-1147380.784
p65,6,97457,1121.598,1152463.907,45758.932,0,11.257,546.78,-1060946.043
p65,6,97458,917.93,1197786.399,63388.843,0,17.399,492.071,-1071008.713
p65,6,97459,891.63,1211118.976,68439.218,0,18.886,498.56,-1074240.54
p65,6,97460,992.611,1263068.25,42324.243,0,10.058,525.582,-1178419.765
p65,6,97461,909.394,1284350.121,30238.83,0,6.605,541.923,-1223872.4619999998
p65,6,97462,952.451,1279973.019,25861.727,0,5.885,541.923,-1228249.565
p65,6,97463,737.362,1320153.931,27967.233,0,5.615,563.907,-1264219.465
p65,6,97464,781.148,1333693.867,26298.113,0,1.17,570.959,-1281097.641
p65,6,97465,442.253,1572029.524,226776.552,0,5.189,586.119,-1118476.4200000002
p65,6,97840,90.788,1362121.234,105182.449,0,16.537,545.591,-1151756.336
p65,6,97841,854.442,1284614.716,27675.931,0,5.86,545.591,-1229262.8539999998
p65,6,97842,1126.027,1330189.852,31558.174,0,6.351,564.006,-1267073.5040000002
p65,6,97843,1031.858,1315070.138,18494.739,0,3.365,564.147,-1278080.66
p65,6,97845,144.947,1569341.068,224088.095,0,27.753,586.119,-1121164.877
p65,6,98221,32.957,1490837.407,187358.838,0,7.745,565.008,-1116119.731
p65,6,98222,226.974,1372419.508,41286.764,0,4.355,575.217,-1289845.98
p65,7,85314,880.863,338124.372,16193.775,0,3.318,162.319,-305736.822
p65,7,85315,493.904,347160.432,34682.888,0,6.571,156.032,-277794.656
p65,7,85677,110.957,189061.412,48795.839,0,5.444,63.732,-91469.734
p65,7,85678,435.317,216626.924,76361.351,0,13.862,63.732,-63904.22200000001
p65,7,85679,443.235,457044.917,96380.028,0,13.308,157.021,-264284.862
p65,7,85680,571.443,364876.912,62887.035,0,9.306,122.489,-239102.84199999998
p65,7,85694,756.535,314318.609,17634.975,0,4.113,147.364,-279048.658
p65,7,86056,241.357,240745.784,100480.211,0,14.13,63.732,-39785.36200000001
p65,7,86057,782.414,168928.301,28662.728,0,6.524,63.732,-111602.845
p65,7,86058,959.554,197470.375,57204.802,0,14.31,63.732,-83060.77100000001
p65,7,86073,946.988,407679.122,23007.653,0,5.436,186.908,-361663.816
p65,7,86074,658.773,349279.279,52595.645,0,11.009,147.364,-244087.98799999998
p65,7,86075,249.813,379930.795,83247.162,0,13.181,147.364,-213436.47099999996
p65,7,86418,120.835,772073.74,98700.668,0,13.76,298.618,-574672.4029999999
p65,7,86419,497.711,762869.004,89495.933,0,23.277,298.618,-583877.138
p65,7,86420,266.47,775179.561,137102.728,0,28.27,282.626,-500974.106
p65,7,86421,264.313,790728.478,152651.645,0,31.849,282.626,-485425.189
p65,7,86422,193.42,571986.191,86534.605,0,24.248,193.58,-398916.981
p65,7,86427,69.738,643753.432,202612.148,0,24.845,171.659,-238529.137
p65,7,86428,19.261,875421.253,580440.642,0,15.805,121.353,285460.031
p65,7,86435,123.102,257543.156,82575.655,0,11.525,84.18,-92391.84599999999
p65,7,86436,839.116,315580.618,75817.373,0,11.067,103.687,-163945.87199999997
p65,7,86452,905.004,428994.301,34542.929,0,6.58,194.292,-359908.44299999997
p65,7,86453,820.931,415385.073,36713.192,0,5.27,184.844,-341958.69
p65,7,86454,784.082,389425.091,22770.476,0,3.467,179.23,-343884.13899999997
p65,7,86455,815.364,353486.005,10143.703,0,1.506,172.377,-333198.59900000005
p65,7,86456,893.762,303974.593,44063.47,0,9.257,125.824,-215847.653
p65,7,86797,137.179,705010.995,30049.691,0,3.784,299.72,-644911.613
p65,7,86798,810.138,705036.298,31663.227,0,8.029,298.618,-641709.844
p65,7,86799,963.025,664860.741,61602.441,0,18.485,262.802,-541655.858
p65,7,86800,864.874,698867.567,60790.734,0,16.452,282.626,-577286.1000000001
p65,7,86801,830.883,715729.725,77652.891,0,20.329,282.626,-560423.943
p65,7,86802,809.621,571733.831,86282.245,0,27.604,193.58,-399169.341
p65,7,86803,104.504,597349.227,111897.641,0,16.453,193.58,-373553.945
p65,7,86805,265.976,470819.715,10428.542,0,1.086,178.416,-449962.631
p65,7,86806,579.754,511127.398,50736.225,0,12.492,178.416,-409654.94800000003
p65,7,86807,799.482,537722.983,77331.809,0,24.012,178.416,-383059.364
p65,7,86808,791.792,348975.114,53994.503,0,16.401,121.353,-240986.10799999998
p65,7,86809,360.192,332369.957,37389.346,0,7.688,121.353,-257591.26499999998
p65,7,86811,20.094,959421.68,664441.069,0,23.601,121.353,369460.45800000004
p65,7,86812,36.155,588150.108,406837.565,0,26.212,82.762,225525.022
p65,7,86813,6.326,1693214.796,1518247.295,0,16.498,84.18,1343279.794
p65,7,86814,119.639,236723.294,61755.793,0,8.088,84.18,-113211.70799999998
p65,7,86815,749.754,240615.165,47771.633,0,6.494,90.605,-145071.9
p65,7,86830,926.764,486010.016,30528.451,0,7.188,232.191,-424953.114
p65,7,86831,888.997,522371.554,66889.99,0,15.787,232.191,-388591.575
p65,7,86832,861.693,458574.746,49548.652,0,11.056,195.151,-359477.442
p65,7,86833,861.295,427188.661,18162.567,0,3.672,195.151,-390863.527
p65,7,86834,813.156,426484.568,20387.638,0,3.104,188.479,-385709.291
p65,7,86835,830.404,396700.198,53627.319,0,10.702,173.382,-289445.56
p65,7,86836,930.277,542179.949,65607.878,0,15.252,217.865,-410964.19299999997
p65,7,87177,260.689,723458.714,85219.531,0,13.341,280.593,-553019.652
p65,7,87178,886.043,659953.782,21714.599,0,4.063,280.593,-616524.5839999999
p65,7,87179,955.767,630542.055,27283.755,0,6.592,262.802,-575974.544
p65,7,87180,936.601,658287.154,20210.321,0,4.783,282.626,-617866.513
p65,7,87181,919.457,689901.659,51824.825,0,12.447,282.626,-586252.0090000001
p65,7,87182,835.171,729249.807,91172.974,0,23.967,282.626,-546903.86
p65,7,87183,149.304,597882.53,43672.859,0,4.464,212.95,-510536.812
p65,7,87184,69.482,561650.455,37894.583,0,2.741,201.801,-485861.289
p65,7,87185,740.731,515116.715,54725.542,0,12.905,178.416,-405665.631
p65,7,87186,918.984,522557.726,62166.553,0,18.064,178.416,-398224.62
p65,7,87188,942.558,446052.082,57165.847,0,13.915,155.235,-331720.388
p65,7,87189,566.889,451316.851,62430.617,0,14.99,155.235,-326455.618
p65,7,87190,225.532,426355.142,131374.531,0,22.072,121.353,-163606.08
p65,7,87191,663.307,409058.742,114078.131,0,28.584,121.353,-180902.47999999998
p65,7,87192,812.203,380333.281,89862.065,0,28.928,123.258,-200609.151
p65,7,87193,505.276,357547.405,67076.19,0,17.408,123.258,-223395.026
p65,7,87194,679.905,329047.786,38576.57,0,10.0,123.258,-251894.646
p65,7,87207,930.754,447951.236,52532.871,0,11.428,198.41,-342885.494
p65,7,87209,904.721,482069.636,8479.173,0,1.769,241.758,-465111.289
p65,7,87210,865.438,481172.958,25691.394,0,5.674,232.191,-429790.171
p65,7,87211,943.457,515612.459,60130.894,0,15.138,232.191,-395350.671
p65,7,87212,941.423,508242.483,44430.039,0,6.679,215.875,-419382.405
p65,7,87213,908.78,476585.634,33049.485,0,5.085,208.128,-410486.664
p65,7,87214,622.557,431336.816,8708.249,0,1.297,206.552,-413920.319
p65,7,87215,396.661,467351.917,29974.778,0,6.801,213.505,-407402.36100000003
p65,7,87216,660.744,508661.349,71284.21,0,18.321,213.505,-366092.929
p65,7,87217,798.472,511054.664,34482.593,0,8.11,217.865,-442089.478
p65,7,87218,169.699,576145.476,99573.405,0,21.923,217.865,-376998.66599999997
p65,7,87557,69.382,799973.671,161924.359,0,15.051,280.503,-476124.95399999997
p65,7,87558,407.634,692916.004,54866.691,0,12.471,280.503,-583182.622
p65,7,87559,366.493,627480.657,24222.358,0,5.226,262.802,-579035.941
p65,7,87560,457.046,633644.895,9214.211,0,1.304,274.656,-615216.473
p65,7,87561,887.356,680874.234,56443.55,0,13.047,274.656,-567987.134
p65,7,87562,765.254,720792.579,82715.746,0,25.085,282.626,-555361.088
p65,7,87563,102.709,678553.059,124343.387,0,9.398,212.95,-429866.284
p65,7,87564,435.131,573967.407,34120.365,0,4.563,207.636,-505726.676
p65,7,87565,871.86,612441.372,72594.33,0,11.196,207.636,-467252.71099999995
p65,7,87568,810.143,410312.063,21425.828,0,5.211,155.235,-367460.407
p65,7,87569,55.299,487004.711,98118.476,0,7.055,155.235,-290767.75899999996
p65,7,87570,530.454,459695.1,70808.865,0,18.873,155.235,-318077.37
p65,7,87571,870.783,502486.274,113600.039,0,30.691,155.235,-275286.196
p65,7,87572,909.772,380455.722,89984.506,0,25.989,123.258,-200486.71000000002
p65,7,87573,888.464,352355.79,61884.574,0,14.469,123.258,-228586.64200000002
p65,7,87586,906.359,460461.752,42621.033,0,8.703,211.565,-375219.686
p65,7,87587,852.381,438575.995,19798.93,0,4.277,212.127,-398978.135
p65,7,87588,906.83,540754.331,28917.816,0,6.687,239.968,-482918.699
p65,7,87589,800.098,546037.64,34201.125,0,8.592,239.968,-477635.39
p65,7,87590,949.279,569479.165,18682.397,0,3.417,247.241,-532114.371
p65,7,87592,787.997,502883.546,39071.102,0,5.959,215.875,-424741.342
p65,7,87593,518.686,483771.695,61143.127,0,16.167,206.552,-361485.44100000005
p65,7,87594,18.221,915425.75,478048.611,0,10.883,213.505,40671.47199999995
p65,7,87596,77.507,917560.547,480183.408,0,44.091,213.505,42806.26899999997
p65,7,87597,124.728,715330.603,238758.532,0,23.4,217.865,-237813.539
p65,7,87941,506.374,692765.915,68335.231,0,17.912,274.656,-556095.453
p65,7,87942,593.82,579597.06,77428.645,0,23.34,221.638,-424739.76999999996
p65,7,87943,200.629,566207.777,64039.363,0,15.089,221.638,-438129.05199999997
p65,7,87944,790.8,557145.484,54977.069,0,14.321,221.638,-447191.34599999996
p65,7,87948,832.162,449784.363,60898.128,0,13.3,155.235,-327988.10699999996
p65,7,87949,419.819,465449.955,76563.72,0,13.971,155.235,-312322.515
p65,7,87950,830.404,475994.588,87108.353,0,22.75,155.235,-301777.882
p65,7,87951,942.95,502634.379,113748.144,0,34.27,155.235,-275138.091
p65,7,87966,827.985,445257.911,11643.415,0,2.226,209.762,-421971.081
p65,7,87967,866.283,510981.934,41823.495,0,8.586,233.216,-427334.943
p65,7,87968,916.304,540606.286,12095.806,0,1.85,239.953,-516414.67300000007
p65,7,87969,780.219,565140.593,4024.0,0,0.382,251.869,-557092.593
p65,7,87972,222.241,763495.019,354468.924,0,37.616,195.151,-54557.169999999984
p65,7,87973,86.906,656432.72,212896.571,0,30.02,208.128,-230639.57799999998
p65,7,88319,14.571,1703603.116,1079172.431,0,27.904,274.656,454741.7470000001
p65,7,88320,272.862,741281.515,116850.831,0,24.326,274.656,-507579.853
p65,7,88321,427.142,752185.467,127754.782,0,28.799,274.656,-496675.902
p65,7,88322,774.246,566721.825,64553.411,0,18.643,221.638,-437615.00399999996
p65,7,88323,833.612,538442.226,36273.811,0,7.123,221.638,-465894.604
p65,7,88329,928.68,475279.661,86393.426,0,25.491,155.235,-302492.809
p65,7,88346,867.087,485838.322,52223.826,0,11.493,209.762,-381390.67
p65,7,88347,946.448,522516.29,53357.852,0,10.679,233.216,-415800.586
p65,7,88352,395.585,701705.758,279077.19,0,64.659,206.552,-143551.37800000003
p65,7,88353,251.239,657348.614,234720.046,0,50.328,206.552,-187908.52200000003
p65,7,88699,493.753,777570.676,153139.991,0,39.679,274.656,-471290.69299999997
p65,7,88700,810.067,738655.6,114224.916,0,35.771,274.656,-510205.76800000004
p65,7,88701,820.881,634312.426,132144.011,0,34.422,221.638,-370024.404
p65,7,88702,901.97,583172.331,81003.916,0,22.902,221.638,-421164.49899999995
p65,7,88723,932.547,668130.638,100868.295,0,17.762,258.674,-466394.048
p65,7,89079,200.646,789555.845,165125.161,0,51.072,274.656,-459305.52300000004
p65,7,89080,882.751,797014.509,172583.825,0,47.515,274.656,-451846.859
p65,7,89081,934.991,635293.792,133125.377,0,39.193,221.638,-369043.03799999994
p65,7,89102,917.179,546398.892,98146.29,0,19.258,181.859,-350106.31100000005
p65,7,89103,914.931,627508.242,60245.899,0,9.721,258.674,-507016.444
p65,7,89460,166.196,729469.913,227301.498,0,57.436,221.638,-274866.917
p65,7,89480,735.321,531854.703,23958.21,0,6.59,203.451,-483938.284
p65,7,89481,686.801,562486.282,54589.788,0,18.11,203.451,-453306.706
p65,7,89482,892.077,609254.567,101358.073,0,29.779,203.451,-406538.421
p65,7,89487,51.863,983671.202,330663.412,0,27.689,289.916,-322344.378
p65,7,89488,85.2,1405622.282,512984.991,0,59.574,336.587,-379652.3
p65,7,89859,841.866,564417.356,37380.95,0,5.305,210.649,-489655.45599999995
p65,7,89860,760.563,540342.709,32446.215,0,9.61,203.451,-475450.279
p65,7,89861,788.915,559102.771,51206.277,0,19.601,203.451,-456690.217
p65,7,89862,924.762,631378.501,71768.645,0,10.469,222.531,-487841.211
p65,7,89867,0.055,465954090.837,465061453.547,0,39.641,336.587,464168816.256
p65,7,90239,900.852,633741.695,41277.669,0,6.527,233.24,-551186.358
p65,7,90240,898.781,666332.702,59965.873,0,9.472,240.077,-546400.956
p65,7,90241,939.229,622563.439,16196.61,0,2.272,240.077,-590170.219
p65,7,90242,928.257,581498.834,21888.979,0,2.989,222.531,-537720.877
p65,7,91384,103.572,855613.942,78257.502,0,2.846,295.443,-699098.938
p65,7,91763,874.459,771250.507,30569.534,0,6.589,298.553,-710111.439
p65,7,91764,21.71,1402583.59,625227.15,0,12.999,295.443,-152129.28999999992
p65,7,92143,643.702,813841.468,73160.495,0,15.188,298.553,-667520.478
p65,7,92523,208.556,934424.947,193743.974,0,28.735,298.553,-546936.9990000001
p65,7,93282,758.987,975872.919,120954.781,0,36.282,323.066,-733963.3570000001
p65,7,93661,945.937,966224.748,111306.61,0,33.54,323.066,-743611.528
p65,7,93662,437.64,1040818.006,185899.868,0,42.292,323.066,-669018.27
p65,7,94041,940.448,1003118.948,148200.809,0,45.06,323.066,-706717.329
p65,7,94042,184.245,1030088.325,175170.187,0,50.043,323.066,-679747.951
p65,7,95182,597.814,1115208.908,111892.284,0,34.722,430.71,-891424.341
p65,7,95561,962.746,1063244.411,59927.786,0,18.114,430.71,-943388.839
p65,7,95562,384.313,1098829.562,95512.938,0,28.843,430.71,-907803.687
p65,7,95941,841.026,1059784.545,56467.921,0,12.498,430.71,-946848.704
p65,7,95942,137.186,1121509.738,118193.113,0,24.018,430.71,-885123.512
p65,7,96321,689.16,1245114.378,46751.374,0,12.775,527.297,-1151611.63
p65,7,96700,966.783,1197986.647,28603.881,0,6.996,512.422,-1140778.885
p65,7,96701,723.019,1209078.064,10715.059,0,2.309,527.297,-1187647.945
p65,7,96702,160.953,1271450.348,73087.344,0,14.053,527.297,-1125275.66
p65,7,96703,180.818,1391269.682,99082.985,0,25.315,563.907,-1193103.713
p65,7,97081,891.749,1254809.123,34065.116,0,7.236,525.582,-1186678.892
p65,7,97082,815.37,1309069.289,54957.997,0,14.387,541.923,-1199153.295
p66,4,76972,2074.102,611402.95,191093.916,0,35.426,148.419,-229215.117
p66,4,77352,1788.814,624264.76,203955.727,0,39.312,148.419,-216353.30599999998
p66,4,77732,1805.624,595313.013,162297.393,0,29.717,168.503,-270718.22699999996
p66,4,78112,2011.316,548163.133,115147.513,0,21.466,168.503,-317868.10699999996
p66,5,75447,1557.973,346956.462,79581.101,0,24.253,96.396,-187794.25999999998
p66,5,75448,1481.334,414791.413,91984.997,0,14.072,111.804,-230821.42
p66,5,75449,1454.237,398467.884,75661.468,0,11.071,111.804,-247144.94900000002
p66,5,75450,1459.508,429224.755,106418.338,0,18.615,111.804,-216388.07900000003
p66,5,75824,1461.271,464092.519,34158.127,0,5.847,130.73,-395776.265
p66,5,75825,1552.04,529926.606,53686.742,0,18.419,151.021,-422553.122
p66,5,75826,1603.706,567722.444,91482.58,0,25.097,151.021,-384757.284
p66,5,75827,1521.512,420832.306,98025.889,0,21.467,111.804,-224780.52800000002
p66,5,75828,1427.598,377061.733,54255.316,0,10.022,111.804,-268551.101
p66,5,75829,1390.161,342748.941,19942.524,0,3.064,111.804,-302863.89300000004
p66,5,75831,1446.078,476651.693,153845.277,0,27.051,111.804,-168961.14
p66,5,76204,1396.144,507793.601,31553.736,0,7.304,151.021,-444686.128
p66,5,76205,1446.075,510911.185,34671.32,0,8.533,151.021,-441568.544
p66,5,76206,1488.208,592765.295,62398.472,0,16.032,172.826,-467968.35000000003
p66,5,76207,1416.447,612433.224,82066.402,0,24.749,172.826,-448300.42000000004
p66,5,76211,1484.079,583980.195,163671.162,0,28.81,148.419,-256637.87099999998
p66,5,76584,1392.817,522428.755,46188.891,0,9.806,151.021,-430050.973
p66,5,76585,1395.38,513399.818,16983.827,0,2.285,159.042,-479432.164
p66,5,76591,1576.548,544032.071,123723.038,0,23.735,148.419,-296585.995
p66,5,76970,1452.409,496257.472,75948.439,0,11.246,148.419,-344360.594
p66,5,76971,1739.495,540394.705,120085.672,0,22.713,148.419,-300223.361
p66,5,77349,1293.001,502317.509,82008.476,0,17.797,148.419,-338300.55700000003
p66,5,77350,1663.187,530599.63,110290.597,0,20.288,148.419,-310018.436
p66,5,77351,1855.267,572025.921,151716.887,0,28.17,148.419,-268592.146
p66,5,77728,1449.019,582135.463,161826.43,0,34.59,148.419,-258482.603
p66,5,77729,1599.931,545250.063,124941.03,0,30.435,148.419,-295368.003
p66,5,77730,1807.189,570036.087,149727.054,0,33.655,148.419,-270581.979
p66,5,77731,1967.383,611028.703,190719.67,0,37.001,148.419,-229589.36299999998
p66,5,78109,1404.181,594719.85,174410.817,0,42.477,148.419,-245898.216
p66,5,78110,1612.473,506643.285,147995.946,0,29.173,148.643,-210651.39299999998
p66,5,78111,1886.673,499424.689,140777.349,0,27.259,148.643,-217869.99
p66,5,78113,1841.187,507085.292,74069.671,0,11.264,168.503,-358945.949
p66,5,78491,1686.776,457880.529,99233.19,0,19.631,148.643,-259414.14899999998
p66,5,78492,1834.839,546804.999,113789.379,0,21.913,168.503,-319226.241
p66,5,78493,1636.763,501616.791,68601.171,0,10.499,168.503,-364414.449
p66,5,78871,1571.392,415419.348,61790.868,0,9.911,146.229,-291837.61199999996
p66,5,78872,1623.36,435684.515,88432.074,0,14.112,124.982,-258820.367
p66,5,78873,1455.697,407135.819,102521.473,0,30.958,109.829,-202092.87199999997
p66,5,79251,1476.588,412266.083,41663.669,0,6.521,152.833,-328938.745
p66,5,79252,1423.973,362166.039,14913.598,0,2.219,124.982,-332338.843
p66,5,79630,1388.889,442388.389,71785.975,0,15.436,152.833,-298816.439
p66,5,80010,1379.503,401232.902,96618.556,0,27.872,109.829,-207995.789
p66,5,81896,1389.234,226611.849,28334.659,0,6.499,91.606,-169942.53100000002
p66,5,82277,1405.551,166232.822,37022.273,0,8.064,50.452,-92188.276
p66,6,75823,1367.157,463579.978,29721.417,0,4.978,132.191,-404137.143
p66,6,75830,1378.832,416645.114,93838.698,0,14.658,111.804,-228967.719
p66,6,76203,1310.764,549480.451,73240.587,0,18.529,151.021,-402999.277
p66,6,76208,1339.342,404098.654,81292.237,0,17.733,111.804,-241514.18000000002
p66,6,76209,1303.051,418680.497,95874.081,0,14.131,111.804,-226932.336
p66,6,76210,1311.401,431822.713,109016.296,0,20.146,111.804,-213790.121
p66,6,76583,1313.385,556685.133,80445.269,0,20.179,151.021,-395794.595
p66,6,76586,1335.466,564657.903,34291.081,0,8.141,172.826,-496075.74100000004
p66,6,76587,1230.754,612648.449,82281.626,0,20.929,172.826,-448085.19600000005
p66,6,76588,1235.848,499558.2,79249.167,0,17.062,148.419,-341059.866
p66,6,76589,1264.595,474481.046,54172.013,0,7.778,148.419,-366137.02
p66,6,76590,1304.922,501569.192,81260.159,0,12.044,148.419,-339048.874
p66,6,76964,1317.96,641727.694,42115.836,0,8.303,201.05,-557496.023
p66,6,76965,1210.465,556988.835,46226.441,0,9.473,164.027,-464535.953
p66,6,76966,1097.071,584592.987,54226.164,0,13.565,172.826,-476140.65800000005
p66,6,76967,1094.006,608581.63,78214.807,0,24.162,172.826,-452152.015
p66,6,76968,1228.639,486070.607,65761.573,0,16.509,148.419,-354547.45999999996
p66,6,76969,1364.573,456279.574,35970.541,0,5.829,148.419,-384338.49199999997
p66,6,77347,1119.586,636571.861,63893.252,0,7.474,224.054,-508785.3570000001
p66,6,77348,1335.137,516534.519,96225.486,0,23.07,148.419,-324083.547
p66,6,77722,1167.973,631912.23,85427.475,0,19.278,179.65,-461057.28
p66,6,77723,1140.92,592311.546,54223.844,0,16.653,207.301,-483863.857
p66,6,78101,1216.416,756598.695,85835.514,0,25.776,235.339,-584927.6660000001
p66,6,78102,1160.229,587384.021,105769.535,0,26.507,181.293,-375844.951
p66,6,78103,1094.628,587037.14,72069.51,0,17.92,196.939,-442898.119
p66,6,78480,1228.214,703358.815,32595.635,0,8.008,235.339,-638167.545
p66,6,78481,1179.751,743219.322,72456.141,0,18.54,235.339,-598307.0390000001
p66,6,78482,1157.384,544280.118,62665.632,0,13.039,181.293,-418948.854
p66,6,78483,1110.218,550101.584,72337.004,0,16.913,179.816,-405427.576
p66,6,78484,1035.581,511465.487,74761.281,0,13.569,161.228,-361942.925
p66,6,78490,1276.476,416635.287,57987.948,0,9.684,148.643,-300659.391
p66,6,78859,1278.26,723278.69,52515.51,0,9.812,235.339,-618247.67
p66,6,78860,1204.925,706231.313,35468.133,0,7.543,235.339,-635295.047
p66,6,78861,1154.484,542053.228,64288.648,0,16.629,179.816,-413475.93200000003
p66,6,78862,1165.189,503394.11,21779.624,0,4.476,181.293,-459834.86199999996
p66,6,78863,1144.275,516026.829,38262.249,0,8.051,179.816,-439502.331
p66,6,78864,1086.052,446785.038,10080.832,0,1.453,161.228,-426623.374
p66,6,78865,1028.182,461976.522,44490.999,0,7.819,153.211,-372994.524
p66,6,78866,1009.158,494991.273,77505.75,0,19.892,153.211,-339979.773
p66,6,78867,1012.879,416931.578,80674.126,0,20.95,116.403,-255583.326
p66,6,78870,1201.384,383465.748,29837.268,0,6.509,146.229,-323791.212
p66,6,79240,1203.681,490673.076,67050.315,0,13.934,211.272,-356572.446
p66,6,79241,1169.542,455144.246,77033.458,0,19.168,184.158,-301077.331
p66,6,79242,1181.034,539286.223,61521.643,0,13.117,179.816,-416242.93700000003
p66,6,79243,1162.799,444055.536,65944.747,0,16.719,184.158,-312166.042
p66,6,79244,1103.863,463471.937,33416.528,0,5.981,158.707,-396638.881
p66,6,79245,1029.146,471835.014,41779.605,0,7.03,158.707,-388275.804
p66,6,79246,969.88,398581.052,62323.6,0,13.68,116.403,-273933.852
p66,6,79247,1091.755,379776.03,43518.578,0,8.11,116.403,-292738.874
p66,6,79248,1087.516,405582.744,69325.292,0,16.783,116.403,-266932.16
p66,6,79249,1002.556,423047.521,69419.041,0,18.708,146.229,-284209.439
p66,6,79250,1254.172,410432.83,39830.416,0,7.052,152.833,-330771.998
p66,6,79253,1256.783,380994.594,76380.249,0,19.596,109.829,-228234.09599999996
